주차장이름,주차면수,경도,위도,전일가격,법정동코드
대동모텔앞노상주차장,1,127.066269,37.532926,40000,10500
674 노상주차장,1,127.066277,37.532976,40000,10500
674 노상주차장,1,127.066441,37.533358,40000,10500
진주빌라앞노상주차장,1,127.065553,37.533056,40000,10500
674 노상주차장,1,127.065519,37.53311,40000,10500
대동모텔앞노상주차장,1,127.066234,37.532868,40000,10500
674 노상주차장,1,127.066447,37.533388,40000,10500
기업정밀노상주차장,1,127.067081,37.533375,40000,10500
진주빌라앞노상주차장,1,127.065579,37.53303,40000,10500
동서울호텔길A공영주차장,1,127.089057,37.529814,40000,10500
동서울호텔길A공영주차장,1,127.090215,37.529707,40000,10500
동서울호텔길A공영주차장,1,127.089584,37.529696,40000,10500
동서울호텔길A공영주차장,1,127.088806,37.529901,40000,10500
동서울호텔길A공영주차장,1,127.090456,37.529829,40000,10500
동서울호텔길A공영주차장,1,127.088867,37.529873,40000,10500
동서울호텔길A공영주차장,1,127.090311,37.529739,40000,10500
동서울호텔길A공영주차장,1,127.089308,37.529776,40000,10500
동서울호텔길A공영주차장,1,127.088587,37.529957,40000,10500
동서울호텔길A공영주차장,1,127.090398,37.529773,40000,10500
동서울호텔길A공영주차장,1,127.090361,37.529754,40000,10500
동서울호텔길A공영주차장,1,127.09013,37.529658,40000,10500
동서울호텔길A공영주차장,1,127.090015,37.529627,40000,10500
동서울호텔길A공영주차장,1,127.089496,37.529727,40000,10500
동서울호텔길A공영주차장,1,127.089422,37.529724,40000,10500
동서울호텔길A공영주차장,1,127.089132,37.529778,40000,10500
동서울호텔길A공영주차장,1,127.088973,37.529864,40000,10500
동서울호텔길A공영주차장,1,127.088689,37.529919,40000,10500
동서울호텔길A공영주차장,1,127.088637,37.529943,40000,10500
동서울호텔길A공영주차장,1,127.088524,37.529951,40000,10500
동서울호텔길A공영주차장,1,127.088484,37.529951,40000,10500
동서울호텔길A공영주차장,1,127.091538,37.530643,40000,10500
동서울호텔길A공영주차장,1,127.091422,37.530542,40000,10500
동서울호텔길A공영주차장,1,127.091052,37.53025,40000,10500
동서울호텔길A공영주차장,1,127.091578,37.530671,40000,10500
동서울호텔길A공영주차장,1,127.090833,37.530099,40000,10500
동서울호텔길A공영주차장,1,127.091368,37.53049,40000,10500
동서울호텔길A공영주차장,1,127.090891,37.530124,40000,10500
동서울호텔길A공영주차장,1,127.091158,37.530304,40000,10500
동서울호텔길A공영주차장,1,127.09098,37.530194,40000,10500
동서울호텔길A공영주차장,1,127.090812,37.530097,40000,10500
동서울호텔길A공영주차장,1,127.090728,37.530053,40000,10500
동서울호텔길A공영주차장,1,127.090638,37.529998,40000,10500
동서울호텔길A공영주차장,1,127.091765,37.530837,40000,10500
동서울호텔길A공영주차장,1,127.091226,37.530385,40000,10500
동서울호텔길A공영주차장,1,127.091699,37.530772,40000,10500
동서울호텔길A공영주차장,1,127.091629,37.530722,40000,10500
동서울호텔길A공영주차장,1,127.091476,37.530597,40000,10500
동서울호텔길A공영주차장,1,127.090775,37.530094,40000,10500
동서울호텔길A공영주차장,1,127.091291,37.530429,40000,10500
758 노상주차장,1,127.080684,37.5277875,40000,10500
758 노상주차장,1,127.080743,37.5277875,40000,10500
758 노상주차장,1,127.0807805,37.527779,40000,10500
758 노상주차장,1,127.0808449,37.527779,40000,10500
758 노상주차장,1,127.0809146,37.5277662,40000,10500
758 노상주차장,1,127.0809844,37.5277662,40000,10500
758 노상주차장,1,127.081038,37.5277619,40000,10500
758 노상주차장,1,127.0811185,37.5277492,40000,10500
758 노상주차장,1,127.0811989,37.5277492,40000,10500
758 노상주차장,1,127.0812794,37.5277492,40000,10500
758 노상주차장,1,127.0813438,37.5277577,40000,10500
758 노상주차장,1,127.0814242,37.5277534,40000,10500
758 노상주차장,1,127.0814886,37.5277534,40000,10500
758 노상주차장,1,127.0815744,37.5277364,40000,10500
758 노상주차장,1,127.0816496,37.5277364,40000,10500
758 노상주차장,1,127.0817139,37.5277236,40000,10500
758 노상주차장,1,127.0817944,37.5277194,40000,10500
758 노상주차장,1,127.081891,37.5277109,40000,10500
758 노상주차장,1,127.0819661,37.5277024,40000,10500
758 노상주차장,1,127.0820358,37.5276981,40000,10500
758 노상주차장,1,127.0821323,37.5277024,40000,10500
758 노상주차장,1,127.0821967,37.5277024,40000,10500
758 노상주차장,1,127.0822665,37.5276981,40000,10500
758 노상주차장,1,127.0823308,37.5276811,40000,10500
758 노상주차장,1,127.0824274,37.5276896,40000,10500
758 노상주차장,1,127.0825132,37.5277024,40000,10500
758 노상주차장,1,127.0825937,37.5277066,40000,10500
758 노상주차장,1,127.0826795,37.5277024,40000,10500
758 노상주차장,1,127.08276,37.5276981,40000,10500
758 노상주차장,1,127.082839,37.527717,40000,10500
자양2차현대아파트노상주차장,1,127.070855,37.533756,40000,10500
자양2차현대아파트노상주차장,1,127.070311,37.5339,40000,10500
자양2차현대아파트앞노상주차장,1,127.0705,37.533844,40000,10500
자양2차현대아파트앞노상주차장,1,127.070094,37.534527,40000,10500
자양2차현대아파트앞노상주차장,1,127.070705,37.533789,40000,10500
자양2차현대아파트노상주차장,1,127.070381,37.533891,40000,10500
자양2차현대아파트앞노상주차장,1,127.070127,37.533899,40000,10500
자양2차현대아파트노상주차장,1,127.070784,37.533759,40000,10500
자양2차현대아파트노상주차장,1,127.070574,37.533827,40000,10500
자양2차현대아파트노상주차장,1,127.070147,37.533949,40000,10500
자양2차현대아파트노상주차장,1,127.070014,37.534368,40000,10500
자양2차현대아파트노상주차장,1,127.07063,37.533817,40000,10500
세선교회노상주차장,1,127.070269,37.533918,40000,10500
한라아파트부설주차장,1,127.070522,37.535678,40000,10500
한라아파트부설주차장,1,127.070522,37.535678,40000,10500
한라아파트부설주차장,1,127.070522,37.535678,40000,10500
한라아파트부설주차장,1,127.06948,37.535393,40000,10500
한라아파트부설주차장,1,127.070522,37.535678,40000,10500
한라아파트부설주차장,1,127.070522,37.535678,40000,10500
한라아파트부설주차장,1,127.070522,37.535678,40000,10500
한라아파트부설주차장,1,127.06948,37.535393,40000,10500
한라아파트부설주차장,1,127.06948,37.535393,40000,10500
현대6차아파트앞노상주차장,1,127.071044,37.532853,40000,10500
현대6차아파트노상주차장,1,127.071024,37.532843,40000,10500
현대6차아파트노상주차장,1,127.071114,37.532991,40000,10500
현대6차아파트노상주차장,1,127.071056,37.532928,40000,10500
현대6차아파트노상주차장,1,127.071127,37.533044,40000,10500
787 노상주차장,1,127.0707386,37.5325339,40000,10500
787 노상주차장,1,127.072231,37.53205,40000,10500
787 노상주차장,1,127.072256,37.532087,40000,10500
787 노상주차장,1,127.072201,37.532003,40000,10500
787 노상주차장,1,127.070898,37.532361,40000,10500
삼성아파트103동옆노상주차장,1,127.072495,37.532267,40000,10500
787 노상주차장,1,127.070845,37.532408,40000,10500
787 노상주차장,1,127.072272,37.532135,40000,10500
787 노상주차장,1,127.072103,37.531872,40000,10500
삼성아파트103동옆노상주차장,1,127.072463,37.532283,40000,10500
삼성아파트103동옆노상주차장,1,127.072562,37.532244,40000,10500
787 노상주차장,1,127.070822,37.532422,40000,10500
787 노상주차장,1,127.070834,37.532527,40000,10500
삼성아파트노상주차장,1,127.070863,37.532389,40000,10500
삼성아파트노상주차장,1,127.070816,37.5325,40000,10500
삼성아파트노상주차장,1,127.07087,37.532605,40000,10500
787 노상주차장,1,127.072022,37.531719,40000,10500
787 노상주차장,1,127.072084,37.531844,40000,10500
787 노상주차장,1,127.072295,37.532177,40000,10500
삼성아파트103동옆노상주차장,1,127.072608,37.532228,40000,10500
787 노상주차장,1,127.071808,37.531636,40000,10500
787 노상주차장,1,127.072068,37.531756,40000,10500
787 노상주차장,1,127.07214,37.531882,40000,10500
787 노상주차장,1,127.072328,37.532223,40000,10500
787 노상주차장,1,127.072368,37.532267,40000,10500
삼성아파트103동옆노상주차장,1,127.072522,37.532254,40000,10500
787 노상주차장,1,127.071867,37.53158,40000,10500
787 노상주차장,1,127.071319,37.532018,40000,10500
자양8차현대홈타운노상주차장,1,127.072214,37.532907,40000,10500
자양8차현대홈타운노상주차장,1,127.071415,37.533143,40000,10500
자양8차현대홈타운노상주차장,1,127.071349,37.533173,40000,10500
자양8차현대아파트앞노상주차장,1,127.072297,37.532894,40000,10500
자양8차현대아파트앞노상주차장,1,127.072025,37.532981,40000,10500
자양8차현대아파트앞노상주차장,1,127.071276,37.533469,40000,10500
자양8차현대아파트앞노상주차장,1,127.071227,37.533377,40000,10500
789 노상주차장,1,127.071571,37.533112,40000,10500
자양8차현대홈타운노상주차장,1,127.072052,37.532962,40000,10500
자양8차현대홈타운부설주차장,1,127.071661,37.533074,40000,10500
자양8차현대홈타운노상주차장,1,127.072106,37.532954,40000,10500
자양8차현대홈타운노상주차장,1,127.071736,37.533057,40000,10500
자양8차현대홈타운노상주차장,1,127.071601,37.533102,40000,10500
자양8차현대홈타운노상주차장,1,127.071484,37.533123,40000,10500
자양8차현대홈타운노상주차장,1,127.071486,37.533129,40000,10500
자양8차현대홈타운노상주차장,1,127.071282,37.533193,40000,10500
자양8차현대홈타운노상주차장,1,127.071702,37.533065,40000,10500
자양8차현대홈타운노상주차장,1,127.071617,37.53309,40000,10500
자양8차현대홈타운노상주차장,1,127.072173,37.532932,40000,10500
자양10차현대홈타운앞노상주차장,1,127.071001,37.53302,40000,10500
자양10차현대홈타운앞노상주차장,1,127.071074,37.533213,40000,10500
자양10차현대홈타운앞노상주차장,1,127.070996,37.533021,40000,10500
자양10차현대홈타운앞노상주차장,1,127.071178,37.533381,40000,10500
자양10차현대홈타운앞노상주차장,1,127.071038,37.53313,40000,10500
자양10차현대홈타운앞노상주차장,1,127.070949,37.532902,40000,10500
자양10차현대홈타운앞노상주차장,1,127.070991,37.532978,40000,10500
자양10차현대홈타운앞노상주차장,1,127.071018,37.533063,40000,10500
자양10차현대홈타운앞노상주차장,1,127.071103,37.533281,40000,10500
자양10차현대홈타운앞노상주차장,1,127.071131,37.533322,40000,10500
자양10차현대홈타운앞노상주차장,1,127.071179,37.533424,40000,10500
794 노상주차장,1,127.06526,37.533128,40000,10500
794 노상주차장,1,127.065294,37.533127,40000,10500
809 거주자우선주차장,1,127.0690928,37.5311951,40000,10500
809 거주자우선주차장,1,127.069133,37.5311717,40000,10500
809 거주자우선주차장,1,127.0691786,37.5311547,40000,10500
809 거주자우선주차장,1,127.0692269,37.5311355,40000,10500
809 거주자우선주차장,1,127.0692671,37.5311419,40000,10500
809 거주자우선주차장,1,127.0693342,37.531127,40000,10500
809 거주자우선주차장,1,127.0694066,37.5311121,40000,10500
809 거주자우선주차장,1,127.0694656,37.5310951,40000,10500
809 거주자우선주차장,1,127.0695246,37.5310823,40000,10500
809 거주자우선주차장,1,127.0695783,37.5310632,40000,10500
809 거주자우선주차장,1,127.0696373,37.5310377,40000,10500
809 거주자우선주차장,1,127.0696909,37.531027,40000,10500
809 거주자우선주차장,1,127.0697446,37.5310079,40000,10500
809 거주자우선주차장,1,127.0698036,37.5309909,40000,10500
809 거주자우선주차장,1,127.069869,37.530987,40000,10500
829 노상주차장,1,127.066837,37.533442,40000,10500
829 노상주차장,1,127.066489,37.53346,40000,10500
829 노상주차장,1,127.066655,37.533513,40000,10500
829 노상주차장,1,127.066947,37.53343,40000,10500
829 노상주차장,1,127.066773,37.5335,40000,10500
848-11 거주자우선주차장,1,127.06692,37.538085,40000,10500
848-11 거주자우선주차장,1,127.066976,37.538069,40000,10500
19-1 노상주차장,1,127.083974,37.5613173,40000,10100
중곡복개천공영주차장B,1,127.084055,37.561255,40000,10100
19-1 노상주차장,1,127.083889,37.561386,40000,10100
28-25 거주자우선주차장,1,127.086195,37.564198,40000,10100
28-1 거주자우선주차장,1,127.086649,37.564391,40000,10100
28-25 거주자우선주차장,1,127.086156,37.564142,40000,10100
28-1 거주자우선주차장,1,127.086506,37.564348,40000,10100
국립정신건강센터,35,127.085752,37.5650679,0,10100
30-2 거주자우선주차장,1,127.086088,37.564028,40000,10100
30-1 거주자우선주차장,1,127.085918,37.565761,40000,10100
30-1 거주자우선주차장,1,127.085835,37.5658,40000,10100
30-1 거주자우선주차장,1,127.085735,37.565793,40000,10100
30-1 거주자우선주차장,1,127.085673,37.565821,40000,10100
30-1 거주자우선주차장,1,127.086388,37.565586,40000,10100
30-2 거주자우선주차장,1,127.086108,37.56405,40000,10100
30-1 거주자우선주차장,1,127.085959,37.565752,40000,10100
30-2 거주자우선주차장,1,127.086134,37.564089,40000,10100
30-1 거주자우선주차장,1,127.086013,37.565708,40000,10100
41-49 노상주차장,1,127.082314,37.560873,40000,10100
중곡복개천공영주차장B,1,127.082884,37.56195,40000,10100
중곡복개천공영주차장B,1,127.082678,37.562044,40000,10100
중곡복개천공영주차장B,1,127.083406,37.561643,40000,10100
중곡복개천공영주차장B,1,127.083213,37.561766,40000,10100
43-1 노상주차장,1,127.083084,37.561822,40000,10100
44-19 노상주차장,1,127.0842965,37.560821,40000,10100
44-2 노상주차장,1,127.084252,37.560692,40000,10100
44-19 노상주차장,1,127.084343,37.560914,40000,10100
47-38 거주자우선주차장,1,127.081914,37.560174,40000,10100
47-29 거주자우선주차장,1,127.082082,37.56049,40000,10100
50-51 노상주차장,1,127.0833596,37.5591148,40000,10100
50-11 노상주차장,1,127.083445,37.559287,40000,10100
50-28 노상주차장,1,127.083785,37.559873,40000,10100
50-51 노상주차장,1,127.08345,37.559282,40000,10100
53-2 노상주차장,1,127.084115,37.559076,40000,10100
53-1 노상주차장,1,127.084131,37.559102,40000,10100
69-13 노상주차장,1,127.083769,37.56809,40000,10100
106-33 거주자우선주차장,1,127.0937133,37.5563534,40000,10100
106-33 거주자우선주차장,1,127.0937119,37.5564034,40000,10100
106-33 거주자우선주차장,1,127.09372,37.556464,40000,10100
117-27 거주자우선주차장,1,127.087541,37.55544,40000,10100
중곡복개천공영주차장,1,127.086882,37.555525,40000,10100
127-5 노상주차장,1,127.086269,37.55912,40000,10100
128-10 노상주차장,1,127.085425,37.558626,40000,10100
130-1 노상주차장,1,127.08524,37.556306,40000,10100
134-16 노상주차장,1,127.086499,37.555568,40000,10100
134-16 노상주차장,1,127.085443,37.556448,40000,10100
142-24 노상주차장,1,127.081193,37.557355,40000,10100
143-130 거주자우선주차장,1,127.0956732,37.5611,40000,10100
143-130 거주자우선주차장,1,127.0957168,37.5611519,40000,10100
143-130 거주자우선주차장,1,127.0957347,37.5612258,40000,10100
143-130 거주자우선주차장,1,127.0957248,37.5613248,40000,10100
143-130 거주자우선주차장,1,127.0957386,37.5613924,40000,10100
143-130 거주자우선주차장,1,127.0957565,37.5614663,40000,10100
143-130 거주자우선주차장,1,127.0958061,37.5615558,40000,10100
143-130 거주자우선주차장,1,127.095808,37.561627,40000,10100
143-146 거주자우선주차장,1,127.0959909,37.5619954,40000,10100
143-146 노상주차장,1,127.0960468,37.5620692,40000,10100
143-146 노상주차장,1,127.0960973,37.5621536,40000,10100
143-146 노상주차장,1,127.096106,37.56226,40000,10100
150-405 노상주차장,1,127.088462,37.562414,40000,10100
150-103 거주자우선주차장,1,127.086808,37.560432,40000,10100
중곡복개천 공영 노상,41,127.086222,37.5601391,0,10100
159-24 노상주차장,1,127.082236,37.558233,40000,10100
161-5 노상주차장,1,127.081368,37.559087,40000,10100
161-6 거주자우선주차장,1,127.081463,37.559198,40000,10100
163-16 노상주차장,1,127.0814364,37.5621184,40000,10100
163-26 노상주차장,1,127.081107,37.561533,40000,10100
163-16 노상주차장,1,127.081323,37.561917,40000,10100
163-17 노상주차장,1,127.081362,37.561975,40000,10100
167-13 거주자우선주차장,1,127.083794,37.566513,40000,10100
167-23 거주자우선주차장,1,127.083967,37.56644,40000,10100
167-13 거주자우선주차장,1,127.083856,37.56648,40000,10100
167-23 거주자우선주차장,1,127.083929,37.566441,40000,10100
167-13 거주자우선주차장,1,127.083807,37.566399,40000,10100
169-84 거주자우선주차장,1,127.083602,37.568536,40000,10100
169-55 거주자우선주차장,1,127.084081,37.567871,40000,10100
169-58 거주자우선주차장,1,127.083904,37.567815,40000,10100
169-56 거주자우선주차장,1,127.08413,37.567861,40000,10100
169-100 거주자우선주차장,1,127.083998,37.568224,40000,10100
169-85 거주자우선주차장,1,127.083959,37.568656,40000,10100
169-85 거주자우선주차장,1,127.083959,37.568713,40000,10100
169-56 거주자우선주차장,1,127.083984,37.567837,40000,10100
170-3 거주자우선주차장,1,127.083668,37.567523,40000,10100
170-2 거주자우선주차장,1,127.08379,37.567711,40000,10100
170-12 거주자우선주차장,1,127.083409,37.567095,40000,10100
170-10 거주자우선주차장,1,127.083492,37.56724,40000,10100
170-5 거주자우선주차장,1,127.083649,37.567471,40000,10100
170-2 거주자우선주차장,1,127.083762,37.567684,40000,10100
171-26 거주자우선주차장,1,127.08282,37.566831,40000,10100
171-18 거주자우선주차장,1,127.08335,37.566947,40000,10100
171-17 거주자우선주차장,1,127.083402,37.567031,40000,10100
정인주택앞노상주차장,1,127.083662,37.566553,40000,10100
172-1 거주자우선주차장,1,127.083593,37.566568,40000,10100
172-2 거주자우선주차장,1,127.083521,37.566587,40000,10100
172-8 거주자우선주차장,1,127.083439,37.566623,40000,10100
172-69 거주자우선주차장,1,127.083019,37.56679,40000,10100
172-5 거주자우선주차장,1,127.083665,37.566242,40000,10100
정인주택앞노상주차장,1,127.083756,37.566426,40000,10100
173-7 거주자우선주차장,1,127.081094,37.566961,40000,10100
173-55 노상주차장,1,127.081154,37.567073,40000,10100
173-19 노상주차장,1,127.081474,37.567614,40000,10100
173-39 노상주차장,1,127.081398,37.567537,40000,10100
173-22 노상주차장,1,127.081708,37.56796,40000,10100
177-16 노상주차장,1,127.081488,37.569213,40000,10100
187-35 노상주차장,1,127.079754,37.568524,40000,10100
187-10 노상주차장,1,127.079411,37.567934,40000,10100
189-36 노상주차장,1,127.079938,37.567209,40000,10100
경지아리움앞노상주차장,1,127.079179,37.567551,40000,10100
중곡2차아파트옆노상주차장,1,127.0788241,37.5668884,40000,10100
중곡2차아파트옆노상주차장,1,127.0788418,37.5669117,40000,10100
중곡2차아파트옆노상주차장,1,127.0787708,37.5667684,40000,10100
중곡2차아파트옆노상주차장,1,127.0786765,37.5666286,40000,10100
중곡2차아파트옆노상주차장,1,127.0786989,37.5666651,40000,10100
중곡2차아파트옆노상주차장,1,127.0787226,37.5667085,40000,10100
중곡2차아파트옆노상주차장,1,127.078644,37.566576,40000,10100
중곡2차아파트옆노상주차장,1,127.078551,37.566408,40000,10100
중곡2차아파트옆노상주차장,1,127.078594,37.566462,40000,10100
중곡2차아파트옆노상주차장,1,127.078758,37.566741,40000,10100
중곡2차아파트옆노상주차장,1,127.078801,37.56685,40000,10100
우암빌라B동노상주차장,1,127.078809,37.567767,40000,10100
중곡2차아파트옆노상주차장,1,127.078597,37.56732,40000,10100
우암빌라B동노상주차장,1,127.078717,37.567794,40000,10100
우암빌라B동노상주차장,1,127.078751,37.567769,40000,10100
중곡2차아파트옆노상주차장,1,127.078618,37.566512,40000,10100
중곡1차아파트옆노상주차장,1,127.0791128,37.5672788,40000,10100
중곡1차아파트옆노상주차장,1,127.0790097,37.5671187,40000,10100
중곡1차아파트옆노상주차장,1,127.0788023,37.5667258,40000,10100
중곡1차아파트옆노상주차장,1,127.0787239,37.5666221,40000,10100
중곡1차아파트옆노상주차장,1,127.078922,37.566926,40000,10100
중곡1차아파트옆노상주차장,1,127.0788696,37.5668886,40000,10100
중곡1차아파트옆노상주차장,1,127.0788477,37.5668305,40000,10100
중곡1차아파트옆노상주차장,1,127.078429,37.566118,40000,10100
중곡1차아파트옆노상주차장,1,127.078412,37.566084,40000,10100
중곡1차아파트옆노상주차장,1,127.078415,37.566043,40000,10100
중곡1차아파트옆노상주차장,1,127.078495,37.566203,40000,10100
중곡1차아파트옆노상주차장,1,127.078585,37.566356,40000,10100
중곡1차아파트옆노상주차장,1,127.078401,37.566018,40000,10100
중곡1차아파트옆노상주차장,1,127.078536,37.566273,40000,10100
중곡1차아파트옆노상주차장,1,127.078693,37.566558,40000,10100
중곡1차아파트옆노상주차장,1,127.07877,37.566664,40000,10100
중곡1차아파트옆노상주차장,1,127.078818,37.566777,40000,10100
중곡1차아파트옆노상주차장,1,127.07862,37.566421,40000,10100
194-63 거주자우선주차장,1,127.085377,37.569205,40000,10100
194-63 노상주차장,1,127.085473,37.569264,40000,10100
194-63 거주자우선주차장,1,127.085305,37.569221,40000,10100
중곡3동마을공원공영주차장,1,127.084882,37.569502,40000,10100
195-4 노상주차장,1,127.084309,37.569224,40000,10100
195-1 노상주차장,1,127.084366,37.569616,40000,10100
195-1 거주자우선주차장,1,127.084374,37.569775,40000,10100
195-1 노상주차장,1,127.084435,37.56997,40000,10100
195-1 노상주차장,1,127.084451,37.570147,40000,10100
197-11 노상주차장,1,127.083628,37.568982,40000,10100
198-27 노상주차장,1,127.08367,37.569285,40000,10100
199-9 노상주차장,1,127.083762,37.569815,40000,10100
199-2 노상주차장,1,127.083789,37.569753,40000,10100
199-6 노상주차장,1,127.083893,37.570553,40000,10100
232-53 거주자우선주차장,1,127.079372,37.565223,40000,10100
중곡제1동제1경로당앞노상주차장,1,127.078997,37.564552,40000,10100
중곡제1동제1경로당앞노상주차장,1,127.078976,37.564479,40000,10100
234-5 거주자우선주차장,1,127.078166,37.565642,40000,10100
234-47 노상주차장,1,127.078217,37.564703,40000,10100
234-15 거주자우선주차장,1,127.078721,37.565676,40000,10100
선진골드빌라앞노상주차장,1,127.078016,37.565458,40000,10100
242-21 거주자우선주차장,1,127.081137,37.561659,40000,10100
242-5 거주자우선주차장,1,127.081354,37.562019,40000,10100
242-41 거주자우선주차장,1,127.080611,37.56198,40000,10100
243-33 노상주차장,1,127.079788,37.561598,40000,10100
243-23 노상주차장,1,127.080088,37.561494,40000,10100
243-32 노상주차장,1,127.079955,37.561554,40000,10100
243-35 거주자우선주차장,1,127.079866,37.561922,40000,10100
동운상운옆노상주차장,1,127.078951,37.56191,40000,10100
동운상운옆노상주차장,1,127.07884,37.561946,40000,10100
245-37 거주자우선주차장,1,127.078539,37.562321,40000,10100
246-60 노상주차장,1,127.078309,37.562131,40000,10100
247-23 노상주차장,1,127.078251,37.563239,40000,10100
248-4 노상주차장,1,127.077568,37.563547,40000,10100
248-38 노상주차장,1,127.076724,37.56306,40000,10100
248-42 노상주차장,1,127.077303,37.563009,40000,10100
248-3 노상주차장,1,127.077641,37.56362,40000,10100
248-28 노상주차장,1,127.077185,37.562763,40000,10100
249-37 노상주차장,1,127.076815,37.563321,40000,10100
249-19 노상주차장,1,127.076139,37.562868,40000,10100
249-19 노상주차장,1,127.076122,37.562892,40000,10100
249-6 노상주차장,1,127.077041,37.563741,40000,10100
249-19 노상주차장,1,127.076176,37.562865,40000,10100
249-38 노상주차장,1,127.076753,37.563227,40000,10100
253-24 노상주차장,1,127.076801,37.562077,40000,10100
253-7 노상주차장,1,127.076582,37.561692,40000,10100
254-12 노상주차장,1,127.076746,37.561328,40000,10100
254-12 노상주차장,1,127.078142,37.562187,40000,10100
254-12 노상주차장,1,127.076548,37.561569,40000,10100
254-12 노상주차장,1,127.076745,37.561329,40000,10100
254-3 노상주차장,1,127.077572,37.561988,40000,10100
254-26 노상주차장,1,127.07743,37.561731,40000,10100
255-19 노상주차장,1,127.078106,37.561683,40000,10100
259-26 노상주차장,1,127.080522,37.56133,40000,10100
265-10 거주자우선주차장,1,127.081261,37.56192,40000,10100
265-10 거주자우선주차장,1,127.081328,37.562051,40000,10100
265-10 거주자우선주차장,1,127.081204,37.561806,40000,10100
265-10 거주자우선주차장,1,127.081181,37.561764,40000,10100
265-10 거주자우선주차장,1,127.081226,37.561733,40000,10100
265-14 거주자우선주차장,1,127.082451,37.559938,40000,10100
267-3 거주자우선주차장,1,127.0807576,37.5669231,40000,10100
267-3 거주자우선주차장,1,127.0804871,37.5670153,40000,10100
267-3 거주자우선주차장,1,127.078976,37.56718,40000,10100
267-3 거주자우선주차장,1,127.079533,37.567333,40000,10100
중곡1차아파트옆주차장,1,127.078666,37.566476,40000,10100
270-2 거주자우선주차장,1,127.081053,37.566896,40000,10100
275-10 거주자우선주차장,1,127.083586,37.559533,40000,10100
275-7 거주자우선주차장,1,127.085276,37.562619,40000,10100
275-6 거주자우선주차장,1,127.083862,37.563713,40000,10100
275-13 거주자우선주차장,1,127.083367,37.558955,40000,10100
275-2 거주자우선주차장,1,127.083702,37.566205,40000,10100
276-11 거주자우선주차장,1,127.087562,37.555355,40000,10100
276-3 거주자우선주차장,1,127.08627,37.564269,40000,10100
276-9 노상주차장,1,127.087112,37.557727,40000,10100
중곡복개천 공영B 노상,35,127.084254,37.5611136,0,10100
340-3 노상주차장,1,127.0838139,37.5614195,40000,10100
중곡복개천공영주차장B,1,127.083656,37.561512,40000,10100
중곡복개천공영주차장B,1,127.083568,37.561553,40000,10100
340-3 노상주차장,1,127.083724,37.561472,40000,10100
437-6 노상주차장,1,127.094359,37.559447,40000,10100
437-6 노상주차장,1,127.094306,37.559331,40000,10100
437-6 노상주차장,1,127.0942532,37.5592709,40000,10100
437-6 노상주차장,1,127.094212,37.559206,40000,10100
438-2 거주자우선주차장,1,127.0901495,37.5590117,40000,10100
438-2 거주자우선주차장,1,127.0902353,37.5589819,40000,10100
438-2 거주자우선주차장,1,127.0903104,37.5589607,40000,10100
438-2 거주자우선주차장,1,127.09039,37.558966,40000,10100
438-2 거주자우선주차장,1,127.0905947,37.5589522,40000,10100
438-2 거주자우선주차장,1,127.090821,37.558872,40000,10100
438-2 거주자우선주차장,1,127.0909783,37.5588267,40000,10100
438-2 거주자우선주차장,1,127.0911499,37.5587842,40000,10100
438-2 거주자우선주차장,1,127.091338,37.558729,40000,10100
438-2 거주자우선주차장,1,127.0915147,37.5587289,40000,10100
438-2 거주자우선주차장,1,127.0917347,37.5596432,40000,10100
438-2 거주자우선주차장,1,127.091848,37.558687,40000,10100
438-2 거주자우선주차장,1,127.0920242,37.5587274,40000,10100
438-2 거주자우선주차장,1,127.0921773,37.558739,40000,10100
438-2 거주자우선주차장,1,127.0923062,37.5587549,40000,10100
438-2 거주자우선주차장,1,127.0924078,37.5587849,40000,10100
438-3 노상주차장,1,127.093989,37.559032,40000,10100
438-2 거주자우선주차장,1,127.0938429,37.5590325,40000,10100
438-2 거주자우선주차장,1,127.0938874,37.5590556,40000,10100
438-2 거주자우선주차장,1,127.0939285,37.5590719,40000,10100
438-2 거주자우선주차장,1,127.093967,37.559107,40000,10100
439-2 거주자우선주차장,1,127.092218,37.556758,40000,10100
440 노상주차장,1,127.0917309,37.5560929,40000,10100
440 노상주차장,1,127.091658,37.556149,40000,10100
440 노상주차장,1,127.0917937,37.5569598,40000,10100
440 노상주차장,1,127.091905,37.5559723,40000,10100
440 노상주차장,1,127.091841,37.556012,40000,10100
442-1 거주자우선주차장,1,127.0931721,37.5558956,40000,10100
442-1 거주자우선주차장,1,127.093197,37.5558105,40000,10100
442-1 거주자우선주차장,1,127.093212,37.555723,40000,10100
450-2 거주자우선주차장,1,127.0914316,37.559892,40000,10100
450-2 거주자우선주차장,1,127.0913511,37.5597899,40000,10100
450-2 거주자우선주차장,1,127.091094,37.559509,40000,10100
452-1 거주자우선주차장,1,127.0908282,37.5590709,40000,10100
452-1 거주자우선주차장,1,127.090818,37.559006,40000,10100
452-2 거주자우선주차장,1,127.089478,37.558311,40000,10100
467-1 거주자우선주차장,1,127.09064,37.557501,40000,10100
467-2 노상주차장,1,127.089483,37.556479,40000,10100
482-4 거주자우선주차장,1,127.088584,37.558825,40000,10100
482-3 거주자우선주차장,1,127.093077,37.558903,40000,10100
544-2 노상주차장,1,127.08451,37.570568,40000,10100
545-3 노상주차장,1,127.084559,37.570901,40000,10100
553-5 노상주차장,1,127.083886,37.570747,40000,10100
