주차장이름,주차면수,경도,위도,전일가격,법정동코드
233-20 노상주차장,1,127.08116,37.554016,40000,10200
235-2 노상주차장,1,127.0815986,37.555499,40000,10200
235-2 노상주차장,1,127.0821243,37.5553183,40000,10200
235-42 노상주차장,1,127.0822105,37.5546713,40000,10200
235-42 노상주차장,1,127.081843,37.554783,40000,10200
235-42 노상주차장,1,127.082265,37.554657,40000,10200
235-2 노상주차장,1,127.082178,37.555253,40000,10200
236-6 노상주차장,1,127.0823898,37.5552545,40000,10200
236-6 노상주차장,1,127.082475,37.555186,40000,10200
237-5 노상주차장,1,127.084189,37.554876,0,10200
237-21 노상주차장,1,127.0837926,37.5546698,40000,10200
237-21 노상주차장,1,127.083676,37.554704,40000,10200
어린이대공원노상주차장,1,127.08276,37.552494,40000,10200
어린이대공원노상주차장,1,127.082944,37.55263,40000,10200
어린이대공원노상주차장,1,127.08311,37.552623,40000,10200
어린이대공원노상주차장,1,127.083009,37.552614,40000,10200
어린이대공원노상주차장,1,127.084072,37.55245,40000,10200
243-23 노상주차장,1,127.0839323,37.5531404,40000,10200
243-23 노상주차장,1,127.083946,37.553185,40000,10200
어린이대공원노상주차장,1,127.083931,37.552514,40000,10200
어린이대공원노상주차장,1,127.083809,37.552574,40000,10200
어린이대공원노상주차장,1,127.083742,37.552583,40000,10200
어린이대공원노상주차장,1,127.084019,37.55248,40000,10200
244-11 노상주차장,1,127.083428,37.553609,40000,10200
245-2 거주자우선주차장,1,127.084303,37.554444,40000,10200
247-6 노상주차장,1,127.0868071,37.5539777,40000,10200
247-6 노상주차장,1,127.0867672,37.553936,40000,10200
247-18 노상주차장,1,127.0853952,37.554214,40000,10200
247-18 노상주차장,1,127.085379,37.554175,40000,10200
247-6 노상주차장,1,127.086748,37.553887,40000,10200
248-35 노상주차장,1,127.0858789,37.5538181,40000,10200
248-35 노상주차장,1,127.0859321,37.5538005,40000,10200
248-35 노상주차장,1,127.086293,37.553676,40000,10200
249-3 거주자우선주차장,1,127.086156,37.553106,40000,10200
어린이대공원노상주차장,1,127.0846489,37.5522359,40000,10200
어린이대공원노상주차장,1,127.0845905,37.5522633,40000,10200
어린이대공원노상주차장,1,127.0845213,37.5522753,40000,10200
어린이대공원노상주차장,1,127.0844673,37.5522924,40000,10200
어린이대공원노상주차장,1,127.0847002,37.5521983,40000,10200
어린이대공원노상주차장,1,127.084822,37.552081,40000,10200
어린이대공원노상주차장,1,127.084635,37.552216,40000,10200
어린이대공원노상주차장,1,127.084415,37.552303,40000,10200
어린이대공원노상주차장,1,127.084781,37.55219,40000,10200
어린이대공원노상주차장,1,127.08529,37.551803,40000,10200
어린이대공원노상주차장,1,127.0851577,37.5518736,40000,10200
어린이대공원노상주차장,1,127.0851035,37.5518941,40000,10200
어린이대공원노상주차장,1,127.0850648,37.5519104,40000,10200
어린이대공원노상주차장,1,127.0850209,37.5519227,40000,10200
어린이대공원노상주차장,1,127.0852196,37.5518331,40000,10200
어린이대공원노상주차장,1,127.0855978,37.551714,40000,10200
어린이대공원노상주차장,1,127.0855817,37.5517183,40000,10200
어린이대공원노상주차장,1,127.085388,37.55174,40000,10200
어린이대공원노상주차장,1,127.085367,37.551774,40000,10200
어린이대공원노상주차장,1,127.085007,37.551926,40000,10200
251-36 노상주차장,1,127.084868,37.552138,40000,10200
어린이대공원노상주차장,1,127.085194,37.551841,40000,10200
어린이대공원노상주차장,1,127.085698,37.551629,40000,10200
어린이대공원노상주차장,1,127.085753,37.551649,40000,10200
어린이대공원노상주차장,1,127.0857641,37.5525455,40000,10200
어린이대공원노상주차장,1,127.08573,37.551636,40000,10200
어린이대공원노상주차장,1,127.0857158,37.5516226,40000,10200
어린이대공원노상주차장,1,127.085807,37.551588,40000,10200
어린이대공원노상주차장,1,127.085977,37.551527,40000,10200
어린이대공원노상주차장,1,127.085908,37.551548,40000,10200
어린이대공원노상주차장,1,127.085629,37.551684,40000,10200
어린이대공원노상주차장,1,127.085568,37.551695,40000,10200
254-1 노상주차장,1,127.087247,37.553297,40000,10200
어린이대공원노상주차장,1,127.087377,37.551944,0,10200
어린이대공원노상주차장,1,127.087592,37.552029,0,10200
어린이대공원노상주차장,1,127.087512,37.551999,40000,10200
어린이대공원노상주차장,1,127.087252,37.551863,0,10200
어린이대공원노상주차장,1,127.087231,37.551871,0,10200
어린이대공원노상주차장,1,127.087285,37.551907,0,10200
어린이대공원노상주차장,1,127.0860269,37.5515397,0,10200
어린이대공원노상주차장,1,127.0863917,37.5525348,0,10200
어린이대공원노상주차장,1,127.0863166,37.5515524,0,10200
어린이대공원노상주차장,1,127.086458,37.55158,0,10200
어린이대공원노상주차장,1,127.086639,37.55163,0,10200
258-19 거주자우선주차장,1,127.086579,37.551647,40000,10200
어린이대공원노상주차장,1,127.087153,37.551838,0,10200
어린이대공원노상주차장,1,127.086731,37.551669,0,10200
어린이대공원노상주차장,1,127.086259,37.551491,40000,10200
265-12 거주자우선주차장,1,127.082663,37.55499,40000,10200
270-8 노상주차장,1,127.083007,37.555514,0,10200
270-9 노상주차장,1,127.083886,37.554412,0,10200
270-6 노상주차장,1,127.084829,37.55336,0,10200
어린이대공원노상주차장,1,127.082726,37.552443,40000,10200
270-7 노상주차장,1,127.085509,37.554031,0,10200
270-15 거주자우선주차장,1,127.0857238,37.5522052,0,10200
270-15 거주자우선주차장,1,127.0855575,37.5528687,0,10200
270-15 거주자우선주차장,1,127.085562,37.551928,0,10200
270-10 노상주차장,1,127.0868021,37.5534471,0,10200
270-10 노상주차장,1,127.0868074,37.5535321,0,10200
270-10 노상주차장,1,127.0871669,37.553362,0,10200
270-10 노상주차장,1,127.087409,37.553281,0,10200
270-10 노상주차장,1,127.0875301,37.5532492,0,10200
270-10 노상주차장,1,127.0876304,37.5532034,0,10200
270-10 노상주차장,1,127.087751,37.553143,0,10200
283-6 노상주차장,1,127.078527,37.552283,40000,10200
283-6 노상주차장,1,127.077369,37.552866,40000,10200
284-8 노상주차장,1,127.078267,37.553304,40000,10200
313-8 노상주차장,1,127.07885,37.552138,40000,10200
능동IoT공유주차장,1,127.078347,37.551968,40000,10200
어린이대공원옆노상주차장,1,127.078516,37.552,40000,10200
능동IoT공유주차장,1,127.078171,37.551933,40000,10200
능동IoT공유주차장,1,127.077972,37.551852,40000,10200
315-5 노상주차장,1,127.0777197,37.5522158,40000,10200
315-5 노상주차장,1,127.0777378,37.552249,40000,10200
315-5 노상주차장,1,127.0777749,37.5523152,40000,10200
315-5 노상주차장,1,127.077754,37.552292,40000,10200
능동IoT공유주차장,1,127.077543,37.55177,40000,10200
능동IoT공유주차장,1,127.077689,37.551766,40000,10200
어린이대공원옆노상주차장,1,127.077373,37.551728,40000,10200
능동IoT공유주차장,1,127.077904,37.551827,40000,10200
320-44 노상주차장,1,127.078863,37.554542,40000,10200
320-9 노상주차장,1,127.078776,37.554337,40000,10200
453-18 노상주차장,1,127.080336,37.553832,40000,10200
453-18 노상주차장,1,127.080182,37.553623,40000,10200
5-49 노상주차장,1,127.069255,37.539183,40000,10500
5-56 노상주차장,1,127.066719,37.533504,40000,10500
10-7 노상주차장,1,127.065716,37.539971,40000,10500
대동모텔앞노상주차장,1,127.065409,37.539447,40000,10500
세종빌라앞노상주차장,1,127.065828,37.540232,40000,10500
대동모텔앞노상주차장,1,127.065493,37.53952,40000,10500
진주빌라앞노상주차장,1,127.065716,37.539971,40000,10500
세종빌라앞노상주차장,1,127.065744,37.533349,40000,10500
진주빌라앞노상주차장,1,127.065716,37.539971,40000,10500
10-7 노상주차장,1,127.065716,37.539971,40000,10500
진주빌라앞노상주차장,1,127.065716,37.539971,40000,10500
세종빌라앞노상주차장,1,127.06588,37.540284,40000,10500
10-32 노상주차장,1,127.065393,37.53937,40000,10500
10-7 노상주차장,1,127.065716,37.539971,40000,10500
자양공공힐링센터,6,127.065086,37.5402495,40000,10500
아차산로192노상주차장,1,127.064655,37.54128,40000,10500
아차산로192거주자우선주차장,1,127.064655,37.54128,40000,10500
아차산로192거주자우선주차장,1,127.064781,37.541242,40000,10500
아차산로192거주자우선주차장,1,127.064781,37.541242,40000,10500
17-5 노상주차장,1,127.064704,37.541663,40000,10500
17-5 노상주차장,1,127.064712,37.541703,40000,10500
아차산로192노상주차장,1,127.064781,37.541242,40000,10500
아차산로192공영주차장,1,127.064604,37.541306,40000,10500
17-5 거주자우선주차장,1,127.064525,37.541331,40000,10500
23-2 노상주차장,1,127.064312,37.541406,40000,10500
23-3 노상주차장,1,127.063899,37.541549,40000,10500
23-2 노상주차장,1,127.064256,37.541435,40000,10500
23-2 노상주차장,1,127.064169,37.541454,40000,10500
23-3 노상주차장,1,127.064,37.541522,40000,10500
24-21 노상주차장,1,127.063901,37.540478,40000,10500
한강성원아파트앞노상주차장,1,127.063867,37.540411,40000,10500
24-27 노상주차장,1,127.063869,37.540361,40000,10500
24-21 노상주차장,1,127.063909,37.54052,40000,10500
24-23 노상주차장,1,127.064008,37.540672,40000,10500
24-23 노상주차장,1,127.064053,37.540698,40000,10500
52-105 거주자우선주차장,1,127.064609,37.534787,40000,10500
53-20 거주자우선주차장,1,127.064534,37.534837,40000,10500
53-20 거주자우선주차장,1,127.064392,37.534874,40000,10500
54-19 거주자우선주차장,1,127.0640894,37.5349796,40000,10500
54-19 거주자우선주차장,1,127.064146,37.5349592,40000,10500
54-17 거주자우선주차장,1,127.063728,37.535056,40000,10500
54-19 거주자우선주차장,1,127.064045,37.534967,40000,10500
54-20 거주자우선주차장,1,127.064159,37.534944,40000,10500
55-12 거주자우선주차장,1,127.063597,37.535097,40000,10500
신양중학교골목노상주차장,1,127.0642983,37.5330605,40000,10500
57-134 거주자우선주차장,1,127.062607,37.5338954,40000,10500
57-19 거주자우선주차장,1,127.0630953,37.5348156,40000,10500
57-19 거주자우선주차장,1,127.0631229,37.5348733,40000,10500
57-19 거주자우선주차장,1,127.06315,37.534942,40000,10500
신양중학교골목노상주차장,1,127.064341,37.53307,40000,10500
신양중학교골목노상주차장,1,127.063868,37.532712,40000,10500
57-2 노상주차장,1,127.063333,37.532685,40000,10500
57-134 거주자우선주차장,1,127.062666,37.533921,40000,10500
57-2 노상주차장,1,127.063388,37.532662,40000,10500
57-67 거주자우선주차장,1,127.063019,37.534496,40000,10500
57-2 노상주차장,1,127.062912,37.532775,40000,10500
신양중학교골목노상주차장,1,127.063522,37.5326,40000,10500
신양중학교골목노상주차장,1,127.06426,37.533013,40000,10500
신양중학교골목노상주차장,1,127.063948,37.532769,40000,10500
57-2 노상주차장,1,127.0632,37.532715,40000,10500
신양중학교골목노상주차장,1,127.064307,37.533045,40000,10500
신양중학교골목노상주차장,1,127.064216,37.532987,40000,10500
신양중학교골목노상주차장,1,127.063963,37.532802,40000,10500
신양중학교골목노상주차장,1,127.063797,37.532685,40000,10500
57-134 거주자우선주차장,1,127.062654,37.533895,40000,10500
57-2 노상주차장,1,127.063455,37.532647,40000,10500
57-2 노상주차장,1,127.063254,37.532703,40000,10500
57-2 노상주차장,1,127.062874,37.532807,40000,10500
신양중학교골목노상주차장,1,127.064013,37.532834,40000,10500
신양중학교골목노상주차장,1,127.063823,37.532669,40000,10500
78-2 거주자우선주차장,1,127.065478,37.533853,40000,10500
87-1 노상주차장,1,127.065199,37.533115,40000,10500
87-1 노상주차장,1,127.065135,37.533114,40000,10500
97-1 노상주차장,1,127.062003,37.533045,40000,10500
97-1 노상주차장,1,127.062491,37.532895,40000,10500
97-1 노상주차장,1,127.062766,37.532817,40000,10500
97-1 노상주차장,1,127.062119,37.532968,40000,10500
97-1 노상주차장,1,127.062114,37.533018,40000,10500
97-1 노상주차장,1,127.062819,37.532811,40000,10500
97-1 노상주차장,1,127.062847,37.532787,40000,10500
97-1 노상주차장,1,127.062709,37.532846,40000,10500
97-1 노상주차장,1,127.062662,37.532862,40000,10500
97-1 노상주차장,1,127.062603,37.532858,40000,10500
97-1 노상주차장,1,127.062408,37.532922,40000,10500
97-1 노상주차장,1,127.062352,37.532929,40000,10500
97-1 노상주차장,1,127.062166,37.532972,40000,10500
97-1 노상주차장,1,127.061894,37.533083,40000,10500
97-1 노상주차장,1,127.062081,37.533009,40000,10500
97-1 노상주차장,1,127.062176,37.533099,40000,10500
97-1 노상주차장,1,127.062125,37.533072,40000,10500
97-1 노상주차장,1,127.061955,37.533065,40000,10500
꿈에그린아파트102동앞거주자우선주차상,1,127.0615444,37.5341319,40000,10500
꿈에그린아파트102동앞거주자우선주차상,1,127.061677,37.534085,40000,10500
꿈에그린아파트102동앞거주자우선주차상,1,127.061584,37.534124,40000,10500
꿈에그린아파트102동앞거주자우선주차상,1,127.061485,37.534103,40000,10500
꿈에그린아파트102동앞거주자우선주차상,1,127.061433,37.534123,40000,10500
꿈에그린아파트102동앞거주자우선주차상,1,127.061367,37.534132,40000,10500
181-1 노상주차장,1,127.0616401,37.5333202,40000,10500
181-1 노상주차장,1,127.0616045,37.5333678,40000,10500
181-1 노상주차장,1,127.0615622,37.5334137,40000,10500
181-1 노상주차장,1,127.0615289,37.5334525,40000,10500
181-1 노상주차장,1,127.0614977,37.5335019,40000,10500
181-1 노상주차장,1,127.061451,37.5335584,40000,10500
181-1 노상주차장,1,127.0614065,37.5336113,40000,10500
181-1 노상주차장,1,127.0613598,37.533666,40000,10500
181-1 노상주차장,1,127.0613131,37.5337313,40000,10500
181-1 노상주차장,1,127.061283,37.533805,40000,10500
193-33 거주자우선주차장,1,127.0617808,37.5348975,40000,10500
193-33 거주자우선주차장,1,127.0618409,37.5348816,40000,10500
193-30 거주자우선주차장,1,127.062136,37.5341,40000,10500
193-33 거주자우선주차장,1,127.061903,37.534863,40000,10500
193-30 거주자우선주차장,1,127.062079,37.534106,40000,10500
195-10 거주자우선주차장,1,127.062511,37.534723,40000,10500
195-10 거주자우선주차장,1,127.062449,37.534727,40000,10500
199-1 거주자우선주차장,1,127.061846,37.536312,40000,10500
199-5 거주자우선주차장,1,127.0621258,37.5355299,40000,10500
199-5 거주자우선주차장,1,127.0628356,37.5353536,40000,10500
199-5 거주자우선주차장,1,127.0623606,37.5354953,40000,10500
199-5 거주자우선주차장,1,127.062303,37.535508,40000,10500
199-5 거주자우선주차장,1,127.062248,37.535509,40000,10500
199-5 거주자우선주차장,1,127.06216,37.535548,40000,10500
202-14 거주자우선주차장,1,127.0615473,37.5361274,40000,10500
202-33 거주자우선주차장,1,127.061186,37.535468,40000,10500
202-18 거주자우선주차장,1,127.061403,37.53593,40000,10500
202-14 거주자우선주차장,1,127.061477,37.536027,40000,10500
203-18 거주자우선주차장,1,127.061108,37.535334,40000,10500
203-18 거주자우선주차장,1,127.061108,37.535342,40000,10500
203-18 거주자우선주차장,1,127.061106,37.535319,40000,10500
206-3 거주자우선주차장,1,127.060613,37.535224,40000,10500
서울자양초등학교,35,127.079362,37.5369703,40000,10500
226-32 거주자우선주차장,1,127.075243,37.53918,40000,10500
진주빌라앞노상주차장,1,127.065666,37.532918,40000,10500
226-1 노상주차장,1,127.065796,37.532827,40000,10500
226-32 거주자우선주차장,1,127.075254,37.539256,40000,10500
226-1 노상주차장,1,127.065636,37.532955,40000,10500
226-1 노상주차장,1,127.065625,37.532992,40000,10500
226-32 거주자우선주차장,1,127.075213,37.539045,40000,10500
226-32 거주자우선주차장,1,127.075218,37.539094,40000,10500
226-32 거주자우선주차장,1,127.07521,37.538979,40000,10500
226-32 거주자우선주차장,1,127.075218,37.539121,40000,10500
226-32 거주자우선주차장,1,127.075243,37.539214,40000,10500
226-1 노상주차장,1,127.065739,37.532873,40000,10500
롯데백화점,10,127.0709,37.5383451,40000,10500
송림식당길(노상),71,127.076499,37.536774,0,10500
452-5 노상주차장,1,127.074177,37.532705,40000,10500
452-5 거주자우선주차장,1,127.074068,37.532716,40000,10500
452-2 거주자우선주차장,1,127.074248,37.532674,40000,10500
카이스트수학앞노상주차장,1,127.073688,37.532819,40000,10500
453-4 노상주차장,1,127.073802,37.532798,40000,10500
광진어르신돌봄센터앞거주자우선주차장,1,127.073812,37.532788,40000,10500
광진어르신돌봄센터앞거주자우선주차장,1,127.073868,37.532763,40000,10500
광진어르신돌봄센터앞거주자우선주차장,1,127.073981,37.532752,40000,10500
454-7 거주자우선주차장,1,127.073614,37.532869,40000,10500
454-7 노상주차장,1,127.073556,37.532881,40000,10500
자양2차우성아파트노상주차장,1,127.07343,37.532909,40000,10500
자양2차우성아파트노상주차장,1,127.073504,37.532898,40000,10500
자양2차우성아파트노상주차장,1,127.073456,37.532905,40000,10500
454-7 노상주차장,1,127.073611,37.532855,40000,10500
자양2차우성아파트노상주차장,1,127.073392,37.53293,40000,10500
자양2차우성아파트노상주차장,1,127.073496,37.532899,40000,10500
J-town앞노상주차장,1,127.072488,37.533618,40000,10500
J-town앞노상주차장,1,127.072464,37.533571,40000,10500
460-1 거주자우선주차장,1,127.072585,37.533709,40000,10500
460-8 거주자우선주차장,1,127.072456,37.533431,40000,10500
460-8 거주자우선주차장,1,127.072471,37.533472,40000,10500
J-town앞노상주차장,1,127.072476,37.53352,40000,10500
460-1 거주자우선주차장,1,127.072633,37.533736,40000,10500
460-8 거주자우선주차장,1,127.072451,37.533357,40000,10500
461-3 거주자우선주차장,1,127.072575,37.533195,40000,10500
461-3 노상주차장,1,127.072526,37.533225,40000,10500
자양2차우성아파트노상주차장,1,127.073179,37.533363,40000,10500
자양2차우성아파트노상주차장,1,127.073276,37.533215,40000,10500
462-4 노상주차장,1,127.072678,37.533032,40000,10500
자양2차우성아파트노상주차장,1,127.073162,37.533406,40000,10500
462-4 거주자우선주차장,1,127.072647,37.533087,40000,10500
자양2차우성아파트노상주차장,1,127.073197,37.53333,40000,10500
자양2차우성아파트노상주차장,1,127.073223,37.533311,40000,10500
자양2차우성아파트노상주차장,1,127.073239,37.533272,40000,10500
자양2차우성아파트노상주차장,1,127.073264,37.533232,40000,10500
자양2차우성아파트노상주차장,1,127.073297,37.533181,40000,10500
자양2차우성아파트노상주차장,1,127.07332,37.533141,40000,10500
자양2차우성아파트노상주차장,1,127.073336,37.533105,40000,10500
자양2차우성아파트노상주차장,1,127.073124,37.533437,40000,10500
성수농축산노상주차장,1,127.073389,37.532055,40000,10500
성수농축산노상주차장,1,127.073318,37.532063,40000,10500
성수농축산노상주차장,1,127.073246,37.5321,40000,10500
장경로얄빌라주변노상주차장,1,127.072812,37.531158,40000,10500
장경로얄빌라주변노상주차장,1,127.072615,37.531168,40000,10500
장경로얄빌라주변노상주차장,1,127.072491,37.531203,40000,10500
475-5 노상주차장,1,127.072587,37.530961,40000,10500
476-1 노상주차장,1,127.072468,37.53094,40000,10500
482-5 거주자우선주차장,1,127.07023,37.5308803,40000,10500
482-5 거주자우선주차장,1,127.0702944,37.5308654,40000,10500
482-5 거주자우선주차장,1,127.0703668,37.5308526,40000,10500
482-5 거주자우선주차장,1,127.0704151,37.5308484,40000,10500
482-5 거주자우선주차장,1,127.0704741,37.5308313,40000,10500
482-5 거주자우선주차장,1,127.0705197,37.5308143,40000,10500
482-5 거주자우선주차장,1,127.0705734,37.5308016,40000,10500
482-5 거주자우선주차장,1,127.0706404,37.5307846,40000,10500
482-5 거주자우선주차장,1,127.0706994,37.5307739,40000,10500
482-5 거주자우선주차장,1,127.0707638,37.5307569,40000,10500
482-5 거주자우선주차장,1,127.0708175,37.5307378,40000,10500
482-5 거주자우선주차장,1,127.0708845,37.5307229,40000,10500
482-5 거주자우선주차장,1,127.0709596,37.5307101,40000,10500
482-5 거주자우선주차장,1,127.0710079,37.5307016,40000,10500
482-5 거주자우선주차장,1,127.0710669,37.5306825,40000,10500
482-5 거주자우선주차장,1,127.071134,37.5306591,40000,10500
482-5 거주자우선주차장,1,127.071193,37.530642,40000,10500
482-5 거주자우선주차장,1,127.0712627,37.5306229,40000,10500
482-5 거주자우선주차장,1,127.071375,37.530587,40000,10500
482-5 노상주차장,1,127.071403,37.530807,40000,10500
482-5 거주자우선주차장,1,127.071378,37.530587,40000,10500
489-2 거주자우선주차장,1,127.0677752,37.5315577,40000,10500
489-2 거주자우선주차장,1,127.0678221,37.5315333,40000,10500
489-2 거주자우선주차장,1,127.0678878,37.531512,40000,10500
489-2 거주자우선주차장,1,127.0679254,37.5314875,40000,10500
489-2 거주자우선주차장,1,127.0679964,37.5314822,40000,10500
489-2 거주자우선주차장,1,127.0680702,37.5314514,40000,10500
489-2 거주자우선주차장,1,127.0681118,37.5314471,40000,10500
489-2 거주자우선주차장,1,127.0681681,37.531429,40000,10500
489-2 거주자우선주차장,1,127.0682392,37.531411,40000,10500
489-2 거주자우선주차장,1,127.0683009,37.5313929,40000,10500
489-2 거주자우선주차장,1,127.0683532,37.5313865,40000,10500
489-2 거주자우선주차장,1,127.0684162,37.5313737,40000,10500
489-2 거주자우선주차장,1,127.0684873,37.5313493,40000,10500
489-2 거주자우선주차장,1,127.0685181,37.5313333,40000,10500
489-2 거주자우선주차장,1,127.0685597,37.5313184,40000,10500
489-2 거주자우선주차장,1,127.0686214,37.5313025,40000,10500
489-2 거주자우선주차장,1,127.0686724,37.531294,40000,10500
489-2 거주자우선주차장,1,127.0687112,37.5312844,40000,10500
489-2 거주자우선주차장,1,127.0687635,37.5312663,40000,10500
489-2 거주자우선주차장,1,127.0687971,37.5312546,40000,10500
489-2 거주자우선주차장,1,127.068844,37.5312429,40000,10500
489-2 거주자우선주차장,1,127.0688856,37.5312323,40000,10500
489-2 거주자우선주차장,1,127.0689325,37.5312238,40000,10500
489-2 거주자우선주차장,1,127.068975,37.531214,40000,10500
495-6 노상주차장,1,127.071603,37.53134,40000,10500
495-1 노상주차장,1,127.071777,37.531434,40000,10500
장미맨션옆노상주차장,1,127.07166,37.531362,40000,10500
495-1 노상주차장,1,127.071845,37.531483,40000,10500
골든리버파크주변노상주차장,1,127.070847,37.532656,40000,10500
골든리버파크주변노상주차장,1,127.070792,37.532567,40000,10500
골든리버파크주변노상주차장,1,127.070822,37.532629,40000,10500
뚝도변전소옆노상주차장,1,127.069308,37.53658,40000,10500
뚝도변전소옆노상주차장,1,127.069308,37.53658,40000,10500
뚝도변전소옆노상주차장,1,127.069308,37.53658,40000,10500
뚝도변전소옆노상주차장,1,127.069308,37.53658,40000,10500
뚝도변전소옆노상주차장,1,127.069308,37.53658,40000,10500
뚝도변전소옆노상주차장,1,127.069308,37.53658,40000,10500
자양우성6차아파트앞노상주차장,1,127.070207,37.536856,40000,10500
자양6차우성아파트옆노상주차장,1,127.070603,37.536299,40000,10500
자양우성6차아파트앞노상주차장,1,127.070184,37.53682,40000,10500
자양우성6차아파트앞노상주차장,1,127.070275,37.536892,40000,10500
자양6차우성아파트옆노상주차장,1,127.070603,37.536299,40000,10500
520-2 노상주차장,1,127.074709,37.532868,40000,10500
자양2차우성아파트노상주차장,1,127.073193,37.533792,40000,10500
520-2 노상주차장,1,127.074893,37.532836,40000,10500
자양2차우성아파트노상주차장,1,127.073114,37.53351,40000,10500
자양2차우성아파트노상주차장,1,127.073145,37.533646,40000,10500
자양2차우성아파트노상주차장,1,127.0731,37.53355,40000,10500
자양2차우성아파트노상주차장,1,127.073233,37.533811,40000,10500
자양2차우성아파트노상주차장,1,127.073149,37.533681,40000,10500
520-2 노상주차장,1,127.074801,37.532854,40000,10500
550-7 거주자우선주차장,1,127.0684254,37.5360318,40000,10500
550-7 거주자우선주차장,1,127.0683918,37.5360148,40000,10500
550-7 거주자우선주차장,1,127.068346,37.536001,40000,10500
현대아파트부설주차장,1,127.071102,37.533674,40000,10500
매쓰플랜수학학원앞거주자우선주차장,1,127.071169,37.533631,40000,10500
자양1차우성아파트옆노상주차장,1,127.075535,37.534842,40000,10500
자양1차우성아파트옆노상주차장,1,127.075535,37.534842,40000,10500
자양1차우성아파트옆노상주차장,1,127.075535,37.534842,40000,10500
자양1차우성아파트옆노상주차장,1,127.075535,37.534842,40000,10500
자양1차우성아파트옆노상주차장,1,127.075535,37.534842,40000,10500
자양1차우성아파트옆노상주차장,1,127.075535,37.534842,40000,10500
자양1차우성아파트앞노상주차장,1,127.075185,37.534033,40000,10500
579 노상주차장,1,127.06613,37.533569,40000,10500
자양1차우성아파트옆노상주차장,1,127.075216,37.533997,40000,10500
자양1차우성아파트옆노상주차장,1,127.075369,37.533956,40000,10500
자양1차우성아파트앞노상주차장,1,127.075465,37.533934,40000,10500
자양1차우성아파트앞노상주차장,1,127.075516,37.533907,40000,10500
자양1차우성아파트앞노상주차장,1,127.075618,37.533893,40000,10500
자양1차우성아파트옆노상주차장,1,127.075535,37.534842,40000,10500
자양1차우성아파트옆노상주차장,1,127.075535,37.534842,40000,10500
자양1차우성아파트옆노상주차장,1,127.075535,37.534842,40000,10500
자양1차우성아파트앞노상주차장,1,127.07555,37.533911,40000,10500
성보빌딩노상주차장,1,127.075455,37.532678,40000,10500
성보빌딩앞노상주차장,1,127.075375,37.532568,40000,10500
성보빌딩앞노상주차장,1,127.075416,37.532609,40000,10500
582-19 노상주차장,1,127.074133,37.531836,40000,10500
582-19 노상주차장,1,127.074261,37.531785,40000,10500
송광아트빌라옆노상주차장,1,127.07458,37.532203,40000,10500
행운연립노상주차장,1,127.074256,37.532457,40000,10500
582-19 노상주차장,1,127.074222,37.531805,40000,10500
행운연립노상주차장,1,127.074185,37.532444,40000,10500
582-19 노상주차장,1,127.074525,37.531939,40000,10500
송광아트빌라옆노상주차장,1,127.074611,37.532262,40000,10500
582-19 노상주차장,1,127.074062,37.531862,40000,10500
582-19 노상주차장,1,127.074476,37.531813,40000,10500
582-19 노상주차장,1,127.074522,37.531979,40000,10500
582-19 노상주차장,1,127.074544,37.532026,40000,10500
행운연립노상주차장,1,127.074346,37.532495,40000,10500
송림기사식당길B공영주차장,1,127.074961,37.531174,40000,10500
송림기사식당길B공영주차장,1,127.075,37.531356,40000,10500
송림기사식당길B공영주차장,1,127.074948,37.531223,40000,10500
송림기사식당길B공영주차장,1,127.074989,37.531329,40000,10500
송림기사식당길B공영주차장,1,127.074878,37.530944,40000,10500
송림기사식당길B공영주차장,1,127.074905,37.530993,40000,10500
미주맨션옆노상주차장,1,127.074251,37.531072,40000,10500
미주맨션옆노상주차장,1,127.074254,37.531134,40000,10500
미주맨션옆노상주차장,1,127.074232,37.531013,40000,10500
미주맨션옆노상주차장,1,127.074289,37.531192,40000,10500
미주맨션옆노상주차장,1,127.074313,37.531267,40000,10500
현대맨션가동옆노상주차장,1,127.073769,37.531819,40000,10500
현대맨션가동옆노상주차장,1,127.073659,37.53141,40000,10500
정은연립옆노상주차장,1,127.073765,37.531799,40000,10500
현대맨션가동옆노상주차장,1,127.073565,37.531092,40000,10500
현대맨션가동옆노상주차장,1,127.073751,37.531763,40000,10500
588-20 거주자우선주차장,1,127.071543,37.5304421,40000,10500
588-20 거주자우선주차장,1,127.0716503,37.5304208,40000,10500
588-20 거주자우선주차장,1,127.0717307,37.5304038,40000,10500
588-20 거주자우선주차장,1,127.0718649,37.530391,40000,10500
588-20 거주자우선주차장,1,127.0719721,37.5303655,40000,10500
588-20 거주자우선주차장,1,127.0720794,37.5303485,40000,10500
588-20 거주자우선주차장,1,127.0721867,37.5303102,40000,10500
588-20 거주자우선주차장,1,127.0722725,37.5302975,40000,10500
588-20 거주자우선주차장,1,127.0724013,37.5302634,40000,10500
588-20 거주자우선주차장,1,127.072615,37.530223,40000,10500
문명빌딩옆노상주차장,1,127.07217,37.530698,40000,10500
문명빌딩옆노상주차장,1,127.072174,37.530726,40000,10500
정우하이츠빌라옆노상주차장,1,127.074148,37.530494,40000,10500
정우하이츠빌라옆노상주차장,1,127.074209,37.53056,40000,10500
674 노상주차장,1,127.067036,37.533407,40000,10500
674 노상주차장,1,127.066329,37.533022,40000,10500
674 노상주차장,1,127.066466,37.533422,40000,10500
674 노상주차장,1,127.066408,37.533304,40000,10500
