주차장이름(pl_nm),일반-1일(전일)(pl_allday_pass_amt),계획주차면수(pl_num_space_planned),법정동코드(bemd_code),경도(logitude),위도(latitude)
긴고랑로29길 014-00 주차장,0,2.0,10100,127.086846,37.560546
긴고랑로29길 015-00 주차장,0,4.0,10100,127.086584,37.560575
예원빌 주차장,0,6.0,10100,127.086565,37.560716
긴고랑로29길 018-00 주차장,0,4.0,10100,127.086821,37.560707
세안빌라 주차장,0,6.0,10100,127.086537,37.56085
해피하우스 주차장,0,8.0,10100,127.08678,37.560864
긴고랑로29길 023-00 주차장,0,3.0,10100,127.086512,37.560971
월드하우스 주차장,0,10.0,10100,127.086751,37.561026
긴고랑로29길 029-00 주차장,0,3.0,10100,127.086462,37.561303
플러스홈 주차장,0,8.0,10100,127.086724,37.561219
동산하이츠 주차장,0,7.0,10100,127.086687,37.56138
긴고랑로29길 033-00 주차장,0,5.0,10100,127.086435,37.561409
긴고랑로29길 035-00 주차장,0,2.0,10100,127.086432,37.561543
힐하우스 주차장,0,7.0,10100,127.086645,37.561584
긴고랑로29길 039-00 주차장,0,2.0,10100,127.086389,37.561717
현대빌라 주차장,0,7.0,10100,127.086323,37.56212
긴고랑로29길 048-00 주차장,0,4.0,10100,127.08655,37.562089
송정빌라 주차장,0,8.0,10100,127.08631,37.562253
긴고랑로29길 052-00 주차장,0,4.0,10100,127.086512,37.562258
동암COZY하우스 주차장,0,10.0,10100,127.086512,37.562424
긴고랑로29길 057-00 주차장,0,2.0,10100,127.086267,37.562522
긴고랑로29길 058-00 주차장,0,3.0,10100,127.086554,37.562606
긴고랑로29길 059-00 주차장,0,5.0,10100,127.086246,37.56265
긴고랑로29길 062-00 주차장,0,5.0,10100,127.086463,37.562706
긴고랑로29길 063-00 주차장,0,3.0,10100,127.086225,37.562779
긴고랑로29길 064-00 주차장,0,1.0,10100,127.086438,37.562836
평강온새미로 주차장,0,8.0,10100,127.086607,37.562768
긴고랑로29길 067-00 주차장,0,3.0,10100,127.086207,37.562902
동서화운트빌 주차장,0,14.0,10100,127.086492,37.562964
긴고랑로29길 069-00 주차장,0,6.0,10100,127.086181,37.563035
긴고랑로29길 071-00 주차장,0,3.0,10100,127.086156,37.563167
긴고랑로29길 074-00 주차장,0,2.0,10100,127.086356,37.563361
긴고랑로29길 075-00 주차장,0,4.0,10100,127.086134,37.563308
긴고랑로29길 009-00 주차장,0,4.0,10100,127.086643,37.560313
정수아트빌 주차장,0,9.0,10100,127.086971,37.560557
평강온새미로 주차장,0,9.0,10100,127.087137,37.560623
긴고랑로31길 019-00 주차장,0,2.0,10100,127.086943,37.560718
스타아트빌 주차장,0,9.0,10100,127.087118,37.560742
우성빌라 주차장,0,9.0,10100,127.086882,37.561041
긴고랑로31길 028-00 주차장,0,4.0,10100,127.087052,37.561063
긴고랑로31길 034-00 주차장,0,4.0,10100,127.087019,37.561259
긴고랑로31길 036-00 주차장,0,6.0,10100,127.086982,37.561423
이화아트빌 주차장,0,8.0,10100,127.086786,37.561559
동인주택 주차장,0,9.0,10100,127.086949,37.561584
긴고랑로31길 041-00 주차장,0,13.0,10100,127.086672,37.56179
긴고랑로31길 006-00 주차장,0,1.0,10100,127.087225,37.560105
금탑빌라 주차장,0,5.0,10100,127.08672,37.560821
능동로48가길 013-00 주차장,0,2.0,10100,127.085946,37.562357
능동로48가길 014-00 주차장,0,6.0,10100,127.08617,37.562241
능동로48가길 016-00 주차장,0,4.0,10100,127.086154,37.562378
능동로48가길 018-00 주차장,0,3.0,10100,127.086132,37.562505
능동로48가길 021-00 주차장,0,5.0,10100,127.085918,37.56278
능동로48가길 022-00 주차장,0,4.0,10100,127.086114,37.562628
능동로48가길 024-00 주차장,0,2.0,10100,127.086088,37.562758
능동로48가길 028-00 주차장,0,3.0,10100,127.086084,37.562877
능동로48가길 029-00 주차장,0,2.0,10100,127.085861,37.562998
능동로48가길 030-00 주차장,0,2.0,10100,127.086047,37.563017
능동로48가길 033-00 주차장,0,1.0,10100,127.085856,37.563118
능동로48가길 034-00 주차장,0,3.0,10100,127.086024,37.563148
능동로48길 035-00 주차장,0,3.0,10100,127.085821,37.563266
능동로48길 036-00 주차장,0,4.0,10100,127.085999,37.563296
수플러스 주차장,0,3.0,10100,127.085906,37.562067
예스홈2차 주차장,0,7.0,10100,127.085674,37.562211
능동로48가길 007-11 주차장,0,2.0,10100,127.085708,37.562701
능동로48가길 007-13 주차장,0,3.0,10100,127.085764,37.5628
능동로48가길 007-17 주차장,0,3.0,10100,127.085819,37.562899
능동로48가길 007-03 주차장,0,3.0,10100,127.085536,37.562284
능동로48가길 007-07 주차장,0,3.0,10100,127.085596,37.562503
능동로48가길 007-08 주차장,0,4.0,10100,127.085802,37.562484
능동로48가길 008-00 주차장,0,1.0,10100,127.085871,37.562174
능동로48가길 009-00 주차장,0,4.0,10100,127.085757,37.562373
웰빙아파트 주차장,0,24.0,10100,127.085524,37.562095
능동로48길 050-10 주차장,0,5.0,10100,127.08508,37.561649
능동로48길 050-13 주차장,0,3.0,10100,127.08513,37.56143
능동로48길 050-05 주차장,0,2.0,10100,127.085308,37.561748
능동로48길 050-07 주차장,0,2.0,10100,127.085249,37.561642
능동로48길 050-08 주차장,0,1.0,10100,127.085118,37.561739
능동로48길 052-00 주차장,0,2.0,10100,127.085372,37.561853
수정빌딩 주차장,0,8.0,10100,127.085699,37.561754
능동로48길 057-00 주차장,0,4.0,10100,127.085666,37.561949
능동로48길 063-00 주차장,0,3.0,10100,127.086019,37.561972
운형빌라 주차장,0,4.0,10100,127.086074,37.561796
우서드림빌 주차장,0,4.0,10100,127.085858,37.561752
능동로48길 064-07 주차장,0,3.0,10100,127.085957,37.56166
다우하우스 주차장,0,10.0,10100,127.086099,37.562045
능동로48길 075-00 주차장,0,2.0,10100,127.08668,37.562101
능동로48길 075-09 주차장,0,2.0,10100,127.086634,37.562502
혜성아트빌 주차장,0,6.0,10100,127.086897,37.561882
제일주택 주차장,0,3.0,10100,127.086524,37.563379
용마산로 101-00 주차장,0,18.0,10100,127.086829,37.562612
포고 주차장,0,6.0,10100,127.086803,37.56276
바우하우스 주차장,0,9.0,10100,127.08678,37.562901
광진빌딩 주차장,0,9.0,10100,127.086752,37.563048
금빛유치원 주차장,0,5.0,10100,127.086726,37.563192
궁전빌딩 주차장,0,4.0,10100,127.086713,37.56336
현대정형외과 주차장,0,6.0,10100,127.087333,37.559799
대성간판 주차장,0,4.0,10100,127.087365,37.559953
용마산로 071-00 주차장,0,3.0,10100,127.087379,37.560061
용마빌A 주차장,0,7.0,10100,127.08733,37.560308
용마산로 075-00 주차장,0,6.0,10100,127.087256,37.560427
수일카센터 주차장,0,5.0,10100,127.087297,37.560593
용마산로 079-00 주차장,0,1.0,10100,127.087247,37.560759
대순종단 주차장,0,6.0,10100,127.087166,37.560907
선진빌딩 주차장,0,2.0,10100,127.08708,37.561599
용현빌딩 주차장,0,4.0,10100,127.08703,37.561904
용마산로 095-00 주차장,0,4.0,10100,127.087001,37.562126
선영타워 주차장,0,9.0,10100,127.086902,37.562297
용마산로21길 033-00 주차장,0,2.0,10100,127.085761,37.56316
용마산로21길 037-00 주차장,0,2.0,10100,127.085725,37.563054
용마산로21길 039-00 주차장,0,4.0,10100,127.085671,37.562953
용마산로21길 041-00 주차장,0,2.0,10100,127.085619,37.562852
용마산로21길 045-00 주차장,0,2.0,10100,127.085562,37.562754
용마산로21길 047-00 주차장,0,2.0,10100,127.085507,37.562652
용마산로21길 049-00 주차장,0,2.0,10100,127.08545,37.562547
용마산로21길 053-00 주차장,0,4.0,10100,127.085395,37.562453
용마산로21길 055-00 주차장,0,3.0,10100,127.085359,37.562357
용마산로21길 061-00 주차장,0,6.0,10100,127.085243,37.562126
용마산로21길 065-00 주차장,0,2.0,10100,127.085091,37.561918
용마산로21길 069-00 주차장,0,2.0,10100,127.085019,37.561795
용마산로21길 071-00 주차장,0,1.0,10100,127.084945,37.561665
용마산로21길 075-03 주차장,0,3.0,10100,127.084977,37.561479
용마산로21길 077-00 주차장,0,3.0,10100,127.084836,37.561388
대웅아트빌라 주차장,0,13.0,10100,127.087275,37.561343
대원빌리지 주차장,0,10.0,10100,127.087035,37.559892
능동로48길 077-00 주차장,0,6.0,10100,127.086858,37.562126
긴고랑로29길 004-00 주차장,0,3.0,10100,127.086906,37.560205
긴고랑로31길 005-00 주차장,0,9.0,10100,127.087051,37.560078
삼정빌딩 주차장,0,6.0,10100,127.086847,37.561275
용마빌B 주차장,0,7.0,10100,127.087355,37.560202
긴고랑로 103-00 주차장,0,8.0,10100,127.086883,37.560124
긴고랑로25길 015-00 주차장,0,4.0,10100,127.085994,37.561268
긴고랑로27길 013-00 주차장,0,4.0,10100,127.086118,37.560853
긴고랑로23길 005-00 주차장,0,6.0,10100,127.085167,37.561176
용마산로 100-00 주차장,0,4.0,10100,127.087334,37.562628
성웅빌딩 주차장,0,3.0,10100,127.087315,37.562792
용마산로 104-01 주차장,0,4.0,10100,127.087272,37.563008
용마산로 108-00 주차장,0,4.0,10100,127.087295,37.563241
토끼빌딩 주차장,0,13.0,10100,127.087253,37.563399
용마산로 112-00 주차장,0,5.0,10100,127.087189,37.56369
경동빌딩 주차장,0,9.0,10100,127.087132,37.563878
한도빌딩 주차장,0,6.0,10100,127.087106,37.564046
조광빌딩 주차장,0,6.0,10100,127.087076,37.564211
대영빌딩 주차장,0,6.0,10100,127.086983,37.564722
원방빌딩 주차장,0,12.0,10100,127.086959,37.564983
동도자동자 주차장,0,8.0,10100,127.086846,37.565528
동인빌딩 주차장,0,10.0,10100,127.086816,37.565832
대세빌라 주차장,0,13.0,10100,127.086891,37.565999
용마빌라 주차장,0,18.0,10100,127.086805,37.566322
송원빌라 주차장,0,5.0,10100,127.08688,37.566658
진성빌딩 주차장,0,8.0,10100,127.086738,37.566798
중곡 119안전센터 주차장,0,6.0,10100,127.086706,37.566967
진성교회 주차장,0,11.0,10100,127.086558,37.567171
월드하우스 주차장,0,8.0,10100,127.086516,37.567528
에스케이아파트 주차장,0,226.0,10100,127.086561,37.568751
대림빌딩 주차장,0,6.0,10100,127.086414,37.569858
창성빌딩 주차장,0,9.0,10100,127.08643,37.569995
신우에코밸리 주차장,0,22.0,10100,127.086438,37.570249
용마산로 190-00 주차장,0,8.0,10100,127.086442,37.57059
파인힐모텔 주차장,0,5.0,10100,127.086444,37.57074
파인빌6차 주차장,0,5.0,10100,127.087723,37.561584
나래쉐르빌 주차장,0,8.0,10100,127.08771,37.56142
동서화운트빌 주차장,0,8.0,10100,127.087696,37.561707
제로 벨 그라운드 주차장,0,6.0,10100,127.088161,37.561311
준하우스빌 주차장,0,6.0,10100,127.08779,37.561284
용마산로14길 007-00 주차장,0,7.0,10100,127.087948,37.56129
하이브빌 주차장,0,7.0,10100,127.088074,37.561771
월드빌 주차장,0,8.0,10100,127.088045,37.561927
진연빌 주차장,0,8.0,10100,127.087938,37.561434
공간행복 주차장,0,5.0,10100,127.088139,37.561533
동서화운트빌 주차장,0,8.0,10100,127.088019,37.562078
성우그랜드빌 주차장,0,8.0,10100,127.088201,37.562068
신성아트빌 주차장,0,8.0,10100,127.087639,37.562014
용마산로18길 006-00 주차장,0,8.0,10100,127.08756,37.562328
용마산로20길 015-00 주차장,0,4.0,10100,127.088031,37.562869
용마산로20길 016-00 주차장,0,4.0,10100,127.088073,37.562725
용마산로20길 006-00 주차장,0,4.0,10100,127.087519,37.562634
용마산로20길 009-01 주차장,0,2.0,10100,127.08765,37.562834
용마산로20길 009-05 주차장,0,4.0,10100,127.087611,37.562962
대원아트빌 주차장,0,11.0,10100,127.087557,37.563168
성윤빌라 주차장,0,6.0,10100,127.087504,37.563267
해솔팰리스 주차장,0,6.0,10100,127.087801,37.564136
블리체 주차장,0,12.0,10100,127.087701,37.564664
정수아트빌 주차장,0,6.0,10100,127.087444,37.564611
용마산로22길 011-28 주차장,0,7.0,10100,127.087654,37.56492
골드팰리스 주차장,0,7.0,10100,127.087637,37.565041
세명쉐르빌 주차장,0,8.0,10100,127.087812,37.564005
동인빌딩 주차장,0,7.0,10100,127.087928,37.563483
풍경채 주차장,0,13.0,10100,127.087907,37.564407
동부트랜드빌 주차장,0,6.0,10100,127.088209,37.564315
진명가 주차장,0,6.0,10100,127.088181,37.564432
용마산로22길 019-21 주차장,0,6.0,10100,127.087881,37.564664
용마산로22길 019-22 주차장,0,6.0,10100,127.088155,37.564658
봄내빌 주차장,0,5.0,10100,127.087848,37.564801
다성피렌체 주차장,0,16.0,10100,127.088149,37.564779
풍경채그린빌 주차장,0,7.0,10100,127.088117,37.565
베네시티 주차장,0,8.0,10100,127.088092,37.565103
삼보드림빌 주차장,0,6.0,10100,127.088074,37.565212
용마산로22길 019-09 주차장,0,6.0,10100,127.087974,37.56414
제이투빌 주차장,0,4.0,10100,127.088319,37.56356
대원학원 주차장,0,121.0,10100,127.089259,37.562835
용마산로22길 027-00 주차장,0,1.0,10100,127.088283,37.563797
용마산로22길 028-00 주차장,0,8.0,10100,127.088536,37.563967
동인빌라 주차장,0,6.0,10100,127.08733,37.564334
풍경채 주차장,0,8.0,10100,127.087311,37.564449
용마산로22길 005-24 주차장,0,3.0,10100,127.087296,37.564626
웅진빌라 주차장,0,6.0,10100,127.087274,37.564735
제일스위트 주차장,0,7.0,10100,127.087233,37.564863
햇빛촌 주차장,0,8.0,10100,127.087422,37.563814
삼환엘리트빌 주차장,0,7.0,10100,127.087379,37.563953
용곡중학교 주차장,0,40.0,10100,127.088795,37.565689
서울용곡초등학교 주차장,0,25.0,10100,127.088546,37.566807
수도서림 주차장,0,3.0,10100,127.08763,37.563731
더 게이트 힐스 주차장,0,3.0,10100,127.087371,37.565135
신향빌라 주차장,0,54.0,10100,127.08748,37.566222
중곡4파출소 주차장,0,5.0,10100,127.087245,37.565329
한강Ss클래스 주차장,0,13.0,10100,127.087271,37.567088
아인슈타인 하우스 주차장,0,4.0,10100,127.087391,37.567299
라움 주차장,0,5.0,10100,127.087144,37.568423
대영하이츠빌 주차장,0,8.0,10100,127.087013,37.568421
용마산로28가길 006-00 주차장,0,3.0,10100,127.087063,37.568027
청솔빌 주차장,0,8.0,10100,127.08741,37.56817
지원하우스 주차장,0,9.0,10100,127.087442,37.568039
장인빌 주차장,0,4.0,10100,127.087561,37.568169
풍경채빌라 주차장,0,5.0,10100,127.087821,37.567835
풍경채 주차장,0,16.0,10100,127.086777,37.568473
성화산업 주차장,0,4.0,10100,127.086872,37.56779
파크하우스 주차장,0,6.0,10100,127.087018,37.567507
용마산로28길 021-00 주차장,0,5.0,10100,127.087509,37.567796
대원빌라 주차장,0,12.0,10100,127.087241,37.567654
공간행복 주차장,0,9.0,10100,127.088931,37.567414
SKY 17 주차장,0,4.0,10100,127.089143,37.567355
스카이빌 주차장,0,8.0,10100,127.089158,37.567473
하예성빌 주차장,0,8.0,10100,127.089533,37.56736
용마산로28길 006-00 주차장,0,6.0,10100,127.086533,37.567848
우진스위트빌 주차장,0,7.0,10100,127.089596,37.567531
월드하우스 주차장,0,8.0,10100,127.086692,37.567829
베스트빌 주차장,0,6.0,10100,127.087946,37.568222
DM 휘겔 주차장,0,10.0,10100,127.08924,37.567989
용마산로30길 015-10 주차장,0,4.0,10100,127.086983,37.569151
나래아트빌 주차장,0,6.0,10100,127.086985,37.569023
그린빌 주차장,0,6.0,10100,127.087144,37.568787
용마산로30길 021-04 주차장,0,5.0,10100,127.087362,37.568917
용마산로30길 021-07 주차장,0,5.0,10100,127.087134,37.569037
용마산로30길 021-08 주차장,0,8.0,10100,127.087362,37.569048
세느빌 주차장,0,6.0,10100,127.087352,37.568801
현대빌라트 주차장,0,6.0,10100,127.087518,37.568791
용마산로30길 029-09 주차장,0,5.0,10100,127.087544,37.569159
용마산로30길 030-00 주차장,0,6.0,10100,127.087641,37.568594
용마산로30길 032-00 주차장,0,4.0,10100,127.08778,37.568606
강남그레이스빌 주차장,0,7.0,10100,127.087953,37.568617
파인하우스 주차장,0,5.0,10100,127.087942,37.568912
삼익맨션 주차장,0,4.0,10100,127.088175,37.568887
용마산로30길 035-07 주차장,0,5.0,10100,127.087938,37.569038
다울주택 주차장,0,6.0,10100,127.088182,37.568753
미성그린빌 주차장,0,6.0,10100,127.088328,37.568741
용마산로30길 043-07 주차장,0,4.0,10100,127.088319,37.56893
송원빌라트 주차장,0,7.0,10100,127.088313,37.569087
풍경채 주차장,0,9.0,10100,127.086604,37.568327
대창쉐르빌 주차장,0,6.0,10100,127.086977,37.569885
헤렌하우스 주차장,0,13.0,10100,127.086674,37.569587
용마산로32길 011-04 주차장,0,4.0,10100,127.086975,37.569566
용마산로32길 011-05 주차장,0,8.0,10100,127.086702,37.569732
리첸5빌라 주차장,0,6.0,10100,127.086978,37.569669
바우 하우스 주차장,0,10.0,10100,127.086697,37.569866
태영아트빌 주차장,0,6.0,10100,127.086967,37.569278
현대빌라 주차장,0,6.0,10100,127.087132,37.569562
해성빌라 주차장,0,8.0,10100,127.087125,37.569905
스위트빌 주차장,0,8.0,10100,127.087351,37.569697
용마산로32길 017-07 주차장,0,5.0,10100,127.087134,37.569685
용마산로32길 018-00 주차장,0,6.0,10100,127.087368,37.569284
시범빌라 주차장,0,6.0,10100,127.087345,37.569579
덕산빌라 주차장,0,6.0,10100,127.087523,37.569461
선영아트빌 주차장,0,6.0,10100,127.087553,37.569278
용마하이빌 주차장,0,7.0,10100,127.08775,37.56978
라움빌라 주차장,0,4.0,10100,127.087548,37.569895
올리브힐스 주차장,0,5.0,10100,127.087539,37.569688
용마산로32길 025-08 주차장,0,5.0,10100,127.087751,37.569676
산마을 주차장,0,6.0,10100,127.087751,37.569469
우송빌리지 주차장,0,4.0,10100,127.08775,37.569278
제일월드 주차장,0,6.0,10100,127.087912,37.56928
덕산시티빌 주차장,0,2.0,10100,127.087932,37.569456
용마산로32길 031-10 주차장,0,5.0,10100,127.088172,37.569779
용마산로32길 031-03 주차장,0,3.0,10100,127.087939,37.569574
용마산로32길 031-04 주차장,0,1.0,10100,127.08817,37.569557
수PLUS 주차장,0,5.0,10100,127.087944,37.569642
용마산로32길 031-08 주차장,0,5.0,10100,127.088161,37.56968
SK베스트빌 주차장,0,8.0,10100,127.088164,37.569237
용마산로32길 040-00 주차장,0,8.0,10100,127.088314,37.569246
티에스엠빌딩 주차장,0,6.0,10100,127.086517,37.56945
용마산로32길 007-00 주차장,0,5.0,10100,127.086616,37.56946
리안빌 주차장,0,4.0,10100,127.086739,37.569454
용마산로34길 011-00 주차장,0,8.0,10100,127.086964,37.570189
드림빌 주차장,0,6.0,10100,127.087091,37.570187
광진푸르지오 주차장,0,5.0,10100,127.087345,37.570017
용마캐스빌 주차장,0,8.0,10100,127.087529,37.570002
화이트캐슬 주차장,0,6.0,10100,127.087654,37.570203
미성힐그린 주차장,0,6.0,10100,127.088131,37.570215
성산하이츠빌 주차장,0,8.0,10100,127.088157,37.570015
미성힐그린 주차장,0,8.0,10100,127.088312,37.570237
용마산로34길 007-00 주차장,0,5.0,10100,127.086624,37.570212
미도아트빌 주차장,0,6.0,10100,127.086638,37.569998
용마산로34길 009-00 주차장,0,6.0,10100,127.086741,37.57021
리치하우스 주차장,0,4.0,10100,127.086958,37.570317
용마산로36길 010-00 주차장,0,13.0,10100,127.086671,37.570742
용마산로36길 010-07 주차장,0,4.0,10100,127.086935,37.570527
동진쉐르빌 주차장,0,7.0,10100,127.086698,37.570474
용마산로36길 012-00 주차장,0,4.0,10100,127.086945,37.570744
용마산로36길 016-10 주차장,0,4.0,10100,127.087103,37.570428
용마산로36길 016-11 주차장,0,5.0,10100,127.087311,37.570311
비젼하우스 주차장,0,7.0,10100,127.087117,37.570315
소망아트빌 주차장,0,8.0,10100,127.087309,37.570652
용마산로36길 016-06 주차장,0,4.0,10100,127.087099,37.57065
이리아하우스 주차장,0,5.0,10100,127.087119,37.570532
송원빌라 주차장,0,4.0,10100,127.087291,37.570774
용마산로36길 022-00 주차장,0,5.0,10100,127.087444,37.570764
용마산로36길 022-11 주차장,0,4.0,10100,127.087644,37.570311
산솔하이츠빌 주차장,0,4.0,10100,127.087457,37.570325
리치팰리스 주차장,0,8.0,10100,127.087648,37.570588
용마산로36길 022-06 주차장,0,6.0,10100,127.087451,37.570646
이소빌 주차장,0,6.0,10100,127.087639,37.570768
덕산파크빌 주차장,0,8.0,10100,127.087794,37.570638
용마산로36길 028-11 주차장,0,4.0,10100,127.088007,37.570299
용마산로36길 028-12 주차장,0,6.0,10100,127.087832,37.570324
용마산로36길 028-05 주차장,0,5.0,10100,127.088012,37.570643
현대그린타운 주차장,0,5.0,10100,127.088172,37.570714
미트빌 주차장,0,8.0,10100,127.088202,37.570547
보광아트빌3 주차장,0,11.0,10100,127.088376,37.569916
보광아트빌2 주차장,0,8.0,10100,127.088403,37.569636
보광아트빌 주차장,0,11.0,10100,127.08844,37.569477
엘림 주차장,0,8.0,10100,127.088561,37.569267
엘림빌라 주차장,0,8.0,10100,127.08857,37.569119
용마산로36길 080-00 주차장,0,2.0,10100,127.088743,37.568873
용마산로8가길 038-12 주차장,0,7.0,10100,127.089233,37.561029
용마산로8가길 038-15 주차장,0,6.0,10100,127.089487,37.561118
현대아트빌 주차장,0,6.0,10100,127.089386,37.560954
바움빌 주차장,0,6.0,10100,127.089631,37.561063
대신빌라 주차장,0,4.0,10100,127.089542,37.560901
금상빌리지 2차 주차장,0,6.0,10100,127.088978,37.5613
대경펠리스 주차장,0,10.0,10100,127.088497,37.561393
승제마을 2 주차장,0,6.0,10100,127.088836,37.56148
승제마을 1 주차장,0,6.0,10100,127.088721,37.561528
선제레스빌 주차장,0,10.0,10100,127.08845,37.561623
용마산로8가길 047-00 주차장,0,4.0,10100,127.088412,37.561791
용마산로8가길 047-05 주차장,0,4.0,10100,127.088275,37.561651
그린타운 주차장,0,7.0,10100,127.088655,37.561877
용마산로8가길 048-06 주차장,0,1.0,10100,127.088851,37.561713
용마산로8가길 048-07 주차장,0,2.0,10100,127.089018,37.561882
동서화운트빌 주차장,0,7.0,10100,127.088366,37.561994
용마산로8가길 056-00 주차장,0,4.0,10100,127.088602,37.562151
초원빌라 주차장,0,5.0,10100,127.088552,37.562695
명작바움 B동 주차장,0,7.0,10100,127.088537,37.56282
명작바움 주차장,0,7.0,10100,127.088497,37.562935
한성빌 주차장,0,3.0,10100,127.088168,37.563028
용마산로8가길 077-13 주차장,0,2.0,10100,127.087427,37.563032
용마산로8가길 077-05 주차장,0,8.0,10100,127.08798,37.563029
재광아트빌라 주차장,0,6.0,10100,127.088118,37.563334
월드하우스 주차장,0,6.0,10100,127.088969,37.560957
무지개빌 주차장,0,5.0,10100,127.089826,37.56065
공작빌 주차장,0,3.0,10100,127.089969,37.560596
용마산로8나길 033-00 주차장,0,1.0,10100,127.090496,37.560384
행복공간빌라 주차장,0,2.0,10100,127.089132,37.5609
중곡동주택 주차장,0,2.0,10100,127.08925,37.560854
용마산로8다길 011-00 주차장,0,1.0,10100,127.089217,37.561352
용마산로8다길 012-00 주차장,0,4.0,10100,127.089384,37.561288
에덴하우스 주차장,0,6.0,10100,127.089066,37.561399
용마산로8다길 014-05 주차장,0,1.0,10100,127.08965,37.561393
세종에코그린 주차장,0,6.0,10100,127.089441,37.561447
중곡동 퍼즐주택 주차장,0,9.0,10100,127.089356,37.561634
헤라힐스 주차장,0,5.0,10100,127.089532,37.561563
용마산로8다길 020-10 주차장,0,1.0,10100,127.090124,37.561362
헤라힐스 주차장,0,8.0,10100,127.089657,37.561546
삼성하이츠빌라 주차장,0,11.0,10100,127.089945,37.561598
용마산로8다길 020-08 주차장,0,8.0,10100,127.090012,37.561413
삼성하이츠빌라 주차장,0,11.0,10100,127.089626,37.561732
명성빌라 주차장,0,2.0,10100,127.090037,37.560914
용마산로8라길 011-00 주차장,0,4.0,10100,127.089863,37.561118
금강아트빌라 주차장,0,4.0,10100,127.090134,37.561222
금강빌라 주차장,0,6.0,10100,127.090193,37.561009
헤라힐스2 주차장,0,4.0,10100,127.090415,37.561111
용마산로8라길 020-00 주차장,0,3.0,10100,127.090311,37.560963
헤라힐스5 주차장,0,8.0,10100,127.090315,37.561534
용마산로8라길 005-00 주차장,0,2.0,10100,127.08969,37.560833
에덴빌28차 주차장,0,5.0,10100,127.089772,37.560998
용마산로8마길 013-00 주차장,0,1.0,10100,127.090789,37.5609
용마산로8마길 014-00 주차장,0,1.0,10100,127.090956,37.560759
용마산로8마길 017-00 주차장,0,4.0,10100,127.090749,37.561015
중곡동창고 주차장,0,2.0,10100,127.091054,37.560961
젤존타운 주차장,0,8.0,10100,127.090768,37.561181
용마산로8마길 026-00 주차장,0,2.0,10100,127.091016,37.561314
용호빌 주차장,0,6.0,10100,127.090872,37.56149
용마하이빌 주차장,0,3.0,10100,127.090824,37.561584
용마산로8마길 007-00 주차장,0,1.0,10100,127.09067,37.560686
하우젠블레스 주차장,0,7.0,10100,127.087461,37.564798
용마산로34길 034-00 주차장,0,5.0,10100,127.088168,37.569888
용마산로32길 017-06 주차장,0,5.0,10100,127.087339,37.569793
임마누엘빌라 주차장,0,7.0,10100,127.087747,37.564393
용마산로8라길 029-00 주차장,0,6.0,10100,127.090364,37.561325
하우젠파크빌 주차장,0,6.0,10100,127.08934,37.561161
용마산로8다길 009-00 주차장,0,6.0,10100,127.089134,37.561229
용마산로8다길 014-07 주차장,0,1.0,10100,127.089867,37.561337
용마산로8나길 011-00 주차장,0,6.0,10100,127.089334,37.56082
용마산로8나길 031-00 주차장,0,1.0,10100,127.090384,37.560481
용마산로8나길 027-00 주차장,0,1.0,10100,127.090181,37.560541
용마산로8나길 023-00 주차장,0,1.0,10100,127.090064,37.560571
용마산로8다길 014-08 주차장,0,6.0,10100,127.089679,37.561213
퍼즐주택 주차장,0,6.0,10100,127.089396,37.561885
헤라힐스3 주차장,0,6.0,10100,127.090391,37.56118
긴고랑로 115-00 주차장,0,4.0,10100,127.087913,37.559301
재단법인대순진리회 주차장,0,20.0,10100,127.088276,37.559088
삼오빌딩 주차장,0,2.0,10100,127.088327,37.558744
긴고랑로 122-00 주차장,0,6.0,10100,127.088548,37.558676
긴고랑로 123-00 주차장,0,5.0,10100,127.088647,37.558978
긴고랑로 123-04 주차장,0,4.0,10100,127.088812,37.559119
가온아트빌 주차장,0,5.0,10100,127.088789,37.559232
푸르미르 주차장,0,9.0,10100,127.088659,37.558738
대영아파트 주차장,0,11.0,10100,127.08887,37.559012
긴고랑로 127-00 주차장,0,3.0,10100,127.089049,37.559029
긴고랑로 127-07 주차장,0,2.0,10100,127.088942,37.559197
긴고랑로 127-09 주차장,0,1.0,10100,127.089059,37.559222
긴고랑로 128-01 주차장,0,5.0,10100,127.089216,37.558776
광성빌딩 주차장,0,5.0,10100,127.089372,37.558811
중곡제4동주민센터 주차장,0,10.0,10100,127.089438,37.559112
해오름빌 주차장,0,6.0,10100,127.089641,37.558853
긴고랑로 133-00 주차장,0,6.0,10100,127.089702,37.559133
문정빌딩 주차장,0,4.0,10100,127.089928,37.558864
중곡동교회 주차장,0,43.0,10100,127.090577,37.559194
긴고랑로 142-00 주차장,0,1.0,10100,127.090604,37.558744
긴고랑로 145-04 주차장,0,4.0,10100,127.091263,37.558988
긴고랑로 146-00 주차장,0,5.0,10100,127.090945,37.558628
면학빌딩 주차장,0,5.0,10100,127.091359,37.558534
긴고랑로 149-12 주차장,0,2.0,10100,127.091844,37.559181
긴고랑로 149-08 주차장,0,3.0,10100,127.091869,37.55907
써니사이드빌 주차장,0,11.0,10100,127.091836,37.558989
긴고랑로 151-01 주차장,0,3.0,10100,127.091872,37.558783
그랑시아 주차장,0,5.0,10100,127.092131,37.558805
세종에코그린 주차장,0,5.0,10100,127.092514,37.558886
