주차장이름(pl_nm),일반-1일(전일)(pl_allday_pass_amt),계획주차면수(pl_num_space_planned),법정동코드(bemd_code),경도(logitude),위도(latitude)
성산교회 주차장,0,10.0,10500,127.084188,37.532891
광진주택 주차장,0,3.0,10500,127.079757,37.533068
자양로11길 027-00 주차장,0,2.0,10500,127.08288,37.534189
아차산로44가길 019-00 주차장,0,5.0,10500,127.079899,37.53561
자양 에스하임9 주차장,0,15.0,10500,127.0804,37.536095
금성연립 주차장,0,13.0,10500,127.073881,37.532044
한지빌 주차장,0,8.0,10500,127.071145,37.53168
어울림 주차장,0,7.0,10500,127.068185,37.539574
동일로2길 035-00 주차장,0,3.0,10500,127.062277,37.534821
뚝섬로43길 003-07 주차장,0,2.0,10500,127.0763,37.533454
아차산로46나길 013-00 주차장,0,1.0,10500,127.081603,37.535944
아차산로46나길 008-07 주차장,0,1.0,10500,127.081173,37.53561
천주교자양동성당 주차장,0,11.0,10500,127.068398,37.53382
자양7차현대홈타운 주차장,0,267.0,10500,127.069833,37.532979
세종빌라 주차장,0,7.0,10500,127.065939,37.540245
진봉 주차장,0,4.0,10500,127.082719,37.531989
뚝섬로57길 013-00 주차장,0,3.0,10500,127.083448,37.532335
능동로6길 022-00 주차장,0,2.0,10500,127.069212,37.534048
파랑새빌라 주차장,0,8.0,10500,127.075488,37.531059
자양로 048-00 주차장,0,8.0,10500,127.085749,37.532373
자양번영로2길 005-06 주차장,0,3.0,10500,127.075492,37.530718
뚝섬로44길 041-00 주차장,0,4.0,10500,127.075988,37.531232
대원빌 15차 주차장,0,5.0,10500,127.076259,37.531115
뚝섬로46길 048-00 주차장,0,4.0,10500,127.076277,37.530696
자양에스하임6 주차장,0,11.0,10500,127.078716,37.531348
뉴현대빌라 주차장,0,2.0,10500,127.088227,37.531682
신안 팰리스 주차장,0,8.0,10500,127.080358,37.52926
한강그린빌 주차장,0,7.0,10500,127.080003,37.529242
아차산로42길 003-00 주차장,0,1.0,10500,127.079126,37.537222
대양리버빌 주차장,0,16.0,10500,127.075759,37.532282
뚝섬로 648-00 주차장,0,3.0,10500,127.081452,37.53134
아차산로39길 038-07 주차장,0,5.0,10500,127.075387,37.539242
스카이빌 주차장,0,11.0,10500,127.082212,37.539485
경일빌라 주차장,0,17.0,10500,127.08269,37.539867
대원캐슬3차 주차장,0,7.0,10500,127.076451,37.534877
동일로10다길 020-08 주차장,0,5.0,10500,127.065127,37.537652
J-village 주차장,0,4.0,10500,127.067733,37.537649
뚝섬로23길 071-00 주차장,0,6.0,10500,127.067382,37.537738
신성빌라 주차장,0,5.0,10500,127.082443,37.536058
자양로 004-00 주차장,0,5.0,10500,127.088548,37.528943
파랑새빌라 주차장,0,3.0,10500,127.083553,37.530661
뚝섬로52길 004-11 주차장,0,3.0,10500,127.078866,37.531946
명성아파트 주차장,0,28.0,10500,127.077501,37.532169
송림빌 주차장,0,8.0,10500,127.08533,37.530698
자양로3길 022-00 주차장,0,3.0,10500,127.085214,37.530636
한양팰리스 주차장,0,10.0,10500,127.080027,37.531145
경성빌라 주차장,0,6.0,10500,127.080749,37.530786
대양빌라 주차장,0,5.0,10500,127.08445,37.530545
덕산빌리지 주차장,0,8.0,10500,127.079672,37.52942
경성타워 주차장,0,5.0,10500,127.0792,37.52965
자양로3가길 020-00 주차장,0,6.0,10500,127.084482,37.529223
태솔타운 주차장,0,41.0,10500,127.085119,37.531917
한가람빌리지 주차장,0,8.0,10500,127.088976,37.530695
아차산로40길 050-06 주차장,0,4.0,10500,127.077504,37.53565
자양번영로8길 015-09 주차장,0,5.0,10500,127.077007,37.534676
삼성홈타운7차 주차장,0,24.0,10500,127.07796,37.537275
다우쉐르빌 주차장,0,7.0,10500,127.079418,37.53585
아차산로44가길 027-00 주차장,0,2.0,10500,127.079902,37.535311
능동로3마길 007-05 주차장,0,1.0,10500,127.064341,37.534631
자양번영로11길 032-09 주차장,0,3.0,10500,127.075041,37.537821
자양번영로1길 028-00 주차장,0,4.0,10500,127.073302,37.530928
그랑시아 주차장,0,19.0,10500,127.087114,37.532202
자양번영로6길 008-00 주차장,0,2.0,10500,127.076043,37.532296
뚝섬로52나길 042-07 주차장,0,5.0,10500,127.081411,37.529998
뚝섬로52나길 042-06 주차장,0,2.0,10500,127.081134,37.530152
자양번영로4길 030-12 주차장,0,1.0,10500,127.076728,37.530832
선린어린이집 주차장,0,8.0,10500,127.077001,37.53343
뚝섬로43길 006-00 주차장,0,6.0,10500,127.07666,37.533176
아차산로44길 031-03 주차장,0,2.0,10500,127.079374,37.536149
성보빌딩 주차장,0,5.0,10500,127.075268,37.53267
J town 주차장,0,8.0,10500,127.072654,37.533472
선덕빌딩 주차장,20000,23.0,10500,127.066241,37.536169
뚝섬로 493-00 주차장,0,2.0,10500,127.065206,37.536283
뚝섬로 472-00 주차장,0,4.0,10500,127.062868,37.536643
능동로3길 054-00 주차장,0,10.0,10500,127.064531,37.534226
AMF하우스 주차장,0,2.0,10500,127.066091,37.535102
뚝섬로32길 005-04 주차장,0,2.0,10500,127.067604,37.53517
뚝섬로24길 062-00 주차장,0,3.0,10500,127.062499,37.533862
뚝섬로24길 071-00 주차장,0,5.0,10500,127.062572,37.53341
뚝섬로24길 067-01 주차장,0,1.0,10500,127.06283,37.533686
더 스위트 자양 주차장,0,6.0,10500,127.061263,37.535451
동일하이빌 주차장,0,9.0,10500,127.060728,37.535491
유흥홈타운 주차장,0,4.0,10500,127.073903,37.530109
자양로4가길 006-10 주차장,0,1.0,10500,127.087284,37.53195
아이엘에스 주차장,0,8.0,10500,127.079871,37.528478
자양에스하임1 주차장,0,5.0,10500,127.08056,37.528383
뚝섬로45길 005-02 주차장,0,4.0,10500,127.077175,37.533127
자양로13다길 043-00 주차장,0,7.0,10500,127.077655,37.533153
뚝섬로59길 045-03 주차장,0,2.0,10500,127.083317,37.533822
도성아파트 주차장,0,12.0,10500,127.07723,37.534094
아차산로42길 032-00 주차장,0,4.0,10500,127.07875,37.536048
뚝섬로49길 063-03 주차장,0,1.0,10500,127.080331,37.534787
송림하우스 주차장,0,6.0,10500,127.080004,37.534493
퀸앤킹 주차장,0,4.0,10500,127.080922,37.53442
삼성아트빌라 주차장,0,8.0,10500,127.077619,37.535993
뚝섬로52라길 029-00 주차장,0,4.0,10500,127.08034,37.529594
대순진리회동부회관 주차장,0,7.0,10500,127.084547,37.534972
자양로6길 053-00 주차장,0,2.0,10500,127.088594,37.533063
강변리치빌 주차장,0,3.0,10500,127.088126,37.533057
뚝섬로 702-07 주차장,0,2.0,10500,127.087516,37.532876
우리랑하이빌 주차장,0,8.0,10500,127.087117,37.531051
뚝섬로57가길 060-00 주차장,0,2.0,10500,127.080445,37.532509
뚝섬로50길 050-00 주차장,0,3.0,10500,127.077552,37.530161
아르떼빌2 주차장,0,8.0,10500,127.080727,37.53439
미성 주차장,0,4.0,10500,127.081658,37.53481
뚝섬로51길 072-00 주차장,0,4.0,10500,127.082046,37.535184
자양로13다길 010-00 주차장,0,4.0,10500,127.079421,37.532838
진연빌 주차장,0,2.0,10500,127.079076,37.532905
자양번영로11길 010-08 주차장,0,2.0,10500,127.076433,37.537383
동일로10가길 014-01 주차장,0,7.0,10500,127.064032,37.53866
자양로11길 055-00 주차장,0,3.0,10500,127.081871,37.533288
신호빌라트 주차장,0,23.0,10500,127.074983,37.529714
한양리치빌라 주차장,0,10.0,10500,127.079836,37.530369
라임팰리스 주차장,0,8.0,10500,127.079099,37.529853
자양번영로4길 041-06 주차장,0,2.0,10500,127.07778,37.531397
아리원룸 주차장,0,6.0,10500,127.083865,37.534219
자양로9길 012-00 주차장,0,6.0,10500,127.083831,37.533838
뚝섬로43길 017-00 주차장,0,3.0,10500,127.077016,37.533711
예은시티빌 주차장,0,6.0,10500,127.078738,37.533135
자양로13다길 040-00 주차장,0,4.0,10500,127.077846,37.533281
아차산로40길 059-10 주차장,0,6.0,10500,127.078205,37.534869
동일로4길 057-08 주차장,0,1.0,10500,127.064085,37.535903
뚝섬리버빌 주차장,0,8.0,10500,127.064517,37.535449
동일로 078-00 주차장,0,5.0,10500,127.062846,37.539561
자양번영로3나길 038-00 주차장,0,2.0,10500,127.073286,37.530291
뚝섬로46길 027-00 주차장,0,4.0,10500,127.07681,37.53153
삼성아파트 주차장,0,375.0,10500,127.071627,37.532117
뚝섬로57길 033-12 주차장,0,2.0,10500,127.082482,37.532767
트루빌 주차장,0,4.0,10500,127.080628,37.5296
현대빌라트 주차장,0,23.0,10500,127.080076,37.528149
각문빌딩 주차장,0,4.0,10500,127.081392,37.530758
뚝섬로54길 010-06 주차장,0,3.0,10500,127.080444,37.531357
자양동현대아파트 주차장,0,159.0,10500,127.082428,37.528134
강변쉐르빌 주차장,0,3.0,10500,127.085235,37.531419
주홍아트빌 주차장,0,6.0,10500,127.082094,37.529194
자양제2동주민센터 주차장,0,7.0,10500,127.084567,37.528843
석정빌딩 주차장,0,8.0,10500,127.082886,37.529323
첼시하우스 주차장,0,10.0,10500,127.085758,37.53095
자양번영로5길 008-00 주차장,0,6.0,10500,127.075015,37.5325
성지원룸리빙텔 주차장,0,8.0,10500,127.065724,37.538672
태언빌리지 주차장,0,9.0,10500,127.064315,37.540587
삼성골드빌 주차장,0,7.0,10500,127.080742,37.537617
자양번영로1길 046-00 주차장,0,3.0,10500,127.072128,37.530918
상석빌딩 주차장,0,11.0,10500,127.07008,37.537039
뚝섬로41길 008-00 주차장,0,6.0,10500,127.075137,37.533944
제일은행 주차장,0,15.0,10500,127.075447,37.533519
자양번영로9길 012-01 주차장,0,1.0,10500,127.075753,37.536285
자양로9길 039-00 주차장,0,6.0,10500,127.082564,37.533173
뚝섬로55길 030-00 주차장,0,5.0,10500,127.082057,37.532725
썬빌 주차장,0,4.0,10500,127.082415,37.533317
아차산로40길 036-00 주차장,0,2.0,10500,127.077988,37.536062
아차산로46길 022-10 주차장,0,1.0,10500,127.080303,37.536276
성우하이츠 주차장,0,10.0,10500,127.080887,37.528835
자양번영로4길 059-14 주차장,0,1.0,10500,127.078969,37.53147
뚝섬로58길 088-12 주차장,0,4.0,10500,127.083343,37.52941
자양로6길 046-01 주차장,0,2.0,10500,127.088351,37.532817
자양로19길 062-00 주차장,0,2.0,10500,127.080067,37.538332
현대그린빌 주차장,0,6.0,10500,127.08027,37.538079
뚝섬로47길 032-07 주차장,0,4.0,10500,127.079114,37.533658
럭스 빌 주차장,0,4.0,10500,127.079088,37.532741
동일로18나길 006-00 주차장,0,3.0,10500,127.065119,37.539191
동일로18나길 016-00 주차장,0,2.0,10500,127.065341,37.538848
뚝섬로36길 063-00 주차장,0,2.0,10500,127.070057,37.53184
현대맨션 주차장,0,7.0,10500,127.074504,37.531299
자양우성3차아파트 주차장,0,182.0,10500,127.071622,37.536046
뚝섬로27길 045-00 주차장,0,15.0,10500,127.06602,37.538085
영주빌딩 주차장,0,5.0,10500,127.08242,37.536509
자양동빌라 주차장,0,11.0,10500,127.079518,37.538086
자양번영로10길 009-00 주차장,0,1.0,10500,127.077263,37.536239
한창빌라 주차장,0,20.0,10500,127.089042,37.533452
자양로13길 099-01 주차장,0,4.0,10500,127.08003,37.532447
진연빌 주차장,0,4.0,10500,127.080569,37.532145
뚝섬로56길 023-00 주차장,0,2.0,10500,127.082787,37.53037
자양로5길 043-08 주차장,0,4.0,10500,127.083603,37.530623
자양로5길 053-00 주차장,0,6.0,10500,127.082887,37.530682
뚝섬로52길 057-00 주차장,0,2.0,10500,127.078611,37.529474
그랜드빌 주차장,0,8.0,10500,127.080036,37.52884
자양로4나길 050-00 주차장,0,2.0,10500,127.088925,37.530395
한강맨션 주차장,0,7.0,10500,127.088896,37.531192
자양번영로4길 041-10 주차장,0,2.0,10500,127.07784,37.53158
아차산로40길 069-03 주차장,0,2.0,10500,127.077814,37.53473
아차산로44가길 011-00 주차장,0,3.0,10500,127.079884,37.535938
아차산로46길 036-06 주차장,0,1.0,10500,127.08031,37.535576
자양번영로4길 030-00 주차장,0,3.0,10500,127.076818,37.531217
토미빌 주차장,0,5.0,10500,127.077997,37.530898
뚝섬로50길 019-00 주차장,0,6.0,10500,127.078164,37.53149
동일빌 주차장,0,8.0,10500,127.088479,37.532256
뉴세화빌라 주차장,0,3.0,10500,127.081754,37.529858
경운하이츠 주차장,0,5.0,10500,127.081659,37.529514
뚝섬로52라길 065-00 주차장,0,4.0,10500,127.082159,37.529396
현대하니타운 주차장,0,11.0,10500,127.080755,37.538361
행복 빌리지 주차장,0,4.0,10500,127.080071,37.533695
이신빌 주차장,0,4.0,10500,127.079544,37.533594
대원캐슬빌 주차장,0,16.0,10500,127.08181,37.534536
고려빌라 주차장,0,4.0,10500,127.07922,37.538282
유림아파트 주차장,0,9.0,10500,127.081183,37.539208
뚝섬로47길 008-00 주차장,0,3.0,10500,127.077933,37.532953
극동하이빌 주차장,0,5.0,10500,127.08264,37.533834
뚝섬로57길 040-00 주차장,0,4.0,10500,127.082918,37.533431
웰빙하우스 주차장,0,3.0,10500,127.080688,37.536012
동성교회 주차장,0,19.0,10500,127.067702,37.539434
아차산로30길 033-06 주차장,0,5.0,10500,127.067402,37.539156
능동로7길 041-15 주차장,0,2.0,10500,127.067187,37.536842
자양로15길 056-00 주차장,0,2.0,10500,127.080689,37.535378
자양번영로3나길 017-03 주차장,0,3.0,10500,127.073892,37.531129
한양팰리스 주차장,0,23.0,10500,127.074681,37.530411
진넥스빌 주차장,0,32.0,10500,127.072653,37.530474
시마모텔 주차장,0,4.0,10500,127.065577,37.539545
자양로13길 061-00 주차장,0,4.0,10500,127.081437,37.533729
제이원하이텔 주차장,0,39.0,10500,127.075869,37.532696
자양번영로4길 053-01 주차장,0,4.0,10500,127.078268,37.531127
오렌지하우스 2차 주차장,0,9.0,10500,127.078196,37.530418
나래하이빌 주차장,0,4.0,10500,127.076781,37.530452
M플레이스 주차장,0,4.0,10500,127.086584,37.532636
프라임빌 주차장,0,9.0,10500,127.084283,37.530346
삼성그린빌 주차장,0,8.0,10500,127.077268,37.530835
휴먼빌 주차장,0,3.0,10500,127.063596,37.539481
동일로16길 017-06 주차장,0,6.0,10500,127.06389,37.539402
동일로2길 002-13 주차장,0,3.0,10500,127.060853,37.534715
아차산로26길 036-00 주차장,0,4.0,10500,127.065443,37.539821
하이머쉬하우스 주차장,0,2.0,10500,127.065494,37.540795
한강파크오피스텔 주차장,30000,67.0,10500,127.066749,37.532317
라임하우스 주차장,0,8.0,10500,127.079349,37.530212
월드리버빌 주차장,0,4.0,10500,127.080555,37.529911
다성시티빌 주차장,0,8.0,10500,127.078649,37.530286
동제한의원 주차장,0,7.0,10500,127.083899,37.535062
서울프라임병원 주차장,0,26.0,10500,127.063654,37.540802
뉴페리온 주차장,0,8.0,10500,127.077318,37.534394
대명실업 주차장,0,6.0,10500,127.083238,37.540704
헤렌하우스 주차장,0,8.0,10500,127.075856,37.536565
동일로18가길 018-00 주차장,0,4.0,10500,127.064458,37.538913
이오빌 주차장,0,2.0,10500,127.064842,37.539172
스타빌 주차장,0,12.0,10500,127.075686,37.536396
뚝섬로36길 049-08 주차장,0,1.0,10500,127.070737,37.532022
자양번영로4길 046-00 주차장,0,3.0,10500,127.077811,37.53104
뚝섬로50길 031-00 주차장,0,1.0,10500,127.078033,37.530993
자양번영로4길 062-00 주차장,0,3.0,10500,127.078676,37.530873
JNC center 주차장,0,8.0,10500,127.086361,37.536969
동남빌라 주차장,0,1.0,10500,127.085611,37.532892
현대빌라 주차장,0,4.0,10500,127.08203,37.531733
M하우스 주차장,0,7.0,10500,127.081878,37.530302
평산 주차장,0,4.0,10500,127.081508,37.530562
자양동삼성아파트 주차장,0,10.0,10500,127.082237,37.528648
르네상스 주차장,0,8.0,10500,127.081885,37.528814
동화빌라 주차장,0,8.0,10500,127.082516,37.528992
LIM캐슬 주차장,0,7.0,10500,127.083636,37.532422
대원빌13차 주차장,0,8.0,10500,127.081995,37.530628
뚝섬로28길 006-00 주차장,0,1.0,10500,127.064908,37.535943
이음하우스 주차장,0,7.0,10500,127.067529,37.537152
임흥파크빌 주차장,0,5.0,10500,127.067026,37.537313
에덴빌 6차 주차장,0,11.0,10500,127.063934,37.536189
자양교회 주차장,0,46.0,10500,127.077369,37.537387
뚝섬로23길 058-00 주차장,0,5.0,10500,127.066513,37.537308
뚝섬로31가길 017-00 주차장,0,3.0,10500,127.066936,37.536401
동일로4길 056-02 주차장,0,5.0,10500,127.06399,37.535636
능동로3길 066-17 주차장,0,7.0,10500,127.063345,37.535059
뚝섬로31길 049-00 주차장,0,3.0,10500,127.068355,37.53781
뚝섬로24길 030-00 주차장,0,4.0,10500,127.063081,37.535154
동일로4길 073-00 주차장,0,2.0,10500,127.064851,37.535639
Y-PARK2차 주차장,0,4.0,10500,127.084619,37.536149
아차산로38길 014-00 주차장,0,3.0,10500,127.074741,37.537943
에코하임 주차장,0,9.0,10500,127.08064,37.532645
자양로13길 079-00 주차장,0,2.0,10500,127.080781,37.533188
자양번영로4길 059-03 주차장,0,2.0,10500,127.07863,37.531154
뚝섬로60길 013-00 주차장,0,1.0,10500,127.086832,37.532384
자양번영로11길 035-06 주차장,0,3.0,10500,127.074614,37.537205
능동로3라길 006-06 주차장,0,2.0,10500,127.065379,37.534073
자양번영로11길 026-00 주차장,0,1.0,10500,127.075304,37.537363
아차산로46길 031-00 주차장,0,1.0,10500,127.080811,37.535609
자양번영로3길 038-07 주차장,0,1.0,10500,127.073048,37.532491
한양에버빌 주차장,0,3.0,10500,127.079353,37.535747
아차산로39가길 021-00 주차장,0,2.0,10500,127.076196,37.539204
자양번영로13길 032-00 주차장,0,3.0,10500,127.075129,37.537941
이수섬 주차장,0,9.0,10500,127.078772,37.536253
뚝섬로32길 028-06 주차장,0,1.0,10500,127.066786,37.534568
동일로4길 074-00 주차장,0,3.0,10500,127.064957,37.535537
뚝섬로24길 034-00 주차장,0,2.0,10500,127.063064,37.535023
한솔마트 주차장,0,6.0,10500,127.078874,37.530841
아차산로30길 025-05 주차장,0,5.0,10500,127.067759,37.539594
예진빌 주차장,0,7.0,10500,127.077267,37.531963
뚝섬로50길 026-00 주차장,0,3.0,10500,127.077912,37.531304
경인 주차장,0,4.0,10500,127.076534,37.535172
어반캐슬 주차장,0,8.0,10500,127.077387,37.534587
아차산로26길 019-00 주차장,0,1.0,10500,127.065998,37.540388
리치빌 트윈빌 주차장,0,11.0,10500,127.066527,37.540218
아차산로26길 032-03 주차장,0,6.0,10500,127.065374,37.539965
기성펠리체 주차장,0,11.0,10500,127.078549,37.53646
명상빌딩 주차장,0,4.0,10500,127.078094,37.538099
준빌라트 주차장,0,9.0,10500,127.083104,37.532819
프라임빌 주차장,0,10.0,10500,127.084001,37.530197
그린아파트 주차장,0,35.0,10500,127.083083,37.529923
뚝섬로58길 058-00 주차장,0,4.0,10500,127.085055,37.529725
뚝섬로 702-06 주차장,0,4.0,10500,127.087305,37.532837
리버하우스 주차장,0,4.0,10500,127.088506,37.533292
율리빌라 주차장,0,4.0,10500,127.087566,37.53242
자양로4길 048-00 주차장,0,4.0,10500,127.088601,37.532272
은하빌라 주차장,0,7.0,10500,127.08143,37.539417
자양로19길 026-00 주차장,0,3.0,10500,127.081801,37.538838
다올 주차장,0,8.0,10500,127.079303,37.538118
대동아파트 주차장,0,337.0,10500,127.06831,37.536407
대보아파트 주차장,0,13.0,10500,127.078035,37.53686
자양번영로10길 005-09 주차장,0,5.0,10500,127.077078,37.536608
강변아이파크 주차장,0,89.0,10500,127.06963,37.531361
근정빌딩 주차장,0,8.0,10500,127.082693,37.535659
뚝섬로59길 081-15 주차장,0,3.0,10500,127.082358,37.53493
자양로13가길 020-00 주차장,0,3.0,10500,127.081084,37.534982
동일로10나길 023-00 주차장,0,2.0,10500,127.064729,37.538443
뚝섬로62길 015-00 주차장,0,3.0,10500,127.088028,37.532574
뚝섬로56길 025-00 주차장,0,2.0,10500,127.082785,37.530272
아차산로44가길 012-10 주차장,0,2.0,10500,127.079167,37.535818
능동로9길 050-00 주차장,0,2.0,10500,127.066847,37.538227
뚝섬로62길 034-00 주차장,0,4.0,10500,127.087953,37.531795
아차산로46나길 008-04 주차장,0,3.0,10500,127.081044,37.535818
카사 주차장,0,6.0,10500,127.083383,37.534011
자양로13길 063-04 주차장,0,3.0,10500,127.08142,37.533561
뚝섬로57가길 048-03 주차장,0,1.0,10500,127.08122,37.532386
대성그린빌 주차장,0,5.0,10500,127.080743,37.533018
류한빌딩 주차장,0,7.0,10500,127.07973,37.530676
뚝섬로52라길 008-00 주차장,0,8.0,10500,127.079059,37.529688
메종드52 주차장,0,8.0,10500,127.079873,37.529831
드림팰리스6차 주차장,0,7.0,10500,127.08243,37.530424
뚝섬로 648-01 주차장,0,4.0,10500,127.081647,37.531315
필산빌딩 주차장,0,17.0,10500,127.08119,37.531749
광석빌딩 주차장,0,3.0,10500,127.082705,37.539281
자양로15길 090-00 주차장,0,4.0,10500,127.078813,37.534899
자양로3가길 024-00 주차장,0,4.0,10500,127.084615,37.529103
동일로18길 026-00 주차장,0,2.0,10500,127.064197,37.539618
뚝섬로24길 023-04 주차장,0,2.0,10500,127.063593,37.535333
주명그린빌 주차장,0,8.0,10500,127.07965,37.530956
뚝섬로27길 039-08 주차장,0,2.0,10500,127.065677,37.537572
뚝섬로59길 019-00 주차장,0,4.0,10500,127.083795,37.532837
동일로4길 056-08 주차장,0,2.0,10500,127.064165,37.53545
아차산로45길 016-07 주차장,0,4.0,10500,127.0809,37.537961
대양아트빌라 주차장,0,6.0,10500,127.083763,37.533661
한창빌라 주차장,0,18.0,10500,127.088834,37.533378
아차산로44가길 013-06 주차장,0,1.0,10500,127.080153,37.535871
샤인빌2 주차장,0,4.0,10500,127.063583,37.534292
아차산로38길 021-00 주차장,0,2.0,10500,127.074833,37.537605
JS 하이츠빌 주차장,0,8.0,10500,127.081309,37.531316
청솔한의원 주차장,0,21.0,10500,127.066115,37.537865
아차산로26길 013-00 주차장,0,6.0,10500,127.066176,37.5407
뚝섬로27길 022-00 주차장,0,2.0,10500,127.065943,37.536955
에코하임8차 주차장,0,5.0,10500,127.079626,37.535513
뚝섬로30길 028-01 주차장,0,3.0,10500,127.066742,37.534811
국제빌딩 주차장,0,4.0,10500,127.078256,37.532269
한강현대아파트 주차장,0,194.0,10500,127.066877,37.533062
자양훼미리아파트 주차장,0,13.0,10500,127.085152,37.531053
자양번영로2길 053-14 주차장,0,2.0,10500,127.078247,37.530574
뚝섬로23길 097-00 주차장,0,5.0,10500,127.06847,37.538165
자양번영로11길 036-00 주차장,0,2.0,10500,127.074793,37.537495
큰나무빌라트 주차장,0,11.0,10500,127.081086,37.539384
뚝섬로49길 005-00 주차장,0,2.0,10500,127.078449,37.532695
아차산로46길 036-07 주차장,0,2.0,10500,127.080144,37.53546
아차산로30길 025-13 주차장,0,2.0,10500,127.068077,37.539478
커먼그라운드 주차장,30000,27.0,10500,127.066047,37.541104
아차산로46나길 008-00 주차장,0,3.0,10500,127.081088,37.535912
아차산로28길 020-14 주차장,0,3.0,10500,127.065975,37.539435
광진하나플러스 주차장,0,59.0,10500,127.075728,37.529532
뚝섬로52길 039-00 주차장,0,3.0,10500,127.078952,37.530266
한양빌라 주차장,0,4.0,10500,127.083198,37.528947
자양2차현대아파트 주차장,0,205.0,10500,127.070727,37.534231
뚝섬로44길 001-00 주차장,0,3.0,10500,127.076468,37.532741
뚝섬로44길 052-00 주차장,0,4.0,10500,127.075514,37.53085
파랑새빌라 주차장,0,6.0,10500,127.075809,37.530621
아스하임 주차장,0,17.0,10500,127.083218,37.535717
광성그린빌 주차장,0,8.0,10500,127.078793,37.5334208
대명빌라트 주차장,0,5.0,10500,127.07772,37.534518
뚝섬로26길 016-00 주차장,0,6.0,10500,127.064743,37.535744
뚝섬로23길 051-00 주차장,0,3.0,10500,127.066149,37.537426
능동로7길 041-13 주차장,0,2.0,10500,127.06715,37.536929
자양번영로12길 005-04 주차장,0,6.0,10500,127.077388,37.53711
뚝섬로31가길 013-00 주차장,0,3.0,10500,127.067044,37.536185
능동로3길 066-13 주차장,0,4.0,10500,127.06352,37.534828
케이제이팰리스 주차장,0,7.0,10500,127.081711,37.536422
아차산로40길 022-00 주차장,0,4.0,10500,127.078185,37.536741
월드쉐르빌 주차장,0,7.0,10500,127.080724,37.531386
뚝섬로58길 021-00 주차장,0,6.0,10500,127.084763,37.530998
자양로3가길 009-00 주차장,0,7.0,10500,127.084393,37.529676
베스트빌 주차장,0,8.0,10500,127.085172,37.530075
건국빌리지 주차장,0,7.0,10500,127.076895,37.538994
로마그린빌 주차장,0,6.0,10500,127.083209,37.534202
동성빌딩 주차장,0,5.0,10500,127.078449,37.538048
뚝섬로23길 074-00 주차장,0,4.0,10500,127.067447,37.537561
자양오피스텔 주차장,0,16.0,10500,127.082052,37.536358
성화빌라 주차장,0,20.0,10500,127.062144,37.535864
자양번영로5길 016-00 주차장,0,6.0,10500,127.074607,37.532578
대한빌딩 주차장,0,2.0,10500,127.085781,37.536774
뚝섬로56길 054-00 주차장,0,1.0,10500,127.08266,37.52903
뚝섬로52가길 046-00 주차장,0,6.0,10500,127.081818,37.53069
광영빌딩 주차장,0,32.0,10500,127.084376,37.535602
우리랑하이빌 주차장,0,6.0,10500,127.0883,37.533027
뚝섬로50길 049-00 주차장,0,2.0,10500,127.077759,37.530103
아름빌 주차장,0,6.0,10500,127.081969,37.535328
뚝섬로57가길 010-04 주차장,0,3.0,10500,127.083054,37.532347
삼성홈타운 주차장,0,8.0,10500,127.079939,37.532959
자양그랑시아2 주차장,0,10.0,10500,127.076897,37.536459
자양스윗빌 주차장,0,4.0,10500,127.076467,37.536914
자양강변길 249-00 주차장,0,2.0,10500,127.072368,37.530412
무지개빌라 주차장,0,7.0,10500,127.070765,37.535578
서울자양중학교 주차장,0,52.0,10500,127.074338,37.535374
능동로9길 049-00 주차장,0,4.0,10500,127.066806,37.53804
희망빌라 주차장,0,8.0,10500,127.079501,37.529547
라클라쎄 주차장,0,4.0,10500,127.083281,37.529136
현대골든빌라 주차장,0,5.0,10500,127.082708,37.539486
제일빌딩 주차장,0,14.0,10500,127.086203,37.536941
아차산로40길 033-10 주차장,0,2.0,10500,127.078377,37.535985
한승빌딩 주차장,0,22.0,10500,127.084851,37.536503
도광빌딩 주차장,0,46.0,10500,127.083233,37.536228
아름다운마을 주차장,0,7.0,10500,127.082151,37.529661
역전할머니국수 주차장,0,4.0,10500,127.076147,37.532895
자양오피스텔 주차장,0,48.0,10500,127.082954,37.539852
뚝섬로24길 052-00 주차장,0,5.0,10500,127.062692,37.534227
뚝섬로56길 038-00 주차장,0,1.0,10500,127.082553,37.529796
자양로19길 049-00 주차장,0,8.0,10500,127.080766,37.538033
늘봄정원집 주차장,0,3.0,10500,127.082498,37.535019
능동로7길 061-00 주차장,0,7.0,10500,127.065708,37.537739
능동로9길 023-00 주차장,0,5.0,10500,127.068084,37.537664
파랑새빌라 주차장,0,11.0,10500,127.083468,37.530797
뚝섬로54길 069-00 주차장,0,4.0,10500,127.079696,37.528584
JS빌 주차장,0,2.0,10500,127.087414,37.532714
뚝섬로64길 074-00 주차장,0,2.0,10500,127.089026,37.530282
해피 리버빌 주차장,0,8.0,10500,127.080385,37.528544
뚝섬로49길 004-03 주차장,0,2.0,10500,127.078765,37.532586
뚝섬로 674-06 주차장,0,1.0,10500,127.084505,37.531705
60계 주차장,0,3.0,10500,127.076932,37.533589
뚝섬로49길 055-00 주차장,0,10.0,10500,127.080175,37.534469
해피하우스 주차장,0,11.0,10500,127.077024,37.535909
서울양남초등학교 주차장,0,17.0,10500,127.089759,37.530733
아차산로46길 036-04 주차장,0,1.0,10500,127.080425,37.535536
뚝섬로44길 051-06 주차장,0,3.0,10500,127.075943,37.530623
