"합계",중랑구,중화1동,19293,0.64,30145
"합계",중랑구,중화2동,24926,1.01,24679
"합계",중랑구,묵1동,34344,1.20,28620
"합계",중랑구,묵2동,18624,0.67,27797
"합계",중랑구,망우3동,16303,0.92,17721
"합계",중랑구,신내1동,38205,2.56,14924
"합계",중랑구,신내2동,20155,0.93,21672
"합계",중랑구,면목본동,33856,0.84,40305
"합계",중랑구,면목3.8동,24617,1.63,15102
"합계",중랑구,망우본동,35905,3.03,11850
"합계",성북구,소계,441984,24.58,17981
"합계",성북구,돈암1동,14474,0.49,29539
"합계",성북구,돈암2동,23657,0.48,49285
"합계",성북구,안암동,17118,1.33,12871
"합계",성북구,보문동,16712,0.56,29843
"합계",성북구,정릉1동,18197,0.44,41357
"합계",성북구,정릉2동,22911,1.17,19582
"합계",성북구,정릉3동,16567,3.71,4465
"합계",성북구,정릉4동,24911,3.13,7959
"합계",성북구,길음1동,35000,0.79,44304
"합계",성북구,길음2동,21728,0.58,37462
"합계",성북구,월곡1동,26169,0.81,32307
"합계",성북구,월곡2동,19739,1.36,14514
"합계",성북구,장위1동,24082,0.70,34403
"합계",성북구,장위2동,13622,0.67,20331
"합계",성북구,장위3동,15868,0.65,24412
"합계",성북구,성북동,16889,2.86,5905
"합계",성북구,삼선동,23044,0.92,25048
"합계",성북구,동선동,15870,0.73,21740
"합계",성북구,종암동,40111,1.46,27473
"합계",성북구,석관동,35315,1.73,20413
"합계",강북구,소계,297702,23.60,12614
"합계",강북구,번1동,18578,0.66,28148
"합계",강북구,번2동,15397,0.95,16207
"합계",강북구,번3동,16449,1.10,14954
"합계",강북구,수유1동,20501,1.67,12276
"합계",강북구,수유2동,21054,0.57,36937
"합계",강북구,수유3동,23778,0.72,33025
"합계",강북구,삼양동,23090,0.91,25374
"합계",강북구,미아동,21685,0.93,23317
"합계",강북구,송중동,29910,1.01,29614
"합계",강북구,송천동,25998,0.90,28887
"합계",강북구,삼각산동,30939,0.62,49902
"합계",강북구,우이동,20407,10.28,1985
"합계",강북구,인수동,29916,3.28,9121
"합계",도봉구,소계,313989,20.65,15205
"합계",도봉구,쌍문1동,21445,1.24,17294
"합계",도봉구,쌍문2동,18461,0.54,34187
"합계",도봉구,쌍문3동,16934,0.50,33868
"합계",도봉구,쌍문4동,18348,0.52,35285
"합계",도봉구,방학1동,28410,0.69,41174
"합계",도봉구,방학2동,19354,0.74,26154
"합계",도봉구,방학3동,26500,2.62,10115
"합계",도봉구,창1동,24502,0.88,27843
"합계",도봉구,창2동,28957,1.05,27578
"합계",도봉구,창3동,13633,0.67,20348
"합계",도봉구,창4동,26121,0.95,27496
"합계",도봉구,창5동,24343,0.70,34776
"합계",도봉구,도봉1동,20622,8.72,2365
"합계",도봉구,도봉2동,26359,0.83,31758
"합계",노원구,소계,508014,35.44,14334
"합계",노원구,월계1동,21580,1.16,18603
"합계",노원구,월계2동,26066,1.94,13436
"합계",노원구,월계3동,29384,1.17,25115
"합계",노원구,공릉2동,42538,6.82,6237
"합계",노원구,하계1동,26982,1.55,17408
"합계",노원구,하계2동,21642,0.51,42435
"합계",노원구,중계본동,23477,1.97,11917
"합계",노원구,중계1동,26580,0.63,42190
"합계",노원구,중계4동,19601,1.70,11530
"합계",노원구,상계1동,37857,5.62,6736
"합계",노원구,상계2동,19629,0.61,32179
"합계",노원구,상계5동,23737,1.01,23502
"합계",노원구,상계8동,22344,0.67,33349
"합계",노원구,상계9동,20071,0.81,24779
"합계",노원구,상계10동,18477,0.80,23096
"합계",노원구,상계3.4동,25324,5.05,5015
"합계",노원구,상계6.7동,32044,1.11,28868
"합계",노원구,중계2.3동,33497,0.90,37219
"합계",노원구,공릉1동,37184,1.41,26372
"합계",은평구,소계,470602,29.71,15840
"합계",은평구,녹번동,36884,1.79,20606
"합계",은평구,불광1동,38265,3.13,12225
"합계",은평구,갈현1동,17151,0.97,17681
"합계",은평구,갈현2동,28176,0.96,29350
"합계",은평구,구산동,32020,1.38,23203
"합계",은평구,대조동,26862,0.85,31602
"합계",은평구,응암1동,33279,1.20,27733
"합계",은평구,응암2동,28016,0.78,35918
"합계",은평구,신사1동,26984,0.84,32124
"합계",은평구,신사2동,19497,1.00,19497
"합계",은평구,증산동,18647,0.81,23021
"합계",은평구,수색동,13210,1.29,10240
"합계",은평구,진관동,55034,11.53,4773
"합계",은평구,불광2동,27280,1.38,19768
"합계",은평구,응암3동,24313,0.63,38592
"합계",은평구,역촌동,44984,1.16,38779
"합계",서대문구,소계,319554,17.63,18126
"합계",서대문구,천연동,17031,0.97,17558
"합계",서대문구,홍제1동,24674,1.23,20060
"합계",서대문구,홍제3동,17890,0.81,22086
"합계",서대문구,홍제2동,13433,1.05,12793
"합계",서대문구,홍은1동,22825,1.58,14446
"합계",서대문구,홍은2동,27499,2.06,13349
"합계",서대문구,남가좌1동,16884,0.51,33106
"합계",서대문구,남가좌2동,30508,0.77,39621
"합계",서대문구,북가좌1동,17804,0.55,32371
"합계",서대문구,북가좌2동,31244,0.84,37195
"합계",서대문구,충현동,20316,1.12,18139
"합계",서대문구,북아현동,15875,0.46,34511
"합계",서대문구,신촌동,26143,2.63,9940
"합계",서대문구,연희동,37428,3.05,12271
"합계",마포구,소계,375585,23.85,15748
"합계",마포구,용강동,21786,0.84,25936
"합계",마포구,대흥동,16177,0.87,18594
"합계",마포구,염리동,17633,0.44,40075
"합계",마포구,신수동,22672,0.78,29067
"합계",마포구,서교동,26674,1.65,16166
"합계",마포구,합정동,17064,1.72,9921
"합계",마포구,망원1동,19757,1.13,17484
"합계",마포구,망원2동,18449,0.67,27536
"합계",마포구,연남동,15603,0.64,24380
"합계",마포구,성산1동,19079,0.80,23849
"합계",마포구,성산2동,39500,2.07,19082
"합계",마포구,상암동,30837,8.40,3671
"합계",마포구,도화동,21118,0.62,34061
"합계",마포구,서강동,25576,1.45,17639
"합계",마포구,공덕동,37476,1.01,37105
"합계",마포구,아현동,26184,0.76,34453
"합계",양천구,소계,444010,17.41,25503
"합계",양천구,목1동,30536,1.41,21657
"합계",양천구,목2동,29641,1.03,28778
"합계",양천구,목3동,21719,0.53,40979
"합계",양천구,목4동,25018,0.57,43891
"합계",양천구,신월1동,20343,0.65,31297
"합계",양천구,신월2동,20569,0.61,33720
"합계",양천구,신월3동,14934,0.87,17166
"합계",양천구,신월4동,17698,0.52,34035
"합계",양천구,신월5동,14461,0.69,20958
"합계",양천구,신월6동,13816,0.41,33698
"합계",양천구,신월7동,19199,1.19,16134
"합계",양천구,신정1동,19962,0.70,28517
"합계",양천구,신정2동,19003,0.52,36544
"합계",양천구,신정3동,50587,2.72,18598
"합계",양천구,신정6동,24152,0.96,25158
"합계",양천구,신정7동,28579,1.21,23619
"합계",양천구,목5동,40737,1.81,22507
"합계",양천구,신정4동,33056,1.01,32729
"합계",강서구,소계,574638,41.45,13863
"합계",강서구,염창동,41628,1.74,23924
"합계",강서구,등촌1동,24991,0.64,39048
"합계",강서구,등촌2동,19855,0.92,21582
"합계",강서구,등촌3동,30025,0.79,38006
"합계",강서구,화곡본동,34121,0.98,34817
"합계",강서구,화곡2동,17785,0.45,39522
"합계",강서구,화곡3동,21603,0.53,40760
"합계",강서구,화곡4동,20514,0.82,25017
"합계",강서구,화곡6동,25303,1.11,22795
"합계",강서구,화곡8동,24415,0.53,46066
"합계",강서구,가양1동,34359,4.70,7310
"합계",강서구,가양2동,13902,1.00,13902
"합계",강서구,가양3동,14678,0.50,29356
"합계",강서구,발산1동,36236,2.94,12325
"합계",강서구,공항동,30927,10.87,2845
"합계",강서구,방화1동,42851,1.48,28953
"합계",강서구,방화2동,23371,6.41,3646
"합계",강서구,방화3동,22544,2.55,8841
"합계",강서구,화곡1동,52647,1.12,47006
"합계",강서구,우장산동,42883,1.36,31532
"합계",구로구,소계,418418,20.12,20796
"합계",구로구,신도림동,36138,1.47,24584
"합계",구로구,구로1동,20936,1.02,20525
"합계",구로구,구로3동,25055,1.02,24564
"합계",구로구,구로4동,23052,0.46,50113
"합계",구로구,구로5동,31740,1.03,30816
"합계",구로구,고척1동,25636,1.16,22100
"합계",구로구,고척2동,26557,1.02,26036
"합계",구로구,개봉2동,30665,0.80,38331
"합계",구로구,개봉3동,20251,0.81,25001
"합계",구로구,오류1동,23126,0.59,39197
"합계",구로구,수궁동,23332,2.67,8739
"합계",구로구,가리봉동,12653,0.40,31633
"합계",구로구,구로2동,30093,1.76,17098
"합계",구로구,개봉1동,34105,1.31,26034
"합계",구로구,오류2동,38528,3.20,12040
"합계",구로구,항동,16551,1.40,11822
"합계",금천구,소계,242818,13.02,18650
"합계",금천구,가산동,26569,2.52,10543
"합계",금천구,독산1동,47573,2.09,22762
"합계",금천구,독산2동,19562,0.60,32603
"합계",금천구,독산3동,27239,0.92,29608
"합계",금천구,독산4동,16432,0.59,27851
"합계",금천구,시흥1동,34054,1.71,19915
"합계",금천구,시흥2동,20832,1.26,16533
"합계",금천구,시흥3동,10701,1.07,10001
"합계",금천구,시흥4동,20614,0.87,23694
"합계",금천구,시흥5동,19242,1.39,13843
"합계",영등포구,소계,398085,24.55,16215
"합계",영등포구,여의동,32923,8.40,3919
"합계",영등포구,당산1동,20740,0.75,27653
"합계",영등포구,당산2동,37102,1.55,23937
"합계",영등포구,양평1동,18704,0.88,21255
"합계",영등포구,양평2동,22583,3.00,7528
"합계",영등포구,신길1동,20483,0.66,31035
"합계",영등포구,신길3동,17281,0.52,33233
"합계",영등포구,신길4동,13016,0.38,34253
"합계",영등포구,신길5동,11212,0.47,23855
"합계",영등포구,신길6동,19593,0.65,30143
"합계",영등포구,신길7동,19899,0.64,31092
"합계",영등포구,대림1동,16506,0.49,33686
"합계",영등포구,대림2동,17523,0.55,31860
"합계",영등포구,대림3동,25205,0.95,26532
"합계",영등포구,영등포본동,22714,1.02,22269
"합계",영등포구,영등포동,30461,1.26,24175
"합계",영등포구,도림동,19600,0.89,22022
"합계",영등포구,문래동,32540,1.49,21839
"합계",동작구,소계,390432,16.36,23865
"합계",동작구,노량진2동,11234,0.64,17553
"합계",동작구,상도1동,46166,1.51,30574
"합계",동작구,상도2동,27982,0.98,28553
"합계",동작구,상도3동,24456,0.60,40760
"합계",동작구,상도4동,28564,0.75,38085
"합계",동작구,사당1동,23009,0.79,29125
"합계",동작구,사당3동,24189,0.92,26292
"합계",동작구,사당4동,14185,0.38,37329
"합계",동작구,사당5동,14434,0.57,25323
"합계",동작구,대방동,37056,1.55,23907
"합계",동작구,신대방1동,25118,0.62,40513
"합계",동작구,신대방2동,22445,1.03,21791
"합계",동작구,흑석동,30694,1.68,18270
"합계",동작구,노량진1동,32114,1.58,20325
"합계",동작구,사당2동,28786,2.75,10468
"합계",관악구,소계,501226,29.57,16950
"합계",관악구,보라매동,24660,0.76,32447
"합계",관악구,청림동,15005,0.30,50017
"합계",관악구,행운동,29636,0.72,41161
"합계",관악구,낙성대동,17928,2.27,7898
"합계",관악구,중앙동,15685,0.39,40218
"합계",관악구,인헌동,26119,1.08,24184
"합계",관악구,남현동,18163,3.27,5554
"합계",관악구,서원동,23511,0.65,36171
"합계",관악구,신원동,18620,0.55,33855
"합계",관악구,서림동,24361,0.99,24607
"합계",관악구,신사동,24719,0.64,38623
"합계",관악구,신림동,23877,0.54,44217
"합계",관악구,난향동,15050,0.80,18813
"합계",관악구,조원동,20490,0.67,30582
"합계",관악구,대학동,26301,8.30,3169
"합계",관악구,은천동,33156,0.78,42508
"합계",관악구,성현동,28830,0.68,42397
"합계",관악구,청룡동,37132,1.18,31468
"합계",관악구,난곡동,26679,0.96,27791
"합계",관악구,삼성동,20642,2.66,7760
"합계",관악구,미성동,30662,1.38,22219
"합계",서초구,소계,408451,46.98,8694
"합계",서초구,서초1동,20622,1.42,14523
"합계",서초구,서초2동,26932,1.24,21719
"합계",서초구,서초3동,32379,2.93,11051
"합계",서초구,서초4동,30521,0.88,34683
"합계",서초구,잠원동,26393,1.76,14996
"합계",서초구,반포본동,292,1.01,289
"합계",서초구,반포1동,34443,1.00,34443
"합계",서초구,반포2동,15742,1.35,11661
"합계",서초구,반포3동,22773,1.28,17791
"합계",서초구,반포4동,19486,1.43,13627
"합계",서초구,방배본동,20778,0.67,31012
"합계",서초구,방배1동,16883,0.70,24119
"합계",서초구,방배2동,18553,1.93,9613
"합계",서초구,방배3동,17321,2.40,7217
"합계",서초구,방배4동,23429,0.98,23907
"합계",서초구,양재1동,42683,5.76,7410
"합계",서초구,양재2동,21766,7.58,2872
"합계",서초구,내곡동,17455,12.68,1377
"합계",강남구,소계,534103,39.50,13522
"합계",강남구,신사동,15876,1.89,8400
"합계",강남구,개포3동,17382,1.24,14018
"합계",강남구,논현1동,22080,1.25,17664
"합계",강남구,논현2동,20814,1.47,14159
"합계",강남구,삼성1동,12739,1.94,6566
"합계",강남구,삼성2동,31062,1.24,25050
"합계",강남구,대치1동,23846,0.79,30185
"합계",강남구,대치4동,19491,0.73,26700
"합계",강남구,역삼1동,35556,2.35,15130
"합계",강남구,역삼2동,37269,1.15,32408
"합계",강남구,도곡1동,21274,1.02,20857
"합계",강남구,도곡2동,32846,1.02,32202
"합계",강남구,개포1동,6922,1.27,5450
"합계",강남구,개포4동,23639,1.49,15865
"합계",강남구,일원본동,23015,2.58,8921
"합계",강남구,일원1동,14987,0.92,16290
"합계",강남구,수서동,14402,1.43,10071
"합계",강남구,세곡동,43382,6.36,6821
"합계",강남구,압구정동,25902,2.53,10238
"합계",강남구,청담동,25489,2.33,10939
"합계",강남구,대치2동,37098,2.00,18549
"합계",강남구,개포2동,29032,2.51,11567
"합계",송파구,소계,664514,33.88,19614
"합계",송파구,풍납1동,12910,0.77,16766
"합계",송파구,풍납2동,24426,1.59,15362
"합계",송파구,거여1동,12255,0.51,24029
"합계",송파구,거여2동,23745,0.53,44802
"합계",송파구,마천1동,18618,0.58,32100
"합계",송파구,마천2동,18150,0.89,20393
"합계",송파구,방이1동,15460,0.50,30920
"합계",송파구,방이2동,26354,0.80,32943
"합계",송파구,오륜동,17804,3.17,5616
"합계",송파구,오금동,38037,1.65,23053
"합계",송파구,송파1동,24008,0.79,30390
"합계",송파구,송파2동,18947,0.53,35749
"합계",송파구,석촌동,31602,0.95,33265
"합계",송파구,삼전동,29912,0.95,31486
"합계",송파구,가락본동,25883,1.13,22905
"합계",송파구,가락1동,27521,1.34,20538
"합계",송파구,가락2동,31670,0.96,32990
"합계",송파구,문정1동,19916,0.56,35564
"합계",송파구,문정2동,28841,2.20,13110
"합계",송파구,잠실본동,28358,0.94,30168
"합계",송파구,잠실4동,21223,1.56,13604
"합계",송파구,잠실6동,16713,2.79,5990
"합계",송파구,잠실7동,9427,0.60,15712
"합계",송파구,잠실2동,34876,2.18,15998
"합계",송파구,잠실3동,34143,1.49,22915
"합계",송파구,장지동,29102,1.37,21242
"합계",송파구,위례동,44613,2.55,17495
"합계",강동구,소계,464037,24.59,18871
"합계",강동구,명일1동,25641,0.61,42034
"합계",강동구,명일2동,17327,0.97,17863
"합계",강동구,고덕1동,23919,1.73,13826
"합계",강동구,고덕2동,22764,2.01,11325
"합계",강동구,암사2동,15069,1.18,12770
"합계",강동구,암사3동,17481,2.51,6965
"합계",강동구,천호1동,26670,0.71,37563
"합계",강동구,천호3동,26679,0.79,33771
"합계",강동구,성내1동,19900,0.58,34310
"합계",강동구,성내2동,23528,0.67,35116
"합계",강동구,성내3동,23071,0.71,32494
"합계",강동구,둔촌1동,73,0.92,79
"합계",강동구,둔촌2동,24277,0.98,24772
"합계",강동구,암사1동,34271,1.02,33599
"합계",강동구,천호2동,33825,1.57,21545
"합계",강동구,길동,45374,2.17,20910
"합계",강동구,강일동,33057,2.26,14627
"합계",강동구,상일1동,39178,2.65,14784
"합계",강동구,상일2동,11933,0.54,22098
