관리번호,위도,경도
능동로10길 능5-5,37.5375525,127.069902
능동로11-1,37.5498795,127.0759515
능동로11-10,37.5522574,127.0770852
능동로11-11,37.5525671,127.0772337
능동로11-12,37.552826,127.0773612
능동로11-13,37.5530979,127.0774898
능동로11-14,37.5532831,127.0775901
능동로11-15,37.5535366,127.0777148
능동로11-16,37.5537368,127.0778197
능동로11-17,37.5539438,127.0779258
능동로11-18,37.5541563,127.0780414
능동로11-19,37.554355,127.0781422
능동로11-2,37.5500969,127.0760758
능동로11-3,37.5503105,127.0761971
능동로11-4,37.5505226,127.0763216
능동로11-5,37.550732,127.0764105
능동로11-6,37.5509405,127.0764944
능동로11-7,37.5512405,127.0766199
능동로11-8,37.5515101,127.0767318
능동로11-9,37.5519232,127.0769184
능동로12-1,37.5496161,127.0753696
능동로12-10,37.5475776,127.0741686
능동로12-11,37.5474874,127.0745758
능동로12-12,37.5477491,127.0746601
능동로12-13,37.5479764,127.0748064
능동로12-14,37.5481834,127.0749331
능동로12-15,37.5484152,127.0750718
능동로12-16,37.5486358,127.0752101
능동로12-17,37.5488339,127.0753253
능동로12-18,37.5490914,127.075473
능동로12-19,37.5488878,127.0758054
능동로12-2,37.549438,127.0752732
능동로12-20,37.5493707,127.0756385
능동로12-21,37.5498538,127.0759668
능동로12-3,37.5492455,127.0751783
능동로12-4,37.5490681,127.0750786
능동로12-5,37.5487636,127.0748968
능동로12-6,37.5485351,127.0747741
능동로12-7,37.5483035,127.0746395
능동로12-8,37.5479794,127.0744427
능동로12-9,37.5477927,127.0743118
능동로13-1,37.5545586,127.0782481
능동로13-10,37.5567676,127.0794582
능동로13-2,37.5548364,127.0784028
능동로13-3,37.5551122,127.078548
능동로13-4,37.5553873,127.0786888
능동로13-5,37.5556347,127.0788284
능동로13-6,37.5558699,127.0789586
능동로13-7,37.5561055,127.0790982
능동로13-8,37.5563441,127.0792318
능동로13-9,37.5565443,127.0793432
능동로14-1,37.5545245,127.0777849
능동로14-10,37.552315,127.0766861
능동로14-11,37.5520445,127.0765568
능동로14-12,37.5518044,127.0764368
능동로14-13,37.5515692,127.0763336
능동로14-14,37.551318,127.0762252
능동로14-15,37.5511531,127.0761703
능동로14-16,37.5509683,127.0760824
능동로14-17,37.5507381,127.0759832
능동로14-18,37.5504425,127.0758428
능동로14-19,37.5501417,127.0756698
능동로14-2,37.5543191,127.0776829
능동로14-20,37.5499237,127.0755459
능동로14-3,37.5540951,127.0775606
능동로14-3,37.5537795,127.0774051
능동로14-5,37.5535196,127.0772694
능동로14-6,37.5532309,127.0771264
능동로14-7,37.5529848,127.0770031
능동로14-8,37.552777,127.076903
능동로14-9,37.5525729,127.0768093
능동로15-1,37.5576332,127.0798587
능동로15-10,37.5597609,127.0810427
능동로15-11,37.5599921,127.0811724
능동로15-12,37.5602127,127.0812908
능동로15-13,37.5604258,127.081403
능동로15-14,37.5607056,127.0815592
능동로15-15,37.5609694,127.0817008
능동로15-16,37.5611893,127.0818267
능동로15-17,37.5614472,127.0819646
능동로15-18,37.5616658,127.0820889
능동로15-19,37.561864,127.0822019
능동로15-2,37.5578542,127.0799904
능동로15-20,37.5621097,127.0823381
능동로15-3,37.5580775,127.0801
능동로15-4,37.5582984,127.0802281
능동로15-5,37.5586044,127.0803957
능동로15-6,37.5588134,127.0805129
능동로15-7,37.5590348,127.0806478
능동로15-8,37.559284,127.0807923
능동로15-9,37.5595138,127.0809224
능동로16-1,37.5570426,127.0791706
능동로16-10,37.5549234,127.078009
능동로16-11,37.5546675,127.0778675
능동로16-2,37.556768,127.0790267
능동로16-3,37.5564915,127.078864
능동로16-4,37.556224,127.0787093
능동로16-5,37.5560541,127.0786196
능동로16-6,37.5558779,127.0785214
능동로16-7,37.5556475,127.0783881
능동로16-8,37.5554267,127.0782682
능동로16-9,37.555176,127.0781382
능동로17-1,37.562543,127.0825637
능동로17-10,37.5648078,127.083795
능동로17-11,37.565151,127.0839865
능동로17-12,37.5654,127.0841241
능동로17-13,37.5656068,127.0842421
능동로17-14,37.5658465,127.0843719
능동로17-15,37.5661086,127.0845177
능동로17-16,37.5663868,127.0846726
능동로17-17,37.5666113,127.0847953
능동로17-18,37.5669165,127.0849651
능동로17-19,37.5671833,127.0851109
능동로17-2,37.5627764,127.082684
능동로17-20,37.5674086,127.0852339
능동로17-21,37.5676513,127.0853658
능동로17-22,37.567895,127.0855047
능동로17-23,37.56815,127.0856282
능동로17-24,37.5683799,127.0857505
능동로17-25,37.5685966,127.08583
능동로17-3,37.5629761,127.0827876
능동로17-4,37.5632856,127.0829636
능동로17-5,37.5635375,127.083102
능동로17-6,37.5637834,127.083235
능동로17-7,37.5640048,127.0833555
능동로17-8,37.5642035,127.0834647
능동로17-9,37.5644529,127.0836007
능동로18-1,37.5622627,127.0820958
능동로18-10,37.5602668,127.0810031
능동로18-11,37.56001,127.0808538
능동로18-12,37.5597611,127.0807286
능동로18-13,37.5595032,127.0805865
능동로18-14,37.5592734,127.0804567
능동로18-15,37.559025,127.0803194
능동로18-16,37.5588015,127.0801933
능동로18-17,37.5585305,127.0800392
능동로18-18,37.5583091,127.0799357
능동로18-19,37.5580655,127.0798012
능동로18-2,37.5620499,127.0819819
능동로18-20,37.5577957,127.0796475
능동로18-21,37.5575925,127.079541
능동로18-3,37.5618213,127.0818582
능동로18-4,37.5616395,127.0817569
능동로18-5,37.5613866,127.081614
능동로18-6,37.56118,127.0814924
능동로18-7,37.5609283,127.0813618
능동로18-8,37.5606822,127.0812245
능동로18-9,37.5604679,127.0811088
능동로19-1,37.5680324,127.0852886
능동로19-10,37.5658653,127.0840825
능동로19-11,37.5656314,127.0839499
능동로19-12,37.5653698,127.0838049
능동로19-13,37.5651074,127.0836653
능동로19-14,37.5648761,127.0835369
능동로19-15,37.5646241,127.0833946
능동로19-16,37.5644188,127.0832813
능동로19-17,37.5641926,127.0831566
능동로19-18,37.563956,127.0830235
능동로19-19,37.563676,127.0828694
능동로19-2,37.5677541,127.0851293
능동로19-20,37.5634838,127.0827707
능동로19-21,37.5632358,127.0826284
능동로19-22,37.5629422,127.0824742
능동로19-23,37.562708,127.0823434
능동로19-3,37.5675545,127.0850192
능동로19-4,37.567302,127.0848789
능동로19-5,37.567063,127.0847445
능동로19-6,37.5668379,127.0846208
능동로19-7,37.5665569,127.0844612
능동로19-8,37.56633,127.0843441
능동로19-9,37.5660902,127.0842012
능동로2-1,37.5341063,127.0677072
능동로2-10,37.532179,127.0667916
능동로2-2,37.5338923,127.0676057
능동로2-3,37.5336772,127.0675039
능동로2-4,37.5334775,127.0674106
능동로2-5,37.5332947,127.0673226
능동로2-6,37.5331554,127.0672569
능동로2-7,37.5329357,127.0671537
능동로2-8,37.5326869,127.0670359
능동로2-9,37.5323991,127.066897
능동로3-1,37.534546,127.068341
능동로3-10,37.5364799,127.0692102
능동로3-11,37.536684,127.0693022
능동로3-12,37.5369609,127.0694327
능동로3-13,37.5372092,127.0695484
능동로3-2,37.5347571,127.068437
능동로3-3,37.5349815,127.0685432
능동로3-4,37.5351718,127.0686326
능동로3-5,37.5352049,127.0687588
능동로3-6,37.535481,127.0688029
능동로3-7,37.5357356,127.068865
능동로3-8,37.5360205,127.0690029
능동로3-9,37.536261,127.069111
능동로4-1,37.5352901,127.0682561
능동로4-2,37.5350853,127.068166
능동로4-3,37.5348891,127.0680757
능동로4-4,37.5345498,127.0679161
능동로4-5,37.5342799,127.0677882
능동로5-10,37.5385843,127.0702926
능동로5-11,37.5389578,127.0704887
능동로5-12,37.5391822,127.0706043
능동로5-13,37.539431,127.0707342
능동로5-14,37.5396273,127.0708769
능동로5-6,37.5376166,127.0698223
능동로5-7,37.5378339,127.0699042
능동로5-8,37.5380505,127.0700059
능동로5-9,37.5383038,127.0701387
능동로6-1,37.5398969,127.0703515
능동로6-10,37.5378408,127.0694157
능동로6-11,37.5375677,127.0693
능동로6-12,37.5372856,127.0691749
능동로6-13,37.5369912,127.0690385
능동로6-14,37.5367943,127.068948
능동로6-15,37.5364484,127.0687871
능동로6-16,37.5361399,127.0686434
능동로6-17,37.5358575,127.0685135
능동로6-18,37.5356661,127.0684261
능동로6-2,37.5397761,127.0702993
능동로6-3,37.5396271,127.0702283
능동로6-4,37.5394472,127.0701454
능동로6-5,37.5392222,127.0700422
능동로6-6,37.5389648,127.0699208
능동로6-7,37.5386229,127.0697609
능동로6-8,37.5383229,127.06962
능동로7-1,37.5401385,127.070976
능동로7-10,37.5422757,127.0719453
능동로7-11,37.5425354,127.0720616
능동로7-12,37.5427741,127.0721701
능동로7-13,37.5430173,127.0722772
능동로7-14,37.5431941,127.0723523
능동로7-2,37.5403891,127.0710927
능동로7-3,37.540617,127.0712004
능동로7-4,37.5408282,127.071299
능동로7-5,37.541124,127.0714375
능동로7-6,37.5413536,127.0715436
능동로7-7,37.5415662,127.0716432
능동로7-8,37.541834,127.0717684
능동로7-9,37.5420951,127.0718628
능동로8-1,37.5423362,127.0715526
능동로8-10,37.5402669,127.070535
능동로8-2,37.5420882,127.0714322
능동로8-3,37.5418416,127.0713181
능동로8-4,37.541597,127.0711991
능동로8-5,37.5413415,127.071078
능동로8-6,37.5410995,127.0709623
능동로8-7,37.5408043,127.0708267
능동로8-8,37.5405871,127.0706951
능동로8-9,37.5404441,127.0706247
능동로9-1,37.5435439,127.0725145
능동로9-10,37.5457399,127.0735363
능동로9-11,37.5459246,127.0736405
능동로9-12,37.5462938,127.0738212
능동로9-13,37.5465191,127.0739291
능동로9-14,37.5466879,127.0740096
능동로9-15,37.5468832,127.0741027
능동로9-16,37.5470989,127.0742075
능동로9-2,37.5437853,127.0726233
능동로9-3,37.543989,127.0727163
능동로9-4,37.5442247,127.072824
능동로9-5,37.5444454,127.0729254
능동로9-6,37.5447706,127.073085
능동로9-7,37.545025,127.073205
능동로9-8,37.545274,127.0733222
능동로9-9,37.5454792,127.0734156
답십리로1-1,37.5716814,127.0804032
답십리로1-2,37.571652,127.080845
답십리로1-3,37.5716348,127.0812165
답십리로1-4,37.5715885,127.0815844
답십리로1-5,37.571553,127.0819291
답십리로1-6,37.5715206,127.0822419
답십리로1-7,37.571488,127.0825771
답십리로1-8,37.5714346,127.0830596
답십리로2-1,37.5713537,127.0835939
답십리로2-2,37.571303,127.0838754
답십리로2-3,37.5712633,127.0841637
답십리로2-4,37.5711952,127.0844934
답십리로2-5,37.5711071,127.0849515
답십리로2-6,37.5710476,127.085253
답십리로2-7,37.5709729,127.0856211
답십리로2-8,37.5709269,127.0858471
대학문화의거리1-1,37.5470405,127.0737443
대학문화의거리1-10,37.5472338,127.0723621
대학문화의거리1-11,37.5473307,127.0722964
대학문화의거리1-12,37.5471856,127.0721162
대학문화의거리1-13,37.5469283,127.0720186
대학문화의거리1-14,37.5472713,127.0721299
대학문화의거리1-15,37.5473945,127.0719253
대학문화의거리1-16,37.5473461,127.0716483
대학문화의거리1-17,37.5474494,127.071526
대학문화의거리1-18,37.5474037,127.0713621
대학문화의거리1-19,37.5475263,127.070985
대학문화의거리1-2,37.5469705,127.073691
대학문화의거리1-20,37.5474582,127.070858
대학문화의거리1-21,37.547559,127.0706961
대학문화의거리1-22,37.5475897,127.0704704
대학문화의거리1-3,37.5470916,127.0735233
대학문화의거리1-4,37.547138,127.073308
대학문화의거리1-5,37.5470768,127.0731668
대학문화의거리1-6,37.5471276,127.0729033
대학문화의거리1-7,37.5472331,127.0727867
대학문화의거리1-8,37.5472028,127.0725179
대학문화의거리1-9,37.5472938,127.0724585
대학문화의거리2-1,37.5476057,127.070218
대학문화의거리2-10,37.5477838,127.0673959
대학문화의거리2-2,37.5476197,127.0699656
대학문화의거리2-3,37.5476385,127.0696343
대학문화의거리2-4,37.5476704,127.0691078
대학문화의거리2-5,37.547681,127.0689436
대학문화의거리2-6,37.5477096,127.0687283
대학문화의거리2-7,37.5477265,127.0684282
대학문화의거리2-8,37.5477365,127.0680631
대학문화의거리2-9,37.5477635,127.0677614
동일로1-1,37.5375938,127.0615395
동일로1-10,37.540096,127.0629419
동일로1-11,37.5404059,127.0631181
동일로1-12,37.5405678,127.0632097
동일로1-13,37.5408018,127.0633418
동일로1-14,37.5410619,127.0634915
동일로1-15,37.5412895,127.0636204
동일로1-16,37.5415871,127.0637894
동일로1-17,37.5420032,127.0640253
동일로1-2,37.5379629,127.0617393
동일로1-3,37.5382417,127.0618886
동일로1-4,37.5385854,127.0620852
동일로1-5,37.5389623,127.0623005
동일로1-6,37.5392247,127.0624174
동일로1-7,37.5394269,127.06254
동일로1-8,37.5396145,127.0626575
동일로1-9,37.5398936,127.0628257
동일로10-1,37.5716273,127.0798201
동일로10-10,37.5693287,127.0791438
동일로10-11,37.5690914,127.0790138
동일로10-12,37.568828,127.0788634
동일로10-13,37.5685789,127.078727
동일로10-14,37.5683355,127.0785926
동일로10-15,37.5680966,127.0784603
동일로10-2,37.5713844,127.079811
동일로10-3,37.5711445,127.0797702
동일로10-4,37.570889,127.0797262
동일로10-5,37.5706114,127.079651
동일로10-6,37.5703452,127.0795597
동일로10-7,37.5700877,127.0794659
동일로10-8,37.5698344,127.0793717
동일로10-9,37.5696091,127.0792814
동일로2-1,37.5424719,127.0642939
동일로2-10,37.5448488,127.0656347
동일로2-11,37.5450358,127.0657392
동일로2-12,37.5452657,127.0658718
동일로2-14,37.5457401,127.0661391
동일로2-15,37.5459721,127.0662678
동일로2-16,37.5462482,127.0664281
동일로2-17,37.5465527,127.0665983
동일로2-18,37.5467789,127.066728
동일로2-19,37.5470153,127.0668619
동일로2-2,37.5427223,127.0644368
동일로2-20,37.5472415,127.0669919
동일로2-21,37.5474899,127.0671357
동일로2-22,37.5476793,127.0672432
동일로2-23,37.5479083,127.0673734
동일로2-24,37.5481552,127.0675115
동일로2-3,37.5430139,127.0646021
동일로2-4,37.5432351,127.0647293
동일로2-5,37.5435241,127.0648888
동일로2-6,37.5437747,127.0650346
동일로2-7,37.5440419,127.0651798
동일로2-8,37.5443424,127.0653505
동일로2-9,37.5445944,127.0654893
동일로3-1,37.548691,127.0678402
동일로3-10,37.5508543,127.069081
동일로3-11,37.5510892,127.0692155
동일로3-12,37.5513466,127.0693696
동일로3-13,37.5515613,127.0694894
동일로3-14,37.551815,127.069592
동일로3-15,37.5520624,127.0697361
동일로3-16,37.5523064,127.0698744
동일로3-17,37.5525756,127.070029
동일로3-18,37.5528176,127.0701629
동일로3-19,37.5530504,127.0702984
동일로3-2,37.5488633,127.0679284
동일로3-3,37.549075,127.0680548
동일로3-4,37.5493166,127.0682006
동일로3-5,37.5495608,127.0683532
동일로3-6,37.5497976,127.0684983
동일로3-7,37.5500076,127.0686132
동일로3-8,37.5503531,127.0688206
동일로3-9,37.5505902,127.0689636
동일로4-1,37.5532724,127.0704174
동일로4-10,37.5555315,127.0716983
동일로4-11,37.5557071,127.0717985
동일로4-12,37.5559358,127.0719223
동일로4-13,37.5561682,127.0720524
동일로4-14,37.5564679,127.0722365
동일로4-15,37.5566597,127.0723389
동일로4-16,37.5568742,127.0724504
동일로4-17,37.5571591,127.0726482
동일로4-18,37.5573869,127.0727994
동일로4-19,37.5576292,127.07295
동일로4-2,37.553489,127.0705529
동일로4-20,37.5578449,127.0730978
동일로4-21,37.5580806,127.0732308
동일로4-22,37.558309,127.07336
동일로4-3,37.5538104,127.0707207
동일로4-4,37.5540508,127.0708764
동일로4-5,37.5543238,127.0710481
동일로4-6,37.5545659,127.071186
동일로4-7,37.5548037,127.0713105
동일로4-8,37.5550681,127.0714409
동일로4-9,37.5553205,127.0715782
동일로5-1,37.5605752,127.0746098
동일로5-10,37.5626475,127.0757383
동일로5-11,37.5628965,127.0758726
동일로5-12,37.5631218,127.0759987
동일로5-13,37.5633647,127.076143
동일로5-14,37.5635803,127.0762635
동일로5-15,37.5638065,127.0763962
동일로5-16,37.5640243,127.0765073
동일로5-2,37.560826,127.0747549
동일로5-3,37.5610876,127.0749079
동일로5-4,37.5613157,127.0750217
동일로5-5,37.5615053,127.0751435
동일로5-6,37.5617328,127.0752249
동일로5-7,37.56197,127.0753471
동일로5-8,37.5621755,127.0754737
동일로5-9,37.5624131,127.075613
동일로6-1,37.5641568,127.0762169
동일로6-10,37.5621505,127.0750807
동일로6-11,37.5619297,127.0749445
동일로6-12,37.5617033,127.0747897
동일로6-13,37.5614696,127.0746465
동일로6-14,37.5612451,127.0744998
동일로6-15,37.5610085,127.0743641
동일로6-16,37.5607524,127.0742239
동일로6-2,37.5639247,127.0760911
동일로6-3,37.5636987,127.07596
동일로6-4,37.5634379,127.0758226
동일로6-5,37.5632166,127.0756921
동일로6-6,37.5629807,127.0755568
동일로6-7,37.5627546,127.0754298
동일로6-8,37.5625607,127.0753119
동일로6-9,37.5623411,127.0751936
동일로7-1,37.564465,127.07675
동일로7-10,37.5665535,127.0779583
동일로7-11,37.5668088,127.0781038
동일로7-12,37.5670685,127.0782381
동일로7-13,37.5673201,127.0783784
동일로7-14,37.5675636,127.0785218
동일로7-15,37.5677914,127.0786519
동일로7-2,37.5646733,127.076877
동일로7-3,37.5648788,127.0769969
동일로7-4,37.5651014,127.0771284
동일로7-5,37.5653439,127.0772621
동일로7-6,37.5655738,127.0773921
동일로7-7,37.5658249,127.0775343
동일로7-8,37.5660626,127.0776688
동일로7-9,37.566328,127.0778162
동일로8-1,37.567916,127.0783599
동일로8-10,37.5656975,127.0770953
동일로8-11,37.5654855,127.0769798
동일로8-12,37.5652589,127.0768475
동일로8-13,37.5650286,127.0767211
동일로8-14,37.5648013,127.0765852
동일로8-15,37.5645562,127.0764401
동일로8-2,37.5676733,127.0782178
동일로8-3,37.5674207,127.0780714
동일로8-4,37.5671591,127.0779205
동일로8-5,37.5669074,127.0777754
동일로8-6,37.5666413,127.0776304
동일로8-7,37.566386,127.0774879
동일로8-8,37.5661485,127.0773567
동일로8-9,37.5659149,127.0772135
동일로9-1,37.5680864,127.0788243
동일로9-10,37.5703227,127.0798938
동일로9-11,37.5705573,127.0799752
동일로9-12,37.5708531,127.0800612
동일로9-13,37.5711116,127.0801255
동일로9-14,37.5713577,127.0801738
동일로9-15,37.5716372,127.0802193
동일로9-2,37.5683004,127.0789561
동일로9-3,37.5685399,127.0790857
동일로9-4,37.5687887,127.0792255
동일로9-5,37.5690361,127.0793495
동일로9-6,37.5692994,127.0794901
동일로9-7,37.5695434,127.0796214
동일로9-8,37.5698128,127.0797197
동일로9-9,37.570049,127.0798013
뚝섬나들목1-1,37.5315967,127.0674351
뚝섬나들목1-2,37.5316478,127.0674768
뚝섬나들목1-3,37.5316613,127.0675304
뚝섬로1-1,37.5370568,127.0614003
뚝섬로1-10,37.5362181,127.0648996
뚝섬로1-11,37.5360057,127.0656799
뚝섬로1-12,37.5359269,127.0659841
뚝섬로1-13,37.5358488,127.0662902
뚝섬로1-14,37.5357653,127.0666219
뚝섬로1-15,37.5356287,127.0671546
뚝섬로1-16,37.5355632,127.0674067
뚝섬로1-17,37.5354897,127.0676963
뚝섬로1-18,37.5353729,127.0681479
뚝섬로1-2,37.5370278,127.0618508
뚝섬로1-3,37.5369224,127.0622437
뚝섬로1-4,37.5367965,127.0626897
뚝섬로1-5,37.5367023,127.0630402
뚝섬로1-6,37.5366012,127.0634271
뚝섬로1-7,37.5364898,127.0638419
뚝섬로1-8,37.5364324,127.0640815
뚝섬로1-9,37.53632,127.0645019
뚝섬로2-1,37.535543,127.0682298
뚝섬로2-10,37.5364468,127.0647559
뚝섬로2-11,37.5365318,127.0644254
뚝섬로2-12,37.5366424,127.0639978
뚝섬로2-13,37.5367191,127.063705
뚝섬로2-14,37.5367971,127.0634015
뚝섬로2-15,37.5369135,127.0629633
뚝섬로2-16,37.5370334,127.0625344
뚝섬로2-17,37.537159,127.062081
뚝섬로2-18,37.5372476,127.0617608
뚝섬로2-19,37.5373133,127.0615257
뚝섬로2-2,37.5356274,127.0679053
뚝섬로2-3,37.5357039,127.0676032
뚝섬로2-4,37.5357861,127.0672774
뚝섬로2-5,37.535895,127.0668584
뚝섬로2-6,37.5360333,127.0663109
뚝섬로2-7,37.5360953,127.0660731
뚝섬로2-8,37.5362901,127.0653338
뚝섬로2-9,37.5363559,127.0651009
뚝섬로3-1,37.5351125,127.0690709
뚝섬로3-10,37.5341388,127.0725356
뚝섬로3-11,37.5340306,127.0729021
뚝섬로3-12,37.5338799,127.0733966
뚝섬로3-13,37.5337837,127.0737126
뚝섬로3-14,37.5336663,127.0741039
뚝섬로3-15,37.5335734,127.0744063
뚝섬로3-16,37.533451,127.0748026
뚝섬로3-17,37.5333431,127.0751643
뚝섬로3-18,37.5332737,127.075408
뚝섬로3-2,37.5350098,127.0694155
뚝섬로3-3,37.5348677,127.0698917
뚝섬로3-4,37.5347638,127.0702431
뚝섬로3-5,37.5346626,127.0706144
뚝섬로3-6,37.5345495,127.0710343
뚝섬로3-7,37.534471,127.0713207
뚝섬로3-8,37.5343358,127.0718137
뚝섬로3-9,37.5342423,127.0721563
뚝섬로4-1,37.5334749,127.0755749
뚝섬로4-10,37.5343708,127.0723477
뚝섬로4-11,37.5344516,127.0720585
뚝섬로4-12,37.5345766,127.0716033
뚝섬로4-13,37.534675,127.0712478
뚝섬로4-14,37.5347717,127.0708741
뚝섬로4-15,37.5348885,127.0704562
뚝섬로4-16,37.535,127.0700688
뚝섬로4-17,37.535121,127.0696609
뚝섬로4-18,37.5353076,127.0692811
뚝섬로4-19,37.5354202,127.0688953
뚝섬로4-2,37.5335019,127.0752886
뚝섬로4-3,37.5335717,127.0750187
뚝섬로4-4,37.5337066,127.0745725
뚝섬로4-5,37.5338054,127.0742518
뚝섬로4-6,37.5339796,127.0736687
뚝섬로4-7,37.5340497,127.0734453
뚝섬로4-8,37.5341349,127.0731608
뚝섬로4-9,37.5342261,127.0728561
뚝섬로5-1,37.53312,127.0759438
뚝섬로5-10,37.5320602,127.079435
뚝섬로5-2,37.533001,127.0763509
뚝섬로5-3,37.5328688,127.0767934
뚝섬로5-4,37.5327533,127.0771691
뚝섬로5-5,37.5326443,127.077539
뚝섬로5-6,37.5325389,127.0778988
뚝섬로5-7,37.5324455,127.0782183
뚝섬로5-8,37.5323022,127.0786698
뚝섬로5-9,37.5321938,127.0790181
뚝섬로52길1-1,37.5299942,127.0787559
뚝섬로52길1-2,37.5302809,127.0788929
뚝섬로52길1-3,37.530536,127.0790302
뚝섬로52길1-4,37.5307798,127.0791419
뚝섬로52길1-5,37.5310822,127.079276
뚝섬로52길1-6,37.5316662,127.0795503
뚝섬로52길1-7,37.5317587,127.0795809
뚝섬로52길2-1,37.5308462,127.0789608
뚝섬로52길2-2,37.5306069,127.0788574
뚝섬로52길2-3,37.530415,127.0787594
뚝섬로52길2-4,37.5301521,127.0786482
뚝섬로6-1,37.5322752,127.0793097
뚝섬로6-10,37.5333172,127.0758912
뚝섬로6-2,37.5324215,127.0788436
뚝섬로6-3,37.5325216,127.0785333
뚝섬로6-4,37.5326152,127.0781791
뚝섬로6-5,37.5327215,127.0778197
뚝섬로6-6,37.532822,127.0774718
뚝섬로6-7,37.5329585,127.0770247
뚝섬로6-8,37.5330822,127.0766229
뚝섬로6-9,37.5331972,127.0762201
뚝섬로7-1,37.5319416,127.0798696
뚝섬로7-10,37.5318013,127.0839025
뚝섬로7-11,37.5319409,127.084251
뚝섬로7-12,37.5320976,127.0846079
뚝섬로7-13,37.5322492,127.0849427
뚝섬로7-14,37.5323742,127.0852059
뚝섬로7-2,37.5318231,127.0802629
뚝섬로7-3,37.5317039,127.0806783
뚝섬로7-4,37.5315904,127.0811457
뚝섬로7-5,37.5314999,127.0816281
뚝섬로7-6,37.5314617,127.0820514
뚝섬로7-7,37.5314623,127.0824582
뚝섬로7-8,37.531522,127.0829046
뚝섬로7-9,37.5316354,127.0834479
뚝섬로8-1,37.532477,127.0850469
뚝섬로8-10,37.5316981,127.0813792
뚝섬로8-11,37.5317972,127.0809191
뚝섬로8-12,37.5319241,127.0804629
뚝섬로8-13,37.5320143,127.0801572
뚝섬로8-14,37.5321281,127.0797886
뚝섬로8-2,37.5323277,127.08475
뚝섬로8-3,37.532143,127.0843421
뚝섬로8-4,37.531999,127.0840072
뚝섬로8-5,37.5318354,127.0836062
뚝섬로8-6,37.5316996,127.0831444
뚝섬로8-7,37.5316186,127.0826139
뚝섬로8-8,37.5316049,127.0822836
뚝섬로8-9,37.5316258,127.0818231
면목로1-1,37.5571941,127.0783998
면목로1-10,37.55533,127.0766776
면목로1-11,37.5551985,127.0764604
면목로1-12,37.5550443,127.0761895
면목로1-13,37.554949,127.0760089
면목로1-14,37.5547562,127.0756505
면목로1-15,37.5546315,127.0754333
면목로1-16,37.5545372,127.075222
면목로1-17,37.5544631,127.0749786
면목로1-18,37.5542933,127.0747644
면목로1-19,37.5541548,127.0744963
면목로1-2,37.5569714,127.0782194
면목로1-20,37.5540097,127.0742085
면목로1-21,37.5538735,127.0739318
면목로1-22,37.5536965,127.0736158
면목로1-23,37.5547685,127.0753117
면목로1-24,37.5549739,127.075403
면목로1-25,37.5552696,127.0755542
면목로1-26,37.5554875,127.0756724
면목로1-27,37.5556805,127.0757472
면목로1-28,37.5559491,127.0758703
면목로1-29,37.5561883,127.0759934
면목로1-3,37.5567974,127.0780704
면목로1-30,37.5563825,127.0761027
면목로1-31,37.5566184,127.0762094
면목로1-32,37.556852,127.0763321
면목로1-33,37.5570395,127.0764415
면목로1-34,37.5573691,127.0766264
면목로1-35,37.5576253,127.076764
면목로1-36,37.5578229,127.0768701
면목로1-4,37.5565556,127.0778765
면목로1-5,37.5563295,127.0776768
면목로1-6,37.5561306,127.0775052
면목로1-7,37.5558842,127.0772858
면목로1-8,37.5557147,127.0771282
면목로1-9,37.5555292,127.0769255
면목로2-1,37.5584784,127.0772209
면목로2-10,37.5603271,127.0782354
면목로2-11,37.5605808,127.0783762
면목로2-2,37.5586049,127.0772816
면목로2-3,37.5587775,127.0773757
면목로2-4,37.5590214,127.0775114
면목로2-5,37.5592371,127.0776327
면목로2-6,37.5594434,127.0777466
면목로2-7,37.5596213,127.0778428
면목로2-8,37.5598743,127.0779815
면목로2-9,37.5601347,127.0781255
면목로3-1,37.5607559,127.0784672
면목로3-10,37.5627068,127.079541
면목로3-11,37.5628709,127.0796288
면목로3-12,37.5630622,127.0797299
면목로3-2,37.5609265,127.0785567
면목로3-3,37.5611515,127.0786785
면목로3-4,37.5613354,127.0787813
면목로3-5,37.5615482,127.0789031
면목로3-6,37.5617699,127.0790299
면목로3-7,37.562013,127.0791662
면목로3-8,37.5622522,127.0792943
면목로3-9,37.5624679,127.0794124
면목로4-1,37.5634947,127.0799769
면목로4-2,37.5636856,127.0800759
면목로4-3,37.5639542,127.0802215
면목로4-4,37.5641433,127.0803192
면목로4-5,37.5643281,127.0804212
면목로4-6,37.5645212,127.080529
면목로4-7,37.5647373,127.0806483
면목로4-8,37.5650192,127.0807962
면목로4-9,37.5653553,127.0809931
면목로5-1,37.565638,127.0811615
면목로5-2,37.5658603,127.0812776
면목로5-3,37.5660735,127.0813968
면목로5-4,37.5662788,127.0815076
면목로5-5,37.5665183,127.0816361
면목로5-6,37.5668129,127.0817935
면목로5-7,37.567029,127.081916
면목로5-8,37.5672738,127.0820581
면목로6-1,37.5676203,127.0822579
면목로6-2,37.5677782,127.0823442
면목로6-3,37.5679656,127.0824477
면목로6-4,37.5682252,127.0825851
면목로6-5,37.5684662,127.0827052
면목로6-6,37.5686724,127.0828261
면목로6-7,37.5688712,127.0829361
면목로6-8,37.5690767,127.08304
면목로7-1,37.5692064,127.0830954
면목로7-10,37.5712374,127.0834463
면목로7-2,37.5693868,127.0831346
면목로7-3,37.5696222,127.0831815
면목로7-4,37.5698741,127.0832213
면목로7-5,37.5701131,127.0832566
면목로7-6,37.5703427,127.0832968
