관리번호,위도,경도
면목로7-7,37.5705964,127.0833368
면목로7-8,37.5708051,127.0833742
면목로7-9,37.5710443,127.0834106
숲나루1-01,37.5481227,127.0959283
숲나루1-02,37.5482692,127.0958595
숲나루1-02,37.5477585,127.096007
숲나루1-03,37.5478631,127.0957173
숲나루1-03,37.5476779,127.0962564
숲나루1-04,37.5475732,127.0965461
숲나루1-05,37.5474792,127.0968304
숲나루1-06,37.5473854,127.0971147
숲나루1-07,37.5473008,127.0973561
숲나루1-08,37.5472185,127.0975904
숲나루1-09,37.5471571,127.0977799
숲나루1-10,37.5469652,127.0981358
숲나루1-11,37.5467238,127.0980669
숲나루1-12,37.5465099,127.0980106
숲나루1-13,37.5465853,127.0981313
숲나루1-14,37.5468254,127.098201
숲나루1-15,37.5469809,127.0983039
숲나루1-16,37.5471301,127.0984075
숲나루1-17,37.5473324,127.0984898
숲나루1-18,37.5476239,127.0983897
숲나루1-19,37.5478748,127.0984424
숲나루1-20,37.5475559,127.0982681
숲나루1-21,37.5475218,127.0980294
아차산로 아22-23,37.5464423,127.1049435
아차산로 아22-24,37.5464433,127.1047529
아차산로 아22-25,37.546459,127.1045286
아차산로 아22-26,37.5464936,127.1043313
아차산로 아22-27,37.546533,127.1041051
아차산로 아22-28,37.5465826,127.1039674
아차산로 아22-29,37.5466651,127.1039816
아차산로 아22-30,37.5466779,127.1038307
아차산로 아22-31,37.5467746,127.1037127
아차산로 천13-1,37.544663,127.1040923
아차산로1-1,37.5420167,127.0642106
아차산로1-10,37.5410634,127.0670292
아차산로1-11,37.5409509,127.0673524
아차산로1-12,37.5408642,127.0676046
아차산로1-13,37.5407165,127.0680407
아차산로1-14,37.540628,127.0682945
아차산로1-2,37.5419132,127.0645244
아차산로1-3,37.5418302,127.0647739
아차산로1-4,37.5417165,127.0651143
아차산로1-5,37.5416196,127.0653977
아차산로1-6,37.5415063,127.0657333
아차산로1-7,37.5414065,127.0660325
아차산로1-8,37.5412744,127.0664053
아차산로1-9,37.541157,127.0667531
아차산로10-1,37.5380701,127.0889684
아차산로10-10,37.5374916,127.0866967
아차산로10-11,37.5374126,127.0863708
아차산로10-12,37.5373583,127.0861634
아차산로10-13,37.5372972,127.0859647
아차산로10-14,37.5372222,127.0856653
아차산로10-15,37.5371613,127.085265
아차산로10-16,37.5370863,127.0849845
아차산로10-17,37.5369896,127.0846078
아차산로10-18,37.5369295,127.0843394
아차산로10-19,37.5368722,127.0840564
아차산로10-2,37.538011,127.0887301
아차산로10-20,37.5366294,127.0842352
아차산로10-21,37.5367628,127.08477
아차산로10-22,37.5368396,127.085087
아차산로10-23,37.5369073,127.0853672
아차산로10-24,37.5369829,127.0856627
아차산로10-25,37.5370646,127.0859742
아차산로10-26,37.5371342,127.0862167
아차산로10-27,37.5372044,127.0864839
아차산로10-28,37.5372572,127.0867747
아차산로10-29,37.5373376,127.0871164
아차산로10-3,37.5379147,127.0883684
아차산로10-30,37.5374142,127.0873462
아차산로10-31,37.5373785,127.0874769
아차산로10-32,37.5374015,127.087595
아차산로10-33,37.5375209,127.0877573
아차산로10-34,37.5376076,127.0880957
아차산로10-35,37.5376747,127.0883607
아차산로10-36,37.5377263,127.0885601
아차산로10-37,37.5377785,127.0887778
아차산로10-38,37.537819,127.0889346
아차산로10-39,37.5379181,127.0893256
아차산로10-4,37.5378233,127.0880298
아차산로10-40,37.538014,127.0898038
아차산로10-5,37.5377639,127.0877876
아차산로10-6,37.5376974,127.0875445
아차산로10-7,37.5381483,127.0892941
아차산로10-7,37.5376463,127.0873213
아차산로10-8,37.5376179,127.0871754
아차산로10-9,37.5375577,127.0869256
아차산로11-1,37.5405073,127.0948341
아차산로11-2,37.5406506,127.0950658
아차산로11-3,37.5407951,127.0953158
아차산로11-4,37.5409182,127.0955637
아차산로12-1,37.538569,127.0909601
아차산로12-2,37.5385014,127.0907049
아차산로12-3,37.5384311,127.0904558
아차산로12-4,37.53836,127.0901698
아차산로12-5,37.5382859,127.0898656
아차산로12-6,37.5382207,127.0895947
아차산로13-1,37.541275,127.0964476
아차산로13-10,37.5423336,127.0996748
아차산로13-11,37.5424798,127.1000983
아차산로13-12,37.5425812,127.1003956
아차산로13-13,37.542715,127.1007843
아차산로13-14,37.5428265,127.1011152
아차산로13-2,37.5413874,127.0967215
아차산로13-3,37.5414872,127.0970814
아차산로13-4,37.5415893,127.0974006
아차산로13-5,37.5417095,127.0977829
아차산로13-6,37.5418575,127.0982423
아차산로13-7,37.5419772,127.0985986
아차산로13-8,37.5421019,127.0989838
아차산로13-9,37.5422056,127.0993012
아차산로14-1,37.5396651,127.0930007
아차산로14-2,37.5395577,127.0928242
아차산로14-3,37.5394333,127.0926212
아차산로14-4,37.5393095,127.0924097
아차산로14-5,37.5391445,127.0921288
아차산로14-6,37.5389546,127.0918065
아차산로14-7,37.5387281,127.091416
아차산로14-8,37.5386215,127.0911647
아차산로15-1,37.5429635,127.1015664
아차산로15-2,37.5430593,127.1018552
아차산로15-3,37.5431829,127.1022204
아차산로15-4,37.543325,127.1025734
아차산로15-5,37.5434755,127.102847
아차산로15-6,37.5436795,127.1031417
아차산로15-7,37.5439554,127.1034317
아차산로15-8,37.5441808,127.1036391
아차산로15-9,37.5444431,127.1038828
아차산로16-1,37.5411576,127.095501
아차산로16-10,37.5400053,127.0935716
아차산로16-11,37.5398388,127.0932921
아차산로16-2,37.541055,127.0953338
아차산로16-3,37.5409263,127.0951143
아차산로16-4,37.5407921,127.0948927
아차산로16-5,37.540673,127.0946806
아차산로16-6,37.5405136,127.0943994
아차산로16-7,37.5403929,127.0942022
아차산로16-8,37.540274,127.0940061
아차산로16-9,37.540144,127.0938012
아차산로17-11,37.5453484,127.1049326
아차산로17-12,37.5455055,127.1049781
아차산로17-13,37.5457205,127.1051678
아차산로17-14,37.5459093,127.105336
아차산로17-15,37.546085,127.1054897
아차산로17-16,37.5462494,127.1056367
아차산로17-17,37.5464375,127.1057959
아차산로18-1,37.5421465,127.0981252
아차산로18-2,37.5420482,127.0978034
아차산로18-3,37.5419246,127.0974049
아차산로18-4,37.5417888,127.0969808
아차산로18-5,37.5417372,127.0966771
아차산로18-6,37.5417426,127.0962755
아차산로19-1,37.5466988,127.1074846
아차산로19-10,37.5473819,127.1065732
아차산로19-11,37.5475925,127.1067538
아차산로19-12,37.5477596,127.106921
아차산로19-13,37.5479873,127.1071506
아차산로19-15,37.5468671,127.106541
아차산로19-2,37.5467414,127.107248
아차산로19-3,37.5467695,127.1070209
아차산로19-4,37.5468072,127.1067843
아차산로19-6,37.5470093,127.1063554
아차산로19-7,37.5465289,127.1059097
아차산로19-8,37.5469527,127.1061922
아차산로19-9,37.5471921,127.1064176
아차산로2-1,37.5408723,127.0684996
아차산로2-10,37.5418371,127.0656612
아차산로2-11,37.5419369,127.0653751
아차산로2-12,37.5420383,127.0650735
아차산로2-13,37.5421471,127.0647489
아차산로2-14,37.5422831,127.0643556
아차산로2-2,37.5409811,127.0681852
아차산로2-3,37.541098,127.067842
아차산로2-4,37.5411963,127.0675569
아차산로2-5,37.5413079,127.0672272
아차산로2-6,37.5414227,127.0668976
아차산로2-7,37.5415233,127.0665972
아차산로2-8,37.5416259,127.06629
아차산로2-9,37.5417391,127.0659656
아차산로20-1,37.544803,127.1037021
아차산로20-10,37.5464444,127.105219
아차산로20-10,37.5431261,127.1010816
아차산로20-11,37.5461289,127.1049746
아차산로20-11,37.5430723,127.1007209
아차산로20-12,37.5429389,127.1003854
아차산로20-12,37.5459243,127.1047998
아차산로20-13,37.5457266,127.1046131
아차산로20-13,37.5428059,127.0999993
아차산로20-14,37.5455017,127.1044228
아차산로20-14,37.5426638,127.0995857
아차산로20-15,37.5425455,127.0992459
아차산로20-16,37.5424277,127.0989122
아차산로20-17,37.5422714,127.0985591
아차산로20-2,37.5446157,127.103554
아차산로20-3,37.5443512,127.1033174
아차산로20-4,37.5440421,127.10304
아차산로20-5,37.54383,127.1028321
아차산로20-6,37.5436354,127.1025273
아차산로20-7,37.5434848,127.1021674
아차산로20-8,37.5433521,127.1017647
아차산로20-9,37.5432335,127.1014171
아차산로21-1,37.5483115,127.1074623
아차산로21-10,37.5502651,127.1089423
아차산로21-11,37.5501801,127.1091213
아차산로21-12,37.5505701,127.1089937
아차산로21-13,37.5507254,127.1090875
아차산로21-2,37.5485766,127.1076582
아차산로21-3,37.5488613,127.1078529
아차산로21-4,37.5491551,127.1080454
아차산로21-5,37.5493833,127.1082009
아차산로21-6,37.5495629,127.10832
아차산로21-7,37.5497524,127.1084466
아차산로21-8,37.5499825,127.1086074
아차산로21-9,37.550263,127.1087904
아차산로22-1,37.5480673,127.1068121
아차산로22-15,37.5475578,127.1058544
아차산로22-16,37.5471997,127.1058284
아차산로22-17,37.5474015,127.1058452
아차산로22-18,37.5470923,127.1057896
아차산로22-19,37.5469684,127.1056632
아차산로22-2,37.5478839,127.1066084
아차산로22-20,37.546823,127.1055119
아차산로22-21,37.5466657,127.105367
아차산로22-22,37.5465167,127.1052192
아차산로22-3,37.5476725,127.1063924
아차산로22-4,37.5474461,127.1061806
아차산로22-5,37.5472233,127.1059771
아차산로22-6,37.5470195,127.1057619
아차산로22-7,37.5468782,127.105615
아차산로22-8,37.5467198,127.1054686
아차산로22-9,37.5465825,127.1053438
아차산로23-1,37.550948,127.1088626
아차산로23-10,37.5487682,127.1073984
아차산로23-11,37.5484545,127.1071776
아차산로23-12,37.5482414,127.1069819
아차산로23-2,37.5507825,127.1087532
아차산로23-3,37.5505992,127.1086302
아차산로23-4,37.5504101,127.1085076
아차산로23-5,37.5499925,127.1082192
아차산로23-6,37.5496938,127.1080177
아차산로23-7,37.5495427,127.1077173
아차산로23-8,37.5493951,127.107813
아차산로23-9,37.5490867,127.1076197
아차산로24-1,37.558589,127.1136655
아차산로24-10,37.5561192,127.1117666
아차산로24-11,37.5558593,127.1119336
아차산로24-12,37.5556202,127.1121336
아차산로24-13,37.5553438,127.1122233
아차산로24-14,37.5550592,127.1122111
아차산로24-15,37.5547893,127.1120663
아차산로24-16,37.5545341,127.1119234
아차산로24-17,37.5542809,127.1117887
아차산로24-18,37.5539953,127.1116329
아차산로24-19,37.5536066,127.1115614
아차산로24-2,37.5582089,127.113434
아차산로24-20,37.553309,127.1115231
아차산로24-21,37.5529764,127.1114433
아차산로24-22,37.5527096,127.111328
아차산로24-23,37.5524875,127.1111719
아차산로24-24,37.552281,127.1109089
아차산로24-25,37.5521968,127.1106057
아차산로24-26,37.5521545,127.1102489
아차산로24-27,37.5520975,127.1099789
아차산로24-28,37.55202,127.1097535
아차산로24-29,37.551866,127.1095327
아차산로24-3,37.557867,127.1132173
아차산로24-30,37.5516423,127.1093287
아차산로24-31,37.5514536,127.1092267
아차산로24-32,37.55124,127.1090042
아차산로24-4,37.5575756,127.1129133
아차산로24-5,37.5573256,127.1125709
아차산로24-6,37.557074,127.1122452
아차산로24-7,37.5568549,127.111956
아차산로24-8,37.5566417,127.1118358
아차산로24-9,37.5563626,127.1117324
아차산로3-1,37.539639,127.0709287
아차산로3-10,37.5388187,127.0736261
아차산로3-11,37.538749,127.0739115
아차산로3-12,37.5386883,127.0741581
아차산로3-13,37.5385561,127.0747905
아차산로3-14,37.5384745,127.0751946
아차산로3-15,37.5384253,127.0754062
아차산로3-16,37.5383732,127.0757154
아차산로3-17,37.5383071,127.0759831
아차산로3-18,37.5382457,127.076226
아차산로3-19,37.5381701,127.0765136
아차산로3-2,37.5395693,127.0711581
아차산로3-20,37.53811,127.0767386
아차산로3-21,37.53806,127.0769274
아차산로3-3,37.5394783,127.0714386
아차산로3-4,37.5393992,127.0716827
아차산로3-5,37.5392603,127.0720822
아차산로3-6,37.5391659,127.0723853
아차산로3-7,37.5390879,127.0726479
아차산로3-8,37.539,127.0729597
아차산로3-9,37.5389348,127.0731861
아차산로36길1-1,37.5384657,127.0741826
아차산로36길1-10,37.5369021,127.0717734
아차산로36길1-11,37.5370315,127.0714048
아차산로36길1-12,37.5369215,127.0712324
아차산로36길1-13,37.5368368,127.0714762
아차산로36길1-14,37.536683,127.0719412
아차산로36길1-15,37.536509,127.0724318
아차산로36길1-16,37.5363484,127.0728883
아차산로36길1-17,37.5362058,127.0733107
아차산로36길1-2,37.5380945,127.074064
아차산로36길1-3,37.5377099,127.0739421
아차산로36길1-4,37.5373704,127.0738417
아차산로36길1-5,37.5369034,127.0736916
아차산로36길1-6,37.5365076,127.073581
아차산로36길1-7,37.5363846,127.0732337
아차산로36길1-8,37.5365363,127.0728028
아차산로36길1-9,37.5367482,127.0722299
아차산로36길2-1,37.5362588,127.0736782
아차산로36길2-2,37.5366515,127.0738118
아차산로36길2-3,37.5371184,127.073962
아차산로36길2-4,37.5375539,127.0741066
아차산로36길2-5,37.5379002,127.0742071
아차산로36길2-6,37.5383344,127.0743484
아차산로36길2-7,37.5386277,127.0744458
아차산로4-1,37.5383563,127.0771036
아차산로4-10,37.5389724,127.0747297
아차산로4-11,37.5390898,127.0743095
아차산로4-12,37.5391852,127.0740702
아차산로4-13,37.5392612,127.0737651
아차산로4-14,37.5393463,127.0734259
아차산로4-15,37.5394508,127.0730348
아차산로4-16,37.5395564,127.0727011
아차산로4-17,37.5396965,127.0722806
아차산로4-18,37.5397981,127.0719791
아차산로4-19,37.5399011,127.0716596
아차산로4-2,37.5384163,127.0768614
아차산로4-20,37.5399939,127.0713823
아차산로4-21,37.5401081,127.0710423
아차산로4-3,37.538499,127.0765301
아차산로4-4,37.5385691,127.076247
아차산로4-5,37.5386392,127.0759651
아차산로4-6,37.5387184,127.0756514
아차산로4-7,37.5387701,127.0754439
아차산로4-8,37.5388188,127.0752478
아차산로4-9,37.5388807,127.0750376
아차산로5-1,37.5379823,127.0772861
아차산로5-10,37.5374209,127.0796448
아차산로5-11,37.5373712,127.0798464
아차산로5-12,37.537286,127.0801803
아차산로5-13,37.5372133,127.0804755
아차산로5-14,37.5371552,127.0807054
아차산로5-2,37.5379292,127.0775015
아차산로5-3,37.5378853,127.0776856
아차산로5-4,37.5377771,127.0781086
아차산로5-5,37.5377261,127.0783088
아차산로5-6,37.5376448,127.0786288
아차산로5-7,37.5375757,127.0788753
아차산로5-8,37.5375256,127.0790931
아차산로5-9,37.5374914,127.0793632
아차산로6-1,37.5373659,127.0810549
아차산로6-10,37.5379761,127.0786044
아차산로6-11,37.5380593,127.0782638
아차산로6-12,37.5381174,127.0780309
아차산로6-13,37.5381746,127.0777975
아차산로6-14,37.5382362,127.0775528
아차산로6-15,37.5382979,127.0773027
아차산로6-2,37.5374338,127.0807924
아차산로6-3,37.537517,127.0804542
아차산로6-4,37.5375619,127.0802822
아차산로6-5,37.5376155,127.0800643
아차산로6-6,37.5377035,127.0797129
아차산로6-7,37.5377816,127.0794066
아차산로6-8,37.5378635,127.0790543
아차산로6-9,37.5379079,127.0788871
아차산로66길,37.541236,127.0969175
아차산로7-1,37.5370618,127.0810298
아차산로7-10,37.5363786,127.0833403
아차산로7-2,37.537008,127.0812562
아차산로7-3,37.5369491,127.08149
아차산로7-4,37.5368729,127.0817916
아차산로7-5,37.5367903,127.0821082
아차산로7-6,37.5367165,127.0823989
아차산로7-7,37.5366618,127.0826182
아차산로7-8,37.5365976,127.0828714
아차산로7-9,37.5365079,127.083142
아차산로70길1-1,37.5391137,127.0990173
아차산로70길1-10,37.5417911,127.1011113
아차산로70길1-11,37.5413577,127.1005735
아차산로70길1-12,37.5409324,127.1000862
아차산로70길1-13,37.540472,127.0995364
아차산로70길1-14,37.5400332,127.0990252
아차산로70길1-15,37.5396157,127.0985156
아차산로70길1-2,37.5393517,127.0987501
아차산로70길1-3,37.5395026,127.0987294
아차산로70길1-4,37.5396474,127.0989013
아차산로70길1-5,37.5401372,127.0995019
아차산로70길1-6,37.5406091,127.1000819
아차산로70길1-7,37.5410004,127.1005127
아차산로70길1-8,37.5414507,127.1010763
아차산로70길1-9,37.5418601,127.1015467
아차산로70길2-1,37.5412391,127.1031235
아차산로70길2-10,37.5424953,127.1014698
아차산로70길2-11,37.542302,127.1015812
아차산로70길2-2,37.5415285,127.1027569
아차산로70길2-3,37.5417079,127.1024984
아차산로70길2-4,37.5420345,127.102115
아차산로70길2-5,37.5422241,127.1018703
아차산로70길2-6,37.5424423,127.1017672
아차산로70길2-7,37.5426177,127.1016729
아차산로70길2-8,37.5428179,127.1015841
아차산로70길2-9,37.542745,127.1013326
아차산로70길3-1,37.5419382,127.1019708
아차산로70길3-10,37.5404166,127.1023865
아차산로70길3-11,37.5403133,127.1022488
아차산로70길3-2,37.5416599,127.1023063
아차산로70길3-3,37.5413996,127.1026303
아차산로70길3-4,37.5411551,127.1029569
아차산로70길3-5,37.5410676,127.1030791
아차산로70길3-6,37.5409412,127.103009
아차산로70길3-7,37.5407455,127.1027728
아차산로70길3-8,37.5406448,127.1026314
아차산로70길3-9,37.5405297,127.1025132
아차산로70길4-1,37.540181,127.1021188
아차산로70길4-10,37.5407216,127.1033979
아차산로70길4-11,37.540507,127.1032293
아차산로70길4-12,37.5406162,127.1035371
아차산로70길4-2,37.5401216,127.1022115
아차산로70길4-3,37.5401414,127.1023878
아차산로70길4-4,37.5402932,127.1026219
아차산로70길4-5,37.5404472,127.1028588
아차산로70길4-6,37.5405789,127.1031525
아차산로70길4-7,37.5407667,127.1033099
아차산로70길4-8,37.5409607,127.1034476
아차산로70길4-9,37.5409453,127.1035551
아차산로76길1-1,37.5479572,127.1074096
아차산로76길1-10,37.5478521,127.1083271
아차산로76길1-11,37.5480489,127.1085807
아차산로76길1-12,37.5481848,127.1087866
아차산로76길1-13,37.548332,127.1089755
아차산로76길1-14,37.5484609,127.1091503
아차산로76길1-2,37.5476651,127.1076602
아차산로76길1-3,37.5474601,127.107681
아차산로76길1-4,37.5473622,127.1077356
아차산로76길1-5,37.5471987,127.1076824
아차산로76길1-6,37.547043,127.1076209
아차산로76길1-7,37.5468196,127.1075287
아차산로76길1-8,37.5476042,127.1079807
아차산로76길1-9,37.5477321,127.1081438
아차산로781-1,37.5484147,127.1094901
아차산로781-2,37.5485601,127.1098206
아차산로78길1-10,37.5499977,127.1104866
아차산로78길1-11,37.5502009,127.1105959
아차산로78길1-12,37.5504197,127.1106741
아차산로78길1-13,37.5505686,127.1107412
아차산로78길1-14,37.5507717,127.1108222
아차산로78길1-15,37.550905,127.1109234
아차산로78길1-16,37.5510991,127.1110271
아차산로78길1-17,37.5513089,127.1110883
아차산로78길1-18,37.5514894,127.1111892
아차산로78길1-19,37.5516385,127.1112564
아차산로78길1-20,37.5517738,127.1113265
아차산로78길1-21,37.5519995,127.1114131
아차산로78길1-3,37.5487249,127.1099046
아차산로78길1-4,37.5488648,127.1099831
아차산로78길1-5,37.549113,127.110095
아차산로78길1-6,37.5492868,127.110179
아차산로78길1-7,37.549429,127.1102377
아차산로78길1-8,37.549596,127.1103076
아차산로78길1-9,37.5497721,127.1104001
아차산로8-1,37.537004,127.0832242
아차산로8-2,37.5368439,127.0833144
아차산로8-3,37.5369308,127.0830994
아차산로8-4,37.5369431,127.0827931
아차산로8-5,37.5369803,127.0826137
아차산로8-6,37.5370486,127.0823332
아차산로8-7,37.5371327,127.0819872
아차산로8-8,37.5372302,127.0815877
아차산로8-9,37.5372961,127.0813405
아차산로9-1,37.5382372,127.0905012
아차산로9-10,37.5393917,127.0929717
아차산로9-11,37.5395028,127.0931461
아차산로9-2,37.5383073,127.0908161
아차산로9-3,37.5383967,127.0911453
아차산로9-4,37.5385103,127.0914514
아차산로9-5,37.5386808,127.0917709
아차산로9-6,37.5388358,127.092032
아차산로9-7,37.5389736,127.0922647
아차산로9-8,37.5391155,127.0925101
아차산로9-9,37.5392651,127.0927622
약초근린공원1-1,37.53492,127.0676729
약초근린공원1-2,37.534977,127.0678565
약초근린공원1-3,37.5351006,127.0677597
약초근린공원1-4,37.5351692,127.0680309
영화사로1-1,37.5588874,127.0879458
영화사로1-10,37.557551,127.0898411
영화사로1-11,37.5573895,127.0900486
영화사로1-12,37.5572864,127.0902246
영화사로1-13,37.5571339,127.090418
영화사로1-14,37.5570509,127.0905542
영화사로1-15,37.5568828,127.0908014
영화사로1-16,37.5566315,127.0911397
영화사로1-17,37.5564993,127.0913215
영화사로1-18,37.5563782,127.0914976
영화사로1-19,37.5562077,127.0917306
영화사로1-2,37.558735,127.0881787
영화사로1-20,37.5560552,127.0919381
영화사로1-21,37.5559409,127.0921001
영화사로1-3,37.5585735,127.0884061
영화사로1-4,37.5584412,127.0885851
영화사로1-5,37.5582505,127.0888438
영화사로1-6,37.5580958,127.089071
영화사로1-7,37.5579635,127.0892585
영화사로1-8,37.5578088,127.0894887
영화사로1-9,37.5577191,127.0895939
영화사로2-1,37.5557479,127.0923389
영화사로2-10,37.5546852,127.0945581
영화사로2-11,37.5547854,127.0948632
영화사로2-12,37.5548537,127.0950836
영화사로2-13,37.5548985,127.0953103
영화사로2-14,37.5549275,127.0955786
영화사로2-15,37.5549285,127.0958645
영화사로2-16,37.5549133,127.0960372
영화사로2-17,37.554809,127.0964991
영화사로2-18,37.5547307,127.096658
영화사로2-19,37.5546144,127.096919
영화사로2-2,37.5555944,127.0925779
영화사로2-20,37.5544575,127.0971633
영화사로2-21,37.554314,127.0973707
영화사로2-22,37.5541863,127.0975865
영화사로2-23,37.554054,127.0977825
영화사로2-3,37.5554206,127.0928332
영화사로2-4,37.5552906,127.0930349
영화사로2-5,37.5551583,127.0932167
영화사로2-6,37.5549699,127.0934782
영화사로2-7,37.5547928,127.0937452
영화사로2-8,37.5547146,127.0939523
영화사로2-9,37.5546592,127.0942214
영화사로3-1,37.5538554,127.09771
영화사로3-10,37.5528679,127.0994531
영화사로3-11,37.5527222,127.0996747
영화사로3-12,37.5525126,127.099755
영화사로3-2,37.553625,127.0975329
영화사로3-3,37.5534171,127.0976844
영화사로3-4,37.5533336,127.097993
영화사로3-5,37.5532512,127.0982878
영화사로3-6,37.5531619,127.0985232
영화사로3-7,37.5530568,127.09877
영화사로3-8,37.5529651,127.0989601
영화사로3-9,37.5529861,127.0991666
영화사로4-1,37.5523505,127.0997813
영화사로4-10,37.5510077,127.1008589
영화사로4-2,37.5522311,127.0997962
영화사로4-3,37.5520488,127.0998736
영화사로4-4,37.5519054,127.1000243
영화사로4-5,37.5517906,127.1001467
영화사로4-6,37.5516548,127.1002922
영화사로4-7,37.5514986,127.1004228
영화사로4-8,37.5513683,127.1005282
영화사로4-9,37.5511907,127.1006679
용마산로 능17-26,37.5685983,127.0860049
용마산로 능17-27,37.5684497,127.0859613
용마산로1-1,37.5543977,127.0886515
용마산로1-10,37.5574405,127.0881228
용마산로1-11,37.5577993,127.0880645
용마산로1-12,37.5581543,127.088002
용마산로1-13,37.5584649,127.0879498
용마산로1-14,37.5589338,127.0878726
용마산로1-15,37.5591101,127.0878454
용마산로1-2,37.5546644,127.0886081
용마산로1-3,37.5549759,127.0885546
용마산로1-4,37.5553334,127.0884833
용마산로1-5,37.5556971,127.0884307
용마산로1-6,37.5560374,127.0883751
용마산로1-7,37.5563772,127.0883147
용마산로1-8,37.5567072,127.088255
용마산로1-9,37.5570814,127.0881847
용마산로2-1,37.5590663,127.0875711
용마산로2-10,37.5557851,127.0881326
용마산로2-11,37.5554563,127.0881826
용마산로2-12,37.55506,127.0882583
용마산로2-13,37.5547514,127.088311
용마산로2-14,37.5544316,127.0883609
용마산로2-15,37.5541659,127.0884133
용마산로2-2,37.5587686,127.0876305
용마산로2-3,37.5583975,127.0876824
용마산로2-4,37.5579884,127.0877571
용마산로2-5,37.5575909,127.0878181
용마산로2-6,37.5572264,127.087887
용마산로2-7,37.5568728,127.0879427
용마산로2-8,37.5564878,127.0880184
용마산로2-9,37.5561313,127.0880892
용마산로3-1,37.5595087,127.0877782
용마산로3-10,37.5625169,127.0872968
용마산로3-11,37.562831,127.0872342
용마산로3-12,37.5631124,127.0871845
용마산로3-13,37.5634343,127.0871224
용마산로3-2,37.5597865,127.0877421
용마산로3-3,37.5601005,127.0877118
용마산로3-4,37.5604007,127.0876827
용마산로3-5,37.5607142,127.0876449
용마산로3-6,37.5610741,127.0875714
용마산로3-7,37.5614538,127.0875007
용마산로3-8,37.5617713,127.0874377
용마산로3-9,37.5622063,127.087355
용마산로4-1,37.5643519,127.0866701
용마산로4-10,37.5612172,127.0872677
용마산로4-11,37.5608214,127.0873446
용마산로4-12,37.5604966,127.0873934
용마산로4-13,37.5602119,127.0874275
용마산로4-14,37.5598923,127.0874679
용마산로4-2,37.5639825,127.0867316
용마산로4-3,37.5636406,127.0867824
용마산로4-4,37.5633446,127.0868296
용마산로4-5,37.5629939,127.0869069
용마산로4-6,37.5626651,127.0869833
용마산로4-7,37.5622958,127.0870466
용마산로4-8,37.561913,127.0871406
용마산로4-9,37.5615595,127.0872007
용마산로5-1,37.5637367,127.0870484
용마산로5-10,37.5667784,127.0865492
용마산로5-11,37.5671544,127.0864961
용마산로5-12,37.5674855,127.0864377
용마산로5-13,37.5677651,127.0864021
용마산로5-14,37.5680204,127.0863417
용마산로5-2,37.5640378,127.0869967
용마산로5-3,37.5643195,127.0869468
용마산로5-4,37.5646072,127.0868955
용마산로5-5,37.5648924,127.0868527
용마산로5-6,37.5652951,127.0868016
용마산로5-7,37.5656183,127.0867427
용마산로5-8,37.5659992,127.0866837
용마산로5-9,37.5664316,127.0866134
용마산로6-1,37.5680711,127.0860442
용마산로6-10,37.5647595,127.0865971
용마산로6-2,37.5676849,127.0861139
용마산로6-3,37.5673246,127.0861696
용마산로6-4,37.5670006,127.0862355
용마산로6-5,37.5665846,127.0863033
용마산로6-6,37.566217,127.0863604
용마산로6-7,37.5658405,127.0864241
용마산로6-8,37.5654464,127.0864914
용마산로6-9,37.5651108,127.0865385
용마산로7-1,37.5684243,127.0862922
용마산로7-10,37.5705829,127.0863094
용마산로7-11,37.5708696,127.086317
용마산로7-2,37.5686144,127.0862883
용마산로7-3,37.5688498,127.0862795
용마산로7-4,37.5690817,127.0862798
용마산로7-5,37.5693547,127.0862832
용마산로7-6,37.5696555,127.0862792
용마산로7-7,37.5699005,127.0862828
용마산로7-8,37.5701056,127.0862901
용마산로7-9,37.5702954,127.0863006
용마산로8-1,37.5707282,127.0860067
용마산로8-2,37.5705109,127.0860023
용마산로8-3,37.5702714,127.0860146
용마산로8-4,37.5700362,127.0860095
용마산로8-5,37.5697942,127.0859983
용마산로8-6,37.569575,127.0859873
용마초등학교1-01,37.5565082,127.081259
용마초등학교1-02,37.55642313,127.0814789
용마초등학교1-03,37.55633807,127.0816989
용마초등학교1-04,37.556253,127.0819188
용마초등학교1-05,37.5562381,127.0822406
용마초등학교1-06,37.55614383,127.0824784
용마초등학교1-07,37.55604957,127.0827163
용마초등학교1-08,37.5559553,127.0829541
워커힐로1-1,37.5428053,127.0945432
워커힐로1-10,37.5436764,127.096893
워커힐로1-11,37.5439003,127.0971466
워커힐로1-12,37.5441625,127.0973631
워커힐로1-13,37.5445426,127.0975002
워커힐로1-14,37.5448324,127.097583
워커힐로1-15,37.5450942,127.0976778
워커힐로1-16,37.545374,127.0977923
워커힐로1-17,37.5457258,127.097881
워커힐로1-18,37.5460799,127.0979895
워커힐로1-19,37.5463597,127.0980772
워커힐로1-2,37.5429479,127.0947208
워커힐로1-3,37.5430658,127.0949323
워커힐로1-4,37.543177,127.0951553
워커힐로1-5,37.5432906,127.0954434
워커힐로1-6,37.5433321,127.0957233
워커힐로1-7,37.543369,127.0959891
워커힐로1-8,37.5434084,127.0962946
워커힐로1-9,37.5434951,127.096594
워커힐로2-1,37.5468461,127.0979967
워커힐로2-10,37.5481808,127.0985235
워커힐로2-11,37.5483804,127.098556
워커힐로2-12,37.5485878,127.0986001
워커힐로2-13,37.5488134,127.0986499
워커힐로2-14,37.5490378,127.0987241
