"자치구","안심 주소","위도","경도","CCTV 수량","수정 일시"
"광진구","생활방범-구의1-500-04","37.5384","127.0874","1","2022-12-01"
"광진구","생활방범-구의1-500-비상벨","37.5384","127.0874","1","2022-12-01"
"광진구","생활방범-구의1-535-01","37.5374","127.0839","1","2022-12-01"
"광진구","생활방범-구의1-535-02","37.5374","127.0839","1","2022-12-01"
"광진구","생활방범-구의1-535-03","37.5374","127.0839","1","2022-12-01"
"광진구","생활방범-구의1-535-비상벨","37.5374","127.0839","1","2022-12-01"
"광진구","생활방범-구의1-536-01","37.5418","127.0830","1","2022-12-01"
"광진구","생활방범-구의1-536-02","37.5418","127.0830","1","2022-12-01"
"광진구","생활방범-구의1-536-03","37.5418","127.0830","1","2022-12-01"
"광진구","생활방범-구의1-536-04","37.5418","127.0830","1","2022-12-01"
"광진구","생활방범-구의1-536-비상벨","37.5418","127.0830","1","2022-12-01"
"광진구","생활방범-구의1-537-01","37.5445","127.0880","1","2022-12-01"
"광진구","생활방범-구의1-537-02","37.5445","127.0880","1","2022-12-01"
"광진구","생활방범-구의1-537-03","37.5445","127.0880","1","2022-12-01"
"광진구","생활방범-구의1-537-비상벨","37.5445","127.0880","1","2022-12-01"
"광진구","생활방범-구의1-538-01","37.5404","127.0862","1","2022-12-01"
"광진구","생활방범-구의1-538-02","37.5404","127.0862","1","2022-12-01"
"광진구","생활방범-구의1-538-03","37.5404","127.0862","1","2022-12-01"
"광진구","생활방범-구의1-538-04","37.5404","127.0862","1","2022-12-01"
"광진구","생활방범-구의1-538-비상벨","37.5404","127.0862","1","2022-12-01"
"광진구","생활방범-구의1-539-01","37.5388","127.0892","1","2022-12-01"
"광진구","생활방범-구의1-539-02","37.5388","127.0892","1","2022-12-01"
"광진구","생활방범-구의1-539-03","37.5388","127.0892","1","2022-12-01"
"광진구","생활방범-구의1-539-04","37.5388","127.0892","1","2022-12-01"
"광진구","생활방범-구의1-539-05","37.5388","127.0892","1","2022-12-01"
"광진구","생활방범-구의1-539-비상벨","37.5388","127.0892","1","2022-12-01"
"광진구","생활방범-구의1-540-01","37.5379","127.0870","1","2022-12-01"
"광진구","생활방범-구의1-540-02","37.5379","127.0870","1","2022-12-01"
"광진구","생활방범-구의1-540-03","37.5379","127.0870","1","2022-12-01"
"광진구","생활방범-구의1-540-비상벨","37.5379","127.0870","1","2022-12-01"
"광진구","생활방범-구의2-044-01","37.5517","127.0955","1","2022-12-01"
"광진구","생활방범-구의2-044-비상벨","37.5517","127.0955","1","2022-12-01"
"광진구","생활방범-구의2-045-01","37.5499","127.0950","1","2022-12-01"
"광진구","생활방범-구의2-045-02","37.5499","127.0950","1","2022-12-01"
"광진구","생활방범-구의2-045-03","37.5499","127.0950","1","2022-12-01"
"광진구","생활방범-구의2-045-04","37.5499","127.0950","1","2022-12-01"
"광진구","생활방범-구의2-045-비상벨","37.5499","127.0950","1","2022-12-01"
"광진구","생활방범-구의2-046-01","37.5519","127.0914","1","2022-12-01"
"광진구","생활방범-구의2-046-02","37.5519","127.0914","1","2022-12-01"
"광진구","생활방범-구의2-046-03","37.5519","127.0914","1","2022-12-01"
"광진구","생활방범-구의2-046-04","37.5519","127.0914","1","2022-12-01"
"광진구","생활방범-구의2-046-비상벨","37.5519","127.0914","1","2022-12-01"
"광진구","생활방범-구의2-047-01","37.5457","127.0872","1","2022-12-01"
"광진구","생활방범-구의2-047-02","37.5457","127.0872","1","2022-12-01"
"광진구","생활방범-구의2-047-03","37.5457","127.0872","1","2022-12-01"
"광진구","생활방범-구의2-047-04","37.5457","127.0872","1","2022-12-01"
"광진구","생활방범-구의2-047-05","37.5457","127.0872","1","2022-12-01"
"광진구","생활방범-구의2-047-비상벨","37.5457","127.0872","1","2022-12-01"
"광진구","생활방범-구의2-048-01","37.5478","127.0873","1","2022-12-01"
"광진구","생활방범-구의2-048-02","37.5478","127.0873","1","2022-12-01"
"광진구","생활방범-구의2-048-03","37.5478","127.0873","1","2022-12-01"
"광진구","생활방범-구의2-048-04","37.5478","127.0873","1","2022-12-01"
"광진구","생활방범-구의2-049-01","37.5537","127.0929","1","2022-12-01"
"광진구","생활방범-구의2-050-01","37.5537","127.0956","1","2022-12-01"
"광진구","생활방범-구의2-050-02","37.5537","127.0956","1","2022-12-01"
"광진구","생활방범-구의2-050-03","37.5537","127.0956","1","2022-12-01"
"광진구","생활방범-구의2-050-04","37.5537","127.0956","1","2022-12-01"
"광진구","생활방범-구의2-050-05","37.5537","127.0956","1","2022-12-01"
"광진구","생활방범-구의2-051-01","37.5543","127.0934","1","2022-12-01"
"광진구","생활방범-구의2-051-02","37.5543","127.0934","1","2022-12-01"
"광진구","생활방범-구의2-051-03","37.5543","127.0934","1","2022-12-01"
"광진구","생활방범-구의2-051-비상벨","37.5543","127.0934","1","2022-12-01"
"광진구","생활방범-구의2-052-01","37.5540","127.0946","1","2022-12-01"
"광진구","생활방범-구의2-052-02","37.5540","127.0946","1","2022-12-01"
"광진구","생활방범-구의2-052-03","37.5540","127.0946","1","2022-12-01"
"광진구","생활방범-구의2-052-04","37.5540","127.0946","1","2022-12-01"
"광진구","생활방범-구의2-052-비상벨","37.5540","127.0946","1","2022-12-01"
"광진구","생활방범-구의2-053-01","37.5539","127.0934","1","2022-12-01"
"광진구","생활방범-구의2-053-02","37.5539","127.0934","1","2022-12-01"
"광진구","생활방범-구의2-053-03","37.5539","127.0934","1","2022-12-01"
"광진구","생활방범-구의2-053-04","37.5539","127.0934","1","2022-12-01"
"광진구","생활방범-구의2-054-01","37.5546","127.0959","1","2022-12-01"
"광진구","생활방범-구의2-054-02","37.5546","127.0959","1","2022-12-01"
"광진구","생활방범-구의2-054-03","37.5546","127.0959","1","2022-12-01"
"광진구","생활방범-구의2-054-04","37.5546","127.0959","1","2022-12-01"
"광진구","생활방범-구의2-054-비상벨","37.5546","127.0959","1","2022-12-01"
"광진구","생활방범-구의2-055-01","37.5533","127.0961","1","2022-12-01"
"광진구","생활방범-구의2-055-비상벨","37.5533","127.0961","1","2022-12-01"
"광진구","생활방범-구의2-056-01","37.5531","127.0941","1","2022-12-01"
"광진구","생활방범-구의2-056-02","37.5531","127.0941","1","2022-12-01"
"광진구","생활방범-구의2-056-03","37.5531","127.0941","1","2022-12-01"
"광진구","생활방범-구의2-056-04","37.5531","127.0941","1","2022-12-01"
"광진구","생활방범-구의2-056-05","37.5531","127.0941","1","2022-12-01"
"광진구","생활방범-구의2-056-비상벨","37.5531","127.0941","1","2022-12-01"
"광진구","생활방범-구의2-057-01","37.5514","127.0966","1","2022-12-01"
"광진구","생활방범-구의2-057-비상벨","37.5514","127.0966","1","2022-12-01"
"광진구","생활방범-구의2-058-01","37.5510","127.0960","1","2022-12-01"
"광진구","생활방범-구의2-058-02","37.5510","127.0960","1","2022-12-01"
"광진구","생활방범-구의2-058-03","37.5510","127.0960","1","2022-12-01"
"광진구","생활방범-구의2-058-04","37.5510","127.0960","1","2022-12-01"
"광진구","생활방범-구의2-058-비상벨","37.5510","127.0960","1","2022-12-01"
"광진구","생활방범-구의2-059-01","37.5517","127.0946","1","2022-12-01"
"광진구","생활방범-구의2-059-02","37.5517","127.0946","1","2022-12-01"
"광진구","생활방범-구의2-059-03","37.5517","127.0946","1","2022-12-01"
"광진구","생활방범-구의2-059-04","37.5517","127.0946","1","2022-12-01"
"광진구","생활방범-구의2-059-비상벨","37.5517","127.0946","1","2022-12-01"
"광진구","생활방범-구의2-060-01","37.5508","127.0937","1","2022-12-01"
"광진구","생활방범-구의2-060-비상벨","37.5508","127.0937","1","2022-12-01"
"광진구","생활방범-구의2-061-01","37.5530","127.0919","1","2022-12-01"
"광진구","생활방범-구의2-061-02","37.5530","127.0919","1","2022-12-01"
"광진구","생활방범-구의2-061-03","37.5530","127.0919","1","2022-12-01"
"광진구","생활방범-구의2-061-04","37.5530","127.0919","1","2022-12-01"
"광진구","생활방범-구의2-061-05","37.5530","127.0919","1","2022-12-01"
"광진구","생활방범-구의2-061-비상벨","37.5530","127.0919","1","2022-12-01"
"광진구","생활방범-구의2-062-01","37.5513","127.0911","1","2022-12-01"
"광진구","생활방범-구의2-062-02","37.5513","127.0911","1","2022-12-01"
"광진구","생활방범-구의2-062-03","37.5513","127.0911","1","2022-12-01"
"광진구","생활방범-구의2-062-04","37.5513","127.0911","1","2022-12-01"
"광진구","생활방범-구의2-062-비상벨","37.5513","127.0911","1","2022-12-01"
"광진구","생활방범-구의2-063-01","37.5556","127.0942","1","2022-12-01"
"광진구","생활방범-구의2-063-비상벨","37.5556","127.0942","1","2022-12-01"
"광진구","생활방범-구의2-064-01","37.5554","127.0952","1","2022-12-01"
"광진구","생활방범-구의2-064-02","37.5554","127.0952","1","2022-12-01"
"광진구","생활방범-구의2-064-03","37.5554","127.0952","1","2022-12-01"
"광진구","생활방범-구의2-065-01","37.5502","127.0922","1","2022-12-01"
"광진구","생활방범-구의2-065-02","37.5502","127.0922","1","2022-12-01"
"광진구","생활방범-구의2-065-03","37.5502","127.0922","1","2022-12-01"
"광진구","생활방범-구의2-065-04","37.5502","127.0922","1","2022-12-01"
"광진구","생활방범-구의2-065-05","37.5502","127.0922","1","2022-12-01"
"광진구","생활방범-구의2-065-비상벨","37.5502","127.0922","1","2022-12-01"
"광진구","생활방범-구의2-066-01","37.5499","127.0932","1","2022-12-01"
"광진구","생활방범-구의2-066-비상벨","37.5499","127.0932","1","2022-12-01"
"광진구","생활방범-구의2-067-01","37.5480","127.0917","1","2022-12-01"
"광진구","어린이-구의3-052-01","37.5428","127.0912","1","2022-12-01"
"광진구","생활방범-구의2-067-02","37.5480","127.0917","1","2022-12-01"
"광진구","생활방범-구의2-067-03","37.5480","127.0917","1","2022-12-01"
"광진구","생활방범-구의2-067-비상벨","37.5480","127.0917","1","2022-12-01"
"광진구","생활방범-구의2-068-01","37.5483","127.0860","1","2022-12-01"
"광진구","생활방범-구의2-069-01","37.5484","127.0870","1","2022-12-01"
"광진구","생활방범-구의2-069-02","37.5484","127.0870","1","2022-12-01"
"광진구","생활방범-구의2-069-03","37.5484","127.0870","1","2022-12-01"
"광진구","생활방범-구의2-069-04","37.5484","127.0870","1","2022-12-01"
"광진구","생활방범-구의2-069-05","37.5484","127.0870","1","2022-12-01"
"광진구","생활방범-구의2-069-비상벨","37.5484","127.0870","1","2022-12-01"
"광진구","생활방범-구의2-070-01","37.5479","127.0863","1","2022-12-01"
"광진구","생활방범-구의2-070-비상벨","37.5479","127.0863","1","2022-12-01"
"광진구","생활방범-구의2-071-01","37.5473","127.0886","1","2022-12-01"
"광진구","생활방범-구의2-071-02","37.5473","127.0886","1","2022-12-01"
"광진구","생활방범-구의2-071-03","37.5473","127.0886","1","2022-12-01"
"광진구","생활방범-구의2-071-04","37.5473","127.0886","1","2022-12-01"
"광진구","생활방범-구의2-071-05","37.5473","127.0886","1","2022-12-01"
"광진구","생활방범-구의2-071-비상벨","37.5473","127.0886","1","2022-12-01"
"광진구","생활방범-구의2-072-01","37.5466","127.0883","1","2022-12-01"
"광진구","생활방범-구의2-073-01","37.5464","127.0875","1","2022-12-01"
"광진구","생활방범-구의2-073-02","37.5464","127.0875","1","2022-12-01"
"광진구","생활방범-구의2-073-03","37.5464","127.0875","1","2022-12-01"
"광진구","생활방범-구의2-073-04","37.5464","127.0875","1","2022-12-01"
"광진구","생활방범-구의2-073-05","37.5464","127.0875","1","2022-12-01"
"광진구","생활방범-구의2-074-01","37.5495","127.0891","1","2022-12-01"
"광진구","생활방범-구의2-074-02","37.5495","127.0891","1","2022-12-01"
"광진구","생활방범-구의2-074-03","37.5495","127.0891","1","2022-12-01"
"광진구","생활방범-구의2-074-04","37.5495","127.0891","1","2022-12-01"
"광진구","생활방범-구의2-074-비상벨","37.5495","127.0891","1","2022-12-01"
"광진구","생활방범-구의2-338-01","37.5523","127.0919","1","2022-12-01"
"광진구","생활방범-구의2-338-02","37.5523","127.0919","1","2022-12-01"
"광진구","생활방범-구의2-338-03","37.5523","127.0919","1","2022-12-01"
"광진구","생활방범-구의2-338-04","37.5523","127.0919","1","2022-12-01"
"광진구","생활방범-구의2-338-비상벨","37.5523","127.0919","1","2022-12-01"
"광진구","생활방범-구의2-363-01","37.5468","127.0906","1","2022-12-01"
"광진구","생활방범-구의2-363-02","37.5468","127.0906","1","2022-12-01"
"광진구","생활방범-구의2-363-03","37.5468","127.0906","1","2022-12-01"
"광진구","생활방범-구의2-363-04","37.5468","127.0906","1","2022-12-01"
"광진구","생활방범-구의2-373-01","37.5517","127.0907","1","2022-12-01"
"광진구","생활방범-구의2-373-02","37.5517","127.0907","1","2022-12-01"
"광진구","생활방범-구의2-373-03","37.5517","127.0907","1","2022-12-01"
"광진구","생활방범-구의2-373-04","37.5517","127.0907","1","2022-12-01"
"광진구","생활방범-구의2-373-05","37.5517","127.0907","1","2022-12-01"
"광진구","생활방범-구의2-455-01","37.5483","127.0897","1","2022-12-01"
"광진구","생활방범-구의2-455-02","37.5483","127.0897","1","2022-12-01"
"광진구","생활방범-구의2-455-03","37.5483","127.0897","1","2022-12-01"
"광진구","생활방범-구의2-455-04","37.5483","127.0897","1","2022-12-01"
"광진구","생활방범-구의2-455-05","37.5483","127.0897","1","2022-12-01"
"광진구","생활방범-구의2-455-비상벨","37.5483","127.0897","1","2022-12-01"
"광진구","생활방범-구의2-456-01","37.5488","127.0874","1","2022-12-01"
"광진구","생활방범-구의2-456-02","37.5488","127.0874","1","2022-12-01"
"광진구","생활방범-구의2-456-03","37.5488","127.0874","1","2022-12-01"
"광진구","생활방범-구의2-456-04","37.5488","127.0874","1","2022-12-01"
"광진구","생활방범-구의2-456-05","37.5488","127.0874","1","2022-12-01"
"광진구","생활방범-구의2-456-비상벨","37.5488","127.0874","1","2022-12-01"
"광진구","생활방범-구의2-473-01","37.5510","127.0943","1","2022-12-01"
"광진구","생활방범-구의2-473-02","37.5510","127.0943","1","2022-12-01"
"광진구","생활방범-구의2-473-03","37.5510","127.0943","1","2022-12-01"
"광진구","생활방범-구의2-473-비상벨","37.5510","127.0943","1","2022-12-01"
"광진구","생활방범-구의2-492-01","37.5514","127.0932","1","2022-12-01"
"광진구","생활방범-구의2-492-02","37.5514","127.0932","1","2022-12-01"
"광진구","생활방범-구의2-492-03","37.5514","127.0932","1","2022-12-01"
"광진구","생활방범-구의2-492-비상벨","37.5514","127.0932","1","2022-12-01"
"광진구","생활방범-구의2-493-01","37.5545","127.0927","1","2022-12-01"
"광진구","생활방범-구의2-493-02","37.5545","127.0927","1","2022-12-01"
"광진구","생활방범-구의2-493-03","37.5545","127.0927","1","2022-12-01"
"광진구","생활방범-구의2-493-04","37.5545","127.0927","1","2022-12-01"
"광진구","생활방범-구의2-493-05","37.5545","127.0927","1","2022-12-01"
"광진구","생활방범-구의2-493-비상벨","37.5545","127.0927","1","2022-12-01"
"광진구","생활방범-구의2-505-01","37.5505","127.0931","1","2022-12-01"
"광진구","생활방범-구의2-505-02","37.5505","127.0931","1","2022-12-01"
"광진구","생활방범-구의2-505-03","37.5505","127.0931","1","2022-12-01"
"광진구","생활방범-구의2-505-04","37.5505","127.0931","1","2022-12-01"
"광진구","생활방범-구의2-505-05","37.5505","127.0931","1","2022-12-01"
"광진구","생활방범-구의2-505-비상벨","37.5505","127.0931","1","2022-12-01"
"광진구","생활방범-구의2-525-01","37.5552","127.0945","1","2022-12-01"
"광진구","생활방범-구의2-525-02","37.5552","127.0945","1","2022-12-01"
"광진구","생활방범-구의2-525-03","37.5552","127.0945","1","2022-12-01"
"광진구","생활방범-구의2-525-04","37.5552","127.0945","1","2022-12-01"
"광진구","생활방범-구의2-525-05","37.5552","127.0945","1","2022-12-01"
"광진구","생활방범-구의2-525-비상벨","37.5552","127.0945","1","2022-12-01"
"광진구","생활방범-구의2-526-01","37.5460","127.0859","1","2022-12-01"
"광진구","생활방범-구의2-526-02","37.5460","127.0859","1","2022-12-01"
"광진구","생활방범-구의2-526-03","37.5460","127.0859","1","2022-12-01"
"광진구","생활방범-구의2-526-비상벨","37.5460","127.0859","1","2022-12-01"
"광진구","생활방범-구의2-572-01","37.5479","127.0881","1","2022-12-01"
"광진구","생활방범-구의2-572-02","37.5479","127.0881","1","2022-12-01"
"광진구","생활방범-구의2-572-03","37.5479","127.0881","1","2022-12-01"
"광진구","생활방범-구의2-573-01","37.5561","127.0951","1","2022-12-01"
"광진구","생활방범-구의2-573-02","37.5561","127.0951","1","2022-12-01"
"광진구","생활방범-구의2-573-03","37.5561","127.0951","1","2022-12-01"
"광진구","생활방범-구의3-076-01","37.5439","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-076-02","37.5439","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-076-03","37.5439","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-076-04","37.5439","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-076-05","37.5439","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-076-비상벨","37.5439","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-077-01","37.5435","127.0926","1","2022-12-01"
"광진구","생활방범-구의3-077-02","37.5435","127.0926","1","2022-12-01"
"광진구","생활방범-구의3-077-03","37.5435","127.0926","1","2022-12-01"
"광진구","생활방범-구의3-077-04","37.5435","127.0926","1","2022-12-01"
"광진구","생활방범-구의3-077-05","37.5435","127.0926","1","2022-12-01"
"광진구","생활방범-구의3-077-비상벨","37.5435","127.0926","1","2022-12-01"
"광진구","생활방범-구의3-078-01","37.5424","127.0936","1","2022-12-01"
"광진구","생활방범-구의3-078-02","37.5424","127.0936","1","2022-12-01"
"광진구","생활방범-구의3-078-03","37.5424","127.0936","1","2022-12-01"
"광진구","생활방범-구의3-078-04","37.5424","127.0936","1","2022-12-01"
"광진구","생활방범-구의3-078-05","37.5424","127.0936","1","2022-12-01"
"광진구","생활방범-구의3-078-비상벨","37.5424","127.0936","1","2022-12-01"
"광진구","생활방범-구의3-079-01","37.5414","127.0947","1","2022-12-01"
"광진구","생활방범-구의3-079-02","37.5414","127.0947","1","2022-12-01"
"광진구","생활방범-구의3-079-03","37.5414","127.0947","1","2022-12-01"
"광진구","생활방범-구의3-079-04","37.5414","127.0947","1","2022-12-01"
"광진구","생활방범-구의3-079-비상벨","37.5414","127.0947","1","2022-12-01"
"광진구","생활방범-구의3-080-01","37.5411","127.0941","1","2022-12-01"
"광진구","생활방범-구의3-080-02","37.5411","127.0941","1","2022-12-01"
"광진구","생활방범-구의3-080-03","37.5411","127.0941","1","2022-12-01"
"광진구","생활방범-구의3-080-04","37.5411","127.0941","1","2022-12-01"
"광진구","생활방범-구의3-080-05","37.5411","127.0941","1","2022-12-01"
"광진구","생활방범-구의3-080-비상벨","37.5411","127.0941","1","2022-12-01"
"광진구","생활방범-구의3-081-01","37.5408","127.0922","1","2022-12-01"
"광진구","생활방범-구의3-081-02","37.5408","127.0922","1","2022-12-01"
"광진구","생활방범-구의3-081-03","37.5408","127.0922","1","2022-12-01"
"광진구","생활방범-구의3-081-04","37.5408","127.0922","1","2022-12-01"
"광진구","생활방범-구의3-081-비상벨","37.5408","127.0922","1","2022-12-01"
"광진구","생활방범-구의3-082-01","37.5416","127.0910","1","2022-12-01"
"광진구","생활방범-구의3-082-02","37.5416","127.0910","1","2022-12-01"
"광진구","생활방범-구의3-082-03","37.5416","127.0910","1","2022-12-01"
"광진구","생활방범-구의3-082-04","37.5416","127.0910","1","2022-12-01"
"광진구","생활방범-구의3-082-05","37.5416","127.0910","1","2022-12-01"
"광진구","생활방범-구의3-082-비상벨","37.5416","127.0910","1","2022-12-01"
"광진구","생활방범-구의3-083-01","37.5414","127.0922","1","2022-12-01"
"광진구","생활방범-구의3-083-02","37.5414","127.0922","1","2022-12-01"
"광진구","생활방범-구의3-083-03","37.5414","127.0922","1","2022-12-01"
"광진구","생활방범-구의3-083-04","37.5414","127.0922","1","2022-12-01"
"광진구","생활방범-구의3-083-비상벨","37.5414","127.0922","1","2022-12-01"
"광진구","생활방범-구의3-084-01","37.5405","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-084-02","37.5405","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-084-03","37.5405","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-084-04","37.5405","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-084-05","37.5405","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-085-01","37.5412","127.0928","1","2022-12-01"
"광진구","생활방범-구의3-085-02","37.5412","127.0928","1","2022-12-01"
"광진구","생활방범-구의3-085-03","37.5412","127.0928","1","2022-12-01"
"광진구","생활방범-구의3-085-04","37.5412","127.0928","1","2022-12-01"
"광진구","생활방범-구의3-085-비상벨","37.5412","127.0928","1","2022-12-01"
"광진구","생활방범-구의3-086-01","37.5405","127.0933","1","2022-12-01"
"광진구","생활방범-구의3-086-02","37.5405","127.0933","1","2022-12-01"
"광진구","생활방범-구의3-086-03","37.5405","127.0933","1","2022-12-01"
"광진구","생활방범-구의3-086-04","37.5405","127.0933","1","2022-12-01"
"광진구","생활방범-구의3-087-01","37.5384","127.0924","1","2022-12-01"
"광진구","생활방범-구의3-088-01","37.5394","127.0915","1","2022-12-01"
"광진구","생활방범-구의3-088-02","37.5394","127.0915","1","2022-12-01"
"광진구","생활방범-구의3-088-03","37.5394","127.0915","1","2022-12-01"
"광진구","생활방범-구의3-088-04","37.5394","127.0915","1","2022-12-01"
"광진구","생활방범-구의3-088-05","37.5394","127.0915","1","2022-12-01"
"광진구","생활방범-구의3-088-비상벨","37.5394","127.0915","1","2022-12-01"
"광진구","생활방범-구의3-089-01","37.5398","127.0901","1","2022-12-01"
"광진구","생활방범-구의3-089-비상벨","37.5398","127.0901","1","2022-12-01"
"광진구","생활방범-구의3-090-01","37.5409","127.0901","1","2022-12-01"
"광진구","생활방범-구의3-090-02","37.5409","127.0901","1","2022-12-01"
"광진구","생활방범-구의3-090-03","37.5409","127.0901","1","2022-12-01"
"광진구","생활방범-구의3-090-04","37.5409","127.0901","1","2022-12-01"
"광진구","생활방범-구의3-091-01","37.5430","127.0903","1","2022-12-01"
"광진구","생활방범-구의3-091-02","37.5430","127.0903","1","2022-12-01"
"광진구","생활방범-구의3-091-03","37.5430","127.0903","1","2022-12-01"
"광진구","생활방범-구의3-091-04","37.5430","127.0903","1","2022-12-01"
"광진구","생활방범-구의3-091-05","37.5430","127.0903","1","2022-12-01"
"광진구","생활방범-구의3-092-01","37.5396","127.0907","1","2022-12-01"
"광진구","생활방범-구의3-093-01","37.5355","127.0906","1","2022-12-01"
"광진구","생활방범-구의3-093-02","37.5355","127.0906","1","2022-12-01"
"광진구","생활방범-구의3-093-03","37.5355","127.0906","1","2022-12-01"
"광진구","생활방범-구의3-093-04","37.5355","127.0906","1","2022-12-01"
"광진구","생활방범-구의3-093-비상벨","37.5355","127.0906","1","2022-12-01"
"광진구","생활방범-구의3-339-01","37.5400","127.0923","1","2022-12-01"
"광진구","생활방범-구의3-339-비상벨","37.5400","127.0923","1","2022-12-01"
"광진구","생활방범-구의3-364-01","37.5391","127.0937","1","2022-12-01"
"광진구","생활방범-구의3-364-02","37.5391","127.0937","1","2022-12-01"
"광진구","생활방범-구의3-364-03","37.5391","127.0937","1","2022-12-01"
"광진구","생활방범-구의3-364-04","37.5391","127.0937","1","2022-12-01"
"광진구","생활방범-구의3-374-01","37.5352","127.0898","1","2022-12-01"
"광진구","생활방범-구의3-374-02","37.5352","127.0898","1","2022-12-01"
"광진구","생활방범-구의3-374-03","37.5352","127.0898","1","2022-12-01"
"광진구","생활방범-구의3-374-04","37.5352","127.0898","1","2022-12-01"
"광진구","생활방범-구의3-398-01","37.5402","127.0953","1","2022-12-01"
"광진구","생활방범-구의3-398-02","37.5402","127.0953","1","2022-12-01"
"광진구","생활방범-구의3-398-03","37.5402","127.0953","1","2022-12-01"
"광진구","생활방범-구의3-398-비상벨","37.5402","127.0953","1","2022-12-01"
"광진구","생활방범-구의3-399-01","37.5425","127.0924","1","2022-12-01"
"광진구","생활방범-구의3-399-02","37.5425","127.0924","1","2022-12-01"
"광진구","생활방범-구의3-399-03","37.5425","127.0924","1","2022-12-01"
"광진구","생활방범-구의3-399-04","37.5425","127.0924","1","2022-12-01"
"광진구","생활방범-구의3-400-01","37.5359","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-400-02","37.5359","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-400-03","37.5359","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-400-04","37.5359","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-400-05","37.5359","127.0916","1","2022-12-01"
"광진구","생활방범-구의3-401-01","37.5367","127.0903","1","2022-12-01"
"광진구","생활방범-구의3-401-02","37.5367","127.0903","1","2022-12-01"
"광진구","생활방범-구의3-401-03","37.5367","127.0903","1","2022-12-01"
"광진구","생활방범-구의3-401-04","37.5367","127.0903","1","2022-12-01"
"광진구","생활방범-구의3-457-01","37.5405","127.0924","1","2022-12-01"
"광진구","생활방범-구의3-457-02","37.5405","127.0924","1","2022-12-01"
"광진구","생활방범-구의3-457-03","37.5405","127.0924","1","2022-12-01"
"광진구","생활방범-구의3-457-04","37.5405","127.0924","1","2022-12-01"
"광진구","생활방범-구의3-457-비상벨","37.5405","127.0924","1","2022-12-01"
"광진구","생활방범-구의3-458-01","37.5350","127.0904","1","2022-12-01"
"광진구","생활방범-구의3-458-02","37.5350","127.0904","1","2022-12-01"
"광진구","생활방범-구의3-458-03","37.5350","127.0904","1","2022-12-01"
"광진구","생활방범-구의3-458-04","37.5350","127.0904","1","2022-12-01"
"광진구","생활방범-구의3-458-05","37.5350","127.0904","1","2022-12-01"
"광진구","생활방범-구의3-458-비상벨","37.5350","127.0904","1","2022-12-01"
"광진구","생활방범-구의3-474-01","37.5422","127.0909","1","2022-12-01"
"광진구","생활방범-구의3-474-02","37.5422","127.0909","1","2022-12-01"
"광진구","생활방범-구의3-474-03","37.5422","127.0909","1","2022-12-01"
"광진구","생활방범-구의3-474-04","37.5422","127.0909","1","2022-12-01"
"광진구","생활방범-구의3-474-05","37.5422","127.0909","1","2022-12-01"
"광진구","생활방범-구의3-474-비상벨","37.5422","127.0909","1","2022-12-01"
"광진구","생활방범-구의3-508-01","37.5340","127.0902","1","2022-12-01"
"광진구","생활방범-구의3-508-02","37.5340","127.0902","1","2022-12-01"
"광진구","생활방범-구의3-508-03","37.5340","127.0902","1","2022-12-01"
"광진구","생활방범-구의3-508-04","37.5340","127.0902","1","2022-12-01"
"광진구","생활방범-구의3-508-비상벨","37.5340","127.0902","1","2022-12-01"
"광진구","생활방범-구의3-541-01","37.5419","127.0912","1","2022-12-01"
"광진구","생활방범-구의3-541-02","37.5419","127.0912","1","2022-12-01"
"광진구","생활방범-구의3-541-03","37.5419","127.0912","1","2022-12-01"
"광진구","생활방범-구의3-541-04","37.5419","127.0912","1","2022-12-01"
"광진구","생활방범-구의3-541-비상벨","37.5419","127.0912","1","2022-12-01"
"광진구","생활방범-구의3-542-01","37.5360","127.0904","1","2022-12-01"
"광진구","생활방범-구의3-542-02","37.5360","127.0904","1","2022-12-01"
"광진구","생활방범-구의3-542-03","37.5360","127.0904","1","2022-12-01"
"광진구","생활방범-구의3-542-비상벨","37.5360","127.0904","1","2022-12-01"
"광진구","생활방범-군자-096-01","37.5573","127.0750","1","2022-12-01"
"광진구","생활방범-군자-096-02","37.5573","127.0750","1","2022-12-01"
"광진구","생활방범-군자-096-03","37.5573","127.0750","1","2022-12-01"
"광진구","생활방범-군자-096-04","37.5573","127.0750","1","2022-12-01"
"광진구","생활방범-군자-096-비상벨","37.5573","127.0750","1","2022-12-01"
"광진구","생활방범-군자-097-01","37.5568","127.0761","1","2022-12-01"
"광진구","생활방범-군자-097-02","37.5568","127.0761","1","2022-12-01"
