일련번호(no),주차장고유값(pl_id),지번주차장이름(pl_nm),구코드(sgg_code),법정동코드(bemd_code),주소(지번)(lot_num_address),기본단위시간(pl_basic_rate_min),기본단위금액(pl_basic_rate_amt),추가단위시간(pl_addi_rate_min),추가단위금액(pl_addi_rate_amt),1일(전일)금액(pl_allday_pass_amt),1월(정기권)금액(pl_month_pass_amt),거주자-주간(월)금액(resident_day_month_amt),거주자-야간(월)금액(resident_night_month_amt),거주자-전일(월)금액(resident_allday_month_amt),경도(longitude),위도(latitude)
657,5538558,219-25 노상주차장,11215,10300,서울특별시 광진구 구의동 219-25 렌터카공제회관,0,0,0,0,0,0,30000,20000,40000,127.090853,37.539019
658,5538559,219-25 노상주차장,11215,10300,서울특별시 광진구 구의동 219-25 렌터카공제회관,0,0,0,0,0,0,30000,20000,40000,127.090883,37.538915
659,5538560,219-25 노상주차장,11215,10300,서울특별시 광진구 구의동 219-25 렌터카공제회관,0,0,0,0,0,0,30000,20000,40000,127.090927,37.538815
660,4757103,202-10 노상주차장,11215,10300,서울특별시 광진구 구의동 202-10 부흥빌라,0,0,0,0,0,0,30000,20000,40000,127.095241,37.542127
661,4754222,광장동현대10차앞,11215,10400,서울특별시 광진구 광장동 396-13 현대 아피스,0,0,0,0,0,0,30000,20000,40000,127.101635,37.545351
662,5533039,광장동현대10차앞,11215,10400,서울특별시 광진구 광장동 396-13 현대 아피스,0,0,0,0,0,0,30000,20000,40000,127.1016,37.54532
663,4754512,광장동현대10차앞,11215,10400,서울특별시 광진구 광장동 396-13 현대 아피스,0,0,0,0,0,0,30000,20000,40000,127.101776,37.545546
664,4756829,광장동현대10차앞,11215,10400,서울특별시 광진구 광장동 396-13 현대 아피스,0,0,0,0,0,0,30000,20000,40000,127.101843,37.54562
665,5533036,광장동현대10차앞,11215,10400,서울특별시 광진구 광장동 396-13 현대 아피스,0,0,0,0,0,0,30000,20000,40000,127.101866,37.545629
666,5533042,광장동현대10차앞,11215,10400,서울특별시 광진구 광장동 396-13 현대 아피스,0,0,0,0,0,0,30000,20000,40000,127.10176,37.545516
667,4735330,315-2 노상주차장,11215,10400,서울특별시 광진구 광장동 315-2 군자스텐,0,0,0,0,0,0,30000,20000,40000,127.106849,37.546908
668,4754201,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 130 연세리버빌7,0,0,0,0,0,0,30000,20000,40000,127.109924,37.548931
669,4755442,145-8 노상주차장,11215,10400,서울특별시 광진구 광장동 145-8 워커힐아파트,0,0,0,0,0,0,30000,20000,40000,127.110265,37.55158
670,4755480,105 노상주차장,11215,10400,서울특별시 광진구 광장동 105 워커힐현대빌,0,0,0,0,0,0,30000,20000,40000,127.110409,37.551177
671,4755778,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 110 학산코스모스텔,0,0,0,0,0,0,30000,20000,40000,127.110609,37.550458
672,4755780,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 102 현대골든텔,0,0,0,0,0,0,30000,20000,40000,127.110854,37.550945
673,4755782,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 102 현대골든텔,0,0,0,0,0,0,30000,20000,40000,127.110962,37.551097
674,4755783,102 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 102 현대골든텔,0,0,0,0,0,0,30000,20000,40000,127.111022,37.551256
675,4755785,105 노상주차장,11215,10400,서울특별시 광진구 광장동 105 워커힐현대빌,0,0,0,0,0,0,30000,20000,40000,127.111179,37.551612
676,4755786,145-8 노상주차장,11215,10400,서울특별시 광진구 광장동 145-8 워커힐아파트,0,0,0,0,0,0,30000,20000,40000,127.109998,37.551123
677,4756490,334-2 노상주차장,11215,10400,서울특별시 광진구 광장동 334-2,0,0,0,0,0,0,30000,20000,40000,127.106718,37.546937
678,4756830,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 127 리버힐오피스텔,0,0,0,0,0,0,30000,20000,40000,127.110366,37.549839
679,4757104,145-8 노상주차장,11215,10400,서울특별시 광진구 광장동 145-8 워커힐아파트,0,0,0,0,0,0,30000,20000,40000,127.110516,37.551576
680,4758104,334-2 노상주차장,11215,10400,서울특별시 광진구 광장동 334-2,0,0,0,0,0,0,30000,20000,40000,127.106816,37.54697
681,4758140,325-4 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 325-4 가든궁,0,0,0,0,0,0,30000,20000,40000,127.10769,37.547394
682,4758450,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 137,0,0,0,0,0,0,30000,20000,40000,127.109692,37.548523
683,4758452,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 131-1 현대리버빌,0,0,0,0,0,0,30000,20000,40000,127.109834,37.548694
684,4758454,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 127 리버힐오피스텔,0,0,0,0,0,0,30000,20000,40000,127.110209,37.549494
685,4759068,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 110 학산코스모스텔,0,0,0,0,0,0,30000,20000,40000,127.110365,37.550895
686,4759143,148-6 노상주차장,11215,10400,서울특별시 광진구 광장동 148-6,0,0,0,0,0,0,30000,20000,40000,127.108807,37.548466
687,4759144,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 131-1 현대리버빌,0,0,0,0,0,0,30000,20000,40000,127.109812,37.548621
688,4759402,102 노상주차장,11215,10400,서울특별시 광진구 광장동 102 현대골든텔,0,0,0,0,0,0,30000,20000,40000,127.111104,37.551381
689,4759404,105 노상주차장,11215,10400,서울특별시 광진구 광장동 105 워커힐현대빌,0,0,0,0,0,0,30000,20000,40000,127.110117,37.551575
690,4796626,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 110 학산코스모스텔,0,0,0,0,0,0,30000,20000,40000,127.110334,37.550927
691,4798788,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 112,0,0,0,0,0,0,30000,20000,40000,127.110477,37.550168
692,4807928,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 131-1 현대리버빌,0,0,0,0,0,0,30000,20000,40000,127.10988,37.548801
693,4807966,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 127 리버힐오피스텔,0,0,0,0,0,0,30000,20000,40000,127.110391,37.549837
694,4810157,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 110 학산코스모스텔,0,0,0,0,0,0,30000,20000,40000,127.110482,37.550861
695,5533022,132 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 131-1 현대리버빌,0,0,0,0,0,0,30000,20000,40000,127.109625,37.549442
696,5533023,132 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 131-1 현대리버빌,0,0,0,0,0,0,30000,20000,40000,127.109684,37.549432
697,5533044,320-4 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 320-4,0,0,0,0,0,0,30000,20000,40000,127.108828,37.548485
698,5533766,105 노상주차장,11215,10400,서울특별시 광진구 광장동 105 워커힐현대빌,0,0,0,0,0,0,30000,20000,40000,127.11113,37.551491
699,5533767,105 노상주차장,11215,10400,서울특별시 광진구 광장동 105 워커힐현대빌,0,0,0,0,0,0,30000,20000,40000,127.111078,37.551437
700,5533768,105 노상주차장,11215,10400,서울특별시 광진구 광장동 105 워커힐현대빌,0,0,0,0,0,0,30000,20000,40000,127.11104,37.551359
701,5533772,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 102 현대골든텔,0,0,0,0,0,0,30000,20000,40000,127.111026,37.551333
702,5533773,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 102 현대골든텔,0,0,0,0,0,0,30000,20000,40000,127.111042,37.551358
703,5533775,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 102 현대골든텔,0,0,0,0,0,0,30000,20000,40000,127.110864,37.550973
704,5533789,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 130 연세리버빌7,0,0,0,0,0,0,30000,20000,40000,127.109981,37.551129
705,5533790,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 130 연세리버빌7,0,0,0,0,0,0,30000,20000,40000,127.109953,37.551146
706,5533791,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 130 연세리버빌7,0,0,0,0,0,0,30000,20000,40000,127.110025,37.551088
707,5533792,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 110 학산코스모스텔,0,0,0,0,0,0,30000,20000,40000,127.110152,37.550984
708,5533794,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 110 학산코스모스텔,0,0,0,0,0,0,30000,20000,40000,127.110296,37.550924
709,5533795,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 110 학산코스모스텔,0,0,0,0,0,0,30000,20000,40000,127.11025,37.550939
710,5533796,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 110 학산코스모스텔,0,0,0,0,0,0,30000,20000,40000,127.110206,37.55096
711,5533797,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 110 학산코스모스텔,0,0,0,0,0,0,30000,20000,40000,127.110077,37.551052
712,5533798,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 110 학산코스모스텔,0,0,0,0,0,0,30000,20000,40000,127.11012,37.551021
713,5533799,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 110 학산코스모스텔,0,0,0,0,0,0,30000,20000,40000,127.110094,37.551043
714,5533811,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 130 연세리버빌7,0,0,0,0,0,0,30000,20000,40000,127.110014,37.5511
715,5533812,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 130 연세리버빌7,0,0,0,0,0,0,30000,20000,40000,127.109999,37.551116
716,5533829,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 127 리버힐오피스텔,0,0,0,0,0,0,30000,20000,40000,127.110207,37.549364
717,5533830,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 127 리버힐오피스텔,0,0,0,0,0,0,30000,20000,40000,127.110227,37.549405
718,5533831,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 127 리버힐오피스텔,0,0,0,0,0,0,30000,20000,40000,127.110291,37.549534
719,5533835,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 131-1 현대리버빌,0,0,0,0,0,0,30000,20000,40000,127.110529,37.550011
720,5533836,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 131-1 현대리버빌,0,0,0,0,0,0,30000,20000,40000,127.110527,37.550042
721,5533837,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 131-1 현대리버빌,0,0,0,0,0,0,30000,20000,40000,127.110538,37.550074
722,5533838,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 131-1 현대리버빌,0,0,0,0,0,0,30000,20000,40000,127.110561,37.550118
723,5533842,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 131-1 현대리버빌,0,0,0,0,0,0,30000,20000,40000,127.110601,37.550214
724,5533843,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 131-1 현대리버빌,0,0,0,0,0,0,30000,20000,40000,127.110627,37.55025
725,5533844,광장동IoT공유주차장,11215,10400,서울특별시 광진구 광장동 131-1 현대리버빌,0,0,0,0,0,0,30000,20000,40000,127.110642,37.550288
726,5533855,325-4 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 325-4 가든궁,0,0,0,0,0,0,30000,20000,40000,127.107656,37.547378
727,5533856,325-4 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 325-4 가든궁,0,0,0,0,0,0,30000,20000,40000,127.107627,37.547366
728,5533857,325-4 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 325-4 가든궁,0,0,0,0,0,0,30000,20000,40000,127.107594,37.547352
729,5533858,325-4 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 325-4 가든궁,0,0,0,0,0,0,30000,20000,40000,127.107565,37.547336
730,5533859,325-4 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 325-4 가든궁,0,0,0,0,0,0,30000,20000,40000,127.107534,37.547327
731,5533862,320-4 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 320-4,0,0,0,0,0,0,30000,20000,40000,127.106655,37.546902
732,4735345,257-3 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 257-3,0,0,0,0,0,0,30000,20000,40000,127.103548,37.546703
733,4737284,244-7 노상주차장,11215,10400,서울특별시 광진구 광장동 244-7,0,0,0,0,0,0,30000,20000,40000,127.10399,37.545673
734,4737290,256-4 노상주차장,11215,10400,서울특별시 광진구 광장동 256-4,0,0,0,0,0,0,30000,20000,40000,127.103774,37.546037
735,4737312,262 노상주차장,11215,10400,서울특별시 광진구 광장동 262 천주교광장동교회,0,0,0,0,0,0,30000,20000,40000,127.103119,37.547059
736,4737849,244-7 노상주차장,11215,10400,서울특별시 광진구 광장동 244-7,0,0,0,0,0,0,30000,20000,40000,127.10378,37.545749
737,4754180,266 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 266 미도빌라,0,0,0,0,0,0,30000,20000,40000,127.102926,37.547411
738,4754181,258-4 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 258-4,0,0,0,0,0,0,30000,20000,40000,127.102684,37.547681
739,4754183,389-1 노상주차장,11215,10400,서울특별시 광진구 광장동 389-1 서울광장초등학교,0,0,0,0,0,0,30000,20000,40000,127.101478,37.547568
740,4754185,389-1 노상주차장,11215,10400,서울특별시 광진구 광장동 389-1 서울광장초등학교,0,0,0,0,0,0,30000,20000,40000,127.101667,37.547599
741,4754186,389-1 노상주차장,11215,10400,서울특별시 광진구 광장동 389-1 서울광장초등학교,0,0,0,0,0,0,30000,20000,40000,127.101264,37.547401
742,4754188,394-1 노상주차장,11215,10400,서울특별시 광진구 광장동 394-1 동부빌라,0,0,0,0,0,0,30000,20000,40000,127.102595,37.548234
743,4754204,389-1 노상주차장,11215,10400,서울특별시 광진구 광장동 389-1 서울광장초등학교,0,0,0,0,0,0,30000,20000,40000,127.101274,37.547339
744,4754206,394-1 노상주차장,11215,10400,서울특별시 광진구 광장동 394-1 동부빌라,0,0,0,0,0,0,30000,20000,40000,127.102675,37.548273
745,4754468,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.104083,37.546042
746,4754470,256-4 노상주차장,11215,10400,서울특별시 광진구 광장동 256-4,0,0,0,0,0,0,30000,20000,40000,127.103677,37.545939
747,4754471,355-2 노상주차장,11215,10400,서울특별시 광진구 광장동 355-2,0,0,0,0,0,0,30000,20000,40000,127.103341,37.548075
748,4754473,355-2 노상주차장,11215,10400,서울특별시 광진구 광장동 355-2,0,0,0,0,0,0,30000,20000,40000,127.103137,37.547992
749,4754475,358-15 노상주차장,11215,10400,서울특별시 광진구 광장동 358-15,0,0,0,0,0,0,30000,20000,40000,127.102943,37.548569
750,4754492,353 노상주차장,11215,10400,서울특별시 광진구 광장동 353 장로회신학대학교,0,0,0,0,0,0,30000,20000,40000,127.10253,37.549496
751,4754494,353 노상주차장,11215,10400,서울특별시 광진구 광장동 353 장로회신학대학교,0,0,0,0,0,0,30000,20000,40000,127.10242,37.549837
752,4754496,372-1 노상주차장,11215,10400,서울특별시 광진구 광장동 372-1 워커힐파크빌,0,0,0,0,0,0,30000,20000,40000,127.101857,37.5505
753,4754497,372-1 노상주차장,11215,10400,서울특별시 광진구 광장동 372-1 워커힐파크빌,0,0,0,0,0,0,30000,20000,40000,127.101759,37.550589
754,4754507,329-1 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 329-1 빌딩S존,0,0,0,0,0,0,30000,20000,40000,127.105876,37.547174
755,4755448,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.104215,37.545735
756,4755456,244-7 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 244-7,0,0,0,0,0,0,30000,20000,40000,127.104045,37.545668
757,4755493,376-4 노상주차장,11215,10400,서울특별시 광진구 광장동 376-4,0,0,0,0,0,0,30000,20000,40000,127.102791,37.548343
758,4755775,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.104598,37.545824
759,4755834,355-1 노상주차장,11215,10400,서울특별시 광진구 광장동 355-1,0,0,0,0,0,0,30000,20000,40000,127.102844,37.54882
760,4755835,393-21 노상주차장,11215,10400,서울특별시 광진구 광장동 393-21,0,0,0,0,0,0,30000,20000,40000,127.10205,37.548213
761,4756809,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.104556,37.546159
762,4756842,355-1 노상주차장,11215,10400,서울특별시 광진구 광장동 355-1,0,0,0,0,0,0,30000,20000,40000,127.102858,37.548781
763,4756844,258-35 노상주차장,11215,10400,서울특별시 광진구 광장동 258-35,0,0,0,0,0,0,30000,20000,40000,127.102828,37.546933
764,4757111,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.104162,37.545698
765,4757172,259-1 노상주차장,11215,10400,서울특별시 광진구 광장동 259-1 금강빌딩,0,0,0,0,0,0,30000,20000,40000,127.103924,37.547263
766,4757173,264-1 노상주차장,11215,10400,서울특별시 광진구 광장동 264-1,0,0,0,0,0,0,30000,20000,40000,127.103761,37.54723
767,4757175,264-1 노상주차장,11215,10400,서울특별시 광진구 광장동 264-1,0,0,0,0,0,0,30000,20000,40000,127.10501,37.547554
768,4757761,258-35 노상주차장,11215,10400,서울특별시 광진구 광장동 258-35,0,0,0,0,0,0,30000,20000,40000,127.103018,37.547001
769,4757820,355-2 노상주차장,11215,10400,서울특별시 광진구 광장동 355-2,0,0,0,0,0,0,30000,20000,40000,127.103152,37.548011
770,4758075,259-5 노상주차장,11215,10400,서울특별시 광진구 광장동 259-5,0,0,0,0,0,0,30000,20000,40000,127.103726,37.547116
771,4758441,244-7 노상주차장,11215,10400,서울특별시 광진구 광장동 244-7,0,0,0,0,0,0,30000,20000,40000,127.104151,37.545668
772,4758442,244-7 노상주차장,11215,10400,서울특별시 광진구 광장동 244-7,0,0,0,0,0,0,30000,20000,40000,127.103699,37.545801
773,4758756,245-8 노상주차장,11215,10400,서울특별시 광진구 광장동 245-8,0,0,0,0,0,0,30000,20000,40000,127.103459,37.545697
774,4758758,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.10423,37.545978
775,4797104,353 노상주차장,11215,10400,서울특별시 광진구 광장동 353 장로회신학대학교,0,0,0,0,0,0,30000,20000,40000,127.10248,37.549669
776,4797529,389-1 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 389-1 서울광장초등학교,0,0,0,0,0,0,30000,20000,40000,127.101766,37.547616
777,4798273,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.104429,37.546011
778,4806418,353 노상주차장,11215,10400,서울특별시 광진구 광장동 353 장로회신학대학교,0,0,0,0,0,0,30000,20000,40000,127.102522,37.549566
779,4806777,244-7 노상주차장,11215,10400,서울특별시 광진구 광장동 244-7,0,0,0,0,0,0,30000,20000,40000,127.10388,37.545707
780,4806779,355-2 노상주차장,11215,10400,서울특별시 광진구 광장동 355-2,0,0,0,0,0,0,30000,20000,40000,127.103032,37.547957
781,4806843,389-1 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 389-1 서울광장초등학교,0,0,0,0,0,0,30000,20000,40000,127.101236,37.547485
782,4807807,329-1 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 329-1 빌딩S존,0,0,0,0,0,0,30000,20000,40000,127.105903,37.546902
783,4807855,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.104657,37.54579
784,4809352,353 노상주차장,11215,10400,서울특별시 광진구 광장동 353 장로회신학대학교,0,0,0,0,0,0,30000,20000,40000,127.102526,37.54951
785,4809685,264-1 노상주차장,11215,10400,서울특별시 광진구 광장동 264-1,0,0,0,0,0,0,30000,20000,40000,127.10404,37.54732
786,4810370,248-24 노상주차장,11215,10400,서울특별시 광진구 광장동 248-24 광장동주민센터,0,0,0,0,0,0,30000,20000,40000,127.102816,37.546083
787,4810377,355-2 노상주차장,11215,10400,서울특별시 광진구 광장동 355-2,0,0,0,0,0,0,30000,20000,40000,127.102986,37.547933
788,5532071,329-1 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 329-1 빌딩S존,0,0,0,0,0,0,30000,20000,40000,127.105815,37.547369
789,5532072,329-1 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 329-1 빌딩S존,0,0,0,0,0,0,30000,20000,40000,127.105807,37.547272
790,5532073,329-1 거주자우선주차장,11215,10400,서울특별시 광진구 광장동 329-1 빌딩S존,0,0,0,0,0,0,30000,20000,40000,127.105805,37.547179
791,5532091,264-1 노상주차장,11215,10400,서울특별시 광진구 광장동 264-1,0,0,0,0,0,0,30000,20000,40000,127.105096,37.547565
792,5532185,358-15 노상주차장,11215,10400,서울특별시 광진구 광장동 358-15,0,0,0,0,0,0,30000,20000,40000,127.102964,37.548622
793,5532186,358-15 노상주차장,11215,10400,서울특별시 광진구 광장동 358-15,0,0,0,0,0,0,30000,20000,40000,127.10295,37.54867
794,5532187,355-1 노상주차장,11215,10400,서울특별시 광진구 광장동 355-1,0,0,0,0,0,0,30000,20000,40000,127.102858,37.548751
795,5532189,355-1 노상주차장,11215,10400,서울특별시 광진구 광장동 355-1,0,0,0,0,0,0,30000,20000,40000,127.102834,37.548836
796,5532191,355-1 노상주차장,11215,10400,서울특별시 광진구 광장동 355-1,0,0,0,0,0,0,30000,20000,40000,127.102828,37.548848
797,5532722,245-8 노상주차장,11215,10400,서울특별시 광진구 광장동 245-8,0,0,0,0,0,0,30000,20000,40000,127.103433,37.545666
798,5532723,245-8 노상주차장,11215,10400,서울특별시 광진구 광장동 245-8,0,0,0,0,0,0,30000,20000,40000,127.103492,37.545729
799,5532724,244-7 노상주차장,11215,10400,서울특별시 광진구 광장동 244-7,0,0,0,0,0,0,30000,20000,40000,127.103761,37.54576
800,5532725,244-7 노상주차장,11215,10400,서울특별시 광진구 광장동 244-7,0,0,0,0,0,0,30000,20000,40000,127.103653,37.545806
801,5532726,244-7 노상주차장,11215,10400,서울특별시 광진구 광장동 244-7,0,0,0,0,0,0,30000,20000,40000,127.103852,37.545734
802,5532727,244-7 노상주차장,11215,10400,서울특별시 광진구 광장동 244-7,0,0,0,0,0,0,30000,20000,40000,127.103959,37.545699
803,5532730,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.104294,37.54582
804,5532738,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.104562,37.545844
805,5532739,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.104679,37.545782
806,5532749,245-8 노상주차장,11215,10400,서울특별시 광진구 광장동 245-8,0,0,0,0,0,0,30000,20000,40000,127.103437,37.545895
807,5532750,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.104108,37.546029
808,5532751,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.104032,37.546056
809,5532752,256-4 노상주차장,11215,10400,서울특별시 광진구 광장동 256-4,0,0,0,0,0,0,30000,20000,40000,127.103659,37.545914
810,5532761,256-4 노상주차장,11215,10400,서울특별시 광진구 광장동 256-4,0,0,0,0,0,0,30000,20000,40000,127.103749,37.546009
811,5532763,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.103722,37.546227
812,5532764,250 노상주차장,11215,10400,서울특별시 광진구 광장동 250 광장동 신동아 파밀리에,0,0,0,0,0,0,30000,20000,40000,127.103584,37.546275
813,5532772,258-35 노상주차장,11215,10400,서울특별시 광진구 광장동 258-35,0,0,0,0,0,0,30000,20000,40000,127.102881,37.546974
814,5532773,258-35 노상주차장,11215,10400,서울특별시 광진구 광장동 258-35,0,0,0,0,0,0,30000,20000,40000,127.102926,37.546985
815,5532774,258-35 노상주차장,11215,10400,서울특별시 광진구 광장동 258-35,0,0,0,0,0,0,30000,20000,40000,127.10306,37.547021
816,5532775,258-35 노상주차장,11215,10400,서울특별시 광진구 광장동 258-35,0,0,0,0,0,0,30000,20000,40000,127.103102,37.547031
817,5532799,389-1 노상주차장,11215,10400,서울특별시 광진구 광장동 389-1 서울광장초등학교,0,0,0,0,0,0,30000,20000,40000,127.101514,37.547572
818,5532800,389-1 노상주차장,11215,10400,서울특별시 광진구 광장동 389-1 서울광장초등학교,0,0,0,0,0,0,30000,20000,40000,127.101544,37.547578
819,5532806,389-1 노상주차장,11215,10400,서울특별시 광진구 광장동 389-1 서울광장초등학교,0,0,0,0,0,0,30000,20000,40000,127.101424,37.547565
820,5532807,389-1 노상주차장,11215,10400,서울특별시 광진구 광장동 389-1 서울광장초등학교,0,0,0,0,0,0,30000,20000,40000,127.101401,37.547562
821,5532843,393-21 노상주차장,11215,10400,서울특별시 광진구 광장동 393-21,0,0,0,0,0,0,30000,20000,40000,127.102067,37.548205
822,5532844,393-21 노상주차장,11215,10400,서울특별시 광진구 광장동 393-21,0,0,0,0,0,0,30000,20000,40000,127.102089,37.548195
823,5532855,376-4 노상주차장,11215,10400,서울특별시 광진구 광장동 376-4,0,0,0,0,0,0,30000,20000,40000,127.102836,37.54836
824,5532856,376-4 노상주차장,11215,10400,서울특별시 광진구 광장동 376-4,0,0,0,0,0,0,30000,20000,40000,127.102874,37.54838
825,5532857,376-4 노상주차장,11215,10400,서울특별시 광진구 광장동 376-4,0,0,0,0,0,0,30000,20000,40000,127.102905,37.5484
826,5532858,394-1 노상주차장,11215,10400,서울특별시 광진구 광장동 394-1 동부빌라,0,0,0,0,0,0,30000,20000,40000,127.102694,37.548281
827,5532861,394-1 노상주차장,11215,10400,서울특별시 광진구 광장동 394-1 동부빌라,0,0,0,0,0,0,30000,20000,40000,127.102577,37.548222
828,5532862,394-1 노상주차장,11215,10400,서울특별시 광진구 광장동 394-1 동부빌라,0,0,0,0,0,0,30000,20000,40000,127.10255,37.54821
829,5532882,355-2 노상주차장,11215,10400,서울특별시 광진구 광장동 355-2,0,0,0,0,0,0,30000,20000,40000,127.102954,37.547928
830,5532883,355-2 노상주차장,11215,10400,서울특별시 광진구 광장동 355-2,0,0,0,0,0,0,30000,20000,40000,127.102919,37.547918
831,5532884,355-2 노상주차장,11215,10400,서울특별시 광진구 광장동 355-2,0,0,0,0,0,0,30000,20000,40000,127.10288,37.547904
832,5532888,355-2 노상주차장,11215,10400,서울특별시 광진구 광장동 355-2,0,0,0,0,0,0,30000,20000,40000,127.103183,37.548041
833,5532889,355-2 노상주차장,11215,10400,서울특별시 광진구 광장동 355-2,0,0,0,0,0,0,30000,20000,40000,127.103219,37.548053
834,5532890,355-2 노상주차장,11215,10400,서울특별시 광진구 광장동 355-2,0,0,0,0,0,0,30000,20000,40000,127.103249,37.548061
835,5532995,353 노상주차장,11215,10400,서울특별시 광진구 광장동 353 장로회신학대학교,0,0,0,0,0,0,30000,20000,40000,127.102486,37.549649
