일련번호(no),주차장고유값(pl_id),지번주차장이름(pl_nm),구코드(sgg_code),법정동코드(bemd_code),주소(지번)(lot_num_address),기본단위시간(pl_basic_rate_min),기본단위금액(pl_basic_rate_amt),추가단위시간(pl_addi_rate_min),추가단위금액(pl_addi_rate_amt),1일(전일)금액(pl_allday_pass_amt),1월(정기권)금액(pl_month_pass_amt),거주자-주간(월)금액(resident_day_month_amt),거주자-야간(월)금액(resident_night_month_amt),거주자-전일(월)금액(resident_allday_month_amt),경도(longitude),위도(latitude)
2027,4759394,현대아파트부설주차장,11215,10500,서울특별시 광진구 자양동 553-242,0,0,0,0,0,0,30000,20000,40000,127.071102,37.533674
2028,4759395,자양10차현대홈타운앞노상주차장,11215,10500,서울특별시 광진구 자양동 792 자양10차현대홈타운,0,0,0,0,0,0,30000,20000,40000,127.071038,37.53313
2029,4759396,골든리버파크주변노상주차장,11215,10500,서울특별시 광진구 자양동 498-2 한강로얄아파트,0,0,0,0,0,0,30000,20000,40000,127.070847,37.532656
2030,4759397,그린아파트앞노상주차장,11215,10500,서울특별시 광진구 자양동 665 그린아파트,0,0,0,0,0,0,30000,20000,40000,127.082892,37.530013
2031,4759398,강변맨션앞노상주차장,11215,10500,서울특별시 광진구 자양동 665-4 강변맨션,0,0,0,0,0,0,30000,20000,40000,127.083134,37.530138
2032,4759399,화평교회앞노상주차장,11215,10500,서울특별시 광진구 자양2동 666-11,0,0,0,0,0,0,30000,20000,40000,127.083834,37.530174
2033,4759401,광양고등학교뒤노상주차장,11215,10500,서울특별시 광진구 자양동 674 서울광양중학교,0,0,0,0,0,0,30000,20000,40000,127.085876,37.528766
2034,4759405,593-32 노상주차장,11215,10500,서울특별시 광진구 자양동 593-32,0,0,0,0,0,0,30000,20000,40000,127.076668,37.529293
2035,4759406,593-33 노상주차장,11215,10500,서울특별시 광진구 자양동 593-33,0,0,0,0,0,0,30000,20000,40000,127.076624,37.529168
2036,4759407,594 노상주차장,11215,10500,서울특별시 광진구 자양동 594,0,0,0,0,0,0,30000,20000,40000,127.077055,37.530077
2037,4842566,동서울호텔길B공영주차장,11215,10300,서울특별시 광진구 구의동 599-8 아원빌딩,5,250,0,0,0,100000,0,0,0,127.09209,37.532741
2038,4757155,동서울호텔길B공영주차장,11215,10300,서울특별시 광진구 구의동 599-8 아원빌딩,5,250,0,0,0,100000,0,0,0,127.092152,37.532806
2039,4759427,804-10 노상주차장,11215,10500,서울특별시 광진구 자양동 804-10,0,0,0,0,0,0,30000,20000,40000,127.077922,37.535748
2040,4759446,신양중학교골목노상주차장,11215,10500,서울특별시 광진구 자양동 57-8 신양중학교,0,0,0,0,0,0,30000,20000,40000,127.06426,37.533013
2041,4759447,세종빌라앞노상주차장,11215,10500,서울특별시 광진구 자양동 10-10 세종빌라,0,0,0,0,0,0,30000,20000,40000,127.065744,37.533349
2042,4756208,동서울호텔길B공영주차장,11215,10300,서울특별시 광진구 구의동 599-8 아원빌딩,5,250,0,0,0,100000,0,0,0,127.092237,37.532809
2043,4757156,동서울호텔길B공영주차장,11215,10300,서울특별시 광진구 구의동 599-8 아원빌딩,5,250,0,0,0,100000,0,0,0,127.09233,37.532834
2044,4796686,송림기사식당길공영주차장,11215,10500,서울특별시 광진구 자양동 227-324,5,200,0,0,0,90000,30000,20000,40000,127.076266,37.535382
2045,4796915,성자초등학교앞노상주차장,11215,10500,서울특별시 광진구 자양동 662 서울성자초등학교,0,0,0,0,0,0,30000,20000,40000,127.083365,37.53069
2046,5542942,758 노상주차장,11215,10500,서울특별시 광진구 자양동 520-2 우성아파트,0,0,0,0,0,0,30000,20000,40000,127.081038,37.527762
2047,4796925,674 노상주차장,11215,10500,서울특별시 광진구 자양동 674 서울광양중학교,0,0,0,0,0,0,30000,20000,40000,127.066408,37.533304
2048,4797033,594 노상주차장,11215,10500,서울특별시 광진구 자양동 594,0,0,0,0,0,0,30000,20000,40000,127.077453,37.530001
2049,4797044,송림기사식당길A노상공영주차장,11215,10500,서울특별시 광진구 자양동 580-5,0,0,0,0,0,0,30000,20000,40000,127.075906,37.533764
2050,4797055,삼성아파트103동옆노상주차장,11215,10500,서울특별시 광진구 자양동 787 삼성아파트,0,0,0,0,0,0,30000,20000,40000,127.072562,37.532244
2051,4797058,송림기사식당길A노상공영주차장,11215,10500,서울특별시 광진구 자양동 804,0,0,0,0,0,0,30000,20000,40000,127.076584,37.536034
2052,4797059,송림기사식당길A노상공영주차장,11215,10500,서울특별시 광진구 자양동 806,0,0,0,0,0,0,30000,20000,40000,127.076454,37.535566
2053,4797096,748-2 노상주차장,11215,10500,서울특별시 광진구 자양2동 748-2,0,0,0,0,0,0,30000,20000,40000,127.075733,37.529133
2054,4797701,성보빌딩앞노상주차장,11215,10500,서울특별시 광진구 자양동 581-3 성보빌딩,0,0,0,0,0,0,30000,20000,40000,127.075375,37.532568
2055,4797940,17-5 노상주차장,11215,10500,서울특별시 광진구 자양동 17-5,0,0,0,0,0,0,30000,20000,40000,127.064712,37.541703
2056,4798120,그린아파트앞노상주차장,11215,10500,서울특별시 광진구 자양동 665 그린아파트,0,0,0,0,0,0,30000,20000,40000,127.083032,37.530077
2057,4758797,동서울호텔길A공영주차장,11215,10300,서울특별시 광진구 구의동 596-5 광성빌딩,5,250,0,0,0,100000,0,0,0,127.091582,37.534102
2058,4798335,460-1 거주자우선주차장,11215,10500,서울특별시 광진구 자양동 460-1,0,0,0,0,0,0,30000,20000,40000,127.072585,37.533709
2059,4798520,582-19 노상주차장,11215,10500,서울특별시 광진구 자양동 582-19,0,0,0,0,0,0,30000,20000,40000,127.074222,37.531805
2060,4798535,한라아파트부설주차장,11215,10500,서울특별시 광진구 자양동 762 한라아파트,0,0,0,0,0,0,30000,20000,40000,127.070522,37.535678
2061,4798536,482-5 노상주차장,11215,10500,서울특별시 광진구 자양동 482-5,0,0,0,0,0,0,30000,20000,40000,127.071403,37.530807
2062,4798577,한라아파트부설주차장,11215,10500,서울특별시 광진구 자양동 762 한라아파트,0,0,0,0,0,0,30000,20000,40000,127.06948,37.535393
2063,4798578,595-8 노상주차장,11215,10500,서울특별시 광진구 자양동 595-8,0,0,0,0,0,0,30000,20000,40000,127.078724,37.530211
2064,4798697,송림기사식당길공영주차장,11215,10500,서울특별시 광진구 자양동 579 우성아파트,5,200,0,0,0,90000,30000,20000,40000,127.075872,37.534032
2065,4798698,진주빌라앞노상주차장,11215,10500,서울특별시 광진구 자양동 10-7 진주빌라,0,0,0,0,0,0,30000,20000,40000,127.065716,37.539971
2066,5542943,758 노상주차장,11215,10500,서울특별시 광진구 자양동 586-1 현대맨션,0,0,0,0,0,0,30000,20000,40000,127.080984,37.527766
2067,4798960,52-105 거주자우선주차장,11215,10500,서울특별시 광진구 자양동 52-105,0,0,0,0,0,0,30000,20000,40000,127.064609,37.534787
2068,4754871,동서울호텔길B공영주차장,11215,10300,서울특별시 광진구 구의동 599-8 아원빌딩,5,250,0,0,10000,0,0,0,0,127.091632,37.533086
2069,4799107,장경로얄빌라주변노상주차장,11215,10500,서울특별시 광진구 자양동 474-8 장경로얄빌라,0,0,0,0,0,0,30000,20000,40000,127.072615,37.531168
2070,4758780,동서울호텔길B공영주차장,11215,10300,서울특별시 광진구 구의동 599-8 아원빌딩,5,250,0,0,0,100000,0,0,0,127.091687,37.534023
2071,4804780,17-5 노상주차장,11215,10500,서울특별시 광진구 자양동 17-5,0,0,0,0,0,0,30000,20000,40000,127.064704,37.541663
2072,4804781,문명빌딩옆노상주차장,11215,10500,서울특별시 광진구 자양동 588 태원강변아파트,0,0,0,0,0,0,30000,20000,40000,127.072174,37.530726
2073,5542944,758 노상주차장,11215,10500,서울특별시 광진구 자양동 586-1 현대맨션,0,0,0,0,0,0,30000,20000,40000,127.080915,37.527766
2074,4804784,자양8차현대홈타운부설주차장,11215,10500,서울특별시 광진구 자양동 789 자양8차현대홈타운,0,0,0,0,0,0,30000,20000,40000,127.071661,37.533074
2075,4805825,674 노상주차장,11215,10500,서울특별시 광진구 자양동 674 서울광양중학교,0,0,0,0,0,0,30000,20000,40000,127.066466,37.533422
2076,4805927,193-33 거주자우선주차장,11215,10500,서울특별시 광진구 자양동 193-33,0,0,0,0,0,0,30000,20000,40000,127.061903,37.534863
2077,4806335,행운연립노상주차장,11215,10500,서울특별시 광진구 자양동 582 행운연립,0,0,0,0,0,0,30000,20000,40000,127.074256,37.532457
2078,4806412,장경로얄빌라주변노상주차장,11215,10500,서울특별시 광진구 자양동 474-8 장경로얄빌라,0,0,0,0,0,0,30000,20000,40000,127.072812,37.531158
2079,4806419,자양2차현대아파트앞노상주차장,11215,10500,서울특별시 광진구 자양동 761 자양2차현대아파트,0,0,0,0,0,0,30000,20000,40000,127.070127,37.533899
2080,4806526,자양2차우성아파트노상주차장,11215,10500,서울특별시 광진구 자양동 454-7,0,0,0,0,0,0,30000,20000,40000,127.073504,37.532898
2081,4806719,삼성아파트103동옆노상주차장,11215,10500,서울특별시 광진구 자양동 787 삼성아파트,0,0,0,0,0,0,30000,20000,40000,127.072463,37.532283
2082,4806721,495-1 노상주차장,11215,10500,서울특별시 광진구 자양동 495-1,0,0,0,0,0,0,30000,20000,40000,127.071777,37.531434
2083,4806771,594 노상주차장,11215,10500,서울특별시 광진구 자양동 594,0,0,0,0,0,0,30000,20000,40000,127.078032,37.529908
2084,4806778,송림기사식당길B공영주차장,11215,10500,서울특별시 광진구 자양동 584-3,0,0,0,0,0,0,30000,20000,40000,127.074989,37.531329
2085,4806836,아차산로192거주자우선주차장,11215,10500,서울특별시 광진구 자양동 17-5,0,0,0,0,0,0,30000,20000,40000,127.064781,37.541242
2086,4758853,동서울호텔길B공영주차장,11215,10300,서울특별시 광진구 구의동 599-8 아원빌딩,5,250,0,0,0,100000,0,0,0,127.091738,37.534132
2087,4806911,자양2차현대아파트노상주차장,11215,10500,서울특별시 광진구 자양동 761 자양2차현대아파트,0,0,0,0,0,0,30000,20000,40000,127.070381,37.533891
2088,4806912,자양8차현대홈타운노상주차장,11215,10500,서울특별시 광진구 자양동 789 자양8차현대홈타운,0,0,0,0,0,0,30000,20000,40000,127.072052,37.532962
2089,4807589,829 노상주차장,11215,10500,서울특별시 광진구 자양동 829 한강현대아파트,0,0,0,0,0,0,30000,20000,40000,127.066837,37.533442
2090,4807769,747-1 노상주차장,11215,10500,서울특별시 광진구 자양2동 747-1,0,0,0,0,0,0,30000,20000,40000,127.074719,37.529477
2091,4807806,593-14 노상주차장,11215,10500,서울특별시 광진구 자양동 593-14,0,0,0,0,0,0,30000,20000,40000,127.076787,37.529687
2092,4807853,현대맨션가동옆노상주차장,11215,10500,서울특별시 광진구 자양동 586-1 현대맨션,0,0,0,0,0,0,30000,20000,40000,127.073659,37.53141
2093,4807858,659-25 노상주차장,11215,10500,서울특별시 광진구 자양동 659-25,0,0,0,0,0,0,30000,20000,40000,127.083673,37.532204
2094,4807859,송광아트빌라옆노상주차장,11215,10500,서울특별시 광진구 자양동 582-2 송광아트빌라,0,0,0,0,0,0,30000,20000,40000,127.07458,37.532203
2095,4807860,꿈에그린아파트102동앞거주자우선주차상,11215,10500,서울특별시 광진구 자양4동 192-4,0,0,0,0,0,0,30000,20000,40000,127.061677,37.534085
2096,4807931,809 거주자우선주차장,11215,10500,서울특별시 광진구 자양동 809 강변아이파크,0,0,0,0,0,0,30000,20000,40000,127.069869,37.530987
2097,4807964,성자초등학교앞노상주차장,11215,10500,서울특별시 광진구 자양동 662 서울성자초등학교,0,0,0,0,0,0,30000,20000,40000,127.083478,37.530914
2098,4808140,송림기사식당길공영주차장,11215,10500,서울특별시 광진구 자양동 579 우성아파트,5,200,0,0,0,90000,30000,20000,40000,127.075844,37.534014
2099,4808201,641 노상주차장,11215,10500,서울특별시 광진구 자양동 641 경남아파트,0,0,0,0,0,0,30000,20000,40000,127.07881,37.529201
2100,4808262,송림기사식당길공영주차장,11215,10500,서울특별시 광진구 자양동 227-240,5,200,0,0,0,90000,30000,20000,40000,127.07653,37.536233
2101,4808265,787 노상주차장,11215,10500,서울특별시 광진구 자양동 787 삼성아파트,0,0,0,0,0,0,30000,20000,40000,127.072103,37.531872
2102,4825129,동서울호텔길A공영주차장,11215,10300,서울특별시 광진구 구의동 599-8 아원빌딩,0,0,0,0,0,0,30000,20000,40000,127.091746,37.534048
2103,4808561,송림기사식당길공영주차장,11215,10500,서울특별시 광진구 자양동 579 우성아파트,5,200,0,0,0,90000,30000,20000,40000,127.075963,37.534375
2104,4808720,광양고등학교뒤노상주차장,11215,10500,서울특별시 광진구 자양2동 667-4,0,0,0,0,0,0,30000,20000,40000,127.084912,37.529517
2105,4808756,대동모텔앞노상주차장,11215,10500,서울특별시 광진구 자양동 10-6 시마모텔,0,0,0,0,0,0,30000,20000,40000,127.065493,37.53952
2106,4808863,광양고등학교뒤노상주차장,11215,10500,서울특별시 광진구 자양동 674 서울광양중학교,0,0,0,0,0,0,30000,20000,40000,127.085662,37.528724
2107,4809375,자양1차우성아파트옆노상주차장,11215,10500,서울특별시 광진구 자양동 579 우성아파트,0,0,0,0,0,0,30000,20000,40000,127.075535,37.534842
2108,4809376,송림기사식당길B공영주차장,11215,10500,서울특별시 광진구 자양동 584-5,0,0,0,0,0,0,30000,20000,40000,127.074948,37.531223
2109,4809378,화평교회앞노상주차장,11215,10500,서울특별시 광진구 자양동 653-26,0,0,0,0,0,0,30000,20000,40000,127.083977,37.529989
2110,5542945,758 노상주차장,11215,10500,서울특별시 광진구 자양동 586-16 정오연립,0,0,0,0,0,0,30000,20000,40000,127.080845,37.527779
2111,4809384,686-2 노상주차장,11215,10500,서울특별시 광진구 자양동 686-2,0,0,0,0,0,0,30000,20000,40000,127.0873,37.530802
2112,4809386,송림기사식당길B공영주차장,11215,10500,서울특별시 광진구 자양동 227-128,5,200,0,0,0,90000,30000,20000,40000,127.076858,37.537298
2113,4809387,세종빌라앞노상주차장,11215,10500,서울특별시 광진구 자양동 10-10 세종빌라,0,0,0,0,0,0,30000,20000,40000,127.065828,37.540232
2114,4758779,동서울호텔길A공영주차장,11215,10300,서울특별시 광진구 구의동 599-8 아원빌딩,0,0,0,0,0,0,30000,20000,40000,127.091743,37.534213
2115,4809675,한라아파트부설주차장,11215,10500,서울특별시 광진구 자양동 762 한라아파트,0,0,0,0,0,0,30000,20000,40000,127.070522,37.535678
2116,4809686,YM프라잰스타아파트앞노상주차장,11215,10500,서울특별시 광진구 자양동 663-21 와이엠프라젠스파,0,0,0,0,0,0,30000,20000,40000,127.084411,37.530772
2117,4809687,자양2차현대아파트앞노상주차장,11215,10500,서울특별시 광진구 자양동 761 자양2차현대아파트,0,0,0,0,0,0,30000,20000,40000,127.070705,37.533789
2118,4810101,54-20 노상주차장,11215,10500,서울특별시 광진구 자양동 54-20,0,0,0,0,0,0,30000,20000,40000,127.083116,37.529523
2119,4810106,송림기사식당길B공영주차장,11215,10500,서울특별시 광진구 자양동 227-40 Grace B/D,5,200,0,0,0,90000,30000,20000,40000,127.076932,37.537522
2120,4810109,659-28 노상주차장,11215,10500,서울특별시 광진구 자양동 659-28,0,0,0,0,0,0,30000,20000,40000,127.084184,37.53217
2121,4810110,520-2 노상주차장,11215,10500,서울특별시 광진구 자양동 520-2 우성아파트,0,0,0,0,0,0,30000,20000,40000,127.074893,37.532836
2122,4810112,193-30 거주자우선주차장,11215,10500,서울특별시 광진구 자양동 193-30,0,0,0,0,0,0,30000,20000,40000,127.062136,37.5341
2123,4810113,226-32 거주자우선주차장,11215,10500,서울특별시 광진구 자양동 226-32,0,0,0,0,0,0,30000,20000,40000,127.075254,37.539256
2124,4810115,596-7 노상주차장,11215,10500,서울특별시 광진구 자양동 596-7,0,0,0,0,0,0,30000,20000,40000,127.078833,37.53092
2125,4810132,송림기사식당길공영주차장,11215,10500,서울특별시 광진구 자양동 580-5,5,200,0,0,0,90000,30000,20000,40000,127.075786,37.533711
2126,4810133,송림기사식당길B공영주차장,11215,10500,서울특별시 광진구 자양동 227-132,5,200,0,0,0,90000,30000,20000,40000,127.076785,37.537083
2127,4810134,23-3 노상주차장,11215,10500,서울특별시 광진구 자양동 23-3 오성빌딩,0,0,0,0,0,0,30000,20000,40000,127.063899,37.541549
2128,4810135,57-67 거주자우선주차장,11215,10500,서울특별시 광진구 자양동 57-67,0,0,0,0,0,0,30000,20000,40000,127.063019,37.534496
2129,4810137,639-9 거주자우선주차장,11215,10500,서울특별시 광진구 자양동 639-9,0,0,0,0,0,0,30000,20000,40000,127.080223,37.53061
2130,4810140,644 노상주차장,11215,10500,서울특별시 광진구 자양동 644 로얄동아아파트,0,0,0,0,0,0,30000,20000,40000,127.080854,37.528187
2131,4810183,송림기사식당길공영주차장,11215,10500,서울특별시 광진구 자양동 578 자양우성4차아파트,5,200,0,0,0,90000,30000,20000,40000,127.07625,37.535335
2132,5542946,758 노상주차장,11215,10500,서울특별시 광진구 자양동 585-16 미주맨션,0,0,0,0,0,0,30000,20000,40000,127.080781,37.527779
2133,4810368,747-1 노상주차장,11215,10500,서울특별시 광진구 자양2동 747-1,0,0,0,0,0,0,30000,20000,40000,127.074782,37.52945
2134,4810371,638-10 거주자우선주차장,11215,10500,서울특별시 광진구 자양동 638-10 대명아트빌,0,0,0,0,0,0,30000,20000,40000,127.080472,37.530519
2135,4810374,57-134 거주자우선주차장,11215,10500,서울특별시 광진구 자양동 57-134,0,0,0,0,0,0,30000,20000,40000,127.062666,37.533921
2136,4810378,659-28 노상주차장,11215,10500,서울특별시 광진구 자양동 659-28,0,0,0,0,0,0,30000,20000,40000,127.084166,37.532277
2137,4810380,자양2차현대아파트앞노상주차장,11215,10500,서울특별시 광진구 자양동 761 자양2차현대아파트,0,0,0,0,0,0,30000,20000,40000,127.070094,37.534527
2138,4810391,638-26 거주자우선주차장,11215,10500,서울특별시 광진구 자양동 638-26,0,0,0,0,0,0,30000,20000,40000,127.08035,37.530272
2139,4810401,성자초등학교앞노상주차장,11215,10500,서울특별시 광진구 자양동 662 서울성자초등학교,0,0,0,0,0,0,30000,20000,40000,127.082942,37.53079
2140,4800205,동서울호텔길A공영주차장,11215,10300,서울특별시 광진구 구의동 599-8 아원빌딩,0,0,0,0,0,0,30000,20000,40000,127.091743,37.534197
2141,4810672,자양2차현대아파트앞노상주차장,11215,10500,서울특별시 광진구 자양동 761 자양2차현대아파트,0,0,0,0,0,0,30000,20000,40000,127.0705,37.533844
2142,4811975,476-1 노상주차장,11215,10500,서울특별시 광진구 자양동 476-1,0,0,0,0,0,0,30000,20000,40000,127.072468,37.53094
2143,4813433,광양고등학교뒤노상주차장,11215,10500,서울특별시 광진구 자양동 226-1 성진빌리지,0,0,0,0,0,0,30000,20000,40000,127.085285,37.528606
2144,4813436,686-52 노상주차장,11215,10500,서울특별시 광진구 자양동 686-52 언덕배기공원 공중화장실,0,0,0,0,0,0,30000,20000,40000,127.087813,37.53214
2145,4813438,자양10차현대홈타운앞노상주차장,11215,10500,서울특별시 광진구 자양동 792 자양10차현대홈타운,0,0,0,0,0,0,30000,20000,40000,127.071178,37.533381
2146,4813439,593-23 노상주차장,11215,10500,서울특별시 광진구 자양동 593-23,0,0,0,0,0,0,30000,20000,40000,127.076697,37.529361
2147,4813440,광양고등학교뒤노상주차장,11215,10500,서울특별시 광진구 자양동 674 서울광양중학교,0,0,0,0,0,0,30000,20000,40000,127.085691,37.528716
2148,4813441,강변맨션앞노상주차장,11215,10500,서울특별시 광진구 자양동 665-4 강변맨션,0,0,0,0,0,0,30000,20000,40000,127.083792,37.530214
2149,4813449,한라아파트부설주차장,11215,10500,서울특별시 광진구 자양동 762 한라아파트,0,0,0,0,0,0,30000,20000,40000,127.070522,37.535678
2150,4842412,동서울호텔길노상공영주차장,11215,10500,서울특별시 광진구 자양2동 691-1,5,250,0,0,0,100000,0,0,0,127.09175,37.531732
2151,4813451,송림기사식당길A노상공영주차장,11215,10500,서울특별시 광진구 자양동 806,0,0,0,0,0,0,30000,20000,40000,127.076428,37.535492
2152,4758798,동서울호텔길A공영주차장,11215,10300,서울특별시 광진구 구의동 596-5 광성빌딩,5,250,0,0,0,100000,0,0,0,127.091566,37.533883
2153,4813458,강변맨션앞노상주차장,11215,10500,서울특별시 광진구 자양2동 628-29,0,0,0,0,0,0,30000,20000,40000,127.083884,37.529883
2154,4813459,현대파크빌라앞노상주차장,11215,10500,서울특별시 광진구 자양동 666-27 현대파크빌라,0,0,0,0,0,0,30000,20000,40000,127.083282,37.528848
2155,4813464,674 노상주차장,11215,10500,서울특별시 광진구 자양동 674 서울광양중학교,0,0,0,0,0,0,30000,20000,40000,127.066329,37.533022
2156,4813465,송림기사식당길공영주차장,11215,10500,서울특별시 광진구 자양동 579 우성아파트,5,200,0,0,0,90000,30000,20000,40000,127.075941,37.534348
2157,4813478,송림기사식당길B공영주차장,11215,10500,서울특별시 광진구 자양동 584-3,0,0,0,0,0,0,30000,20000,40000,127.075,37.531356
2158,4813481,804-10 노상주차장,11215,10500,서울특별시 광진구 자양동 804-10,0,0,0,0,0,0,30000,20000,40000,127.077865,37.535642
2159,4814488,자양2차우성아파트노상주차장,11215,10500,서울특별시 광진구 자양동 454-8,0,0,0,0,0,0,30000,20000,40000,127.07343,37.532909
2160,4814490,송림기사식당길공영주차장,11215,10500,서울특별시 광진구 자양동 579 우성아파트,5,200,0,0,0,90000,30000,20000,40000,127.075963,37.534303
2161,4814748,641 거주자우선주차장,11215,10500,서울특별시 광진구 자양동 641 경남아파트,0,0,0,0,0,0,30000,20000,40000,127.079623,37.528735
2162,4817618,594 노상주차장,11215,10500,서울특별시 광진구 자양동 594,0,0,0,0,0,0,30000,20000,40000,127.077502,37.53
2163,4817619,강변맨션앞노상주차장,11215,10500,서울특별시 광진구 자양동 659-26,0,0,0,0,0,0,30000,20000,40000,127.082991,37.530069
2164,4818157,644 노상주차장,11215,10500,서울특별시 광진구 자양동 644 로얄동아아파트,0,0,0,0,0,0,30000,20000,40000,127.080852,37.528136
2165,4818189,자양현대아파트옆노상주차장,11215,10500,서울특별시 광진구 자양2동 676,0,0,0,0,0,0,30000,20000,40000,127.083965,37.528874
2166,4818317,787 노상주차장,11215,10500,서울특별시 광진구 자양동 787 삼성아파트,0,0,0,0,0,0,30000,20000,40000,127.072272,37.532135
2167,4818330,강변맨션앞노상주차장,11215,10500,서울특별시 광진구 자양2동 628-29,0,0,0,0,0,0,30000,20000,40000,127.083168,37.529533
2168,4818331,789 노상주차장,11215,10500,서울특별시 광진구 자양동 789 자양8차현대홈타운,0,0,0,0,0,0,30000,20000,40000,127.071571,37.533112
2169,4818346,672 노상주차장,11215,10500,서울특별시 광진구 자양동 672 한솔리베르아파트,0,0,0,0,0,0,30000,20000,40000,127.084403,37.527747
2170,4818347,787 노상주차장,11215,10500,서울특별시 광진구 자양동 787 삼성아파트,0,0,0,0,0,0,30000,20000,40000,127.070845,37.532408
2171,4818357,672 노상주차장,11215,10500,서울특별시 광진구 자양동 672 한솔리베르아파트,0,0,0,0,0,0,30000,20000,40000,127.084969,37.527849
2172,4820263,자양2차우성아파트노상주차장,11215,10500,서울특별시 광진구 자양동 462-2,0,0,0,0,0,0,30000,20000,40000,127.073276,37.533215
2173,4820414,삼성아파트103동옆노상주차장,11215,10500,서울특별시 광진구 자양동 787 삼성아파트,0,0,0,0,0,0,30000,20000,40000,127.072495,37.532267
2174,4820437,594 노상주차장,11215,10500,서울특별시 광진구 자양동 594,0,0,0,0,0,0,30000,20000,40000,127.07737,37.530019
2175,4820467,54-17 거주자우선주차장,11215,10500,서울특별시 광진구 자양동 54-17,0,0,0,0,0,0,30000,20000,40000,127.063728,37.535056
2176,4820468,자양1차우성아파트옆노상주차장,11215,10500,서울특별시 광진구 자양동 579 우성아파트,0,0,0,0,0,0,30000,20000,40000,127.075535,37.534842
2177,4820479,송림기사식당길B공영주차장,11215,10500,서울특별시 광진구 자양동 584-5,0,0,0,0,0,0,30000,20000,40000,127.074961,37.531174
2178,4820482,송림기사식당길공영주차장,11215,10500,서울특별시 광진구 자양동 579 우성아파트,5,200,0,0,0,90000,30000,20000,40000,127.075986,37.534445
2179,4820495,674 노상주차장,11215,10500,서울특별시 광진구 자양동 674 서울광양중학교,0,0,0,0,0,0,30000,20000,40000,127.067036,37.533407
2180,4820500,690-16 노상주차장,11215,10500,서울특별시 광진구 자양동 690-16,0,0,0,0,0,0,30000,20000,40000,127.088431,37.530771
2181,4820618,686-46 노상주차장,11215,10500,서울특별시 광진구 자양동 686-46,0,0,0,0,0,0,30000,20000,40000,127.088046,37.531634
2182,4820620,594 노상주차장,11215,10500,서울특별시 광진구 자양동 594,0,0,0,0,0,0,30000,20000,40000,127.078495,37.52968
2183,4820621,광양고등학교뒤노상주차장,11215,10500,서울특별시 광진구 자양동 226-1 성진빌리지,0,0,0,0,0,0,30000,20000,40000,127.085194,37.528589
2184,4820622,자양10차현대홈타운앞노상주차장,11215,10500,서울특별시 광진구 자양동 792 자양10차현대홈타운,0,0,0,0,0,0,30000,20000,40000,127.070996,37.533021
2185,4800147,동서울호텔길노상공영주차장,11215,10500,서울특별시 광진구 자양동 609-1,5,250,0,0,0,100000,0,0,0,127.09175,37.53169
2186,4820625,748-2 노상주차장,11215,10500,서울특별시 광진구 자양2동 748-2,0,0,0,0,0,0,30000,20000,40000,127.075655,37.529169
2187,4820627,자양10차현대홈타운앞노상주차장,11215,10500,서울특별시 광진구 자양동 792 자양10차현대홈타운,0,0,0,0,0,0,30000,20000,40000,127.071074,37.533213
2188,4820639,광양고등학교뒤노상주차장,11215,10500,서울특별시 광진구 자양동 674 광양중학교,0,0,0,0,0,0,30000,20000,40000,127.09027,37.530031
2189,4820641,593-32 노상주차장,11215,10500,서울특별시 광진구 자양동 593-32,0,0,0,0,0,0,30000,20000,40000,127.076662,37.529237
2190,4837917,동서울호텔길노상공영주차장,11215,10500,서울특별시 광진구 자양동 609-1,5,250,0,0,0,100000,0,0,0,127.091745,37.531638
2191,4820653,송림기사식당길A노상공영주차장,11215,10500,서울특별시 광진구 자양동 579 우성아파트,0,0,0,0,0,0,30000,20000,40000,127.075932,37.533836
2192,4820656,천주교자양동교회노상주차장,11215,10500,서울특별시 광진구 자양동 669 자양2동천주교회,0,0,0,0,0,0,30000,20000,40000,127.084141,37.529171
2193,4755833,동서울호텔길노상공영주차장,11215,10500,서울특별시 광진구 자양동 609-1,5,250,0,0,0,100000,0,0,0,127.091773,37.53159
2194,4820662,현대맨션가동옆노상주차장,11215,10500,서울특별시 광진구 자양동 586-1 현대맨션,0,0,0,0,0,0,30000,20000,40000,127.073769,37.531819
2195,4820669,송림기사식당길공영주차장,11215,10500,서울특별시 광진구 자양동 579 우성아파트,5,200,0,0,0,90000,30000,20000,40000,127.075997,37.534519
2196,4820670,자양2차우성아파트노상주차장,11215,10500,서울특별시 광진구 자양동 462-6,0,0,0,0,0,0,30000,20000,40000,127.073179,37.533363
2197,4820671,452-5 노상주차장,11215,10500,서울특별시 광진구 자양동 452-5 우성빌라,0,0,0,0,0,0,30000,20000,40000,127.074177,37.532705
2198,4820681,미주맨션옆노상주차장,11215,10500,서울특별시 광진구 자양동 585-16 미주맨션,0,0,0,0,0,0,30000,20000,40000,127.074251,37.531072
2199,4820688,807-7 노상주차장,11215,10500,서울특별시 광진구 자양동 807-7,0,0,0,0,0,0,30000,20000,40000,127.077608,37.534862
2200,4820693,678-23 노상주차장,11215,10500,서울특별시 광진구 자양동 678-23,0,0,0,0,0,0,30000,20000,40000,127.085212,37.530487
2201,4820694,광양고등학교뒤노상주차장,11215,10500,서울특별시 광진구 자양동 674 서울광양중학교,0,0,0,0,0,0,30000,20000,40000,127.086417,37.528834
