일련번호(no),주차장고유값(pl_id),주차장이름(pl_nm),구코드(sgg_code),법정동코드(bemd_code),주소(지번)(lot_num_address),일반-기본단위시간(pl_basic_rate_min),일반-기본단위금액(pl_basic_rate_amt),일반-추가단위시간(pl_addi_rate_min),일반-추가단위금액(pl_addi_rate_amt),일반-1일(전일)(pl_allday_pass_amt),일반-1월(정기권)(pl_month_pass_amt),건축물층수-지하(pl_num_floor_underground),건축물층수-지상(pl_num_floor_aboveground),계획주차면수(pl_num_space_planned),경도(logitude),위도(latitude)
1217,4927563,뚝섬로27길 007-00 주차장,11215,10500,서울특별시 광진구 자양동 553-390,0,0,0,0,0,0,1,2,0.0,127.065952,37.536382
1218,4928337,자양로6길 024-11 주차장,11215,10500,서울특별시 광진구 자양동 685-28,0,0,0,0,0,0,1,1,0.0,127.087562,37.532278
1219,4929012,아차산로38길 005-17 주차장,11215,10500,서울특별시 광진구 자양동 227-307,0,0,0,0,0,0,1,1,0.0,127.075757,37.537872
1220,4929374,뚝섬로22가길 020-06 주차장,11215,10500,서울특별시 광진구 자양동 196-17,0,0,0,0,0,0,1,2,2.0,127.062381,37.535235
1221,4929587,능동로3길 044-00 주차장,11215,10500,서울특별시 광진구 자양동 57-94,0,0,0,0,0,0,1,2,0.0,127.065145,37.53403
1222,4930190,자양번영로5길 037-08 주차장,11215,10500,서울특별시 광진구 자양동 466-2,0,0,0,0,0,0,1,2,1.0,127.072988,37.532809
1223,4930374,자양번영로11길 004-00 주차장,11215,10500,서울특별시 광진구 자양동 227-132,0,0,0,0,0,0,0,2,0.0,127.076606,37.537044
1224,4930791,자양번영로11길 015-09 주차장,11215,10500,서울특별시 광진구 자양동 227-159,0,0,0,0,0,0,0,2,0.0,127.075818,37.536819
1225,4931422,뚝섬로40길 063-11 주차장,11215,10500,서울특별시 광진구 자양동 476-2,0,0,0,0,0,0,1,2,0.0,127.072184,37.531151
1226,4931630,크로마하우스5차 주차장,11215,10500,서울특별시 광진구 자양동 227-168 크로마하우스5차,0,0,0,0,0,0,0,5,5.0,127.07559,37.536959
1227,4931636,드림하이빌2차 주차장,11215,10500,서울특별시 광진구 자양동 227-78 드림하이빌2차,0,0,0,0,0,0,1,7,10.0,127.075524,37.537602
1228,4933033,향기빌리지 주차장,11215,10500,서울특별시 광진구 자양동 613-4,0,0,0,0,0,0,0,5,5.0,127.07876,37.534672
1229,4933884,아차산로39가길 017-00 주차장,11215,10500,서울특별시 광진구 자양동 225-57,0,0,0,0,0,0,0,1,0.0,127.076333,37.539218
1230,4935160,아차산로41가길 006-05 주차장,11215,10500,서울특별시 광진구 자양동 225-18,0,0,0,0,0,0,1,2,0.0,127.078125,37.538917
1231,4936105,뚝섬로44길 056-00 주차장,11215,10500,서울특별시 광진구 자양동 600-29,0,0,0,0,0,0,1,2,0.0,127.075582,37.530517
1232,4936221,뚝섬로45길 030-00 주차장,11215,10500,서울특별시 광진구 자양동 614-26,0,0,0,0,0,0,1,2,0.0,127.07826,37.533799
1233,4937684,자양로7길 006-00 주차장,11215,10500,서울특별시 광진구 자양동 657-29,0,0,0,0,0,0,1,2,0.0,127.084469,37.533262
1234,4940040,뚝섬로36가길 036-00 주차장,11215,10500,서울특별시 광진구 자양동 476-17,0,0,0,0,0,0,1,3,0.0,127.072211,37.531277
1235,4940147,뚝섬로64길 032-00 주차장,11215,10500,서울특별시 광진구 자양동 687-13,0,0,0,0,0,0,1,4,4.0,127.088824,37.532174
1236,4941485,뚝섬로54길 038-00 주차장,11215,10500,서울특별시 광진구 자양동 639-33,0,0,0,0,0,0,1,1,0.0,127.08009,37.529929
1237,4943359,자양번영로3다길 011-03 주차장,11215,10500,서울특별시 광진구 자양동 586-3,0,0,0,0,0,0,1,2,0.0,127.073318,37.531596
1238,4957465,뚝섬로 612-01 주차장,11215,10500,서울특별시 광진구 자양동 607-13,0,0,0,0,0,0,1,3,0.0,127.077713,37.532373
1239,4957698,뚝섬로59길 046-00 주차장,11215,10500,서울특별시 광진구 자양동 628-7,0,0,0,0,0,0,0,3,0.0,127.083608,37.534017
1240,4957704,아차산로40길 043-00 주차장,11215,10500,서울특별시 광진구 자양동 229-30,0,0,0,0,0,0,0,4,4.0,127.078061,37.535655
1241,4957895,아름빌 주차장,11215,10500,서울특별시 광진구 자양동 622-12 아름빌,0,0,0,0,0,0,0,5,7.0,127.080636,37.534624
1242,4957896,뚝섬로52나길 050-05 주차장,11215,10500,서울특별시 광진구 자양동 650-14,0,0,0,0,0,0,0,2,0.0,127.081801,37.530027
1243,4959620,바우하우스 주차장,11215,10500,서울특별시 광진구 자양동 79-4,0,0,0,0,0,0,0,5,4.0,127.065473,37.533773
1244,4959621,한양에버빌5 주차장,11215,10500,서울특별시 광진구 자양동 774-3,0,0,0,0,0,0,0,6,7.0,127.080097,37.537951
1245,4959622,백합빌라 주차장,11215,10500,서울특별시 광진구 자양동 801-1 백합빌라,0,0,0,0,0,0,1,4,10.0,127.077878,37.536456
1246,4959623,자양로13길 107-00 주차장,11215,10500,서울특별시 광진구 자양동 635-33,0,0,0,0,0,0,1,4,0.0,127.079922,37.532236
1247,4959626,뚝섬로60길 008-00 주차장,11215,10500,서울특별시 광진구 자양동 681-25,0,0,0,0,0,0,0,4,0.0,127.086536,37.532447
1248,4959630,자양번영로4길 042-22 주차장,11215,10500,서울특별시 광진구 자양동 597-42,0,0,0,0,0,0,0,4,0.0,127.077216,37.530214
1249,4959633,아차산로40길 048-00 주차장,11215,10500,서울특별시 광진구 자양동 808,0,0,0,0,0,0,1,4,3.0,127.07779,37.535575
1250,4959636,화성빌딩 주차장,11215,10500,서울특별시 광진구 자양동 657-5,30,2000,0,0,0,100000,1,6,18.0,127.084377,37.533638
1251,4959637,동일로4가길 006-00 주차장,11215,10500,서울특별시 광진구 자양동 197-11,0,0,0,0,0,0,1,2,2.0,127.062346,37.535902
1252,4959656,광진학원 주차장,11215,10500,서울특별시 광진구 자양동 688-9,0,0,0,0,0,0,0,4,0.0,127.088894,37.531742
1253,4959657,서원하이빌 주차장,11215,10500,서울특별시 광진구 자양동 686-36 서원하이빌,0,0,0,0,0,0,0,5,7.0,127.08748,37.53171
1254,4959865,뚝섬로43길 025-00 주차장,11215,10500,서울특별시 광진구 자양동 610-49,0,0,0,0,0,0,0,5,10.0,127.077727,37.53368
1255,4959870,뚝섬로22길 033-17 주차장,11215,10500,서울특별시 광진구 자양동 202-31,0,0,0,0,0,0,1,2,0.0,127.061682,37.53514
1256,4959871,태평빌딩 주차장,11215,10500,서울특별시 광진구 자양동 223-4,0,0,0,0,0,0,1,4,6.0,127.078795,37.537395
1257,4959874,가원빌 주차장,11215,10500,서울특별시 광진구 자양동 667-21,0,0,0,0,0,0,0,4,7.0,127.084949,37.529888
1258,4959893,뚝섬로52길 004-05 주차장,11215,10500,서울특별시 광진구 자양동 606-26,0,0,0,0,0,0,1,3,0.0,127.079227,37.531837
1259,4959898,뚝섬로46길 038-00 주차장,11215,10500,서울특별시 광진구 자양동 599-12,0,0,0,0,0,0,1,3,0.0,127.076399,37.531088
1260,4960131,건영상사 주차장,11215,10500,서울특별시 광진구 자양동 607-34 건영상사,0,0,0,0,0,0,1,4,0.0,127.077115,37.53236
1261,4960134,자양아트빌라 주차장,11215,10500,서울특별시 광진구 자양동 669-1 자양아트빌라,0,0,0,0,0,0,1,4,0.0,127.08439,37.529158
1262,4960137,우창주택 주차장,11215,10500,서울특별시 광진구 자양동 479 우창주택,0,0,0,0,0,0,1,4,14.0,127.07115,37.531432
1263,4961335,성지빌라 주차장,11215,10500,서울특별시 광진구 자양동 683-28,0,0,0,0,0,0,0,5,4.0,127.08815,37.532949
1264,4961336,동광팰리스 주차장,11215,10500,서울특별시 광진구 자양동 595-14 동광팰리스,0,0,0,0,0,0,0,5,8.0,127.077813,37.530295
1265,4961339,그린빌라4 주차장,11215,10500,서울특별시 광진구 자양동 618-35 그린빌라4,0,0,0,0,50000,0,0,4,6.0,127.079298,37.532996
1266,4961340,아차산로22길 017-00 주차장,11215,10500,서울특별시 광진구 자양동 16-41,0,0,0,0,0,0,0,5,0.0,127.064381,37.541016
1267,4961342,동일로18가길 021-00 주차장,11215,10500,서울특별시 광진구 자양동 840-8,0,0,0,0,0,0,1,3,0.0,127.064816,37.538821
1268,4961343,뚝섬로52길 032-00 주차장,11215,10500,서울특별시 광진구 자양동 596-19,0,0,0,0,0,0,0,3,3.0,127.078796,37.530618
1269,4961344,뚝섬로 649-10 주차장,11215,10500,서울특별시 광진구 자양동 653-25,0,0,0,0,0,0,0,4,5.0,127.081881,37.53195
1270,4961345,아차산로40길 064-00 주차장,11215,10500,서울특별시 광진구 자양동 611-38,0,0,0,0,0,0,1,4,0.0,127.077477,37.534879
1271,4961348,뚝섬로59길 013-00 주차장,11215,10500,서울특별시 광진구 자양동 659-12,0,0,0,0,0,0,1,4,0.0,127.083903,37.532618
1272,4961349,경동그린맨션 주차장,11215,10500,서울특별시 광진구 자양동 553-517 경동그린맨션,0,0,0,0,0,0,1,3,35.0,127.067728,37.536812
1273,4961350,서울클리닉빌딩 주차장,11215,10500,서울특별시 광진구 자양동 45-13 서울클리닉빌딩,0,0,0,0,0,0,1,6,11.0,127.065431,37.535871
1274,4961351,능동로3길 066-15 주차장,11215,10500,서울특별시 광진구 자양동 56-10,0,0,0,0,0,0,1,3,0.0,127.063448,37.53495
1275,4961352,아차산로 300-01 주차장,11215,10500,서울특별시 광진구 자양동 227-3,0,0,0,0,0,0,0,4,15.0,127.076111,37.537967
1276,4961354,재성빌딩 주차장,11215,10500,서울특별시 광진구 자양동 17-5,30,1500,30,1500,10000,0,1,4,40.0,127.06484,37.54157
1277,4961355,자양번영로9길 012-08 주차장,11215,10500,서울특별시 광진구 자양동 227-251,0,0,0,0,0,0,1,2,0.0,127.076007,37.536536
1278,4961566,능동로8길 022-00 주차장,11215,10500,서울특별시 광진구 자양동 512-3,0,0,0,0,0,0,1,4,0.0,127.070386,37.536272
1279,4980962,동일로16길 021-04 주차장,11215,10500,서울특별시 광진구 자양동 832-14,0,0,0,0,0,0,1,2,0.0,127.063907,37.539146
1280,4994494,자양로7길 025-00 주차장,11215,10500,서울특별시 광진구 자양동 659,0,0,0,0,0,0,1,2,1.0,127.083451,37.532767
1281,4995408,뚝섬로22가길 048-05 주차장,11215,10500,서울특별시 광진구 자양동 55-20,0,0,0,0,0,0,1,2,0.0,127.063878,37.534744
1282,4995686,뚝섬리버빌7차 주차장,11215,10500,서울특별시 광진구 자양동 57-51 뚝섬리버빌7차,0,0,0,0,0,0,0,5,8.0,127.064102,37.534497
1283,5003566,아차산로40길 050-08 주차장,11215,10500,서울특별시 광진구 자양동 805-4,0,0,0,0,0,0,1,3,0.0,127.077351,37.53567
1284,5005432,뚝섬로 646-06 주차장,11215,10500,서울특별시 광진구 자양동 652-2,0,0,0,0,0,0,1,2,0.0,127.081124,37.531263
1285,5006091,능동로3길 070-00 주차장,11215,10500,서울특별시 광진구 자양동 57-146,0,0,0,0,0,0,1,2,0.0,127.063781,37.534418
1286,5006092,뚝섬로30가길 018-04 주차장,11215,10500,서울특별시 광진구 자양동 52-25,0,0,0,0,0,0,1,2,0.0,127.065187,37.535214
1287,5013209,대원리버빌아파트 주차장,11215,10500,서울특별시 광진구 자양동 587-6 대원리버빌아파트,0,0,0,0,0,0,1,11,43.0,127.071769,37.530626
1288,5013210,태원강변아파트 주차장,11215,10500,서울특별시 광진구 자양동 588 태원강변아파트,0,0,0,0,0,0,1,14,32.0,127.072252,37.530568
1289,5013215,자양번영로3 003-00 주차장,11215,10500,서울특별시 광진구 자양동 590-5,0,0,0,0,0,0,0,2,17.0,127.07413,37.530072
1290,5013216,자양번영로 011-00 주차장,11215,10500,서울특별시 광진구 자양동 584-13,0,0,0,0,0,0,1,5,11.0,127.074707,37.530713
1291,5013217,영진빌딩 주차장,11215,10500,서울특별시 광진구 자양동 584-11,0,0,0,0,0,0,1,5,7.0,127.074888,37.531249
1292,5013218,대양빌딩 주차장,11215,10500,서울특별시 광진구 자양동 584-3,0,0,0,0,0,0,1,6,10.0,127.074965,37.531539
1293,5013219,자양번영로3길 003-00 주차장,11215,10500,서울특별시 광진구 자양동 584-1,0,0,0,0,0,0,1,4,0.0,127.074785,37.531572
1294,5013220,현대맨션 주차장,11215,10500,서울특별시 광진구 자양동 584-23,0,0,0,0,0,0,1,3,0.0,127.074509,37.531424
1295,5013222,현대하이츠빌라 주차장,11215,10500,서울특별시 광진구 자양동 584-9 현대하이츠빌라,0,0,0,0,0,0,1,2,0.0,127.074493,37.53117
1296,5013224,에코하우스 주차장,11215,10500,서울특별시 광진구 자양동 584-10 에코하우스,0,0,0,0,0,0,0,4,6.0,127.074451,37.531074
1297,5013225,자양번영로1길 004-03 주차장,11215,10500,서울특별시 광진구 자양동 584-16,0,0,0,0,0,0,1,3,3.0,127.074529,37.530855
1298,5013226,금호연립 주차장,11215,10500,서울특별시 광진구 자양동 590-2 금호연립,0,0,0,0,0,0,1,2,0.0,127.074245,37.530373
1299,5017082,한성빌라 주차장,11215,10500,서울특별시 광진구 자양동 232-38 한성빌라,0,0,0,0,0,0,0,4,6.0,127.07885,37.535191
1300,5017417,자양로13가길 013-00 주차장,11215,10500,서울특별시 광진구 자양동 622-23,0,0,0,0,0,0,0,4,0.0,127.081207,37.534679
1301,5017418,뚝섬로51길 052-00 주차장,11215,10500,서울특별시 광진구 자양동 623-8,0,0,0,0,0,0,1,3,0.0,127.081257,37.534468
1302,5017419,뚝섬로51길 048-00 주차장,11215,10500,서울특별시 광진구 자양동 623-13,0,0,0,0,0,0,1,3,0.0,127.081145,37.534369
1303,5017420,뚝섬로51길 044-01 주차장,11215,10500,서울특별시 광진구 자양동 623-22,0,0,0,0,0,0,1,3,0.0,127.080998,37.534232
1304,5017421,미성아트빌 주차장,11215,10500,서울특별시 광진구 자양동 623-24 미성아트빌,0,0,0,0,0,0,0,5,6.0,127.080878,37.534127
1305,5017422,브니엘장애인교회 주차장,11215,10500,서울특별시 광진구 자양동 623-43,0,0,0,0,0,0,0,2,4.0,127.080568,37.533844
1306,5017423,자양로13길 068-00 주차장,11215,10500,서울특별시 광진구 자양동 623-39,0,0,0,0,0,0,0,4,0.0,127.080965,37.533694
1307,5017424,자양로13길 062-00 주차장,11215,10500,서울특별시 광진구 자양동 623-28,0,0,0,0,0,0,0,4,0.0,127.081212,37.533921
1308,5017425,자양로13길 060-00 주차장,11215,10500,서울특별시 광진구 자양동 623-19,0,0,0,0,0,0,0,4,0.0,127.081321,37.534022
1309,5017426,삼호아트빌 주차장,11215,10500,서울특별시 광진구 자양동 623-6,0,0,0,0,0,0,0,5,0.0,127.081435,37.534309
1310,5017427,동주빌딩 주차장,11215,10500,서울특별시 광진구 자양동 623-3 동주빌딩,0,0,0,0,0,0,1,4,0.0,127.081667,37.534325
1311,5017428,자양로13가길 003-00 주차장,11215,10500,서울특별시 광진구 자양동 623-2,0,0,0,0,0,0,1,4,0.0,127.081535,37.534408
1312,5017429,뚝섬로51길 050-03 주차장,11215,10500,서울특별시 광진구 자양동 623-17,0,0,0,0,0,0,0,4,3.0,127.08129,37.534314
1313,5017430,자양로15길 101-00 주차장,11215,10500,서울특별시 광진구 자양동 613,0,0,0,0,0,0,0,4,3.0,127.078304,37.534579
1314,5017431,뚝섬로59길 067-00 주차장,11215,10500,서울특별시 광진구 자양동 630-42,0,0,0,0,0,0,1,4,0.0,127.083082,37.534857
1315,5017432,크로마하우스 주차장,11215,10500,서울특별시 광진구 자양동 613-21 크로마하우스,0,0,0,0,0,0,0,5,4.0,127.078411,37.534467
1316,5017433,송림아트빌 주차장,11215,10500,서울특별시 광진구 자양동 613-20,0,0,0,0,0,0,0,6,4.0,127.078539,37.534473
1317,5017434,자양로15길 091-05 주차장,11215,10500,서울특별시 광진구 자양동 613-17,0,0,0,0,0,0,0,3,0.0,127.078805,37.534564
1318,5017438,뚝섬로47길 037-00 주차장,11215,10500,서울특별시 광진구 자양동 613-31,0,0,0,0,0,0,0,2,0.0,127.078766,37.534174
1319,5017439,자양8차현대홈타운 주차장,11215,10500,서울특별시 광진구 자양동 789 자양8차현대홈타운,0,0,0,0,0,0,1,19,323.0,127.07196,37.533451
1320,5017765,현대6차아파트 주차장,11215,10500,서울특별시 광진구 자양동 786 현대6차아파트,0,0,0,0,0,0,0,2,192.0,127.071743,37.532871
1321,5017766,우리빌딩 주차장,11215,10500,서울특별시 광진구 자양동 24-5 우리빌딩,0,0,0,0,0,0,1,4,9.0,127.063595,37.540131
1322,5017767,동일로18길 031-00 주차장,11215,10500,서울특별시 광진구 자양동 13-9,0,0,0,0,0,0,1,3,0.0,127.064654,37.539696
1323,5017768,동일로18길 041-00 주차장,11215,10500,서울특별시 광진구 자양동 13-40,0,0,0,0,0,0,0,5,0.0,127.065139,37.539524
1324,5017769,동일로20길 018-00 주차장,11215,10500,서울특별시 광진구 자양동 16-65,0,0,0,0,0,0,1,3,0.0,127.064637,37.541203
1325,5017770,동일로20길 020-00 주차장,11215,10500,서울특별시 광진구 자양동 16-3,0,0,0,0,0,0,1,5,0.0,127.064763,37.541116
1326,5017771,아차산로30길 020-11 주차장,11215,10500,서울특별시 광진구 자양동 9-26,0,0,0,0,0,0,1,3,0.0,127.066799,37.540083
1327,5017772,성용빌딩 주차장,11215,10500,서울특별시 광진구 자양동 7-17 성용빌딩,0,0,0,0,0,0,1,7,8.0,127.068483,37.540396
1328,5017773,동일로20길 085-00 주차장,11215,10500,서울특별시 광진구 자양동 7-21,0,0,0,0,0,0,1,4,0.0,127.068273,37.540172
1329,5017775,동일로20길 119-00 주차장,11215,10500,서울특별시 광진구 자양동 1-9,0,0,0,0,0,0,1,3,0.0,127.070051,37.539611
1330,5017777,동일로20길 092-00 주차장,11215,10500,서울특별시 광진구 자양동 6-1,0,0,0,0,0,0,1,4,0.0,127.068473,37.539884
1331,5017778,한빛하우스 주차장,11215,10500,서울특별시 광진구 자양동 6-28,0,0,0,0,0,0,0,5,0.0,127.068033,37.53986
1332,5017779,아차산로30길 015-00 주차장,11215,10500,서울특별시 광진구 자양동 6-40,0,0,0,0,0,0,1,2,0.0,127.067682,37.540023
1333,5017780,길린빌 주차장,11215,10500,서울특별시 광진구 자양동 6-45 길린빌,0,0,0,0,0,0,0,5,6.0,127.067778,37.539703
1334,5017781,능동로7길 041-08 주차장,11215,10500,서울특별시 광진구 자양동 553-406,0,0,0,0,0,0,0,4,4.0,127.066902,37.537139
1335,5017782,능동로7길 041-10 주차장,11215,10500,서울특별시 광진구 자양동 553-407,0,0,0,0,0,0,1,3,0.0,127.066924,37.537031
1336,5017783,자양강변길 091-00 주차장,11215,10500,서울특별시 광진구 자양동 92-11,0,0,0,0,0,0,1,4,0.0,127.064033,37.532652
1337,5017784,자양강변길 115-00 주차장,11215,10500,서울특별시 광진구 자양동 90-3,0,0,0,0,0,0,1,6,9.0,127.065207,37.532365
1338,5017786,능동로3다길 025-00 주차장,11215,10500,서울특별시 광진구 자양동 84-10,0,0,0,0,0,0,1,3,2.0,127.064505,37.532999
1339,5017787,파크 하우스 주차장,11215,10500,서울특별시 광진구 자양동 86-1 파크 하우스,0,0,0,0,0,0,0,3,0.0,127.064781,37.533216
1340,5017788,능동로3다길 003-11 주차장,11215,10500,서울특별시 광진구 자양동 79-10,0,0,0,0,0,0,1,4,4.0,127.065602,37.533494
1341,5018118,능동로3길 027-00 주차장,11215,10500,서울특별시 광진구 자양동 78-39,0,0,0,0,0,0,0,5,3.0,127.065899,37.533677
1342,5018119,뚝섬로27길 049-07 주차장,11215,10500,서울특별시 광진구 자양동 846-5,0,0,0,0,0,0,1,3,0.0,127.066173,37.53824
1343,5018121,뚝섬로31가길 018-00 주차장,11215,10500,서울특별시 광진구 자양동 553-526,0,0,0,0,0,0,1,3,3.0,127.067118,37.536442
1344,5018123,능동로5길 011-00 주차장,11215,10500,서울특별시 광진구 자양동 553-527,0,0,0,0,0,0,1,3,3.0,127.067257,37.536545
1345,5018125,경원주택 주차장,11215,10500,서울특별시 광진구 자양동 553-528,0,0,0,0,0,0,0,3,0.0,127.067248,37.536417
1346,5018126,뚝섬로31가길 012-00 주차장,11215,10500,서울특별시 광진구 자양동 553-8,0,0,0,0,0,0,1,2,0.0,127.067261,37.536199
1347,5018127,뚝섬로31길 005-00 주차장,11215,10500,서울특별시 광진구 자양동 552-3,0,0,0,0,0,0,0,2,1.0,127.067491,37.535928
1348,5018128,뚝섬로31가길 003-07 주차장,11215,10500,서울특별시 광진구 자양동 553-199,0,0,0,0,0,0,0,5,3.0,127.067071,37.535918
1349,5018129,아차산로22길 035-00 주차장,11215,10500,서울특별시 광진구 자양동 16-33,0,0,0,0,0,0,1,3,0.0,127.063991,37.540289
1350,5018130,아차산로28길 026-00 주차장,11215,10500,서울특별시 광진구 자양동 10-16,0,0,0,0,0,0,1,2,0.0,127.066259,37.539556
1351,5018131,아차산로28길 020-12 주차장,11215,10500,서울특별시 광진구 자양동 10-22,0,0,0,0,0,0,1,2,0.0,127.066011,37.539507
1352,5018132,아차산로28길 020-06 주차장,11215,10500,서울특별시 광진구 자양동 10-25,0,0,0,0,0,0,1,2,0.0,127.066151,37.53975
1353,5018133,동일로18길 053-03 주차장,11215,10500,서울특별시 광진구 자양동 10-28,0,0,0,0,0,0,1,2,0.0,127.065749,37.539465
1354,5018134,동일로18길 053-05 주차장,11215,10500,서울특별시 광진구 자양동 10-4,0,0,0,0,0,0,0,3,0.0,127.065814,37.539551
1355,5018135,아차산로26길 017-05 주차장,11215,10500,서울특별시 광진구 자양동 10-36,0,0,0,0,0,0,1,2,0.0,127.066271,37.540494
1356,5018136,아차산로26길 040-06 주차장,11215,10500,서울특별시 광진구 자양동 13-60,0,0,0,0,0,0,1,2,0.0,127.065119,37.539762
1357,5018137,동일로10가길 006-00 주차장,11215,10500,서울특별시 광진구 자양동 836-12,0,0,0,0,0,0,1,2,0.0,127.063705,37.53831
1358,5018138,동일로10나길 013-01 주차장,11215,10500,서울특별시 광진구 자양동 838-6,0,0,0,0,0,0,1,3,0.0,127.064358,37.538325
1359,5018139,동일로10나길 019-00 주차장,11215,10500,서울특별시 광진구 자양동 838-5,0,0,0,0,0,0,1,3,0.0,127.064504,37.538397
1360,5018140,동일로18길 040-04 주차장,11215,10500,서울특별시 광진구 자양동 12-15,0,0,0,0,0,0,1,3,0.0,127.064831,37.539281
1361,5018141,동일로18가길 011-00 주차장,11215,10500,서울특별시 광진구 자양동 840-3,0,0,0,0,0,0,1,3,3.0,127.064578,37.539151
1362,5018475,동일로18가길 017-00 주차장,11215,10500,서울특별시 광진구 자양동 840-6,0,0,0,0,0,0,1,3,0.0,127.064691,37.538958
1363,5018477,동일로18가길 023-04 주차장,11215,10500,서울특별시 광진구 자양동 840-10,0,0,0,0,0,0,1,3,0.0,127.065019,37.538775
1364,5018478,동일로18가길 023-03 주차장,11215,10500,서울특별시 광진구 자양동 840-9,0,0,0,0,0,0,1,3,0.0,127.064943,37.538864
1365,5018479,아차산로42길 008-00 주차장,11215,10500,서울특별시 광진구 자양동 223-29,0,0,0,0,0,0,1,2,3.0,127.078861,37.537204
1366,5018481,아차산로42길 006-00 주차장,11215,10500,서울특별시 광진구 자양동 223-3,0,0,0,0,0,0,1,3,3.0,127.078926,37.53728
1367,5018483,그린하우스 주차장,11215,10500,서울특별시 광진구 자양동 222-13,0,0,0,0,0,0,1,4,0.0,127.079246,37.537265
1368,5018484,인성빌딩 주차장,11215,10500,서울특별시 광진구 자양동 222-11,0,0,0,0,0,0,1,4,3.0,127.07943,37.537229
1369,5018485,예림빌딩 주차장,11215,10500,서울특별시 광진구 자양동 222-9,0,0,0,0,0,0,1,7,8.0,127.079721,37.537217
1370,5018486,서울자양초등학교 주차장,11215,10500,서울특별시 광진구 자양동 222-6 서울자양초등학교,0,0,0,0,0,30000,1,4,48.0,127.079554,37.536794
1371,5018487,NK빌 주차장,11215,10500,서울특별시 광진구 자양동 222-5 NK빌,0,0,0,0,0,0,0,5,4.0,127.080313,37.53681
1372,5018488,아차산로44길 008-00 주차장,11215,10500,서울특별시 광진구 자양동 222-3,0,0,0,0,0,0,1,3,0.0,127.080435,37.536914
1373,5018489,신생유치원 주차장,11215,10500,서울특별시 광진구 자양동 221-1,0,0,0,0,0,0,1,4,0.0,127.080926,37.536937
1374,5018490,경성아트빌 주차장,11215,10500,서울특별시 광진구 자양동 221-3 경성아트빌,0,0,0,0,0,0,0,6,18.0,127.080936,37.536707
1375,5018491,삼성홈타운9차 주차장,11215,10500,서울특별시 광진구 자양동 221-7 삼성홈타운9차,0,0,0,0,0,0,0,6,6.0,127.080867,37.536424
1376,5018492,아차산로46길 014-02 주차장,11215,10500,서울특별시 광진구 자양동 221-17,0,0,0,0,0,0,1,2,0.0,127.080589,37.536489
1377,5018787,동일로20길 116-00 주차장,11215,10500,서울특별시 광진구 자양동 2-9,0,0,0,0,0,0,1,4,0.0,127.069762,37.539476
1378,5018790,뚝섬로24길 060-00 주차장,11215,10500,서울특별시 광진구 자양동 57-134,0,0,0,0,0,0,1,2,2.0,127.06254,37.533982
1379,5018793,까사리버자양 주차장,11215,10500,서울특별시 광진구 자양동 57-124 까사리버자양,0,0,0,0,0,0,0,5,7.0,127.062394,37.534016
1380,5018795,성수빌딩 주차장,11215,10500,서울특별시 광진구 자양동 181-1 성수빌딩,0,0,0,0,0,0,1,6,10.0,127.061081,37.533979
1381,5018802,동일로18나길 011-04 주차장,11215,10500,서울특별시 광진구 자양동 841-1,0,0,0,0,0,0,1,2,0.0,127.065727,37.538827
1382,5018804,동일로18길 068-00 주차장,11215,10500,서울특별시 광진구 자양동 11-3,0,0,0,0,0,0,1,3,0.0,127.066435,37.538787
1383,5018805,강북명성교회 주차장,11215,10500,서울특별시 광진구 자양동 586-24 강북명성교회,0,0,0,0,0,0,1,4,4.0,127.072674,37.530923
1384,5018806,자양번영로1길 039-00 주차장,11215,10500,서울특별시 광진구 자양동 588-5,0,0,0,0,0,0,1,4,0.0,127.072535,37.53073
1385,5018807,자양번영로1길 029-00 주차장,11215,10500,서울특별시 광진구 자양동 588-9,0,0,0,0,0,0,1,3,0.0,127.073146,37.530708
1386,5018808,자양번영로3나길 036-02 주차장,11215,10500,서울특별시 광진구 자양동 588-14,0,0,0,0,0,0,1,2,1.0,127.07314,37.530528
1387,5018809,성호연립 주차장,11215,10500,서울특별시 광진구 자양동 16-5 성호연립,0,0,0,0,0,0,1,3,5.0,127.064505,37.540795
1388,5018810,아차산로22길 017-06 주차장,11215,10500,서울특별시 광진구 자양동 16-39,0,0,0,0,0,0,0,5,11.0,127.064671,37.540961
1389,5018811,아차산로22길 017-04 주차장,11215,10500,서울특별시 광진구 자양동 16-40,0,0,0,0,0,0,0,5,0.0,127.064513,37.540964
1390,5018812,숙희하우스 주차장,11215,10500,서울특별시 광진구 자양동 52-116,0,0,0,0,0,0,0,4,3.0,127.064523,37.535068
1391,5018813,우성골든빌라 주차장,11215,10500,서울특별시 광진구 자양동 513-2 우성골든빌라,0,0,0,0,0,0,1,4,0.0,127.070747,37.535833
1392,5018814,자양하이츠빌라 주차장,11215,10500,서울특별시 광진구 자양동 513-5 자양하이츠빌라,0,0,0,0,0,0,1,3,0.0,127.070818,37.535736
1393,5018815,뚝섬로33길 006-00 주차장,11215,10500,서울특별시 광진구 자양동 507-3,0,0,0,0,0,0,0,5,3.0,127.069577,37.535345
1394,5018816,태양빌딩 주차장,11215,10500,서울특별시 광진구 자양동 553-44,0,0,0,0,0,0,1,6,4.0,127.069669,37.535081
1395,5018817,이튼타워리버2차 주차장,11215,10500,서울특별시 광진구 자양동 507-6 이튼타워리버2차,30,1000,30,1000,0,0,2,25,192.0,127.069177,37.535503
