일련번호(no),주차장고유값(pl_id),주차장이름(pl_nm),구코드(sgg_code),법정동코드(bemd_code),주소(지번)(lot_num_address),일반-기본단위시간(pl_basic_rate_min),일반-기본단위금액(pl_basic_rate_amt),일반-추가단위시간(pl_addi_rate_min),일반-추가단위금액(pl_addi_rate_amt),일반-1일(전일)(pl_allday_pass_amt),일반-1월(정기권)(pl_month_pass_amt),건축물층수-지하(pl_num_floor_underground),건축물층수-지상(pl_num_floor_aboveground),계획주차면수(pl_num_space_planned),경도(logitude),위도(latitude)
5952,5024282,청인빌라 주차장,11215,10300,서울특별시 광진구 구의동 22-4,0,0,0,0,0,0,1,4,2.0,127.095089,37.554144
5953,5014037,영화사로16길 012-11 주차장,11215,10300,서울특별시 광진구 구의동 22-15,0,0,0,0,0,0,1,4,5.0,127.095276,37.554055
5954,5024283,욱현하이브 주차장,11215,10300,서울특별시 광진구 구의동 22-9,0,0,0,0,0,0,1,4,12.0,127.095032,37.553955
5955,5024298,다솜쉐르빌 주차장,11215,10300,서울특별시 광진구 구의동 22-22,0,0,0,0,0,0,0,4,4.0,127.095203,37.553859
5956,5024308,영화사로16길 012-20 주차장,11215,10300,서울특별시 광진구 구의동 22-23,0,0,0,0,0,0,0,4,8.0,127.0951,37.553804
5957,5014036,영화사로16길 012-03 주차장,11215,10300,서울특별시 광진구 구의동 22-13,0,0,0,0,0,0,1,4,10.0,127.095474,37.554271
5958,5069154,영화사로16길 012-06 주차장,11215,10300,서울특별시 광진구 구의동 22-35,0,0,0,0,0,0,0,5,3.0,127.09523,37.554249
5959,5024612,영화사로16길 013-00 주차장,11215,10300,서울특별시 광진구 구의동 20-6,0,0,0,0,0,0,1,3,0.0,127.095597,37.554518
5960,5014034,대산빌라 주차장,11215,10300,서울특별시 광진구 구의동 22-12 대산빌라,0,0,0,0,0,0,1,4,5.0,127.095588,37.55433
5961,5016272,청록빌라 주차장,11215,10300,서울특별시 광진구 구의동 20-14 청록빌라,0,0,0,0,0,0,0,5,6.0,127.096072,37.554512
5962,5016274,동궁빌라 주차장,11215,10300,서울특별시 광진구 구의동 19-1 동궁빌라,0,0,0,0,0,0,1,4,4.0,127.096293,37.554353
5963,5022862,영화사로16길 026-00 주차장,11215,10300,서울특별시 광진구 구의동 21-19,0,0,0,0,0,0,1,3,0.0,127.096095,37.554253
5964,5019153,영화사로16길 026-10 주차장,11215,10300,서울특별시 광진구 구의동 21-17,0,0,0,0,0,0,0,4,2.0,127.095907,37.554038
5965,4865119,영화사로16길 026-12 주차장,11215,10300,서울특별시 광진구 구의동 21-16,0,0,0,0,0,0,1,2,0.0,127.095807,37.553924
5966,5019154,영화사로16길 026-13 주차장,11215,10300,서울특별시 광진구 구의동 21-25,0,0,0,0,0,0,1,3,0.0,127.095848,37.55375
5967,5019152,영화사로16길 026-05 주차장,11215,10300,서울특별시 광진구 구의동 21-42,0,0,0,0,0,0,1,3,4.0,127.096142,37.554035
5968,5069258,영화사로16길 028-00 주차장,11215,10300,서울특별시 광진구 구의동 21-21,0,0,0,0,0,0,1,3,5.0,127.096218,37.554161
5969,5016275,하이빌 주차장,11215,10300,서울특별시 광진구 구의동 19-7 하이빌,0,0,0,0,0,0,1,4,7.0,127.09657,37.554239
5970,5016276,정원빌라 주차장,11215,10300,서울특별시 광진구 구의동 21-32,0,0,0,0,0,0,1,4,6.0,127.096379,37.554097
5971,5015091,삼성그린빌라 주차장,11215,10300,서울특별시 광진구 구의동 21-8 삼성그린빌라,0,0,0,0,0,0,1,4,7.0,127.096514,37.553951
5972,5019150,영진하이츠 주차장,11215,10300,서울특별시 광진구 구의동 21-30,0,0,0,0,0,0,0,5,9.0,127.096117,37.553917
5973,5019149,에스더하우스 주차장,11215,10300,서울특별시 광진구 구의동 21-29,0,0,0,0,0,0,1,5,9.0,127.096056,37.553747
5974,5019148,헤스티아 주차장,11215,10300,서울특별시 광진구 구의동 21-13,0,0,0,0,0,0,2,4,7.0,127.096171,37.553607
5975,5019147,우송빌리지 주차장,11215,10300,서울특별시 광진구 구의동 21-28,0,0,0,0,0,0,1,4,6.0,127.095973,37.553687
5976,5014672,영화사로16길 034-15 주차장,11215,10300,서울특별시 광진구 구의동 21-11,0,0,0,0,0,0,1,3,4.0,127.096069,37.553524
5977,5014671,성심하이츠 주차장,11215,10300,서울특별시 광진구 구의동 21-27,0,0,0,0,0,0,2,4,6.0,127.09585,37.553593
5978,5019151,일화맨션 주차장,11215,10300,서울특별시 광진구 구의동 21-31,0,0,0,0,0,0,1,4,4.0,127.096262,37.55401
5979,5067467,대명하이츠빌라 주차장,11215,10300,서울특별시 광진구 구의동 21-9,0,0,0,0,0,0,1,4,6.0,127.096432,37.553823
5980,5111465,성원드림빌 주차장,11215,10300,서울특별시 광진구 구의동 143-11,0,0,0,0,0,0,0,5,7.0,127.094963,37.554389
5981,5065800,이화그린빌리지 주차장,11215,10300,서울특별시 광진구 구의동 21-34 이화그린빌리지,0,0,0,0,0,0,1,4,5.0,127.096677,37.553835
5982,5015515,에덴주택 주차장,11215,10300,서울특별시 광진구 구의동 21-15,0,0,0,0,0,0,1,3,4.0,127.096453,37.553636
5983,5015113,거원빌리지 주차장,11215,10300,서울특별시 광진구 구의동 21-14,0,0,0,0,0,0,0,4,4.0,127.096344,37.55351
5984,5015516,영화사로16길 040-06 주차장,11215,10300,서울특별시 광진구 구의동 21-33,0,0,0,0,0,0,1,3,5.0,127.096557,37.553726
5985,5122864,구의동 아차산 한라아파트 주차장,11215,10300,서울특별시 광진구 구의동 662 구의동 아차산 한라아파트,0,0,0,0,0,0,1,6,73.0,127.097269,37.554064
5986,5015093,삼성로얄빌라 주차장,11215,10300,서울특별시 광진구 구의동 21-36,0,0,0,0,0,0,1,4,9.0,127.096839,37.55373
5987,5126830,삼성타워빌라 주차장,11215,10300,서울특별시 광진구 구의동 23-30 삼성타워빌라,0,0,0,0,0,0,1,4,4.0,127.097045,37.553616
5988,5015497,청기와빌라 주차장,11215,10300,서울특별시 광진구 구의동 23-29 청기와빌라,0,0,0,0,0,0,1,4,6.0,127.097191,37.553476
5989,5015147,청기와빌라 주차장,11215,10300,서울특별시 광진구 구의동 20-3,0,0,0,0,0,0,2,4,11.0,127.095395,37.554592
5990,5015099,이연팍스빌 주차장,11215,10300,서울특별시 광진구 구의동 23-33,0,0,0,0,0,0,0,4,6.0,127.096755,37.55331
5991,5015518,파랑새빌라 주차장,11215,10300,서울특별시 광진구 구의동 23-34 파랑새빌라,0,0,0,0,0,0,0,5,8.0,127.096657,37.553248
5992,5015519,명진빌라 주차장,11215,10300,서울특별시 광진구 구의동 23-35,0,0,0,0,0,0,0,4,7.0,127.096592,37.55314
5993,5015520,청담아트빌 주차장,11215,10300,서울특별시 광진구 구의동 23-14 청담아트빌,0,0,0,0,0,0,0,5,6.0,127.096404,37.5531
5994,5015521,삼성홈타운 주차장,11215,10300,서울특별시 광진구 구의동 23-13 삼성홈타운,0,0,0,0,0,0,0,4,7.0,127.096292,37.553051
5995,5065963,대원빌라트 주차장,11215,10300,서울특별시 광진구 구의동 23-12 대원빌라트,0,0,0,0,0,0,0,5,8.0,127.096143,37.553012
5996,5015523,영화사로16나길 025-00 주차장,11215,10300,서울특별시 광진구 구의동 23-11,0,0,0,0,0,0,1,3,0.0,127.095998,37.552991
5997,5015524,에메랄드빌라 주차장,11215,10300,서울특별시 광진구 구의동 23-10 에메랄드빌라,0,0,0,0,0,0,1,4,0.0,127.095881,37.552942
5998,5015525,구의동현대빌라트 주차장,11215,10300,서울특별시 광진구 구의동 23-9 구의동현대빌라트,0,0,0,0,0,0,0,4,6.0,127.095711,37.55292
5999,5065964,은성빌라 주차장,11215,10300,서울특별시 광진구 구의동 23-7 은성빌라,0,0,0,0,0,0,1,4,2.0,127.095598,37.552897
6000,5015129,상헌새티스빌 주차장,11215,10300,서울특별시 광진구 구의동 23-21,0,0,0,0,0,0,2,4,7.0,127.095691,37.55316
6001,5066196,욱현빌라 주차장,11215,10300,서울특별시 광진구 구의동 23-1 욱현빌라,0,0,0,0,0,0,1,4,0.0,127.09552,37.553051
6002,5015096,위너빌 주차장,11215,10300,서울특별시 광진구 구의동 23-31,0,0,0,0,0,0,0,5,9.0,127.096927,37.553521
6003,5065801,욱현하이브 주차장,11215,10300,서울특별시 광진구 구의동 23-32 욱현하이브,0,0,0,0,0,0,0,5,7.0,127.096857,37.553415
6004,5015097,온새미르 주차장,11215,10300,서울특별시 광진구 구의동 21-37 온새미르,0,0,0,0,0,0,1,4,6.0,127.096723,37.553595
6005,5024412,자양로 277-10 주차장,11215,10300,서울특별시 광진구 구의동 54-18,0,0,0,0,0,0,1,2,5.0,127.090872,37.550963
6006,5024413,아이코이비인후과 주차장,11215,10300,서울특별시 광진구 구의동 50-13,0,0,0,0,0,0,1,5,4.0,127.091839,37.55151
6007,5021348,옥석빌 주차장,11215,10300,서울특별시 광진구 구의동 50-10 옥석빌,0,0,0,0,0,0,1,4,7.0,127.091871,37.551656
6008,5021349,예현타운 주차장,11215,10300,서울특별시 광진구 구의동 49-3 예현타운,0,0,0,0,0,0,0,5,4.0,127.092302,37.552095
6009,5023282,슬기유치원 주차장,11215,10300,서울특별시 광진구 구의동 31-18,0,0,0,0,0,0,1,4,0.0,127.092621,37.552066
6010,5021350,대동빌라 주차장,11215,10300,서울특별시 광진구 구의동 49-11 대동빌라,0,0,0,0,0,0,0,5,0.0,127.092341,37.552249
6011,5022875,광현빌라트 주차장,11215,10300,서울특별시 광진구 구의동 49-10 광현빌라트,0,0,0,0,0,0,0,5,5.0,127.092464,37.552341
6012,5020152,나경타운 주차장,11215,10300,서울특별시 광진구 구의동 30-28 나경타운,0,0,0,0,0,0,0,6,12.0,127.092631,37.552547
6013,5023281,마스터자동차공업사 주차장,11215,10300,서울특별시 광진구 구의동 31-12,0,0,0,0,0,0,0,1,0.0,127.092899,37.552372
6014,5066810,모던빌 주차장,11215,10300,서울특별시 광진구 구의동 30-34 모던빌,0,0,0,0,0,0,0,4,4.0,127.092751,37.552706
6015,5067278,태영파크빌 주차장,11215,10300,서울특별시 광진구 구의동 30-36 태영파크빌,0,0,0,0,0,0,0,5,7.0,127.092363,37.552819
6016,5023280,동우아파트 주차장,11215,10300,서울특별시 광진구 구의동 31-9 동우아파트,0,0,0,0,0,0,0,7,12.0,127.09301,37.552481
6017,5067284,선경빌라트 주차장,11215,10300,서울특별시 광진구 구의동 31-7 선경빌라트,0,0,0,0,0,0,0,5,5.0,127.093092,37.552634
6018,4961337,그랜드빌 주차장,11215,10300,서울특별시 광진구 구의동 31-5 그랜드빌,0,0,0,0,0,0,0,5,5.0,127.093162,37.55278
6019,5124339,그랜드빌 주차장,11215,10300,서울특별시 광진구 구의동 31-36 그랜드빌,0,0,0,0,0,0,0,5,3.0,127.093275,37.552738
6020,5067280,동인글로리 주차장,11215,10300,서울특별시 광진구 구의동 31-24 동인글로리,0,0,0,0,0,0,0,6,8.0,127.093332,37.552958
6021,5023261,욱현빌딩 주차장,11215,10300,서울특별시 광진구 구의동 31-23 욱현빌딩,0,0,0,0,0,0,1,6,8.0,127.093442,37.553126
6022,5066988,금낭빌딩 주차장,11215,10300,서울특별시 광진구 구의동 28-36 금낭빌딩,0,0,0,0,0,0,1,4,0.0,127.093404,37.553432
6023,5018320,프레빌 주차장,11215,10300,서울특별시 광진구 구의동 26-20 프레빌,0,0,0,0,0,0,1,5,9.0,127.093627,37.553322
6024,5067465,나경주택 주차장,11215,10300,서울특별시 광진구 구의동 28-32 나경주택,0,0,0,0,0,0,0,5,5.0,127.093513,37.553602
6025,5011556,샘타운 주차장,11215,10300,서울특별시 광진구 구의동 26-19 샘타운,0,0,0,0,0,0,0,5,8.0,127.093717,37.553467
6026,5019143,자양로 317-00 주차장,11215,10300,서울특별시 광진구 구의동 28-30,0,0,0,0,0,0,1,4,0.0,127.093566,37.553651
6027,5019142,자양로 317-01 주차장,11215,10300,서울특별시 광진구 구의동 28-28,0,0,0,0,0,0,1,5,0.0,127.093586,37.553787
6028,5023922,한가온 빌 주차장,11215,10300,서울특별시 광진구 구의동 27-15 한가온 빌,0,0,0,0,0,0,0,6,8.0,127.093886,37.553982
6029,5011582,대도맨션 주차장,11215,10300,서울특별시 광진구 구의동 26-17 대도맨션,0,0,0,0,0,0,1,4,6.0,127.093995,37.553771
