"동별(1)",동별(2),동별(3),2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"동별(1)",동별(2),동별(3),합계,합계,합계,합계,합계,개인사업체,개인사업체,회사법인,회사법인,회사이외의 법인,회사이외의 법인,비법인단체,비법인단체
"동별(1)",동별(2),동별(3),사업체수,사업체수,종사자수,종사자수,종사자수,사업체수,종사자수,사업체수,종사자수,사업체수,종사자수,사업체수,종사자수
"동별(1)",동별(2),동별(3),사업체수,여성대표자,소계,남,여,소계,소계,소계,소계,소계,소계,소계,소계
"합계",서대문구,소계,28522,10787,118256,58797,59459,23359,40642,3421,34081,1304,39932,438,3601
"합계",서대문구,천연동,1131,471,3259,1621,1638,971,1610,63,391,78,1131,19,127
"합계",서대문구,홍제1동,1548,640,5601,2928,2673,1304,2564,131,1549,73,1091,40,397
"합계",서대문구,홍제3동,1383,585,3882,1663,2219,1217,2152,76,560,67,1036,23,134
"합계",서대문구,홍제2동,829,366,2259,1036,1223,722,1270,47,284,42,335,18,370
"합계",서대문구,홍은1동,1479,584,3187,1545,1642,1292,1966,91,390,71,635,25,196
"합계",서대문구,홍은2동,2077,724,6630,3640,2990,1782,2738,169,1608,90,2037,36,247
"합계",서대문구,남가좌1동,954,455,2718,1019,1699,807,1593,83,364,43,536,21,225
"합계",서대문구,남가좌2동,2044,839,5698,2775,2923,1805,2977,130,786,66,1552,43,383
"합계",서대문구,북가좌1동,1490,441,3745,2221,1524,1351,2022,93,1028,31,560,15,135
"합계",서대문구,북가좌2동,2743,882,6468,3533,2935,2472,3765,151,1784,73,389,47,530
"합계",서대문구,충현동,2995,902,23946,14380,9566,2150,3690,577,13669,224,6401,44,186
"합계",서대문구,북아현동,1154,503,2656,1238,1418,1021,1638,68,188,43,715,22,115
"합계",서대문구,신촌동,5275,2045,34964,14502,20462,3805,7831,1172,7339,263,19623,35,171
"합계",서대문구,연희동,3420,1350,13243,6696,6547,2660,4826,570,4141,140,3891,50,385
"합계",마포구,소계,56782,19865,279788,152822,126966,39994,74889,14383,169327,2018,31788,387,3784
"합계",마포구,용강동,4088,1215,23581,13655,9926,2445,4313,1404,16352,210,2671,29,245
"합계",마포구,대흥동,1968,779,9808,4736,5072,1488,3676,354,2590,110,3356,16,186
"합계",마포구,염리동,1106,442,5256,2540,2716,870,1577,167,2724,52,683,17,272
"합계",마포구,신수동,2337,813,7126,3940,3186,1737,2935,482,2670,94,1256,24,265
"합계",마포구,서교동,13024,4478,61160,30611,30549,8493,19138,4226,39314,271,2424,34,284
"합계",마포구,합정동,4019,1377,13457,6885,6572,2926,4794,983,7671,96,855,14,137
"합계",마포구,망원1동,2837,1055,6549,3603,2946,2493,4009,250,1775,68,529,26,236
"합계",마포구,망원2동,2043,795,4844,2593,2251,1676,2714,286,1477,63,543,18,110
"합계",마포구,연남동,3103,1258,8438,4502,3936,2478,4409,564,3513,57,489,4,27
"합계",마포구,성산1동,2506,813,11135,7138,3997,1764,3007,595,6700,132,1313,15,115
"합계",마포구,성산2동,3376,1131,13659,6984,6675,2857,4207,364,5161,114,3932,41,359
"합계",마포구,상암동,4109,1345,51381,29764,21617,2340,5201,1528,40173,200,5523,41,484
"합계",마포구,도화동,3142,1076,17730,10111,7619,1928,3536,1054,12481,127,1392,33,321
"합계",마포구,서강동,2846,1084,10812,5883,4929,2185,3341,551,4979,96,2387,14,105
"합계",마포구,공덕동,3861,1334,21353,12529,8824,2831,4988,815,13596,181,2341,34,428
"합계",마포구,아현동,2417,870,13499,7348,6151,1483,3044,760,8151,147,2094,27,210
"합계",양천구,소계,37929,14039,133776,70222,63554,31790,57572,4273,45047,1178,24728,688,6429
