점포구분명,상세영업상태명,사업장명,좌표정보(X),좌표정보(Y)
숙박업,영업,유토피아,207675.573239046,449402.550798111
숙박업,영업,헤나모텔,207706.333240388,450355.34449522
숙박업,영업,프린스모텔,205901.559494464,449439.399698752
숙박업,영업,프리마모텔,206086.374116549,449463.547117001
숙박업,영업,티아라모텔,205966.649092527,449499.944055468
숙박업,영업,플라워모텔,205982.328197371,449451.849967719
숙박업,영업,모텔스타킹,205955.064737453,449500.908290474
숙박업,영업,발리모텔,206811.303715113,448382.640252737
숙박업,영업,피넛호텔,207400.578773815,447913.032479407
숙박업,영업,박스(BOX)호텔,208197.480705123,448648.416505638
숙박업,영업,M.칼라스,207961.691771307,449823.696888296
숙박업,영업,대하장여관,209162.470345601,449284.449743562
숙박업,영업,화양장여관,206045.707257167,448651.962282277
숙박업,영업,넘버25호텔 중곡점,207157.899588742,451076.82510567
숙박업,영업,랑데뷰,207306.44624601,452051.730320809
숙박업,영업,파인힐,207565.43395181,452051.909676563
숙박업,영업,샐몬모텔,206632.809896476,451272.362374307
숙박업,영업,정모텔,207312.069472884,452094.741574905
숙박업,영업,문,206973.627215929,451906.887051862
숙박업,영업,몰디브,206997.654706004,450484.085299752
숙박업,영업,아미가,206666.314428187,450546.534657038
숙박업,영업,헤라모텔,206494.379654847,450972.566595408
숙박업,영업,위시앤스테이(WISH&STAY),208263.69457561,448886.418038269
숙박업,영업,코지,207753.598205093,450393.424922675
숙박업,영업,강변모텔,205310.285709458,448183.850317743
숙박업,영업,은성,206577.287991319,447806.088004584
숙박업,영업,라마,207257.069658853,451928.745163603
숙박업,영업,코자자모텔,205905.765976001,449462.648617056
숙박업,영업,호텔테마,206038.421088232,449508.096492795
숙박업,영업,(주)동서울관광호텔,208051.884671132,447994.805558304
숙박업,영업,귀빈장,207709.979502158,450328.823860197
숙박업,영업,애플,206715.163962974,450559.947859031
숙박업,영업,더클래식500펜타즈,206217.434726027,448506.218743834
숙박업,영업,호텔컬리넌건대,206032.404204369,449812.167768449
숙박업,영업,호텔부티크나인,207010.871583566,450476.132985226
숙박업,영업,호텔컬리넌 건대2,206049.041722081,449837.413487285
숙박업,영업,에이치에비뉴 호텔 건대점,205814.775584133,449312.4702829
숙박업,영업,호텔더디자이너스 프리미어 건대,205879.365670312,449454.638559578
숙박업,영업,호텔케이월드,205540.082598602,448702.306849626
숙박업,영업,호텔더디자이너스건대,206698.893815455,450714.384110768
숙박업,영업,나무호텔,209407.745384399,449459.252995276
영화상영관,영업중,CGV강변11 STAR 2관,208394.416382167,448165.279999905
영화상영관,영업중,CGV강변11 STAR 3관,208394.416382167,448165.279999905
영화상영관,영업중,CGV강변11 4DX 1관,208394.416382167,448165.279999905
영화상영관,영업중,CGV강변11 제4관[CGV 아트하우스],208394.416382167,448165.279999905
영화상영관,영업중,CGV강변11 제5관,208394.416382167,448165.279999905
영화상영관,영업중,CGV강변11 제6관,208394.416382167,448165.279999905
영화상영관,영업중,CGV강변11 제7관,208394.416382167,448165.279999905
영화상영관,영업중,CGV강변11 제8관,208394.416382167,448165.279999905
영화상영관,영업중,CGV강변11 제9관,208394.416382167,448165.279999905
영화상영관,영업중,CGV강변11 제10관,208394.416382167,448165.279999905
영화상영관,영업중,CGV강변 11 CINE & FORET,208394.416382167,448165.279999905
영화상영관,영업중,롯데시네마 건대입구관 (제4관),206349.675048285,448396.939704285
영화상영관,영업중,롯데시네마 건대입구관 (제5관),206349.675048285,448396.939704285
영화상영관,영업중,롯데시네마 건대입구관 (제6관),206349.675048285,448396.939704285
영화상영관,영업중,롯데시네마 건대입구관 (제3관),206349.675048285,448396.939704285
영화상영관,영업중,롯데시네마 건대입구관 (제2관),206349.675048285,448396.939704285
영화상영관,영업중,롯데시네마 건대입구관 (제1관),206349.675048285,448396.939704285
영화상영관,영업중,롯데시네마 건대입구관 (제7관),206349.675048285,448396.939704285
영화상영관,영업중,롯데시네마 건대입구관 (제8관),206349.675048285,448396.939704285
영화상영관,영업중,롯데시네마 건대입구관 (샤롯데관),206349.675048285,448396.939704285
영화상영관,영업중,롯데시네마 건대입구관 (제9관),206349.675048285,448396.939704285
영화상영관,영업중,롯데시네마 건대입구관 (제10관),206349.675048285,448396.939704285
영화상영관,영업중,메가박스 군자9,206852.360928556,450393.660973724
영화상영관,영업중,메가박스 군자1,206852.360928556,450393.660973724
영화상영관,영업중,메가박스 군자7,206852.360928556,450393.660973724
영화상영관,영업중,메가박스 군자8,206852.360928556,450393.660973724
영화상영관,영업중,메가박스 군자5,206852.360928556,450393.660973724
영화상영관,영업중,메가박스 군자3,206852.360928556,450393.660973724
영화상영관,영업중,메가박스 군자4,206852.360928556,450393.660973724
영화상영관,영업중,메가박스 군자10,206852.360928556,450393.660973724
영화상영관,영업중,메가박스 군자6,206852.360928556,450393.660973724
영화상영관,영업중,KU시네마테크,206445.881091692,448922.881688102
영화상영관,영업장폐쇄,쇼앤톡카페시네마,206802.967181457,450403.56464782
영화상영관,영업중,CGV 건대입구 제1관,205845.946723741,448616.847693458
영화상영관,영업중,CGV 건대입구 제2관,205845.946723741,448616.847693458
영화상영관,영업중,CGV 건대입구 제3관,205845.946723741,448616.847693458
영화상영관,영업중,CGV 건대입구 제4관,205845.946723741,448616.847693458
영화상영관,영업중,CGV 건대입구 제5관,205845.946723741,448616.847693458
일반유원시설업,휴업,워커힐 리버파크,,
일반유원시설업,휴업,노리터,207039.842488081,449315.360319511
일반유원시설업,허가취소,어린이대공원놀이동산(주),207138.865762508,449705.690586932
일반음식점,영업,서북면옥,207471.153472131,449242.931984079
일반음식점,영업,가람성,206685.852736958,449228.796631785
일반음식점,영업,샤브삘,207380.463780592,448387.748170675
일반음식점,영업,세꼬시마을,206715.264661785,450582.951055768
일반음식점,영업,서울회관,206953.081816657,447676.267046039
일반음식점,영업,대구참막창중곡본점,206994.423262527,451181.829269476
일반음식점,영업,부림정,205473.975692391,448241.083389279
일반음식점,영업,성수갈비,205598.497195455,448787.818757025
일반음식점,영업,어머니감자탕,207123.939054956,450990.441894505
일반음식점,영업,뚱배,206936.996830712,451253.072347424
일반음식점,영업,치킨뱅이,206884.950871245,450471.512045167
일반음식점,영업,화원정,205900.977616673,449450.637048665
일반음식점,영업,금수산,207714.29745342,450297.069528673
일반음식점,영업,(주)장군갈비,207718.679442983,450280.656293604
일반음식점,영업,미정,207583.051456074,450833.725385404
일반음식점,영업,금문,207302.640237769,448192.416773257
일반음식점,영업,전주식당,206882.605712836,448131.765374184
일반음식점,영업,59피자,207087.8448735,451428.393141132
일반음식점,영업,메가엠지씨커피 건대입구역점,205948.480566193,448701.947776139
일반음식점,영업,옛고을장터,207002.629892424,451226.054384441
일반음식점,영업,돼지집,206173.255388979,449477.820728357
일반음식점,영업,거보주,207458.566644118,448423.621358073
일반음식점,영업,굴이짱,207277.021986714,451095.117699114
일반음식점,영업,보광식당,207081.404172635,448347.52117467
일반음식점,영업,명가칼국수,207087.481162695,450534.362969561
일반음식점,영업,싸리골,206951.081511266,450468.555022798
일반음식점,영업,삼강식당,206609.527237655,451016.396008625
일반음식점,영업,래빗홀버거컴퍼니,206692.204330363,449308.442740745
일반음식점,영업,곽홍백외식연구소식당,206930.813471672,451073.926986357
일반음식점,영업,동화각,209345.941766315,449811.718207794
일반음식점,영업,대동각,207021.439593736,447466.492184717
일반음식점,영업,애래향,207148.726951369,451741.07047333
일반음식점,영업,이디야(중곡역점),207333.639771374,451464.267096677
일반음식점,영업,가장맛있는족발구의역점,207356.573747275,448379.040649921
일반음식점,영업,황태칼국수,207598.171748374,448378.065303123
일반음식점,영업,군자김밥,206884.950871245,450471.512045167
일반음식점,영업,전주기사님식당,207305.011015964,451025.008922655
일반음식점,영업,당진동태탕아구찜,207113.074889994,451134.444037382
일반음식점,영업,성호식당,207530.835968407,449244.85958882
일반음식점,영업,다례청국장,207549.627769179,450902.643097343
일반음식점,영업,상주마굿간별관,207096.839427047,450370.322395007
일반음식점,영업,중국관,207724.615633362,449162.653321463
일반음식점,영업,밀밭,206508.851523954,449413.728670008
일반음식점,영업,연길원보양꼬치,205616.258579227,448617.181900381
일반음식점,영업,남한강식당,205783.662526458,449264.60399453
일반음식점,영업,송림식당,206693.960472589,448283.975777439
일반음식점,영업,진곱창,207598.171748374,448378.065303123
일반음식점,영업,제주황금도야지,207386.247068728,448339.864459721
일반음식점,영업,포계촌닭한마리,207262.180357667,451204.059135038
일반음식점,영업,강남찌개,207022.876262319,450619.905879655
일반음식점,영업,제즈레스토랑,206113.434495552,449502.408581647
일반음식점,영업,신의주순대와곰탕,207903.068321627,449950.902116323
일반음식점,영업,요거프레소건국대점,206706.778483287,449252.044687938
일반음식점,영업,감탄(중곡점),207168.798582797,450507.082707788
일반음식점,영업,보드람치킨 구의역점,207380.5402062,448360.699483182
일반음식점,영업,능동국시,206791.316858612,450522.188167897
일반음식점,영업,더오리1987,207919.478607974,449117.109192073
일반음식점,영업,신설식당,206694.707117694,448117.62035416
일반음식점,영업,은하수식당,207914.999129051,449093.469786962
일반음식점,영업,연경양꼬치,207564.588698853,448441.781875168
일반음식점,영업,능동아구탕,206856.444064104,450552.294281067
일반음식점,영업,그랑나랑,205856.107055534,449379.495243321
일반음식점,영업,홍콩반점0410건대역점,205961.538225195,448756.309472854
일반음식점,영업,풍성감자탕,207340.292442397,448374.720568783
일반음식점,영업,온달,209775.267831522,450327.57709331
일반음식점,영업,명월관,209766.973555533,450385.000713887
일반음식점,영업,쭈꾸미도사구의점,207395.16949995,448353.625286977
일반음식점,영업,송화양꼬치,205810.72883126,448502.495820087
일반음식점,영업,본스치킨자양본점,205586.426272937,448229.432020682
일반음식점,영업,워커힐더뷔페,209775.267831522,450327.57709331
일반음식점,영업,산세베리아,207768.781553654,450278.750950633
일반음식점,영업,가장매력적인족발,207428.691744463,448474.160531735
일반음식점,영업,다도회집,207349.510653919,447708.939689927
일반음식점,영업,다락,206846.634930376,449244.085929771
일반음식점,영업,몽아,206651.122465349,450505.501945465
일반음식점,영업,김애옥할매순대국&감자탕,206706.778483287,449252.044687938
일반음식점,영업,백순대본가새맛 군자점,206222.057755251,449820.670139258
일반음식점,영업,장수한방닭한마리,207993.328841296,450439.829268851
일반음식점,영업,선화포차,207750.373723335,450575.262241214
일반음식점,영업,짠롱지아,207598.171748374,448378.065303123
일반음식점,영업,미림,207368.258796328,448385.240096135
일반음식점,영업,기발한치킨,208126.054829292,448589.373872331
일반음식점,영업,제주뜰향갈치전문점,207255.743139598,451300.092919718
일반음식점,영업,어린이회관구내식당,206808.576422948,449396.05799662
일반음식점,영업,일오삼식당,206714.212196637,448200.07981197
일반음식점,영업,동화장,207024.642620424,450656.038395087
일반음식점,영업,마실가세,207249.804697801,448085.081945821
일반음식점,영업,종로빈대떡,207459.25486718,447773.810030137
일반음식점,영업,청진동해장국,205941.743421955,449534.924131181
일반음식점,영업,예향밥상,206690.492446085,450609.55455349
일반음식점,영업,군자감자탕,206842.905769612,450529.490836209
일반음식점,영업,김가네 장군 왕족발,207115.883872918,450394.186941515
일반음식점,영업,좋은날오후,205416.532264515,448239.746968688
일반음식점,영업,순천만갯벌낙지,209069.116077857,449312.04256932
일반음식점,영업,광나루순대,209405.843683882,449586.671703526
일반음식점,영업,맛좋은순대국,206446.263574401,447629.625900298
일반음식점,영업,더조은족발,206593.822489952,447684.16710521
일반음식점,영업,치바우뼈다귀,207736.066611303,450524.089944085
일반음식점,영업,세븐(7),207164.165988683,450971.915181518
일반음식점,영업,유일설렁탕,207573.125859475,451681.761397252
일반음식점,영업,강진식당,207169.830626694,447675.746697806
일반음식점,영업,경향곱창,207949.854901236,449113.420152529
일반음식점,영업,대원칼국수,207591.228141729,448415.485656199
일반음식점,영업,시골집보신탕,208041.678975944,448478.096544034
일반음식점,영업,칼국,207824.309885177,450114.867821901
일반음식점,영업,돈수작,206993.388842001,450447.231628217
일반음식점,영업,춘천집명가,206109.083667214,448718.215631071
일반음식점,영업,명랑식당,,
일반음식점,영업,펀비어킹,206109.083667214,448718.215631071
일반음식점,영업,미스터피자(아차산점),207824.309885177,450114.867821901
일반음식점,영업,더맛존바베큐,207413.460283436,448398.402229912
일반음식점,영업,사오정,206722.531001496,449247.822854138
일반음식점,영업,명동찌개마을,207340.292442397,448374.720568783
일반음식점,영업,싹쓰리솥뚜껑 삼겹살,207037.273369155,450612.663260752
일반음식점,영업,박사아구찜전문,207306.133176476,448790.51931761
일반음식점,영업,해바라기,207921.250924996,448986.017395108
일반음식점,영업,꽃돼지,207169.713123245,452126.656821486
일반음식점,영업,마시쏘 부대찌개,207743.292003062,450093.204643372
일반음식점,영업,이타리아치킨,206222.057755251,449820.670139258
일반음식점,영업,정가네빈대떡,207115.883872918,450394.186941515
일반음식점,영업,고향빈대떡,207527.333754237,448405.749230355
일반음식점,영업,팔당왕족발,207209.709887576,451087.298578287
일반음식점,영업,옛맛골,207029.449272441,450591.603426028
일반음식점,영업,구의해장국,207467.929911439,449238.256011565
일반음식점,영업,황토왕김치감자탕,207429.670680253,448459.536821989
일반음식점,영업,역전할머니맥주서울구의점,207456.51210337,448476.74793719
일반음식점,영업,달밤포차,207591.228141729,448415.485656199
일반음식점,영업,도포식당,207263.284583173,451317.549085884
일반음식점,영업,능동곱창,207004.900280766,450441.593130936
일반음식점,영업,마니아우동,206936.996830712,451253.072347424
일반음식점,영업,중일가든,209430.368421197,449472.393556184
일반음식점,영업,우정식당,206776.102974846,451335.705990607
일반음식점,영업,기절초풍물닭갈비,207016.090579612,447865.372873496
일반음식점,영업,신짬뽕,208091.987191336,449946.595276218
일반음식점,영업,백철판(건대점),206104.276455868,448747.933865195
일반음식점,영업,브롱스구의점,207391.718494455,448364.314137166
일반음식점,영업,치카잇카이,206387.925766945,449434.26661297
일반음식점,영업,애플바,207391.718494455,448364.314137166
일반음식점,영업,베네치아,206387.925766945,449434.26661297
일반음식점,영업,허쉬,206762.346398495,449225.671841908
일반음식점,영업,미니회집,207082.107424701,448299.458969299
일반음식점,영업,원할머니보쌈,207682.440879561,450531.122243206
일반음식점,영업,둘리호프,206972.992435057,450643.455942918
일반음식점,영업,원호프,207268.834509827,452034.440353727
일반음식점,영업,커피브라더 건대점,206659.826941483,449240.317610304
일반음식점,영업,디디씨치킨,207662.269409542,450724.825373886
일반음식점,영업,성동식당,207465.258015894,448778.375046511
일반음식점,영업,들꽃,206933.55114995,451144.001718632
일반음식점,영업,개성보쌈,207789.316307171,450539.377963966
일반음식점,영업,뽀빠이보쌈,206871.778783516,451279.664885571
일반음식점,영업,태능갈비,207638.138311948,450735.605291004
일반음식점,영업,양자강,206453.683430329,450684.639604639
일반음식점,영업,비엣포(viet pho),206413.054950276,449340.231520074
일반음식점,영업,구의기사식당,208166.109481435,449018.411407982
일반음식점,영업,동적깡통구이 구의직영점,207693.868789019,448484.139888736
일반음식점,영업,한모둠 설악추어탕,207517.720725063,449235.503615099
일반음식점,영업,낙골집,207459.192461076,447702.928554054
일반음식점,영업,이가한방삼계탕,206813.136430204,450440.784689332
일반음식점,영업,피자힐,209775.267831522,450327.57709331
일반음식점,영업,다그라스,209775.267831522,450327.57709331
일반음식점,영업,주막집2,206400.963779035,449431.597026294
일반음식점,영업,쟈즈,206327.816506897,449123.22977903
일반음식점,영업,겨울나그네,206305.078579735,449097.491888778
일반음식점,영업,아싸,207053.951572315,450454.947664114
일반음식점,영업,시골청년맥주,207368.258796328,448385.240096135
일반음식점,영업,찜마을,206967.011177962,450460.563262026
일반음식점,영업,거북이삼겹살,207002.629892424,451226.054384441
일반음식점,영업,솜사탕,206924.38232117,451127.93924785
일반음식점,영업,노가리앤비어,206564.627291535,447735.298665045
일반음식점,영업,순금이떡볶이,207900.142309484,450026.864757903
일반음식점,영업,국수나무동서울터미널점,208201.993320839,447967.299542306
일반음식점,영업,투다리,206309.59075872,450430.884671398
일반음식점,영업,수란주,206255.118076575,450036.149608918
일반음식점,영업,영동족발,205420.177282817,448256.69881153
일반음식점,영업,강변회관,208201.993320839,447967.299542306
일반음식점,영업,청년감자탕순대국건국대점,205857.047621999,448825.826375021
일반음식점,영업,남원추어탕,206584.612468853,447642.288053832
일반음식점,영업,24시자양감자탕,206771.452100241,448448.838131772
일반음식점,영업,쌍둥이숯불갈비,207569.598159693,451711.726357067
일반음식점,영업,소해피,206577.287991319,447806.088004584
일반음식점,영업,등촌칼국수,206743.29160499,448310.380194028
일반음식점,영업,연지민물매운탕,206676.389225814,448027.695327968
일반음식점,영업,황제참치,207455.442181408,448492.421995965
일반음식점,영업,조선부뚜막 건대점,206128.145888993,448771.56331217
일반음식점,영업,뉴리안숯불닭바베큐,206826.563798053,450528.573334357
일반음식점,영업,영동순대국,205321.284730435,448212.742081082
일반음식점,영업,전중화닭날개구이,205800.514163177,448540.136750998
일반음식점,영업,지호한방삼계탕(성수점),205530.109567924,448683.439557801
일반음식점,영업,장안숯불갈비,206616.814945271,450287.399715639
일반음식점,영업,자매코다리,206858.659454598,451285.40738117
일반음식점,영업,참진동옛날해장국,207428.868256356,448444.894623499
일반음식점,영업,남원본가맛추어탕,205633.128607317,448921.011323779
일반음식점,영업,만수식당,207795.717394063,449547.386071252
일반음식점,영업,우성장,206265.844310085,448087.393600126
일반음식점,영업,스시오건대점,206289.878840271,449019.845482083
일반음식점,영업,짜장짬뽕의달인,206585.797095887,447875.916483314
일반음식점,영업,전여친,206806.85236752,450473.851829058
일반음식점,영업,이층,206690.501241418,449284.845261692
일반음식점,영업,(주)핫시즈너동대문엽기떡볶이,206140.297211059,448730.553954694
일반음식점,영업,오(O),207336.745195933,448312.196125989
일반음식점,영업,트레비,209433.056005011,449426.892183047
일반음식점,영업,이모네김밥,206585.797095887,447875.916483314
일반음식점,영업,페리카나,207284.345340084,451929.524963943
일반음식점,영업,모든치킨,207504.349325811,451752.096352624
일반음식점,영업,페리카나,206059.548834741,449166.851948837
일반음식점,영업,처갓집양념치킨 중곡점,207762.016534832,450576.213268587
일반음식점,영업,옥돌식당,207853.433750338,450639.411610161
일반음식점,영업,페리카나치킨,207566.214974455,447860.240010494
일반음식점,영업,맥주하우스,207202.539983327,451651.59408198
일반음식점,영업,카나리아능동치킨,207115.883872918,450394.186941515
일반음식점,영업,전주식당,206693.498937333,451152.201543969
일반음식점,영업,워커힐,209775.267831522,450327.57709331
일반음식점,영업,명가순대국,207267.008256458,452005.004881333
일반음식점,영업,폼프리츠,206247.952113584,449443.973239091
일반음식점,영업,옹기종기,206315.071255408,449431.053940615
일반음식점,영업,소문난숯불구이,206613.71271563,447770.873658945
일반음식점,영업,평창냉면,206556.516604519,447751.987106916
일반음식점,영업,북경루,207916.510698893,449136.915963268
일반음식점,영업,지리산생소금구이,207082.107424701,448299.458969299
일반음식점,영업,의정부정통부대찌개,207591.228141729,448415.485656199
일반음식점,영업,동해안세꼬시,207462.632889952,448350.573762109
일반음식점,영업,마포돼지갈비,206322.617932937,450461.350562035
일반음식점,영업,쭌,207710.255819024,448487.786975885
일반음식점,영업,흑산홍어집,207516.903248957,448383.025545663
일반음식점,영업,디오니스(강변점),208071.136013024,448101.266571704
일반음식점,영업,동서울호텔커피?,208051.884671132,447994.805558304
일반음식점,영업,동해바다,208096.18382136,448575.80113761
일반음식점,영업,마초떡볶이앤펍(PUB),206953.081816657,447676.267046039
일반음식점,영업,새싹김밥,207811.529806984,449028.693320046
일반음식점,영업,59년왕십리 성수점,205404.642351283,448234.402557796
일반음식점,영업,피플한정식,206491.222568663,450693.012109678
일반음식점,영업,투다리,207420.084963506,447707.124944459
일반음식점,영업,엠비에프(MBF),207527.074457909,451226.964646793
일반음식점,영업,중국관,207058.938957645,451202.26655288
일반음식점,영업,다비다식당,206977.318685711,451937.628603926
일반음식점,영업,오징어촌 건대점,206010.072587273,448764.595731906
일반음식점,영업,제주밤바다,206122.114682418,448756.377807281
일반음식점,영업,옹녀,206931.309969349,447708.335693976
일반음식점,영업,바다와갯벌,206915.613588471,447660.245846321
일반음식점,영업,아랜역물닭갈비,207968.986669998,449866.672543369
일반음식점,영업,육즈비나르샤,207421.741366427,448497.020026658
일반음식점,영업,홍콩반점구의역점,207455.640529226,448372.020914706
일반음식점,영업,능동숯불갈비,206754.610619954,450751.025360398
일반음식점,영업,태평양수산회세꼬시,206842.905769612,450529.490836209
일반음식점,영업,향원추어탕,206609.572349166,450608.730496959
일반음식점,영업,양숙이네,207608.828719702,447701.579470208
일반음식점,영업,어부네,206888.449814885,450688.342342927
일반음식점,영업,더개미(The 개미),206672.839562159,449221.609239322
일반음식점,영업,명가옥설농탕,208077.842370902,448112.248674288
일반음식점,영업,소문난집,207107.910621027,452134.45276901
일반음식점,영업,강나루,207714.969290751,448501.495406766
일반음식점,영업,종로빈대떡,206034.850904367,448754.092779735
일반음식점,영업,당산오돌구의역점,207365.574896136,448355.966853926
일반음식점,영업,주식회사오렌지박스,206071.426952559,448734.249359413
일반음식점,영업,벨,206122.114682418,448756.377807281
일반음식점,영업,동해안이야기,207199.372166283,451771.189470597
일반음식점,영업,예담밥상,205694.941421747,448921.233662269
일반음식점,영업,원돌이네,207234.479621597,451127.31725064
일반음식점,영업,백년회관서서갈비아차산점,207881.32586747,450008.602481166
일반음식점,영업,모던통닭,206059.541644432,448743.574092393
일반음식점,영업,함선생,206023.886271891,448758.756949876
일반음식점,영업,소래포구,205998.931320956,448769.317281869
일반음식점,영업,맥스카나,206803.524394315,448150.338858706
일반음식점,영업,노크건대직영점,206040.68026483,448773.14043594
일반음식점,영업,한국피자헛구의점,207900.435296043,448492.625330318
일반음식점,영업,건대소두마리,205706.144654818,448916.404866758
일반음식점,영업,빅하우스,206138.03183612,448743.508305041
일반음식점,영업,창화당 건대점,206169.047489091,448988.748163743
일반음식점,영업,누렁소생구이전문,205799.81721531,448876.140910019
일반음식점,영업,주민식당,206059.541644432,448743.574092393
일반음식점,영업,바로마주,206947.646752977,447745.557839831
일반음식점,영업,마포숯불갈비,205722.439720109,448235.172217236
일반음식점,영업,다루,207755.560743333,448508.313992852
일반음식점,영업,한술상,207422.460730881,448568.451917109
일반음식점,영업,쭈꾸미도사,206048.618422884,448748.197649814
일반음식점,영업,전주생막걸리,205482.17562441,448264.5997855
일반음식점,영업,남원식당,207164.076074378,450361.925903675
일반음식점,영업,중곡흑생고기숯불갈비,207245.02393018,452063.530756905
일반음식점,영업,김복남맥주구의점,207548.732321284,448438.582025887
일반음식점,영업,대중관,207578.808517811,451294.313767808
일반음식점,영업,만일향,205836.941161316,447873.278639697
일반음식점,영업,바스타,206138.03183612,448743.508305041
일반음식점,영업,건대맥주창고,206023.886271891,448758.756949876
