일련번호(no),주차장고유값(pl_id),지번주차장이름(pl_nm),구코드(sgg_code),법정동코드(bemd_code),산구분(land_registered),공유주차장구분(shared_parkinglot),번지(beonji),호(ho),주소(지번)(lot_num_address),새주소-도로명(road_nm_address),새주소-건물번호(bld_num),소유주체(possessor),급지(pl_grade),유무료(pl_fee),평일시작시간(pl_weekday_start_time),평일종료시간(pl_weekday_end_time),토요일시작시간(pl_sat_start_time),토요일종료시간(pl_sat_end_time),공휴일시작시간(pl_holiday_start_time),공휴일종료시간(pl_holiday_end_time),기본단위시간(pl_basic_rate_min),기본단위금액(pl_basic_rate_amt),추가단위시간(pl_addi_rate_min),추가단위금액(pl_addi_rate_amt),1일(전일)금액(pl_allday_pass_amt),1월(정기권)금액(pl_month_pass_amt),주차요금지불방식(pl_payment_option),부제시행(bool_not_driving_system),운영방식(operation_type),구간번호(section),구획번호(parcel),거주자-주간(월)금액(resident_day_month_amt),거주자-야간(월)금액(resident_night_month_amt),거주자-전일(월)금액(resident_allday_month_amt),거주자-평일시작시간(resident_weekday_start_time),거주자-평일종료시간(resident_weekday_end_time),거주자-토요일시작시간(resident_sat_start_time),거주자-토요일종료시간(resident_sat_end_time),거주자-휴일시작시간(resident_holiday_start_time),거주자-휴일종료시간(resident_holiday_end_time),할인정책-장애인(pl_discount_disabled),할인정책-경차(pl_discount_compact),할인정책-다자녀가정(두자녀)(pl_discount_2children),할인정책-다자녀가정(세자녀)(pl_discount_3children),할인정책-국가유공자(pl_discount_person_merit),할인정책-10부제참여차량(pl_discount_ten_part_system),할인정책-요일제차량(pl_discount_weekdayly),할인정책-기타할인율(pl_discount_other_percent),할인정책-기타대상(pl_discount_other_target),그룹관리번호(managing_group_no),경도(longitude),위도(latitude),구축기준일(final_end_dt)
60,4759413,1-24 노상주차장,11215,10700,임야도 등록,,1,24,서울특별시 광진구 화양동 1-24,군자로2길,13-4,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,194,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700034,127.072002,37.544926,2022-11-25
61,4755124,1-26 노상주차장,11215,10700,임야도 등록,,1,26,서울특별시 광진구 화양동 1-26,군자로2길,11-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,193,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700035,127.071938,37.544739,2022-11-25
62,4755125,1-2 노상주차장,11215,10700,임야도 등록,,1,2,서울특별시 광진구 화양동 1-2,군자로2길,9-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,192,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700036,127.071892,37.544639,2022-11-25
63,4759414,1-6 노상주차장,11215,10700,임야도 등록,,1,6,서울특별시 광진구 화양동 1-6,군자로2길,7-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,191,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700037,127.071855,37.544553,2022-11-25
64,4820698,1-6 노상주차장,11215,10700,임야도 등록,,1,6,서울특별시 광진구 화양동 1-6,군자로2길,7-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,191-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700038,127.071759,37.544449,2022-11-25
65,4735340,51-3 노상주차장,11215,10700,임야도 등록,,51,3,서울특별시 광진구 화양동 51-3,능동로15길,8-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,186,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700039,127.072448,37.545009,2022-11-25
66,4757993,51-3 노상주차장,11215,10700,임야도 등록,,51,3,서울특별시 광진구 화양동 51-3,능동로15길,8-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,185,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700040,127.072510,37.545059,2022-11-25
67,4807585,111-121 노상주차장,11215,10700,임야도 등록,,111,121,서울특별시 광진구 화양동 111-121 글방고시원,능동로17길,6-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,207-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700041,127.073217,37.545970,2022-11-25
68,5533106,31-25 노상주차장,11215,10700,임야도 등록,,31,25,서울특별시 광진구 화양동 31-25,아차산로23길,87-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,102-2,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700006,127.067626,37.545049,2022-11-25
69,4813429,49-21 노상주차장,11215,10700,임야도 등록,,49,21,서울특별시 광진구 화양동 49-21,아차산로,191-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,006-2,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700042,127.065173,37.542381,2022-11-25
70,4810156,49-21 노상주차장,11215,10700,임야도 등록,,49,21,서울특별시 광진구 화양동 49-21,아차산로,191-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,006-3,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700043,127.065272,37.542350,2022-11-25
71,4820828,49-21 노상주차장,11215,10700,임야도 등록,,49,21,서울특별시 광진구 화양동 49-21,아차산로,191-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,006-4,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700044,127.065314,37.542337,2022-11-25
72,4757753,49-21 노상주차장,11215,10700,임야도 등록,,49,21,서울특별시 광진구 화양동 49-21,아차산로,191-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,006-5,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700045,127.065355,37.542326,2022-11-25
73,4755154,49-21 노상주차장,11215,10700,임야도 등록,,49,21,서울특별시 광진구 화양동 49-21,아차산로,191-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,006-6,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700046,127.065395,37.542295,2022-11-25
74,4757754,49-21 노상주차장,11215,10700,임야도 등록,,49,21,서울특별시 광진구 화양동 49-21,아차산로,191-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,006-7,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700047,127.065446,37.542285,2022-11-25
75,4735946,49-21 노상주차장,11215,10700,임야도 등록,,49,21,서울특별시 광진구 화양동 49-21,아차산로,191-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,006-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700048,127.065476,37.542307,2022-11-25
76,4757755,49-21 노상주차장,11215,10700,임야도 등록,,49,21,서울특별시 광진구 화양동 49-21,아차산로,191-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,006-9,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700049,127.065492,37.542258,2022-11-25
77,4820714,37-29 노상주차장,11215,10700,임야도 등록,,37,29,서울특별시 광진구 화양동 37-29,아차산로21길,78-5,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,98,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700050,127.066880,37.545227,2022-11-25
78,4756452,37-29 거주자우선주차장,11215,10700,임야도 등록,,37,29,서울특별시 광진구 화양동 37-29,아차산로21길,78-5,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,98-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700051,127.066941,37.545239,2022-11-25
79,4838023,36-41 노상주차장,11215,10700,임야도 등록,,36,41,서울특별시 광진구 화양동 36-41,동일로24길,37-4,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,51,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700052,127.067360,37.544865,2022-11-25
80,4754479,33-47 노상주차장,11215,10700,임야도 등록,,33,47,서울특별시 광진구 화양동 33-47,동일로26길,35-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,102-2,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700053,127.067608,37.545004,2022-11-25
81,4737291,33-47 노상주차장,11215,10700,임야도 등록,,33,47,서울특별시 광진구 화양동 33-47,동일로26길,35-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,102,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700054,127.067923,37.544920,2022-11-25
82,4754478,33-37 노상주차장,11215,10700,임야도 등록,,33,37,서울특별시 광진구 화양동 33-37,동일로26길,53-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,107,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700055,127.067933,37.544923,2022-11-25
83,4757492,35-66 노상주차장,11215,10700,임야도 등록,,35,66,서울특별시 광진구 화양동 35-66,아차산로27길,65-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,91,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700056,127.068918,37.544329,2022-11-25
84,4757491,35-2 거주자우선주차장,11215,10700,임야도 등록,,35,2,서울특별시 광진구 화양동 35-2,아차산로27길,59-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,88-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700057,127.068759,37.544066,2022-11-25
85,4757807,35-2 노상주차장,11215,10700,임야도 등록,,35,2,서울특별시 광진구 화양동 35-2,아차산로27길,59-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,088-2,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700059,127.068698,37.543928,2022-11-25
86,4735318,35-27 거주자우선주차장,11215,10700,임야도 등록,,35,27,서울특별시 광진구 화양동 35-27,아차산로27길,41-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,84,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700060,127.068403,37.543379,2022-11-25
87,4838024,36-84 노상주차장,11215,10700,임야도 등록,,36,84,서울특별시 광진구 화양동 36-84,아차산로25길,75-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,072-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700061,127.068124,37.544607,2022-11-25
88,4756155,35-53 거주자우선주차장,11215,10700,임야도 등록,,35,53,서울특별시 광진구 화양동 35-53,아차산로25길,68-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,71,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700062,127.068102,37.544530,2022-11-25
89,4757484,36-16 노상주차장,11215,10700,임야도 등록,,36,16,서울특별시 광진구 화양동 36-16,아차산로25길,73-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,72,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700063,127.068099,37.544465,2022-11-25
90,4757806,36-72 노상주차장,11215,10700,임야도 등록,,36,72,서울특별시 광진구 화양동 36-72,아차산로25길,59-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,69,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700064,127.067955,37.544274,2022-11-25
91,4757490,36-72 노상주차장,11215,10700,임야도 등록,,36,72,서울특별시 광진구 화양동 36-72,아차산로25길,59-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,68,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700065,127.067857,37.544070,2022-11-25
92,4757489,36-72 노상주차장,11215,10700,임야도 등록,,36,72,서울특별시 광진구 화양동 36-72,아차산로25길,59-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,67,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700066,127.067851,37.544026,2022-11-25
93,4825434,36-72 노상주차장,11215,10700,임야도 등록,,36,72,서울특별시 광진구 화양동 36-72,아차산로25길,59-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,066-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700067,127.067823,37.543948,2022-11-25
94,4757488,36-72 노상주차장,11215,10700,임야도 등록,,36,72,서울특별시 광진구 화양동 36-72,아차산로25길,59-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,66,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700068,127.067765,37.543878,2022-11-25
95,4757487,35-21 노상주차장,11215,10700,임야도 등록,,35,21,서울특별시 광진구 화양동 35-21,아차산로25길,56-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,65,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700069,127.067694,37.543721,2022-11-25
96,4757485,35-23 노상주차장,11215,10700,임야도 등록,,35,23,서울특별시 광진구 화양동 35-23,아차산로25길,50-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,064-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700070,127.067661,37.543659,2022-11-25
97,4757486,35-22 노상주차장,11215,10700,임야도 등록,,35,22,서울특별시 광진구 화양동 35-22,아차산로25길,52-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,64,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700071,127.067639,37.543656,2022-11-25
98,4820829,46-17 노상주차장,11215,10700,임야도 등록,,46,17,서울특별시 광진구 화양동 46-17 성진빌딩,아차산로25길,30-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,060-2,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700072,127.067124,37.542714,2022-11-25
99,4757757,46-17 노상주차장,11215,10700,임야도 등록,,46,17,서울특별시 광진구 화양동 46-17 성진빌딩,아차산로25길,30-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,060-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700073,127.067094,37.542664,2022-11-25
100,4755155,45-3 노상주차장,11215,10700,임야도 등록,,45,3,서울특별시 광진구 화양동 45-3 햇님공원 공중화장실,아차산로25길,27-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,60,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700074,127.067059,37.542551,2022-11-25
101,4808861,45-3 노상주차장,11215,10700,임야도 등록,,45,3,서울특별시 광진구 화양동 45-3 햇님공원 공중화장실,아차산로25길,27-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,59,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700075,127.067011,37.542506,2022-11-25
102,4756154,37-9 거주자우선주차장,11215,10700,임야도 등록,,37,9,서울특별시 광진구 화양동 37-9,아차산로23길,51-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,46,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700076,127.067048,37.544255,2022-11-25
103,4810161,37-11 거주자우선주차장,11215,10700,임야도 등록,,37,11,서울특별시 광진구 화양동 37-11,아차산로23길,47-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,461,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700077,127.066983,37.544181,2022-11-25
104,4755142,234 노상주차장,11215,10700,임야도 등록,,234,0,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,47-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,019-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700078,127.066316,37.544742,2022-11-25
105,4756456,234 노상주차장,11215,10700,임야도 등록,,234,0,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,47-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,18,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700079,127.066271,37.544627,2022-11-25
106,4736662,234 노상주차장,11215,10700,임야도 등록,,234,0,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,47-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,19,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700080,127.066316,37.544599,2022-11-25
107,4810105,234 노상주차장,11215,10700,임야도 등록,,234,0,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,47-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,013-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700081,127.066288,37.544604,2022-11-25
108,4808137,234 노상주차장,11215,10700,임야도 등록,,234,0,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,47-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,17,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700082,127.066231,37.544530,2022-11-25
109,4809380,234 노상주차장,11215,10700,임야도 등록,,234,0,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,47-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,16,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700083,127.066159,37.544438,2022-11-25
110,4756455,234 노상주차장,11215,10700,임야도 등록,,234,0,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,47-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,15,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700084,127.066100,37.544401,2022-11-25
111,4756454,234 노상주차장,11215,10700,임야도 등록,,234,0,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,47-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,14,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700085,127.066124,37.544329,2022-11-25
112,4756453,234 노상주차장,11215,10700,임야도 등록,,234,0,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,47-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,13,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700086,127.066039,37.544146,2022-11-25
113,4755141,234 노상주차장,11215,10700,임야도 등록,,234,0,서울특별시 광진구 화양동 234 화양동현대아파트,아차산로21길,47-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,014-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700087,127.066070,37.544233,2022-11-25
114,4755153,45-15 노상주차장,11215,10700,임야도 등록,,45,15,서울특별시 광진구 화양동 45-15,동일로24길,30-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,045-1,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700088,127.066673,37.543553,2022-11-25
115,4825399,44-37 노상주차장,11215,10700,임야도 등록,,44,37,서울특별시 광진구 화양동 44-37,동일로22길,17-15,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,9,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700089,127.065681,37.543075,2022-11-25
116,4818156,44-86 노상주차장,11215,10700,임야도 등록,,44,86,서울특별시 광진구 화양동 44-86,아차산로23길,9-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,38,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700090,127.066166,37.542577,2022-11-25
117,4842274,44-86 노상주차장,11215,10700,임야도 등록,,44,86,서울특별시 광진구 화양동 44-86,아차산로23길,9-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,37,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700091,127.066130,37.542563,2022-11-25
118,4758109,44-89 노상주차장,11215,10700,임야도 등록,,44,89,서울특별시 광진구 화양동 44-89,아차산로23길,3-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,34,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700092,127.065996,37.542303,2022-11-25
119,4807768,45-14 노상주차장,11215,10700,임야도 등록,,45,14,서울특별시 광진구 화양동 45-14,아차산로23길,30-,2,5,유료,0000,0000,0000,0000,0000,0000,0,0,0,0,0,0,정보없음,미시행,거주자우선주차장,없음,45,30000,20000,40000,0000,2400,0000,2400,0000,2400,0,0,0,0,0,0,0,0,0,1121510700093,127.066621,37.543414,2022-11-25
