점포구분명,상세영업상태명,사업장명,좌표정보(X),좌표정보(Y)
종합체육시설업,영업중,SK네트웍스(주) 워커힐,209775.267831522,450327.57709331
종합체육시설업,영업중,루(ROO),209775.267831522,450327.57709331
